,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
0,"[  58.21678543    5.31736279   78.98703766  109.34017181   76.23735046
   57.35609436   22.38442612   90.93052673   40.21776199   97.0616684 ]","[ 52.37408447   1.41500318  49.97792053  52.80331421  40.07575226
  25.55269814  11.87328053  41.8278389   11.01792336   6.77575827]","[ 12.58607483  12.17084789   3.36694741   8.28831863   1.38820446
   5.90516949  24.58127022   6.76504612   2.08793211  34.64403915]","[  7.2724328   26.91690445  20.53746223   0.83329004   4.24091387
   9.14343166  16.43621254   6.25228548   2.67870998  22.41348267]","[  4.19627428  17.06080246   9.16461658   0.41579479   1.31810987
   2.81264019   6.75076008   3.1155498    0.14816669   8.86644745]",39.9669952393,0,2.0
1,"[   5.31736279   78.98703766  109.34017181   76.23735046   57.35609436
   22.38442612   90.93052673   40.21776199   97.0616684   588.81335449]","[   1.41500318   49.97792053   52.80331421   40.07575226   25.55269814
   11.87328053   41.8278389    11.01792336    6.77575827  293.21148682]","[  12.17084789    3.36694741    8.28831863    1.38820446    5.90516949
   24.58127022    6.76504612    2.08793211   34.64403915  296.3046875 ]","[  26.91690445   20.53746223    0.83329004    4.24091387    9.14343166
   16.43621254    6.25228548    2.67870998   22.41348267  594.50799561]","[  1.70608025e+01   9.16461658e+00   4.15794790e-01   1.31810987e+00
   2.81264019e+00   6.75076008e+00   3.11554980e+00   1.48166686e-01
   8.86644745e+00   2.98698608e+02]",39.9588813782,0,2.0
2,"[  78.98703766  109.34017181   76.23735046   57.35609436   22.38442612
   90.93052673   40.21776199   97.0616684   588.81335449  617.89312744]","[  49.97792053   52.80331421   40.07575226   25.55269814   11.87328053
   41.8278389    11.01792336    6.77575827  293.21148682  197.47523499]","[   3.36694741    8.28831863    1.38820446    5.90516949   24.58127022
    6.76504612    2.08793211   34.64403915  296.3046875   116.4402771 ]","[  20.53746223    0.83329004    4.24091387    9.14343166   16.43621254
    6.25228548    2.67870998   22.41348267  594.50799561   94.41269684]","[  9.16461658e+00   4.15794790e-01   1.31810987e+00   2.81264019e+00
   6.75076008e+00   3.11554980e+00   1.48166686e-01   8.86644745e+00
   2.98698608e+02   2.40127449e+01]",39.9467468262,0,2.0
3,"[  109.34017181    76.23735046    57.35609436    22.38442612    90.93052673
    40.21776199    97.0616684    588.81335449   617.89312744  1028.0916748 ]","[  52.80331421   40.07575226   25.55269814   11.87328053   41.8278389
   11.01792336    6.77575827  293.21148682  197.47523499  523.5612793 ]","[   8.28831863    1.38820446    5.90516949   24.58127022    6.76504612
    2.08793211   34.64403915  296.3046875   116.4402771   130.07339478]","[   0.83329004    4.24091387    9.14343166   16.43621254    6.25228548
    2.67870998   22.41348267  594.50799561   94.41269684   70.72573853]","[  4.15794790e-01   1.31810987e+00   2.81264019e+00   6.75076008e+00
   3.11554980e+00   1.48166686e-01   8.86644745e+00   2.98698608e+02
   2.40127449e+01   1.11532417e+02]",39.909538269,0,2.0
4,"[   76.23735046    57.35609436    22.38442612    90.93052673    40.21776199
    97.0616684    588.81335449   617.89312744  1028.0916748    189.33879089]","[  40.07575226   25.55269814   11.87328053   41.8278389    11.01792336
    6.77575827  293.21148682  197.47523499  523.5612793    10.69850254]","[   1.38820446    5.90516949   24.58127022    6.76504612    2.08793211
   34.64403915  296.3046875   116.4402771   130.07339478   91.01907349]","[   4.24091387    9.14343166   16.43621254    6.25228548    2.67870998
   22.41348267  594.50799561   94.41269684   70.72573853  449.81304932]","[  1.31810987e+00   2.81264019e+00   6.75076008e+00   3.11554980e+00
   1.48166686e-01   8.86644745e+00   2.98698608e+02   2.40127449e+01
   1.11532417e+02   1.73532120e+02]",39.8392333984,0,2.0
5,"[   57.35609436    22.38442612    90.93052673    40.21776199    97.0616684
   588.81335449   617.89312744  1028.0916748    189.33879089   855.8928833 ]","[  25.55269814   11.87328053   41.8278389    11.01792336    6.77575827
  293.21148682  197.47523499  523.5612793    10.69850254  564.26757812]","[   5.90516949   24.58127022    6.76504612    2.08793211   34.64403915
  296.3046875   116.4402771   130.07339478   91.01907349  121.26104736]","[   9.14343166   16.43621254    6.25228548    2.67870998   22.41348267
  594.50799561   94.41269684   70.72573853  449.81304932   99.85836792]","[  2.81264019e+00   6.75076008e+00   3.11554980e+00   1.48166686e-01
   8.86644745e+00   2.98698608e+02   2.40127449e+01   1.11532417e+02
   1.73532120e+02   1.19963783e+02]",39.6847953796,0,2.0
6,"[   22.38442612    90.93052673    40.21776199    97.0616684    588.81335449
   617.89312744  1028.0916748    189.33879089   855.8928833    374.89941406]","[  11.87328053   41.8278389    11.01792336    6.77575827  293.21148682
  197.47523499  523.5612793    10.69850254  564.26757812  157.97608948]","[  24.58127022    6.76504612    2.08793211   34.64403915  296.3046875
  116.4402771   130.07339478   91.01907349  121.26104736   43.2970314 ]","[  16.43621254    6.25228548    2.67870998   22.41348267  594.50799561
   94.41269684   70.72573853  449.81304932   99.85836792  246.87130737]","[  6.75076008e+00   3.11554980e+00   1.48166686e-01   8.86644745e+00
   2.98698608e+02   2.40127449e+01   1.11532417e+02   1.73532120e+02
   1.19963783e+02   1.46601196e+02]",39.6040306091,0,2.0
7,"[   90.93052673    40.21776199    97.0616684    588.81335449   617.89312744
  1028.0916748    189.33879089   855.8928833    374.89941406   613.74023438]","[  41.8278389    11.01792336    6.77575827  293.21148682  197.47523499
  523.5612793    10.69850254  564.26757812  157.97608948  546.13116455]","[   6.76504612    2.08793211   34.64403915  296.3046875   116.4402771
  130.07339478   91.01907349  121.26104736   43.2970314    24.60662842]","[   6.25228548    2.67870998   22.41348267  594.50799561   94.41269684
   70.72573853  449.81304932   99.85836792  246.87130737  182.48223877]","[  3.11554980e+00   1.48166686e-01   8.86644745e+00   2.98698608e+02
   2.40127449e+01   1.11532417e+02   1.73532120e+02   1.19963783e+02
   1.46601196e+02   1.20082603e+02]",39.3907775879,0,2.0
8,"[   40.21776199    97.0616684    588.81335449   617.89312744  1028.0916748
   189.33879089   855.8928833    374.89941406   613.74023438   498.75387573]","[  11.01792336    6.77575827  293.21148682  197.47523499  523.5612793
   10.69850254  564.26757812  157.97608948  546.13116455  337.31436157]","[   2.08793211   34.64403915  296.3046875   116.4402771   130.07339478
   91.01907349  121.26104736   43.2970314    24.60662842   75.25156403]","[   2.67870998   22.41348267  594.50799561   94.41269684   70.72573853
  449.81304932   99.85836792  246.87130737  182.48223877  185.56785583]","[  1.48166686e-01   8.86644745e+00   2.98698608e+02   2.40127449e+01
   1.11532417e+02   1.73532120e+02   1.19963783e+02   1.46601196e+02
   1.20082603e+02   1.17868736e+02]",39.2260322571,0,2.0
9,"[   97.0616684    588.81335449   617.89312744  1028.0916748    189.33879089
   855.8928833    374.89941406   613.74023438   498.75387573   533.59448242]","[   6.77575827  293.21148682  197.47523499  523.5612793    10.69850254
  564.26757812  157.97608948  546.13116455  337.31436157  394.00180054]","[  34.64403915  296.3046875   116.4402771   130.07339478   91.01907349
  121.26104736   43.2970314    24.60662842   75.25156403  109.49633789]","[  22.41348267  594.50799561   94.41269684   70.72573853  449.81304932
   99.85836792  246.87130737  182.48223877  185.56785583  182.57415771]","[   8.86644745  298.6986084    24.0127449   111.5324173   173.53211975
  119.96378326  146.60119629  120.08260345  117.86873627  127.72945404]",39.0679130554,0,2.0
