,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
0,"[  43.4701004    12.66046238   29.91683578   66.73342133   97.25746918
  143.91696167   63.2920723    93.65355682   45.89790726  195.17262268]","[ 70.40143585   2.28500414  33.57682419  39.81839752  50.29143143
  69.74608612  28.88364601  46.35887146  11.54322147  85.00756073]","[ 20.27036858   2.90626717   5.78468561   2.67156124   2.64204216
   3.13290524   1.50955904   5.72384405   2.99027085  14.88571739]","[ 17.39704704   8.45839977  15.99240494  15.56043148  15.97800446
   0.90600926   0.51400393  10.05364037   1.47491336   8.27035713]","[ 10.47609329   6.72450018   9.32603645   7.74867725   8.24608707
   2.81102657   2.66181302   2.1176002    0.50079507   3.70591807]",39.969543457,0,1.0
1,"[  12.66046238   29.91683578   66.73342133   97.25746918  143.91696167
   63.2920723    93.65355682   45.89790726  195.17262268  614.60552979]","[   2.28500414   33.57682419   39.81839752   50.29143143   69.74608612
   28.88364601   46.35887146   11.54322147   85.00756073  318.26751709]","[   2.90626717    5.78468561    2.67156124    2.64204216    3.13290524
    1.50955904    5.72384405    2.99027085   14.88571739  129.04234314]","[   8.45839977   15.99240494   15.56043148   15.97800446    0.90600926
    0.51400393   10.05364037    1.47491336    8.27035713  192.24504089]","[   6.72450018    9.32603645    7.74867725    8.24608707    2.81102657
    2.66181302    2.1176002     0.50079507    3.70591807  209.8455658 ]",39.966960907,0,1.0
2,"[  29.91683578   66.73342133   97.25746918  143.91696167   63.2920723
   93.65355682   45.89790726  195.17262268  614.60552979   38.48486328]","[  33.57682419   39.81839752   50.29143143   69.74608612   28.88364601
   46.35887146   11.54322147   85.00756073  318.26751709  103.64019775]","[   5.78468561    2.67156124    2.64204216    3.13290524    1.50955904
    5.72384405    2.99027085   14.88571739  129.04234314   39.20158005]","[  15.99240494   15.56043148   15.97800446    0.90600926    0.51400393
   10.05364037    1.47491336    8.27035713  192.24504089  318.29550171]","[   9.32603645    7.74867725    8.24608707    2.81102657    2.66181302
    2.1176002     0.50079507    3.70591807  209.8455658   204.90681458]",39.957447052,0,1.0
3,"[  66.73342133   97.25746918  143.91696167   63.2920723    93.65355682
   45.89790726  195.17262268  614.60552979   38.48486328  422.42944336]","[  39.81839752   50.29143143   69.74608612   28.88364601   46.35887146
   11.54322147   85.00756073  318.26751709  103.64019775  172.55137634]","[   2.67156124    2.64204216    3.13290524    1.50955904    5.72384405
    2.99027085   14.88571739  129.04234314   39.20158005   62.222332  ]","[  15.56043148   15.97800446    0.90600926    0.51400393   10.05364037
    1.47491336    8.27035713  192.24504089  318.29550171  281.90545654]","[   7.74867725    8.24608707    2.81102657    2.66181302    2.1176002
    0.50079507    3.70591807  209.8455658   204.90681458  174.18777466]",39.9353904724,0,1.0
4,"[  97.25746918  143.91696167   63.2920723    93.65355682   45.89790726
  195.17262268  614.60552979   38.48486328  422.42944336  631.93450928]","[  50.29143143   69.74608612   28.88364601   46.35887146   11.54322147
   85.00756073  318.26751709  103.64019775  172.55137634  342.55184937]","[   2.64204216    3.13290524    1.50955904    5.72384405    2.99027085
   14.88571739  129.04234314   39.20158005   62.222332     29.90831757]","[  15.97800446    0.90600926    0.51400393   10.05364037    1.47491336
    8.27035713  192.24504089  318.29550171  281.90545654  375.52285767]","[   8.24608707    2.81102657    2.66181302    2.1176002     0.50079507
    3.70591807  209.8455658   204.90681458  174.18777466  194.37310791]",39.8966674805,0,1.0
5,"[ 143.91696167   63.2920723    93.65355682   45.89790726  195.17262268
  614.60552979   38.48486328  422.42944336  631.93450928  315.94805908]","[  69.74608612   28.88364601   46.35887146   11.54322147   85.00756073
  318.26751709  103.64019775  172.55137634  342.55184937   18.59560966]","[   3.13290524    1.50955904    5.72384405    2.99027085   14.88571739
  129.04234314   39.20158005   62.222332     29.90831757  142.12924194]","[   0.90600926    0.51400393   10.05364037    1.47491336    8.27035713
  192.24504089  318.29550171  281.90545654  375.52285767  240.90093994]","[   2.81102657    2.66181302    2.1176002     0.50079507    3.70591807
  209.8455658   204.90681458  174.18777466  194.37310791  108.20072174]",39.8417663574,0,1.0
6,"[  63.2920723    93.65355682   45.89790726  195.17262268  614.60552979
   38.48486328  422.42944336  631.93450928  315.94805908   89.11547089]","[  28.88364601   46.35887146   11.54322147   85.00756073  318.26751709
  103.64019775  172.55137634  342.55184937   18.59560966   10.87260818]","[   1.50955904    5.72384405    2.99027085   14.88571739  129.04234314
   39.20158005   62.222332     29.90831757  142.12924194   37.23884964]","[   0.51400393   10.05364037    1.47491336    8.27035713  192.24504089
  318.29550171  281.90545654  375.52285767  240.90093994  106.93703461]","[   2.66181302    2.1176002     0.50079507    3.70591807  209.8455658
  204.90681458  174.18777466  194.37310791  108.20072174   54.18586731]",39.7726898193,0,1.0
7,"[  93.65355682   45.89790726  195.17262268  614.60552979   38.48486328
  422.42944336  631.93450928  315.94805908   89.11547089  225.09776306]","[  46.35887146   11.54322147   85.00756073  318.26751709  103.64019775
  172.55137634  342.55184937   18.59560966   10.87260818  177.34300232]","[   5.72384405    2.99027085   14.88571739  129.04234314   39.20158005
   62.222332     29.90831757  142.12924194   37.23884964   14.02504826]","[  10.05364037    1.47491336    8.27035713  192.24504089  318.29550171
  281.90545654  375.52285767  240.90093994  106.93703461  165.31803894]","[   2.1176002     0.50079507    3.70591807  209.8455658   204.90681458
  174.18777466  194.37310791  108.20072174   54.18586731  101.31761932]",39.6936035156,0,1.0
8,"[  45.89790726  195.17262268  614.60552979   38.48486328  422.42944336
  631.93450928  315.94805908   89.11547089  225.09776306  467.31845093]","[  11.54322147   85.00756073  318.26751709  103.64019775  172.55137634
  342.55184937   18.59560966   10.87260818  177.34300232  291.04827881]","[   2.99027085   14.88571739  129.04234314   39.20158005   62.222332
   29.90831757  142.12924194   37.23884964   14.02504826   67.78684235]","[   1.47491336    8.27035713  192.24504089  318.29550171  281.90545654
  375.52285767  240.90093994  106.93703461  165.31803894  116.9705658 ]","[   0.50079507    3.70591807  209.8455658   204.90681458  174.18777466
  194.37310791  108.20072174   54.18586731  101.31761932  101.59855652]",39.6081695557,0,1.0
9,"[ 195.17262268  614.60552979   38.48486328  422.42944336  631.93450928
  315.94805908   89.11547089  225.09776306  467.31845093  428.27508545]","[  85.00756073  318.26751709  103.64019775  172.55137634  342.55184937
   18.59560966   10.87260818  177.34300232  291.04827881  253.87936401]","[  14.88571739  129.04234314   39.20158005   62.222332     29.90831757
  142.12924194   37.23884964   14.02504826   67.78684235   41.45037842]","[   8.27035713  192.24504089  318.29550171  281.90545654  375.52285767
  240.90093994  106.93703461  165.31803894  116.9705658    55.52374649]","[   3.70591807  209.8455658   204.90681458  174.18777466  194.37310791
  108.20072174   54.18586731  101.31761932  101.59855652   25.77919579]",39.5183143616,0,1.0
10,"[ 614.60552979   38.48486328  422.42944336  631.93450928  315.94805908
   89.11547089  225.09776306  467.31845093  428.27508545  234.89196777]","[ 318.26751709  103.64019775  172.55137634  342.55184937   18.59560966
   10.87260818  177.34300232  291.04827881  253.87936401  124.3998642 ]","[ 129.04234314   39.20158005   62.222332     29.90831757  142.12924194
   37.23884964   14.02504826   67.78684235   41.45037842   50.37014008]","[ 192.24504089  318.29550171  281.90545654  375.52285767  240.90093994
  106.93703461  165.31803894  116.9705658    55.52374649   42.4249115 ]","[ 209.8455658   204.90681458  174.18777466  194.37310791  108.20072174
   54.18586731  101.31761932  101.59855652   25.77919579    2.3402195 ]",39.424987793,0,1.0
11,"[  38.48486328  422.42944336  631.93450928  315.94805908   89.11547089
  225.09776306  467.31845093  428.27508545  234.89196777   85.94712067]","[ 103.64019775  172.55137634  342.55184937   18.59560966   10.87260818
  177.34300232  291.04827881  253.87936401  124.3998642     2.13370752]","[  39.20158005   62.222332     29.90831757  142.12924194   37.23884964
   14.02504826   67.78684235   41.45037842   50.37014008  103.26135254]","[ 318.29550171  281.90545654  375.52285767  240.90093994  106.93703461
  165.31803894  116.9705658    55.52374649   42.4249115    51.83470917]","[ 204.90681458  174.18777466  194.37310791  108.20072174   54.18586731
  101.31761932  101.59855652   25.77919579    2.3402195     1.71059585]",39.3285484314,0,1.0
12,"[ 422.42944336  631.93450928  315.94805908   89.11547089  225.09776306
  467.31845093  428.27508545  234.89196777   85.94712067   39.63660049]","[ 172.55137634  342.55184937   18.59560966   10.87260818  177.34300232
  291.04827881  253.87936401  124.3998642     2.13370752   71.86737061]","[  62.222332     29.90831757  142.12924194   37.23884964   14.02504826
   67.78684235   41.45037842   50.37014008  103.26135254    9.13344193]","[ 281.90545654  375.52285767  240.90093994  106.93703461  165.31803894
  116.9705658    55.52374649   42.4249115    51.83470917   39.51008606]","[ 174.18777466  194.37310791  108.20072174   54.18586731  101.31761932
  101.59855652   25.77919579    2.3402195     1.71059585   10.26173306]",39.2304458618,0,1.0
13,"[ 631.93450928  315.94805908   89.11547089  225.09776306  467.31845093
  428.27508545  234.89196777   85.94712067   39.63660049  295.70367432]","[ 342.55184937   18.59560966   10.87260818  177.34300232  291.04827881
  253.87936401  124.3998642     2.13370752   71.86737061  129.28504944]","[  29.90831757  142.12924194   37.23884964   14.02504826   67.78684235
   41.45037842   50.37014008  103.26135254    9.13344193   45.25391769]","[ 375.52285767  240.90093994  106.93703461  165.31803894  116.9705658
   55.52374649   42.4249115    51.83470917   39.51008606  176.3911438 ]","[ 194.37310791  108.20072174   54.18586731  101.31761932  101.59855652
   25.77919579    2.3402195     1.71059585   10.26173306   68.95557404]",39.1300582886,0,1.0
14,"[ 315.94805908   89.11547089  225.09776306  467.31845093  428.27508545
  234.89196777   85.94712067   39.63660049  295.70367432  101.9378891 ]","[  18.59560966   10.87260818  177.34300232  291.04827881  253.87936401
  124.3998642     2.13370752   71.86737061  129.28504944  106.84710693]","[ 142.12924194   37.23884964   14.02504826   67.78684235   41.45037842
   50.37014008  103.26135254    9.13344193   45.25391769   10.67045689]","[ 240.90093994  106.93703461  165.31803894  116.9705658    55.52374649
   42.4249115    51.83470917   39.51008606  176.3911438    82.52348328]","[ 108.20072174   54.18586731  101.31761932  101.59855652   25.77919579
    2.3402195     1.71059585   10.26173306   68.95557404   44.52697372]",39.0291404724,0,1.0
15,"[  89.11547089  225.09776306  467.31845093  428.27508545  234.89196777
   85.94712067   39.63660049  295.70367432  101.9378891   167.71586609]","[  10.87260818  177.34300232  291.04827881  253.87936401  124.3998642
    2.13370752   71.86737061  129.28504944  106.84710693   78.28076935]","[  37.23884964   14.02504826   67.78684235   41.45037842   50.37014008
  103.26135254    9.13344193   45.25391769   10.67045689    1.43163311]","[ 106.93703461  165.31803894  116.9705658    55.52374649   42.4249115
   51.83470917   39.51008606  176.3911438    82.52348328   59.67449188]","[  54.18586731  101.31761932  101.59855652   25.77919579    2.3402195
    1.71059585   10.26173306   68.95557404   44.52697372   36.34898376]",38.9260940552,0,1.0
16,"[ 225.09776306  467.31845093  428.27508545  234.89196777   85.94712067
   39.63660049  295.70367432  101.9378891   167.71586609    5.98673105]","[ 177.34300232  291.04827881  253.87936401  124.3998642     2.13370752
   71.86737061  129.28504944  106.84710693   78.28076935  182.29846191]","[  14.02504826   67.78684235   41.45037842   50.37014008  103.26135254
    9.13344193   45.25391769   10.67045689    1.43163311  283.71704102]","[ 165.31803894  116.9705658    55.52374649   42.4249115    51.83470917
   39.51008606  176.3911438    82.52348328   59.67449188  193.24256897]","[ 101.31761932  101.59855652   25.77919579    2.3402195     1.71059585
   10.26173306   68.95557404   44.52697372   36.34898376   65.89226532]",38.8236541748,0,1.0
17,"[ 467.31845093  428.27508545  234.89196777   85.94712067   39.63660049
  295.70367432  101.9378891   167.71586609    5.98673105  408.08743286]","[ 291.04827881  253.87936401  124.3998642     2.13370752   71.86737061
  129.28504944  106.84710693   78.28076935  182.29846191  184.08306885]","[  67.78684235   41.45037842   50.37014008  103.26135254    9.13344193
   45.25391769   10.67045689    1.43163311  283.71704102  198.70574951]","[ 116.9705658    55.52374649   42.4249115    51.83470917   39.51008606
  176.3911438    82.52348328   59.67449188  193.24256897  216.87942505]","[ 101.59855652   25.77919579    2.3402195     1.71059585   10.26173306
   68.95557404   44.52697372   36.34898376   65.89226532   74.02692413]",38.6177177429,0,1.0
18,"[ 428.27508545  234.89196777   85.94712067   39.63660049  295.70367432
  101.9378891   167.71586609    5.98673105  408.08743286  103.80499268]","[ 253.87936401  124.3998642     2.13370752   71.86737061  129.28504944
  106.84710693   78.28076935  182.29846191  184.08306885   24.84626007]","[  41.45037842   50.37014008  103.26135254    9.13344193   45.25391769
   10.67045689    1.43163311  283.71704102  198.70574951  131.82440186]","[  55.52374649   42.4249115    51.83470917   39.51008606  176.3911438
   82.52348328   59.67449188  193.24256897  216.87942505  146.02502441]","[ 25.77919579   2.3402195    1.71059585  10.26173306  68.95557404
  44.52697372  36.34898376  65.89226532  74.02692413  59.38261032]",38.5130844116,0,1.0
19,"[ 234.89196777   85.94712067   39.63660049  295.70367432  101.9378891
  167.71586609    5.98673105  408.08743286  103.80499268   10.8904829 ]","[ 124.3998642     2.13370752   71.86737061  129.28504944  106.84710693
   78.28076935  182.29846191  184.08306885   24.84626007   71.93123627]","[  50.37014008  103.26135254    9.13344193   45.25391769   10.67045689
    1.43163311  283.71704102  198.70574951  131.82440186   43.84749985]","[  42.4249115    51.83470917   39.51008606  176.3911438    82.52348328
   59.67449188  193.24256897  216.87942505  146.02502441    7.67637825]","[  2.3402195    1.71059585  10.26173306  68.95557404  44.52697372
  36.34898376  65.89226532  74.02692413  59.38261032  30.82804108]",38.4071083069,0,1.0
20,"[  85.94712067   39.63660049  295.70367432  101.9378891   167.71586609
    5.98673105  408.08743286  103.80499268   10.8904829   171.9727478 ]","[   2.13370752   71.86737061  129.28504944  106.84710693   78.28076935
  182.29846191  184.08306885   24.84626007   71.93123627  156.19871521]","[ 103.26135254    9.13344193   45.25391769   10.67045689    1.43163311
  283.71704102  198.70574951  131.82440186   43.84749985   63.2311058 ]","[  51.83470917   39.51008606  176.3911438    82.52348328   59.67449188
  193.24256897  216.87942505  146.02502441    7.67637825  121.58569336]","[  1.71059585  10.26173306  68.95557404  44.52697372  36.34898376
  65.89226532  74.02692413  59.38261032  30.82804108  73.95010376]",38.3002853394,0,1.0
