,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
0,"[  18.0349102    38.49581146   40.84115982    0.64077967   33.13589478
   39.24045563   32.78287125  100.71245575    3.95033669   52.155056  ]","[ 24.58720779  14.6286993   25.43613243   7.49151182  27.12133026
  22.72389984  29.45838737  53.55243683   2.70631027  29.22050476]","[ 15.25551224   8.56954479   3.27000952  23.20251465   7.57821226
   6.37579107  11.92886639   2.83998442  14.47170734   0.34891921]","[ 24.22662735  13.87480736   4.03105736  22.44076538   1.08643866
  17.97827911   2.0159421   10.56868076  18.82170677   9.8278141 ]","[ 24.97554588   9.78507042   4.13937664  11.13777924   0.63277888
   9.11381149   0.92636532   0.68957138   8.86871719   3.82114577]",39.9443626404,0,1.0
1,"[  3.84958115e+01   4.08411598e+01   6.40779674e-01   3.31358948e+01
   3.92404556e+01   3.27828712e+01   1.00712456e+02   3.95033669e+00
   5.21550560e+01   7.60938232e+02]","[  14.6286993    25.43613243    7.49151182   27.12133026   22.72389984
   29.45838737   53.55243683    2.70631027   29.22050476  489.50714111]","[   8.56954479    3.27000952   23.20251465    7.57821226    6.37579107
   11.92886639    2.83998442   14.47170734    0.34891921  200.91334534]","[  13.87480736    4.03105736   22.44076538    1.08643866   17.97827911
    2.0159421    10.56868076   18.82170677    9.8278141   246.06634521]","[  9.78507042   4.13937664  11.13777924   0.63277888   9.11381149
   0.92636532   0.68957138   8.86871719   3.82114577   8.38508415]",39.9435043335,0,1.0
2,"[  4.08411598e+01   6.40779674e-01   3.31358948e+01   3.92404556e+01
   3.27828712e+01   1.00712456e+02   3.95033669e+00   5.21550560e+01
   7.60938232e+02   7.21073486e+02]","[  25.43613243    7.49151182   27.12133026   22.72389984   29.45838737
   53.55243683    2.70631027   29.22050476  489.50714111  125.21485901]","[   3.27000952   23.20251465    7.57821226    6.37579107   11.92886639
    2.83998442   14.47170734    0.34891921  200.91334534   49.40114975]","[   4.03105736   22.44076538    1.08643866   17.97827911    2.0159421
   10.56868076   18.82170677    9.8278141   246.06634521  230.10800171]","[  4.13937664  11.13777924   0.63277888   9.11381149   0.92636532
   0.68957138   8.86871719   3.82114577   8.38508415  93.34368134]",39.9332618713,0,1.0
3,"[  6.40779674e-01   3.31358948e+01   3.92404556e+01   3.27828712e+01
   1.00712456e+02   3.95033669e+00   5.21550560e+01   7.60938232e+02
   7.21073486e+02   2.15695953e+02]","[   7.49151182   27.12133026   22.72389984   29.45838737   53.55243683
    2.70631027   29.22050476  489.50714111  125.21485901  193.7938385 ]","[  23.20251465    7.57821226    6.37579107   11.92886639    2.83998442
   14.47170734    0.34891921  200.91334534   49.40114975   30.24524498]","[  22.44076538    1.08643866   17.97827911    2.0159421    10.56868076
   18.82170677    9.8278141   246.06634521  230.10800171  201.07244873]","[  11.13777924    0.63277888    9.11381149    0.92636532    0.68957138
    8.86871719    3.82114577    8.38508415   93.34368134  134.59407043]",39.9090461731,0,1.0
4,"[   33.13589478    39.24045563    32.78287125   100.71245575     3.95033669
    52.155056     760.93823242   721.07348633   215.69595337  1052.29272461]","[  27.12133026   22.72389984   29.45838737   53.55243683    2.70631027
   29.22050476  489.50714111  125.21485901  193.7938385   539.203125  ]","[   7.57821226    6.37579107   11.92886639    2.83998442   14.47170734
    0.34891921  200.91334534   49.40114975   30.24524498   81.39067841]","[   1.08643866   17.97827911    2.0159421    10.56868076   18.82170677
    9.8278141   246.06634521  230.10800171  201.07244873  379.22085571]","[   0.63277888    9.11381149    0.92636532    0.68957138    8.86871719
    3.82114577    8.38508415   93.34368134  134.59407043  233.96998596]",39.8657455444,0,1.0
5,"[   39.24045563    32.78287125   100.71245575     3.95033669    52.155056
   760.93823242   721.07348633   215.69595337  1052.29272461   895.66107178]","[  22.72389984   29.45838737   53.55243683    2.70631027   29.22050476
  489.50714111  125.21485901  193.7938385   539.203125    400.95220947]","[   6.37579107   11.92886639    2.83998442   14.47170734    0.34891921
  200.91334534   49.40114975   30.24524498   81.39067841  155.49209595]","[  17.97827911    2.0159421    10.56868076   18.82170677    9.8278141
  246.06634521  230.10800171  201.07244873  379.22085571  198.31704712]","[   9.11381149    0.92636532    0.68957138    8.86871719    3.82114577
    8.38508415   93.34368134  134.59407043  233.96998596   69.4986496 ]",39.8051109314,0,1.0
6,"[   32.78287125   100.71245575     3.95033669    52.155056     760.93823242
   721.07348633   215.69595337  1052.29272461   895.66107178   137.20431519]","[  29.45838737   53.55243683    2.70631027   29.22050476  489.50714111
  125.21485901  193.7938385   539.203125    400.95220947   78.64922333]","[  1.19288664e+01   2.83998442e+00   1.44717073e+01   3.48919213e-01
   2.00913345e+02   4.94011497e+01   3.02452450e+01   8.13906784e+01
   1.55492096e+02   1.93507120e-01]","[   2.0159421    10.56868076   18.82170677    9.8278141   246.06634521
  230.10800171  201.07244873  379.22085571  198.31704712  158.73086548]","[   0.92636532    0.68957138    8.86871719    3.82114577    8.38508415
   93.34368134  134.59407043  233.96998596   69.4986496   107.46764374]",39.7312240601,0,1.0
7,"[  100.71245575     3.95033669    52.155056     760.93823242   721.07348633
   215.69595337  1052.29272461   895.66107178   137.20431519   405.93862915]","[  53.55243683    2.70631027   29.22050476  489.50714111  125.21485901
  193.7938385   539.203125    400.95220947   78.64922333  277.29724121]","[  2.83998442e+00   1.44717073e+01   3.48919213e-01   2.00913345e+02
   4.94011497e+01   3.02452450e+01   8.13906784e+01   1.55492096e+02
   1.93507120e-01   3.76796227e+01]","[  10.56868076   18.82170677    9.8278141   246.06634521  230.10800171
  201.07244873  379.22085571  198.31704712  158.73086548  228.98457336]","[   0.68957138    8.86871719    3.82114577    8.38508415   93.34368134
  134.59407043  233.96998596   69.4986496   107.46764374  146.83843994]",39.6487007141,0,1.0
8,"[    3.95033669    52.155056     760.93823242   721.07348633   215.69595337
  1052.29272461   895.66107178   137.20431519   405.93862915   266.07977295]","[   2.70631027   29.22050476  489.50714111  125.21485901  193.7938385
  539.203125    400.95220947   78.64922333  277.29724121  232.32429504]","[  1.44717073e+01   3.48919213e-01   2.00913345e+02   4.94011497e+01
   3.02452450e+01   8.13906784e+01   1.55492096e+02   1.93507120e-01
   3.76796227e+01   2.53742847e+01]","[  18.82170677    9.8278141   246.06634521  230.10800171  201.07244873
  379.22085571  198.31704712  158.73086548  228.98457336  196.2901001 ]","[   8.86871719    3.82114577    8.38508415   93.34368134  134.59407043
  233.96998596   69.4986496   107.46764374  146.83843994  114.21033478]",39.5606956482,0,1.0
9,"[   52.155056     760.93823242   721.07348633   215.69595337  1052.29272461
   895.66107178   137.20431519   405.93862915   266.07977295   425.98605347]","[  29.22050476  489.50714111  125.21485901  193.7938385   539.203125
  400.95220947   78.64922333  277.29724121  232.32429504  125.80332947]","[  3.48919213e-01   2.00913345e+02   4.94011497e+01   3.02452450e+01
   8.13906784e+01   1.55492096e+02   1.93507120e-01   3.76796227e+01
   2.53742847e+01   1.13149178e+02]","[   9.8278141   246.06634521  230.10800171  201.07244873  379.22085571
  198.31704712  158.73086548  228.98457336  196.2901001   213.67800903]","[   3.82114577    8.38508415   93.34368134  134.59407043  233.96998596
   69.4986496   107.46764374  146.83843994  114.21033478  123.09391022]",39.3744049072,0,1.0
