,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
10,"[  595.07958984   758.0324707    870.68157959  1600.23779297    92.2028656
   340.12457275   942.80230713   335.01211548   280.02868652   289.71173096]","[ 442.16357422  369.31280518  530.00714111  884.32806396  138.70874023
  262.9932251   508.55688477  284.89962769  112.31842041   58.02375793]","[ 155.145401    324.63238525  404.39678955   77.4299469   227.30064392
    1.78130829  108.8069458    47.24348831  103.66242981  249.07852173]","[  25.09238052   18.60995865  198.39680481  421.04724121  338.99389648
  234.65826416  190.18522644  268.59555054  242.37770081  263.28213501]","[ 149.53289795  166.97633362  160.77276611  202.80111694  161.89431763
  156.73406982  162.51858521  152.98405457   99.94203949  107.38043213]",38.7731246948,0,2.0
11,"[  758.0324707    870.68157959  1600.23779297    92.2028656    340.12457275
   942.80230713   335.01211548   280.02868652   289.71173096    23.55039597]","[ 369.31280518  530.00714111  884.32806396  138.70874023  262.9932251
  508.55688477  284.89962769  112.31842041   58.02375793    6.72417259]","[ 324.63238525  404.39678955   77.4299469   227.30064392    1.78130829
  108.8069458    47.24348831  103.66242981  249.07852173  150.25115967]","[  18.60995865  198.39680481  421.04724121  338.99389648  234.65826416
  190.18522644  268.59555054  242.37770081  263.28213501  231.07795715]","[ 166.97633362  160.77276611  202.80111694  161.89431763  156.73406982
  162.51858521  152.98405457   99.94203949  107.38043213   79.99801636]",38.5938453674,0,2.0
12,"[  870.68157959  1600.23779297    92.2028656    340.12457275   942.80230713
   335.01211548   280.02868652   289.71173096    23.55039597    98.40859222]","[ 530.00714111  884.32806396  138.70874023  262.9932251   508.55688477
  284.89962769  112.31842041   58.02375793    6.72417259  115.41946411]","[ 404.39678955   77.4299469   227.30064392    1.78130829  108.8069458
   47.24348831  103.66242981  249.07852173  150.25115967   52.03516388]","[ 198.39680481  421.04724121  338.99389648  234.65826416  190.18522644
  268.59555054  242.37770081  263.28213501  231.07795715   19.15516281]","[ 160.77276611  202.80111694  161.89431763  156.73406982  162.51858521
  152.98405457   99.94203949  107.38043213   79.99801636   57.04946518]",38.4117698669,0,2.0
13,"[ 1600.23779297    92.2028656    340.12457275   942.80230713   335.01211548
   280.02868652   289.71173096    23.55039597    98.40859222   285.131073  ]","[ 884.32806396  138.70874023  262.9932251   508.55688477  284.89962769
  112.31842041   58.02375793    6.72417259  115.41946411  146.0171814 ]","[  77.4299469   227.30064392    1.78130829  108.8069458    47.24348831
  103.66242981  249.07852173  150.25115967   52.03516388   35.30900192]","[ 421.04724121  338.99389648  234.65826416  190.18522644  268.59555054
  242.37770081  263.28213501  231.07795715   19.15516281  152.20420837]","[ 202.80111694  161.89431763  156.73406982  162.51858521  152.98405457
   99.94203949  107.38043213   79.99801636   57.04946518  106.28651428]",38.2245330811,0,2.0
14,"[  92.2028656   340.12457275  942.80230713  335.01211548  280.02868652
  289.71173096   23.55039597   98.40859222  285.131073    960.25689697]","[ 138.70874023  262.9932251   508.55688477  284.89962769  112.31842041
   58.02375793    6.72417259  115.41946411  146.0171814   404.00164795]","[ 227.30064392    1.78130829  108.8069458    47.24348831  103.66242981
  249.07852173  150.25115967   52.03516388   35.30900192   35.10993576]","[ 338.99389648  234.65826416  190.18522644  268.59555054  242.37770081
  263.28213501  231.07795715   19.15516281  152.20420837   10.35281467]","[ 161.89431763  156.73406982  162.51858521  152.98405457   99.94203949
  107.38043213   79.99801636   57.04946518  106.28651428   26.6524334 ]",37.8418579102,0,2.0
15,"[ 340.12457275  942.80230713  335.01211548  280.02868652  289.71173096
   23.55039597   98.40859222  285.131073    960.25689697  371.37335205]","[ 262.9932251   508.55688477  284.89962769  112.31842041   58.02375793
    6.72417259  115.41946411  146.0171814   404.00164795   59.04809952]","[   1.78130829  108.8069458    47.24348831  103.66242981  249.07852173
  150.25115967   52.03516388   35.30900192   35.10993576  187.60163879]","[ 234.65826416  190.18522644  268.59555054  242.37770081  263.28213501
  231.07795715   19.15516281  152.20420837   10.35281467   50.79361343]","[ 156.73406982  162.51858521  152.98405457   99.94203949  107.38043213
   79.99801636   57.04946518  106.28651428   26.6524334    79.84132385]",37.6462097168,0,2.0
16,"[ 942.80230713  335.01211548  280.02868652  289.71173096   23.55039597
   98.40859222  285.131073    960.25689697  371.37335205  297.83590698]","[ 508.55688477  284.89962769  112.31842041   58.02375793    6.72417259
  115.41946411  146.0171814   404.00164795   59.04809952  319.10592651]","[ 108.8069458    47.24348831  103.66242981  249.07852173  150.25115967
   52.03516388   35.30900192   35.10993576  187.60163879  263.38208008]","[ 190.18522644  268.59555054  242.37770081  263.28213501  231.07795715
   19.15516281  152.20420837   10.35281467   50.79361343  184.46640015]","[ 162.51858521  152.98405457   99.94203949  107.38043213   79.99801636
   57.04946518  106.28651428   26.6524334    79.84132385   48.00782013]",37.4477920532,0,2.0
17,"[ 335.01211548  280.02868652  289.71173096   23.55039597   98.40859222
  285.131073    960.25689697  371.37335205  297.83590698  307.72753906]","[ 284.89962769  112.31842041   58.02375793    6.72417259  115.41946411
  146.0171814   404.00164795   59.04809952  319.10592651   61.22951508]","[  47.24348831  103.66242981  249.07852173  150.25115967   52.03516388
   35.30900192   35.10993576  187.60163879  263.38208008  289.96530151]","[ 268.59555054  242.37770081  263.28213501  231.07795715   19.15516281
  152.20420837   10.35281467   50.79361343  184.46640015  229.6764679 ]","[ 152.98405457   99.94203949  107.38043213   79.99801636   57.04946518
  106.28651428   26.6524334    79.84132385   48.00782013   15.66994667]",37.247127533,0,2.0
18,"[ 280.02868652  289.71173096   23.55039597   98.40859222  285.131073
  960.25689697  371.37335205  297.83590698  307.72753906  241.67247009]","[ 112.31842041   58.02375793    6.72417259  115.41946411  146.0171814
  404.00164795   59.04809952  319.10592651   61.22951508  267.45596313]","[ 103.66242981  249.07852173  150.25115967   52.03516388   35.30900192
   35.10993576  187.60163879  263.38208008  289.96530151   84.4724884 ]","[ 242.37770081  263.28213501  231.07795715   19.15516281  152.20420837
   10.35281467   50.79361343  184.46640015  229.6764679   118.49974823]","[  99.94203949  107.38043213   79.99801636   57.04946518  106.28651428
   26.6524334    79.84132385   48.00782013   15.66994667   42.62011719]",37.0448760986,0,2.0
19,"[ 289.71173096   23.55039597   98.40859222  285.131073    960.25689697
  371.37335205  297.83590698  307.72753906  241.67247009  249.2484436 ]","[  58.02375793    6.72417259  115.41946411  146.0171814   404.00164795
   59.04809952  319.10592651   61.22951508  267.45596313   38.05672455]","[ 249.07852173  150.25115967   52.03516388   35.30900192   35.10993576
  187.60163879  263.38208008  289.96530151   84.4724884   102.95061493]","[ 263.28213501  231.07795715   19.15516281  152.20420837   10.35281467
   50.79361343  184.46640015  229.6764679   118.49974823  213.80340576]","[ 107.38043213   79.99801636   57.04946518  106.28651428   26.6524334
   79.84132385   48.00782013   15.66994667   42.62011719  115.37248993]",36.8573532104,0,2.0
20,"[  23.55039597   98.40859222  285.131073    960.25689697  371.37335205
  297.83590698  307.72753906  241.67247009  249.2484436   329.14215088]","[   6.72417259  115.41946411  146.0171814   404.00164795   59.04809952
  319.10592651   61.22951508  267.45596313   38.05672455   37.89648819]","[ 150.25115967   52.03516388   35.30900192   35.10993576  187.60163879
  263.38208008  289.96530151   84.4724884   102.95061493  392.07128906]","[ 231.07795715   19.15516281  152.20420837   10.35281467   50.79361343
  184.46640015  229.6764679   118.49974823  213.80340576  334.88552856]","[  79.99801636   57.04946518  106.28651428   26.6524334    79.84132385
   48.00782013   15.66994667   42.62011719  115.37248993  108.69212341]",36.6360702515,0,2.0
21,"[  98.40859222  285.131073    960.25689697  371.37335205  297.83590698
  307.72753906  241.67247009  249.2484436   329.14215088   42.91990662]","[ 115.41946411  146.0171814   404.00164795   59.04809952  319.10592651
   61.22951508  267.45596313   38.05672455   37.89648819   68.84567261]","[  52.03516388   35.30900192   35.10993576  187.60163879  263.38208008
  289.96530151   84.4724884   102.95061493  392.07128906   45.98881912]","[  19.15516281  152.20420837   10.35281467   50.79361343  184.46640015
  229.6764679   118.49974823  213.80340576  334.88552856  185.34622192]","[  57.04946518  106.28651428   26.6524334    79.84132385   48.00782013
   15.66994667   42.62011719  115.37248993  108.69212341   68.80690765]",36.4296569824,0,2.0
22,"[ 285.131073    960.25689697  371.37335205  297.83590698  307.72753906
  241.67247009  249.2484436   329.14215088   42.91990662  109.43800354]","[ 146.0171814   404.00164795   59.04809952  319.10592651   61.22951508
  267.45596313   38.05672455   37.89648819   68.84567261    0.68045342]","[  35.30900192   35.10993576  187.60163879  263.38208008  289.96530151
   84.4724884   102.95061493  392.07128906   45.98881912   73.81308746]","[ 152.20420837   10.35281467   50.79361343  184.46640015  229.6764679
  118.49974823  213.80340576  334.88552856  185.34622192  110.99384308]","[ 106.28651428   26.6524334    79.84132385   48.00782013   15.66994667
   42.62011719  115.37248993  108.69212341   68.80690765  100.36077881]",36.2230491638,0,2.0
23,"[ 960.25689697  371.37335205  297.83590698  307.72753906  241.67247009
  249.2484436   329.14215088   42.91990662  109.43800354   92.63721466]","[ 404.00164795   59.04809952  319.10592651   61.22951508  267.45596313
   38.05672455   37.89648819   68.84567261    0.68045342  109.41933441]","[  35.10993576  187.60163879  263.38208008  289.96530151   84.4724884
  102.95061493  392.07128906   45.98881912   73.81308746   52.01660919]","[  10.35281467   50.79361343  184.46640015  229.6764679   118.49974823
  213.80340576  334.88552856  185.34622192  110.99384308  105.48695374]","[  26.6524334    79.84132385   48.00782013   15.66994667   42.62011719
  115.37248993  108.69212341   68.80690765  100.36077881   90.85079956]",36.0151138306,0,2.0
24,"[ 371.37335205  297.83590698  307.72753906  241.67247009  249.2484436
  329.14215088   42.91990662  109.43800354   92.63721466    5.21697474]","[  59.04809952  319.10592651   61.22951508  267.45596313   38.05672455
   37.89648819   68.84567261    0.68045342  109.41933441  103.86319733]","[ 187.60163879  263.38208008  289.96530151   84.4724884   102.95061493
  392.07128906   45.98881912   73.81308746   52.01660919   92.08103943]","[  50.79361343  184.46640015  229.6764679   118.49974823  213.80340576
  334.88552856  185.34622192  110.99384308  105.48695374  318.42889404]","[  79.84132385   48.00782013   15.66994667   42.62011719  115.37248993
  108.69212341   68.80690765  100.36077881   90.85079956  152.36042786]",35.8242225647,0,2.0
25,"[ 297.83590698  307.72753906  241.67247009  249.2484436   329.14215088
   42.91990662  109.43800354   92.63721466    5.21697474  283.44769287]","[ 319.10592651   61.22951508  267.45596313   38.05672455   37.89648819
   68.84567261    0.68045342  109.41933441  103.86319733  324.95874023]","[ 263.38208008  289.96530151   84.4724884   102.95061493  392.07128906
   45.98881912   73.81308746   52.01660919   92.08103943   88.67671967]","[ 184.46640015  229.6764679   118.49974823  213.80340576  334.88552856
  185.34622192  110.99384308  105.48695374  318.42889404  174.94306946]","[  48.00782013   15.66994667   42.62011719  115.37248993  108.69212341
   68.80690765  100.36077881   90.85079956  152.36042786  132.71147156]",35.6004295349,0,2.0
26,"[ 307.72753906  241.67247009  249.2484436   329.14215088   42.91990662
  109.43800354   92.63721466    5.21697474  283.44769287  399.48928833]","[  61.22951508  267.45596313   38.05672455   37.89648819   68.84567261
    0.68045342  109.41933441  103.86319733  324.95874023  216.22666931]","[ 289.96530151   84.4724884   102.95061493  392.07128906   45.98881912
   73.81308746   52.01660919   92.08103943   88.67671967  113.467453  ]","[ 229.6764679   118.49974823  213.80340576  334.88552856  185.34622192
  110.99384308  105.48695374  318.42889404  174.94306946  191.71311951]","[  15.66994667   42.62011719  115.37248993  108.69212341   68.80690765
  100.36077881   90.85079956  152.36042786  132.71147156  110.97062683]",35.3911514282,0,2.0
27,"[ 241.67247009  249.2484436   329.14215088   42.91990662  109.43800354
   92.63721466    5.21697474  283.44769287  399.48928833   15.8408556 ]","[ 267.45596313   38.05672455   37.89648819   68.84567261    0.68045342
  109.41933441  103.86319733  324.95874023  216.22666931  170.29940796]","[  84.4724884   102.95061493  392.07128906   45.98881912   73.81308746
   52.01660919   92.08103943   88.67671967  113.467453    313.64587402]","[ 118.49974823  213.80340576  334.88552856  185.34622192  110.99384308
  105.48695374  318.42889404  174.94306946  191.71311951  175.20651245]","[  42.62011719  115.37248993  108.69212341   68.80690765  100.36077881
   90.85079956  152.36042786  132.71147156  110.97062683   45.21741104]",35.1811027527,0,2.0
28,"[ 249.2484436   329.14215088   42.91990662  109.43800354   92.63721466
    5.21697474  283.44769287  399.48928833   15.8408556   206.03097534]","[  38.05672455   37.89648819   68.84567261    0.68045342  109.41933441
  103.86319733  324.95874023  216.22666931  170.29940796  287.04058838]","[ 102.95061493  392.07128906   45.98881912   73.81308746   52.01660919
   92.08103943   88.67671967  113.467453    313.64587402   62.14848709]","[ 213.80340576  334.88552856  185.34622192  110.99384308  105.48695374
  318.42889404  174.94306946  191.71311951  175.20651245  159.973526  ]","[ 115.37248993  108.69212341   68.80690765  100.36077881   90.85079956
  152.36042786  132.71147156  110.97062683   45.21741104   60.50804901]",34.9702377319,0,2.0
29,"[ 329.14215088   42.91990662  109.43800354   92.63721466    5.21697474
  283.44769287  399.48928833   15.8408556   206.03097534  281.00024414]","[  37.89648819   68.84567261    0.68045342  109.41933441  103.86319733
  324.95874023  216.22666931  170.29940796  287.04058838   17.69068909]","[ 392.07128906   45.98881912   73.81308746   52.01660919   92.08103943
   88.67671967  113.467453    313.64587402   62.14848709  165.61454773]","[ 334.88552856  185.34622192  110.99384308  105.48695374  318.42889404
  174.94306946  191.71311951  175.20651245  159.973526    241.02764893]","[ 108.69212341   68.80690765  100.36077881   90.85079956  152.36042786
  132.71147156  110.97062683   45.21741104   60.50804901  118.69736481]",34.7587814331,0,2.0
30,"[  42.91990662  109.43800354   92.63721466    5.21697474  283.44769287
  399.48928833   15.8408556   206.03097534  281.00024414  166.21495056]","[  68.84567261    0.68045342  109.41933441  103.86319733  324.95874023
  216.22666931  170.29940796  287.04058838   17.69068909   31.49774361]","[  45.98881912   73.81308746   52.01660919   92.08103943   88.67671967
  113.467453    313.64587402   62.14848709  165.61454773  297.23721313]","[ 185.34622192  110.99384308  105.48695374  318.42889404  174.94306946
  191.71311951  175.20651245  159.973526    241.02764893  250.42871094]","[  68.80690765  100.36077881   90.85079956  152.36042786  132.71147156
  110.97062683   45.21741104   60.50804901  118.69736481   78.57121277]",34.5467987061,0,2.0
31,"[ 109.43800354   92.63721466    5.21697474  283.44769287  399.48928833
   15.8408556   206.03097534  281.00024414  166.21495056    9.31770706]","[   0.68045342  109.41933441  103.86319733  324.95874023  216.22666931
  170.29940796  287.04058838   17.69068909   31.49774361   32.37497711]","[  73.81308746   52.01660919   92.08103943   88.67671967  113.467453
  313.64587402   62.14848709  165.61454773  297.23721313   63.91303253]","[ 110.99384308  105.48695374  318.42889404  174.94306946  191.71311951
  175.20651245  159.973526    241.02764893  250.42871094  149.58215332]","[ 100.36077881   90.85079956  152.36042786  132.71147156  110.97062683
   45.21741104   60.50804901  118.69736481   78.57121277   61.68074799]",34.334526062,0,2.0
32,"[  92.63721466    5.21697474  283.44769287  399.48928833   15.8408556
  206.03097534  281.00024414  166.21495056    9.31770706  308.31814575]","[ 109.41933441  103.86319733  324.95874023  216.22666931  170.29940796
  287.04058838   17.69068909   31.49774361   32.37497711  218.67204285]","[  52.01660919   92.08103943   88.67671967  113.467453    313.64587402
   62.14848709  165.61454773  297.23721313   63.91303253   58.10639191]","[ 105.48695374  318.42889404  174.94306946  191.71311951  175.20651245
  159.973526    241.02764893  250.42871094  149.58215332  233.22309875]","[  90.85079956  152.36042786  132.71147156  110.97062683   45.21741104
   60.50804901  118.69736481   78.57121277   61.68074799  151.15492249]",34.1221809387,0,2.0
33,"[   5.21697474  283.44769287  399.48928833   15.8408556   206.03097534
  281.00024414  166.21495056    9.31770706  308.31814575  102.55675507]","[ 103.86319733  324.95874023  216.22666931  170.29940796  287.04058838
   17.69068909   31.49774361   32.37497711  218.67204285    4.29357767]","[  92.08103943   88.67671967  113.467453    313.64587402   62.14848709
  165.61454773  297.23721313   63.91303253   58.10639191   44.72242737]","[ 318.42889404  174.94306946  191.71311951  175.20651245  159.973526
  241.02764893  250.42871094  149.58215332  233.22309875  194.44766235]","[ 152.36042786  132.71147156  110.97062683   45.21741104   60.50804901
  118.69736481   78.57121277   61.68074799  151.15492249  107.10090637]",33.9094467163,0,2.0
34,"[ 283.44769287  399.48928833   15.8408556   206.03097534  281.00024414
  166.21495056    9.31770706  308.31814575  102.55675507  306.4486084 ]","[ 324.95874023  216.22666931  170.29940796  287.04058838   17.69068909
   31.49774361   32.37497711  218.67204285    4.29357767  255.02668762]","[  88.67671967  113.467453    313.64587402   62.14848709  165.61454773
  297.23721313   63.91303253   58.10639191   44.72242737    2.85955071]","[ 174.94306946  191.71311951  175.20651245  159.973526    241.02764893
  250.42871094  149.58215332  233.22309875  194.44766235  197.75491333]","[ 132.71147156  110.97062683   45.21741104   60.50804901  118.69736481
   78.57121277   61.68074799  151.15492249  107.10090637   75.98847198]",33.6973495483,0,2.0
35,"[ 399.48928833   15.8408556   206.03097534  281.00024414  166.21495056
    9.31770706  308.31814575  102.55675507  306.4486084   255.34803772]","[ 216.22666931  170.29940796  287.04058838   17.69068909   31.49774361
   32.37497711  218.67204285    4.29357767  255.02668762  157.76977539]","[ 113.467453    313.64587402   62.14848709  165.61454773  297.23721313
   63.91303253   58.10639191   44.72242737    2.85955071  100.70139313]","[ 191.71311951  175.20651245  159.973526    241.02764893  250.42871094
  149.58215332  233.22309875  194.44766235  197.75491333  178.7127533 ]","[ 110.97062683   45.21741104   60.50804901  118.69736481   78.57121277
   61.68074799  151.15492249  107.10090637   75.98847198  116.56986237]",33.4848327637,0,2.0
36,"[  15.8408556   206.03097534  281.00024414  166.21495056    9.31770706
  308.31814575  102.55675507  306.4486084   255.34803772  311.25997925]","[ 170.29940796  287.04058838   17.69068909   31.49774361   32.37497711
  218.67204285    4.29357767  255.02668762  157.76977539  115.79994965]","[ 313.64587402   62.14848709  165.61454773  297.23721313   63.91303253
   58.10639191   44.72242737    2.85955071  100.70139313   48.40035248]","[ 175.20651245  159.973526    241.02764893  250.42871094  149.58215332
  233.22309875  194.44766235  197.75491333  178.7127533   170.24841309]","[  45.21741104   60.50804901  118.69736481   78.57121277   61.68074799
  151.15492249  107.10090637   75.98847198  116.56986237  106.43961334]",33.2735290527,0,2.0
37,"[ 206.03097534  281.00024414  166.21495056    9.31770706  308.31814575
  102.55675507  306.4486084   255.34803772  311.25997925  281.67492676]","[ 287.04058838   17.69068909   31.49774361   32.37497711  218.67204285
    4.29357767  255.02668762  157.76977539  115.79994965  109.51143646]","[  62.14848709  165.61454773  297.23721313   63.91303253   58.10639191
   44.72242737    2.85955071  100.70139313   48.40035248  186.47740173]","[ 159.973526    241.02764893  250.42871094  149.58215332  233.22309875
  194.44766235  197.75491333  178.7127533   170.24841309  184.12437439]","[  60.50804901  118.69736481   78.57121277   61.68074799  151.15492249
  107.10090637   75.98847198  116.56986237  106.43961334   74.65451813]",33.0631980896,0,2.0
38,"[ 281.00024414  166.21495056    9.31770706  308.31814575  102.55675507
  306.4486084   255.34803772  311.25997925  281.67492676  107.70606995]","[  17.69068909   31.49774361   32.37497711  218.67204285    4.29357767
  255.02668762  157.76977539  115.79994965  109.51143646   95.23758698]","[ 165.61454773  297.23721313   63.91303253   58.10639191   44.72242737
    2.85955071  100.70139313   48.40035248  186.47740173   77.91905975]","[ 241.02764893  250.42871094  149.58215332  233.22309875  194.44766235
  197.75491333  178.7127533   170.24841309  184.12437439  118.82299805]","[ 118.69736481   78.57121277   61.68074799  151.15492249  107.10090637
   75.98847198  116.56986237  106.43961334   74.65451813   47.98501205]",32.8512268066,0,2.0
39,"[ 166.21495056    9.31770706  308.31814575  102.55675507  306.4486084
  255.34803772  311.25997925  281.67492676  107.70606995  190.12445068]","[  31.49774361   32.37497711  218.67204285    4.29357767  255.02668762
  157.76977539  115.79994965  109.51143646   95.23758698   76.20867157]","[ 297.23721313   63.91303253   58.10639191   44.72242737    2.85955071
  100.70139313   48.40035248  186.47740173   77.91905975  236.20272827]","[ 250.42871094  149.58215332  233.22309875  194.44766235  197.75491333
  178.7127533   170.24841309  184.12437439  118.82299805  249.47290039]","[  78.57121277   61.68074799  151.15492249  107.10090637   75.98847198
  116.56986237  106.43961334   74.65451813   47.98501205  103.46770477]",32.6394119263,0,2.0
40,"[   9.31770706  308.31814575  102.55675507  306.4486084   255.34803772
  311.25997925  281.67492676  107.70606995  190.12445068  225.78160095]","[  32.37497711  218.67204285    4.29357767  255.02668762  157.76977539
  115.79994965  109.51143646   95.23758698   76.20867157   37.07017517]","[  63.91303253   58.10639191   44.72242737    2.85955071  100.70139313
   48.40035248  186.47740173   77.91905975  236.20272827  277.22686768]","[ 149.58215332  233.22309875  194.44766235  197.75491333  178.7127533
  170.24841309  184.12437439  118.82299805  249.47290039  236.76412964]","[  61.68074799  151.15492249  107.10090637   75.98847198  116.56986237
  106.43961334   74.65451813   47.98501205  103.46770477  105.74381256]",32.4262733459,0,2.0
