,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
10,"[  652.44567871    96.28062439    40.42020035   746.00598145  1451.08459473
   232.32279968   403.9777832    974.70025635   498.78939819    51.28684235]","[ 229.27183533  125.11837006   83.65439606  858.62677002  958.32385254
  344.85476685   22.99599648  765.48956299  323.73291016   52.67457962]","[ 170.45944214  286.69567871  107.00046539  139.89865112  173.78561401
  387.00891113   92.24821472    4.33727312  161.2610321    24.45962524]","[  40.99201965   95.94229889   71.04391479   57.53450775  436.7199707
  464.91583252  391.04785156  323.5027771   422.59170532  225.85638428]","[ 173.40748596  224.43814087   45.71375656  198.42066956  442.81594849
  225.41455078  240.67781067  209.37956238  193.02938843  148.37976074]",38.5693588257,0,3.0
11,"[   96.28062439    40.42020035   746.00598145  1451.08459473   232.32279968
   403.9777832    974.70025635   498.78939819    51.28684235   449.27581787]","[ 125.11837006   83.65439606  858.62677002  958.32385254  344.85476685
   22.99599648  765.48956299  323.73291016   52.67457962   90.2784729 ]","[ 286.69567871  107.00046539  139.89865112  173.78561401  387.00891113
   92.24821472    4.33727312  161.2610321    24.45962524   51.91752243]","[  95.94229889   71.04391479   57.53450775  436.7199707   464.91583252
  391.04785156  323.5027771   422.59170532  225.85638428  139.77696228]","[ 224.43814087   45.71375656  198.42066956  442.81594849  225.41455078
  240.67781067  209.37956238  193.02938843  148.37976074  139.25250244]",38.3232536316,0,3.0
12,"[   40.42020035   746.00598145  1451.08459473   232.32279968   403.9777832
   974.70025635   498.78939819    51.28684235   449.27581787    28.03292274]","[  83.65439606  858.62677002  958.32385254  344.85476685   22.99599648
  765.48956299  323.73291016   52.67457962   90.2784729    23.30822945]","[ 107.00046539  139.89865112  173.78561401  387.00891113   92.24821472
    4.33727312  161.2610321    24.45962524   51.91752243   76.6453476 ]","[  71.04391479   57.53450775  436.7199707   464.91583252  391.04785156
  323.5027771   422.59170532  225.85638428  139.77696228  254.74784851]","[  45.71375656  198.42066956  442.81594849  225.41455078  240.67781067
  209.37956238  193.02938843  148.37976074  139.25250244  143.15724182]",38.0718612671,0,3.0
13,"[  746.00598145  1451.08459473   232.32279968   403.9777832    974.70025635
   498.78939819    51.28684235   449.27581787    28.03292274    66.87688446]","[ 858.62677002  958.32385254  344.85476685   22.99599648  765.48956299
  323.73291016   52.67457962   90.2784729    23.30822945  224.56433105]","[ 139.89865112  173.78561401  387.00891113   92.24821472    4.33727312
  161.2610321    24.45962524   51.91752243   76.6453476    73.81548309]","[  57.53450775  436.7199707   464.91583252  391.04785156  323.5027771
  422.59170532  225.85638428  139.77696228  254.74784851  238.75234985]","[ 198.42066956  442.81594849  225.41455078  240.67781067  209.37956238
  193.02938843  148.37976074  139.25250244  143.15724182  164.71382141]",37.814239502,0,3.0
14,"[ 1451.08459473   232.32279968   403.9777832    974.70025635   498.78939819
    51.28684235   449.27581787    28.03292274    66.87688446   278.05883789]","[ 958.32385254  344.85476685   22.99599648  765.48956299  323.73291016
   52.67457962   90.2784729    23.30822945  224.56433105  335.50619507]","[ 173.78561401  387.00891113   92.24821472    4.33727312  161.2610321
   24.45962524   51.91752243   76.6453476    73.81548309  340.17892456]","[ 436.7199707   464.91583252  391.04785156  323.5027771   422.59170532
  225.85638428  139.77696228  254.74784851  238.75234985  203.6174469 ]","[ 442.81594849  225.41455078  240.67781067  209.37956238  193.02938843
  148.37976074  139.25250244  143.15724182  164.71382141   22.45797157]",37.5529785156,0,3.0
15,"[ 232.32279968  403.9777832   974.70025635  498.78939819   51.28684235
  449.27581787   28.03292274   66.87688446  278.05883789  723.42272949]","[ 344.85476685   22.99599648  765.48956299  323.73291016   52.67457962
   90.2784729    23.30822945  224.56433105  335.50619507  453.07928467]","[ 387.00891113   92.24821472    4.33727312  161.2610321    24.45962524
   51.91752243   76.6453476    73.81548309  340.17892456  141.64648438]","[ 464.91583252  391.04785156  323.5027771   422.59170532  225.85638428
  139.77696228  254.74784851  238.75234985  203.6174469   256.44940186]","[ 225.41455078  240.67781067  209.37956238  193.02938843  148.37976074
  139.25250244  143.15724182  164.71382141   22.45797157   72.62885284]",37.2890701294,0,3.0
16,"[ 403.9777832   974.70025635  498.78939819   51.28684235  449.27581787
   28.03292274   66.87688446  278.05883789  723.42272949  392.25717163]","[  22.99599648  765.48956299  323.73291016   52.67457962   90.2784729
   23.30822945  224.56433105  335.50619507  453.07928467  409.96859741]","[  92.24821472    4.33727312  161.2610321    24.45962524   51.91752243
   76.6453476    73.81548309  340.17892456  141.64648438  128.61839294]","[ 391.04785156  323.5027771   422.59170532  225.85638428  139.77696228
  254.74784851  238.75234985  203.6174469   256.44940186  177.8656311 ]","[ 240.67781067  209.37956238  193.02938843  148.37976074  139.25250244
  143.15724182  164.71382141   22.45797157   72.62885284  101.38058472]",37.0200309753,0,3.0
17,"[ 974.70025635  498.78939819   51.28684235  449.27581787   28.03292274
   66.87688446  278.05883789  723.42272949  392.25717163  668.74346924]","[ 765.48956299  323.73291016   52.67457962   90.2784729    23.30822945
  224.56433105  335.50619507  453.07928467  409.96859741  383.76821899]","[   4.33727312  161.2610321    24.45962524   51.91752243   76.6453476
   73.81548309  340.17892456  141.64648438  128.61839294  193.9090271 ]","[ 323.5027771   422.59170532  225.85638428  139.77696228  254.74784851
  238.75234985  203.6174469   256.44940186  177.8656311   237.54832458]","[ 209.37956238  193.02938843  148.37976074  139.25250244  143.15724182
  164.71382141   22.45797157   72.62885284  101.38058472   51.98363876]",36.7469482422,0,3.0
18,"[ 498.78939819   51.28684235  449.27581787   28.03292274   66.87688446
  278.05883789  723.42272949  392.25717163  668.74346924   15.96537876]","[ 323.73291016   52.67457962   90.2784729    23.30822945  224.56433105
  335.50619507  453.07928467  409.96859741  383.76821899  146.51159668]","[ 161.2610321    24.45962524   51.91752243   76.6453476    73.81548309
  340.17892456  141.64648438  128.61839294  193.9090271   148.4420929 ]","[  4.22591705e+02   2.25856384e+02   1.39776962e+02   2.54747849e+02
   2.38752350e+02   2.03617447e+02   2.56449402e+02   1.77865631e+02
   2.37548325e+02   2.11402833e-01]","[ 193.02938843  148.37976074  139.25250244  143.15724182  164.71382141
   22.45797157   72.62885284  101.38058472   51.98363876   34.92327499]",36.4699172974,0,3.0
19,"[  51.28684235  449.27581787   28.03292274   66.87688446  278.05883789
  723.42272949  392.25717163  668.74346924   15.96537876   50.32224655]","[  52.67457962   90.2784729    23.30822945  224.56433105  335.50619507
  453.07928467  409.96859741  383.76821899  146.51159668  131.03938293]","[  24.45962524   51.91752243   76.6453476    73.81548309  340.17892456
  141.64648438  128.61839294  193.9090271   148.4420929    66.76468658]","[  2.25856384e+02   1.39776962e+02   2.54747849e+02   2.38752350e+02
   2.03617447e+02   2.56449402e+02   1.77865631e+02   2.37548325e+02
   2.11402833e-01   2.93813965e+02]","[ 148.37976074  139.25250244  143.15724182  164.71382141   22.45797157
   72.62885284  101.38058472   51.98363876   34.92327499  217.56924438]",36.2120895386,0,3.0
20,"[ 449.27581787   28.03292274   66.87688446  278.05883789  723.42272949
  392.25717163  668.74346924   15.96537876   50.32224655   81.23803711]","[  90.2784729    23.30822945  224.56433105  335.50619507  453.07928467
  409.96859741  383.76821899  146.51159668  131.03938293   87.37310791]","[  51.91752243   76.6453476    73.81548309  340.17892456  141.64648438
  128.61839294  193.9090271   148.4420929    66.76468658   85.14824677]","[  1.39776962e+02   2.54747849e+02   2.38752350e+02   2.03617447e+02
   2.56449402e+02   1.77865631e+02   2.37548325e+02   2.11402833e-01
   2.93813965e+02   2.40500031e+02]","[ 139.25250244  143.15724182  164.71382141   22.45797157   72.62885284
  101.38058472   51.98363876   34.92327499  217.56924438   87.41887665]",35.9061164856,0,3.0
21,"[  28.03292274   66.87688446  278.05883789  723.42272949  392.25717163
  668.74346924   15.96537876   50.32224655   81.23803711  268.5039978 ]","[  23.30822945  224.56433105  335.50619507  453.07928467  409.96859741
  383.76821899  146.51159668  131.03938293   87.37310791  196.84350586]","[  76.6453476    73.81548309  340.17892456  141.64648438  128.61839294
  193.9090271   148.4420929    66.76468658   85.14824677   21.01280785]","[  2.54747849e+02   2.38752350e+02   2.03617447e+02   2.56449402e+02
   1.77865631e+02   2.37548325e+02   2.11402833e-01   2.93813965e+02
   2.40500031e+02   1.32208405e+02]","[ 143.15724182  164.71382141   22.45797157   72.62885284  101.38058472
   51.98363876   34.92327499  217.56924438   87.41887665   94.50543976]",35.6196174622,0,3.0
22,"[  66.87688446  278.05883789  723.42272949  392.25717163  668.74346924
   15.96537876   50.32224655   81.23803711  268.5039978   134.7197876 ]","[ 224.56433105  335.50619507  453.07928467  409.96859741  383.76821899
  146.51159668  131.03938293   87.37310791  196.84350586  216.31610107]","[  73.81548309  340.17892456  141.64648438  128.61839294  193.9090271
  148.4420929    66.76468658   85.14824677   21.01280785  229.44110107]","[  2.38752350e+02   2.03617447e+02   2.56449402e+02   1.77865631e+02
   2.37548325e+02   2.11402833e-01   2.93813965e+02   2.40500031e+02
   1.32208405e+02   2.28372208e+02]","[ 164.71382141   22.45797157   72.62885284  101.38058472   51.98363876
   34.92327499  217.56924438   87.41887665   94.50543976  104.31087494]",35.3545875549,0,3.0
23,"[ 278.05883789  723.42272949  392.25717163  668.74346924   15.96537876
   50.32224655   81.23803711  268.5039978   134.7197876   694.79754639]","[ 335.50619507  453.07928467  409.96859741  383.76821899  146.51159668
  131.03938293   87.37310791  196.84350586  216.31610107  634.25488281]","[ 340.17892456  141.64648438  128.61839294  193.9090271   148.4420929
   66.76468658   85.14824677   21.01280785  229.44110107  135.53997803]","[  2.03617447e+02   2.56449402e+02   1.77865631e+02   2.37548325e+02
   2.11402833e-01   2.93813965e+02   2.40500031e+02   1.32208405e+02
   2.28372208e+02   3.23681549e+02]","[  22.45797157   72.62885284  101.38058472   51.98363876   34.92327499
  217.56924438   87.41887665   94.50543976  104.31087494  178.38180542]",35.0407524109,0,3.0
24,"[ 723.42272949  392.25717163  668.74346924   15.96537876   50.32224655
   81.23803711  268.5039978   134.7197876   694.79754639  710.45025635]","[ 453.07928467  409.96859741  383.76821899  146.51159668  131.03938293
   87.37310791  196.84350586  216.31610107  634.25488281  264.25042725]","[ 141.64648438  128.61839294  193.9090271   148.4420929    66.76468658
   85.14824677   21.01280785  229.44110107  135.53997803  386.64456177]","[  2.56449402e+02   1.77865631e+02   2.37548325e+02   2.11402833e-01
   2.93813965e+02   2.40500031e+02   1.32208405e+02   2.28372208e+02
   3.23681549e+02   4.29059113e+02]","[  72.62885284  101.38058472   51.98363876   34.92327499  217.56924438
   87.41887665   94.50543976  104.31087494  178.38180542  162.73866272]",34.7722244263,0,3.0
25,"[ 392.25717163  668.74346924   15.96537876   50.32224655   81.23803711
  268.5039978   134.7197876   694.79754639  710.45025635  498.92681885]","[ 409.96859741  383.76821899  146.51159668  131.03938293   87.37310791
  196.84350586  216.31610107  634.25488281  264.25042725  374.17321777]","[ 128.61839294  193.9090271   148.4420929    66.76468658   85.14824677
   21.01280785  229.44110107  135.53997803  386.64456177  103.71068573]","[  1.77865631e+02   2.37548325e+02   2.11402833e-01   2.93813965e+02
   2.40500031e+02   1.32208405e+02   2.28372208e+02   3.23681549e+02
   4.29059113e+02   3.64573456e+02]","[ 101.38058472   51.98363876   34.92327499  217.56924438   87.41887665
   94.50543976  104.31087494  178.38180542  162.73866272  124.50817871]",34.4538040161,0,3.0
26,"[ 668.74346924   15.96537876   50.32224655   81.23803711  268.5039978
  134.7197876   694.79754639  710.45025635  498.92681885  205.07319641]","[ 383.76821899  146.51159668  131.03938293   87.37310791  196.84350586
  216.31610107  634.25488281  264.25042725  374.17321777  255.28413391]","[ 193.9090271   148.4420929    66.76468658   85.14824677   21.01280785
  229.44110107  135.53997803  386.64456177  103.71068573  188.55563354]","[  2.37548325e+02   2.11402833e-01   2.93813965e+02   2.40500031e+02
   1.32208405e+02   2.28372208e+02   3.23681549e+02   4.29059113e+02
   3.64573456e+02   1.54298615e+02]","[  51.98363876   34.92327499  217.56924438   87.41887665   94.50543976
  104.31087494  178.38180542  162.73866272  124.50817871  169.06523132]",34.1587257385,0,3.0
27,"[  15.96537876   50.32224655   81.23803711  268.5039978   134.7197876
  694.79754639  710.45025635  498.92681885  205.07319641  220.55833435]","[ 146.51159668  131.03938293   87.37310791  196.84350586  216.31610107
  634.25488281  264.25042725  374.17321777  255.28413391    0.97520405]","[ 148.4420929    66.76468658   85.14824677   21.01280785  229.44110107
  135.53997803  386.64456177  103.71068573  188.55563354   58.8407135 ]","[  2.11402833e-01   2.93813965e+02   2.40500031e+02   1.32208405e+02
   2.28372208e+02   3.23681549e+02   4.29059113e+02   3.64573456e+02
   1.54298615e+02   1.12964233e+02]","[  34.92327499  217.56924438   87.41887665   94.50543976  104.31087494
  178.38180542  162.73866272  124.50817871  169.06523132   88.3675766 ]",33.8633155823,0,3.0
28,"[  50.32224655   81.23803711  268.5039978   134.7197876   694.79754639
  710.45025635  498.92681885  205.07319641  220.55833435   52.57110596]","[ 131.03938293   87.37310791  196.84350586  216.31610107  634.25488281
  264.25042725  374.17321777  255.28413391    0.97520405  231.01989746]","[  66.76468658   85.14824677   21.01280785  229.44110107  135.53997803
  386.64456177  103.71068573  188.55563354   58.8407135   169.7964325 ]","[ 293.81396484  240.50003052  132.20840454  228.37220764  323.68154907
  429.05911255  364.57345581  154.2986145   112.9642334     5.91367817]","[ 217.56924438   87.41887665   94.50543976  104.31087494  178.38180542
  162.73866272  124.50817871  169.06523132   88.3675766    39.33013916]",33.5653343201,0,3.0
29,"[  81.23803711  268.5039978   134.7197876   694.79754639  710.45025635
  498.92681885  205.07319641  220.55833435   52.57110596  397.36151123]","[  87.37310791  196.84350586  216.31610107  634.25488281  264.25042725
  374.17321777  255.28413391    0.97520405  231.01989746  342.24734497]","[  85.14824677   21.01280785  229.44110107  135.53997803  386.64456177
  103.71068573  188.55563354   58.8407135   169.7964325   255.9874115 ]","[ 240.50003052  132.20840454  228.37220764  323.68154907  429.05911255
  364.57345581  154.2986145   112.9642334     5.91367817  243.3092804 ]","[  87.41887665   94.50543976  104.31087494  178.38180542  162.73866272
  124.50817871  169.06523132   88.3675766    39.33013916   89.58823395]",33.2659721375,0,3.0
30,"[ 268.5039978   134.7197876   694.79754639  710.45025635  498.92681885
  205.07319641  220.55833435   52.57110596  397.36151123  372.68051147]","[ 196.84350586  216.31610107  634.25488281  264.25042725  374.17321777
  255.28413391    0.97520405  231.01989746  342.24734497  570.2131958 ]","[  21.01280785  229.44110107  135.53997803  386.64456177  103.71068573
  188.55563354   58.8407135   169.7964325   255.9874115   281.61193848]","[ 132.20840454  228.37220764  323.68154907  429.05911255  364.57345581
  154.2986145   112.9642334     5.91367817  243.3092804   279.95196533]","[  94.50543976  104.31087494  178.38180542  162.73866272  124.50817871
  169.06523132   88.3675766    39.33013916   89.58823395  186.19602966]",32.9650688171,0,3.0
31,"[ 134.7197876   694.79754639  710.45025635  498.92681885  205.07319641
  220.55833435   52.57110596  397.36151123  372.68051147  638.75256348]","[ 216.31610107  634.25488281  264.25042725  374.17321777  255.28413391
    0.97520405  231.01989746  342.24734497  570.2131958    52.62602615]","[ 229.44110107  135.53997803  386.64456177  103.71068573  188.55563354
   58.8407135   169.7964325   255.9874115   281.61193848  447.95117188]","[ 228.37220764  323.68154907  429.05911255  364.57345581  154.2986145
  112.9642334     5.91367817  243.3092804   279.95196533  425.87384033]","[ 104.31087494  178.38180542  162.73866272  124.50817871  169.06523132
   88.3675766    39.33013916   89.58823395  186.19602966  170.14079285]",32.6628608704,0,3.0
32,"[ 694.79754639  710.45025635  498.92681885  205.07319641  220.55833435
   52.57110596  397.36151123  372.68051147  638.75256348  534.42419434]","[ 634.25488281  264.25042725  374.17321777  255.28413391    0.97520405
  231.01989746  342.24734497  570.2131958    52.62602615  534.08996582]","[ 135.53997803  386.64456177  103.71068573  188.55563354   58.8407135
  169.7964325   255.9874115   281.61193848  447.95117188   55.74732208]","[ 323.68154907  429.05911255  364.57345581  154.2986145   112.9642334
    5.91367817  243.3092804   279.95196533  425.87384033  288.77880859]","[ 178.38180542  162.73866272  124.50817871  169.06523132   88.3675766
   39.33013916   89.58823395  186.19602966  170.14079285  153.26092529]",32.3594818115,0,3.0
33,"[ 710.45025635  498.92681885  205.07319641  220.55833435   52.57110596
  397.36151123  372.68051147  638.75256348  534.42419434  542.33251953]","[ 264.25042725  374.17321777  255.28413391    0.97520405  231.01989746
  342.24734497  570.2131958    52.62602615  534.08996582  421.22686768]","[ 386.64456177  103.71068573  188.55563354   58.8407135   169.7964325
  255.9874115   281.61193848  447.95117188   55.74732208  138.12974548]","[ 429.05911255  364.57345581  154.2986145   112.9642334     5.91367817
  243.3092804   279.95196533  425.87384033  288.77880859  210.95274353]","[ 162.73866272  124.50817871  169.06523132   88.3675766    39.33013916
   89.58823395  186.19602966  170.14079285  153.26092529  192.65196228]",32.0551719666,0,3.0
34,"[ 498.92681885  205.07319641  220.55833435   52.57110596  397.36151123
  372.68051147  638.75256348  534.42419434  542.33251953  116.71202087]","[ 374.17321777  255.28413391    0.97520405  231.01989746  342.24734497
  570.2131958    52.62602615  534.08996582  421.22686768  136.29983521]","[ 103.71068573  188.55563354   58.8407135   169.7964325   255.9874115
  281.61193848  447.95117188   55.74732208  138.12974548   48.53276443]","[ 364.57345581  154.2986145   112.9642334     5.91367817  243.3092804
  279.95196533  425.87384033  288.77880859  210.95274353   38.92811966]","[ 124.50817871  169.06523132   88.3675766    39.33013916   89.58823395
  186.19602966  170.14079285  153.26092529  192.65196228   58.29719543]",31.750246048,0,3.0
35,"[ 205.07319641  220.55833435   52.57110596  397.36151123  372.68051147
  638.75256348  534.42419434  542.33251953  116.71202087  550.07562256]","[ 255.28413391    0.97520405  231.01989746  342.24734497  570.2131958
   52.62602615  534.08996582  421.22686768  136.29983521  470.76480103]","[ 188.55563354   58.8407135   169.7964325   255.9874115   281.61193848
  447.95117188   55.74732208  138.12974548   48.53276443  167.69049072]","[ 154.2986145   112.9642334     5.91367817  243.3092804   279.95196533
  425.87384033  288.77880859  210.95274353   38.92811966   74.87937927]","[ 169.06523132   88.3675766    39.33013916   89.58823395  186.19602966
  170.14079285  153.26092529  192.65196228   58.29719543   66.30780029]",31.4445228577,0,3.0
36,"[ 220.55833435   52.57110596  397.36151123  372.68051147  638.75256348
  534.42419434  542.33251953  116.71202087  550.07562256   76.58105469]","[   0.97520405  231.01989746  342.24734497  570.2131958    52.62602615
  534.08996582  421.22686768  136.29983521  470.76480103   22.91645432]","[  58.8407135   169.7964325   255.9874115   281.61193848  447.95117188
   55.74732208  138.12974548   48.53276443  167.69049072  115.94548798]","[ 112.9642334     5.91367817  243.3092804   279.95196533  425.87384033
  288.77880859  210.95274353   38.92811966   74.87937927  167.08277893]","[  88.3675766    39.33013916   89.58823395  186.19602966  170.14079285
  153.26092529  192.65196228   58.29719543   66.30780029   48.375103  ]",31.1388034821,0,3.0
37,"[  52.57110596  397.36151123  372.68051147  638.75256348  534.42419434
  542.33251953  116.71202087  550.07562256   76.58105469  155.05725098]","[ 231.01989746  342.24734497  570.2131958    52.62602615  534.08996582
  421.22686768  136.29983521  470.76480103   22.91645432  526.25689697]","[ 169.7964325   255.9874115   281.61193848  447.95117188   55.74732208
  138.12974548   48.53276443  167.69049072  115.94548798  396.46948242]","[   5.91367817  243.3092804   279.95196533  425.87384033  288.77880859
  210.95274353   38.92811966   74.87937927  167.08277893  125.52881622]","[  39.33013916   89.58823395  186.19602966  170.14079285  153.26092529
  192.65196228   58.29719543   66.30780029   48.375103    145.12556458]",30.83203125,0,3.0
38,"[ 397.36151123  372.68051147  638.75256348  534.42419434  542.33251953
  116.71202087  550.07562256   76.58105469  155.05725098  909.47515869]","[ 342.24734497  570.2131958    52.62602615  534.08996582  421.22686768
  136.29983521  470.76480103   22.91645432  526.25689697  317.01531982]","[ 255.9874115   281.61193848  447.95117188   55.74732208  138.12974548
   48.53276443  167.69049072  115.94548798  396.46948242  360.96322632]","[ 243.3092804   279.95196533  425.87384033  288.77880859  210.95274353
   38.92811966   74.87937927  167.08277893  125.52881622  402.43371582]","[  89.58823395  186.19602966  170.14079285  153.26092529  192.65196228
   58.29719543   66.30780029   48.375103    145.12556458  169.18899536]",30.5253887177,0,3.0
39,"[ 372.68051147  638.75256348  534.42419434  542.33251953  116.71202087
  550.07562256   76.58105469  155.05725098  909.47515869  730.57098389]","[ 570.2131958    52.62602615  534.08996582  421.22686768  136.29983521
  470.76480103   22.91645432  526.25689697  317.01531982  909.16351318]","[ 281.61193848  447.95117188   55.74732208  138.12974548   48.53276443
  167.69049072  115.94548798  396.46948242  360.96322632  380.65054321]","[ 279.95196533  425.87384033  288.77880859  210.95274353   38.92811966
   74.87937927  167.08277893  125.52881622  402.43371582  153.66796875]","[ 186.19602966  170.14079285  153.26092529  192.65196228   58.29719543
   66.30780029   48.375103    145.12556458  169.18899536  101.43222046]",30.2174186707,0,3.0
