,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
0,"[ 130.28816223  137.32176208    6.73216534  200.37159729   68.62840271
  141.80525208   30.86120605  148.35629272   47.24026489   52.32914734]","[ 71.57115936  64.73983765   1.14190662  59.25296783  32.88671494
  69.74938965  21.24695396  77.32074738  23.1166687   33.66142654]","[ 14.98643303   6.1454277    1.72741711  12.55090714   3.10646105
  14.53114414  13.04832363  12.23578453   2.47678065   2.83622646]","[  2.42213678  11.11535454  20.67494583   7.7139678    1.3223511
   0.54554218   3.98184276   0.25881186   2.82103562   0.80919647]","[  5.72422266  10.57019138  18.17250633   3.37862015   0.84265232
   2.53057694   1.56568348   0.57099932   1.991992     1.33897316]",39.9458427429,0,1.0
1,"[ 137.32176208    6.73216534  200.37159729   68.62840271  141.80525208
   30.86120605  148.35629272   47.24026489   52.32914734  858.25262451]","[  64.73983765    1.14190662   59.25296783   32.88671494   69.74938965
   21.24695396   77.32074738   23.1166687    33.66142654  471.62841797]","[   6.1454277     1.72741711   12.55090714    3.10646105   14.53114414
   13.04832363   12.23578453    2.47678065    2.83622646  212.08726501]","[ 11.11535454  20.67494583   7.7139678    1.3223511    0.54554218
   3.98184276   0.25881186   2.82103562   0.80919647   0.28620052]","[ 10.57019138  18.17250633   3.37862015   0.84265232   2.53057694
   1.56568348   0.57099932   1.991992     1.33897316  75.94470978]",39.9474258423,0,1.0
2,"[   6.73216534  200.37159729   68.62840271  141.80525208   30.86120605
  148.35629272   47.24026489   52.32914734  858.25262451  329.25445557]","[   1.14190662   59.25296783   32.88671494   69.74938965   21.24695396
   77.32074738   23.1166687    33.66142654  471.62841797  247.80924988]","[   1.72741711   12.55090714    3.10646105   14.53114414   13.04832363
   12.23578453    2.47678065    2.83622646  212.08726501   20.08618736]","[ 20.67494583   7.7139678    1.3223511    0.54554218   3.98184276
   0.25881186   2.82103562   0.80919647   0.28620052  17.02337074]","[ 18.17250633   3.37862015   0.84265232   2.53057694   1.56568348
   0.57099932   1.991992     1.33897316  75.94470978   8.66636944]",39.9356918335,0,1.0
3,"[ 200.37159729   68.62840271  141.80525208   30.86120605  148.35629272
   47.24026489   52.32914734  858.25262451  329.25445557  201.79013062]","[  59.25296783   32.88671494   69.74938965   21.24695396   77.32074738
   23.1166687    33.66142654  471.62841797  247.80924988   41.10276794]","[  12.55090714    3.10646105   14.53114414   13.04832363   12.23578453
    2.47678065    2.83622646  212.08726501   20.08618736  126.63007355]","[   7.7139678     1.3223511     0.54554218    3.98184276    0.25881186
    2.82103562    0.80919647    0.28620052   17.02337074  122.41854095]","[   3.37862015    0.84265232    2.53057694    1.56568348    0.57099932
    1.991992      1.33897316   75.94470978    8.66636944  111.94219208]",39.9113578796,0,1.0
4,"[   68.62840271   141.80525208    30.86120605   148.35629272    47.24026489
    52.32914734   858.25262451   329.25445557   201.79013062  1309.57543945]","[  32.88671494   69.74938965   21.24695396   77.32074738   23.1166687
   33.66142654  471.62841797  247.80924988   41.10276794  945.69152832]","[   3.10646105   14.53114414   13.04832363   12.23578453    2.47678065
    2.83622646  212.08726501   20.08618736  126.63007355  171.28639221]","[  1.32235110e+00   5.45542181e-01   3.98184276e+00   2.58811861e-01
   2.82103562e+00   8.09196472e-01   2.86200523e-01   1.70233707e+01
   1.22418541e+02   4.15165649e+02]","[   0.84265232    2.53057694    1.56568348    0.57099932    1.991992
    1.33897316   75.94470978    8.66636944  111.94219208  208.95397949]",39.8880882263,0,1.0
5,"[  141.80525208    30.86120605   148.35629272    47.24026489    52.32914734
   858.25262451   329.25445557   201.79013062  1309.57543945   817.18103027]","[  69.74938965   21.24695396   77.32074738   23.1166687    33.66142654
  471.62841797  247.80924988   41.10276794  945.69152832  529.87438965]","[  14.53114414   13.04832363   12.23578453    2.47678065    2.83622646
  212.08726501   20.08618736  126.63007355  171.28639221   12.88503933]","[  5.45542181e-01   3.98184276e+00   2.58811861e-01   2.82103562e+00
   8.09196472e-01   2.86200523e-01   1.70233707e+01   1.22418541e+02
   4.15165649e+02   1.68647263e+02]","[   2.53057694    1.56568348    0.57099932    1.991992      1.33897316
   75.94470978    8.66636944  111.94219208  208.95397949   75.07719421]",39.8327598572,0,1.0
6,"[   30.86120605   148.35629272    47.24026489    52.32914734   858.25262451
   329.25445557   201.79013062  1309.57543945   817.18103027   164.5493927 ]","[  21.24695396   77.32074738   23.1166687    33.66142654  471.62841797
  247.80924988   41.10276794  945.69152832  529.87438965   69.75408173]","[  13.04832363   12.23578453    2.47678065    2.83622646  212.08726501
   20.08618736  126.63007355  171.28639221   12.88503933    2.00843644]","[  3.98184276e+00   2.58811861e-01   2.82103562e+00   8.09196472e-01
   2.86200523e-01   1.70233707e+01   1.22418541e+02   4.15165649e+02
   1.68647263e+02   1.30729019e+02]","[   1.56568348    0.57099932    1.991992      1.33897316   75.94470978
    8.66636944  111.94219208  208.95397949   75.07719421   90.69887543]",39.7638206482,0,1.0
7,"[  148.35629272    47.24026489    52.32914734   858.25262451   329.25445557
   201.79013062  1309.57543945   817.18103027   164.5493927    319.81390381]","[  77.32074738   23.1166687    33.66142654  471.62841797  247.80924988
   41.10276794  945.69152832  529.87438965   69.75408173  247.28082275]","[  12.23578453    2.47678065    2.83622646  212.08726501   20.08618736
  126.63007355  171.28639221   12.88503933    2.00843644   35.45102692]","[  2.58811861e-01   2.82103562e+00   8.09196472e-01   2.86200523e-01
   1.70233707e+01   1.22418541e+02   4.15165649e+02   1.68647263e+02
   1.30729019e+02   1.67945892e+02]","[   0.57099932    1.991992      1.33897316   75.94470978    8.66636944
  111.94219208  208.95397949   75.07719421   90.69887543   96.94893646]",39.6491317749,0,1.0
8,"[   47.24026489    52.32914734   858.25262451   329.25445557   201.79013062
  1309.57543945   817.18103027   164.5493927    319.81390381   377.70513916]","[  23.1166687    33.66142654  471.62841797  247.80924988   41.10276794
  945.69152832  529.87438965   69.75408173  247.28082275  302.83636475]","[   2.47678065    2.83622646  212.08726501   20.08618736  126.63007355
  171.28639221   12.88503933    2.00843644   35.45102692   95.76080322]","[  2.82103562e+00   8.09196472e-01   2.86200523e-01   1.70233707e+01
   1.22418541e+02   4.15165649e+02   1.68647263e+02   1.30729019e+02
   1.67945892e+02   1.33418900e+02]","[   1.991992      1.33897316   75.94470978    8.66636944  111.94219208
  208.95397949   75.07719421   90.69887543   96.94893646   89.7022171 ]",39.5606307983,0,1.0
9,"[   52.32914734   858.25262451   329.25445557   201.79013062  1309.57543945
   817.18103027   164.5493927    319.81390381   377.70513916   266.76834106]","[  33.66142654  471.62841797  247.80924988   41.10276794  945.69152832
  529.87438965   69.75408173  247.28082275  302.83636475  126.12854004]","[   2.83622646  212.08726501   20.08618736  126.63007355  171.28639221
   12.88503933    2.00843644   35.45102692   95.76080322    1.43639505]","[  8.09196472e-01   2.86200523e-01   1.70233707e+01   1.22418541e+02
   4.15165649e+02   1.68647263e+02   1.30729019e+02   1.67945892e+02
   1.33418900e+02   5.97634544e+01]","[   1.33897316   75.94470978    8.66636944  111.94219208  208.95397949
   75.07719421   90.69887543   96.94893646   89.7022171    48.77664948]",39.5052947998,0,1.0
