,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
20,"[ 145.80899048   33.30054855  183.91706848  138.86560059  149.75234985
  231.93943787  310.34869385  103.26806641  351.64871216  206.62535095]","[ 152.8795929     5.1412158    15.58550167   13.19413376  168.1557312
   62.86558533  231.41064453   45.90010071  455.425354    225.94297791]","[  25.50233459   31.81467247   58.77932739   43.66720963   49.72406387
   77.86547089  144.02966309  119.80571747  119.91664886  454.46133423]","[ 304.24386597  218.06788635   52.14267349  146.42066956  169.52592468
   72.34841156   85.95714569  290.31796265  251.00424194  319.24591064]","[ 167.93438721  141.66368103   41.29317856   80.06571198  104.84650421
    1.91118526   34.03858566  127.35975647   95.27227783  118.3084259 ]",36.7640686035,0,2.0
21,"[  33.30054855  183.91706848  138.86560059  149.75234985  231.93943787
  310.34869385  103.26806641  351.64871216  206.62535095  191.77053833]","[   5.1412158    15.58550167   13.19413376  168.1557312    62.86558533
  231.41064453   45.90010071  455.425354    225.94297791  172.21842957]","[  31.81467247   58.77932739   43.66720963   49.72406387   77.86547089
  144.02966309  119.80571747  119.91664886  454.46133423   97.92897797]","[ 218.06788635   52.14267349  146.42066956  169.52592468   72.34841156
   85.95714569  290.31796265  251.00424194  319.24591064  163.74717712]","[ 141.66368103   41.29317856   80.06571198  104.84650421    1.91118526
   34.03858566  127.35975647   95.27227783  118.3084259    78.46164703]",36.5610771179,0,2.0
22,"[ 183.91706848  138.86560059  149.75234985  231.93943787  310.34869385
  103.26806641  351.64871216  206.62535095  191.77053833  294.47561646]","[  15.58550167   13.19413376  168.1557312    62.86558533  231.41064453
   45.90010071  455.425354    225.94297791  172.21842957  146.10682678]","[  58.77932739   43.66720963   49.72406387   77.86547089  144.02966309
  119.80571747  119.91664886  454.46133423   97.92897797    5.23267555]","[  52.14267349  146.42066956  169.52592468   72.34841156   85.95714569
  290.31796265  251.00424194  319.24591064  163.74717712  206.69439697]","[  41.29317856   80.06571198  104.84650421    1.91118526   34.03858566
  127.35975647   95.27227783  118.3084259    78.46164703  176.10713196]",36.3572731018,0,2.0
23,"[ 138.86560059  149.75234985  231.93943787  310.34869385  103.26806641
  351.64871216  206.62535095  191.77053833  294.47561646  101.21876526]","[  13.19413376  168.1557312    62.86558533  231.41064453   45.90010071
  455.425354    225.94297791  172.21842957  146.10682678   14.84279823]","[  43.66720963   49.72406387   77.86547089  144.02966309  119.80571747
  119.91664886  454.46133423   97.92897797    5.23267555  101.47478485]","[ 146.42066956  169.52592468   72.34841156   85.95714569  290.31796265
  251.00424194  319.24591064  163.74717712  206.69439697  153.82855225]","[  80.06571198  104.84650421    1.91118526   34.03858566  127.35975647
   95.27227783  118.3084259    78.46164703  176.10713196  128.54777527]",36.15234375,0,2.0
24,"[ 149.75234985  231.93943787  310.34869385  103.26806641  351.64871216
  206.62535095  191.77053833  294.47561646  101.21876526   40.12068939]","[ 168.1557312    62.86558533  231.41064453   45.90010071  455.425354
  225.94297791  172.21842957  146.10682678   14.84279823  107.78907013]","[  49.72406387   77.86547089  144.02966309  119.80571747  119.91664886
  454.46133423   97.92897797    5.23267555  101.47478485   16.99734688]","[ 169.52592468   72.34841156   85.95714569  290.31796265  251.00424194
  319.24591064  163.74717712  206.69439697  153.82855225  113.20761108]","[ 104.84650421    1.91118526   34.03858566  127.35975647   95.27227783
  118.3084259    78.46164703  176.10713196  128.54777527   48.95290756]",35.9472694397,0,2.0
25,"[ 231.93943787  310.34869385  103.26806641  351.64871216  206.62535095
  191.77053833  294.47561646  101.21876526   40.12068939  183.45159912]","[  62.86558533  231.41064453   45.90010071  455.425354    225.94297791
  172.21842957  146.10682678   14.84279823  107.78907013  179.99620056]","[  77.86547089  144.02966309  119.80571747  119.91664886  454.46133423
   97.92897797    5.23267555  101.47478485   16.99734688   16.47130966]","[  72.34841156   85.95714569  290.31796265  251.00424194  319.24591064
  163.74717712  206.69439697  153.82855225  113.20761108  196.34016418]","[   1.91118526   34.03858566  127.35975647   95.27227783  118.3084259
   78.46164703  176.10713196  128.54777527   48.95290756  117.93667603]",35.7408905029,0,2.0
26,"[ 310.34869385  103.26806641  351.64871216  206.62535095  191.77053833
  294.47561646  101.21876526   40.12068939  183.45159912   25.65809059]","[ 231.41064453   45.90010071  455.425354    225.94297791  172.21842957
  146.10682678   14.84279823  107.78907013  179.99620056  217.10664368]","[ 144.02966309  119.80571747  119.91664886  454.46133423   97.92897797
    5.23267555  101.47478485   16.99734688   16.47130966  104.43140411]","[  85.95714569  290.31796265  251.00424194  319.24591064  163.74717712
  206.69439697  153.82855225  113.20761108  196.34016418   83.88032532]","[  34.03858566  127.35975647   95.27227783  118.3084259    78.46164703
  176.10713196  128.54777527   48.95290756  117.93667603   75.16702271]",35.5348396301,0,2.0
27,"[ 103.26806641  351.64871216  206.62535095  191.77053833  294.47561646
  101.21876526   40.12068939  183.45159912   25.65809059  383.39028931]","[  45.90010071  455.425354    225.94297791  172.21842957  146.10682678
   14.84279823  107.78907013  179.99620056  217.10664368  248.65457153]","[ 119.80571747  119.91664886  454.46133423   97.92897797    5.23267555
  101.47478485   16.99734688   16.47130966  104.43140411  189.18264771]","[ 290.31796265  251.00424194  319.24591064  163.74717712  206.69439697
  153.82855225  113.20761108  196.34016418   83.88032532  142.70791626]","[ 127.35975647   95.27227783  118.3084259    78.46164703  176.10713196
  128.54777527   48.95290756  117.93667603   75.16702271   25.08487129]",35.3275375366,0,2.0
28,"[ 351.64871216  206.62535095  191.77053833  294.47561646  101.21876526
   40.12068939  183.45159912   25.65809059  383.39028931   26.12934303]","[ 455.425354    225.94297791  172.21842957  146.10682678   14.84279823
  107.78907013  179.99620056  217.10664368  248.65457153   94.75813293]","[ 119.91664886  454.46133423   97.92897797    5.23267555  101.47478485
   16.99734688   16.47130966  104.43140411  189.18264771  162.75941467]","[ 251.00424194  319.24591064  163.74717712  206.69439697  153.82855225
  113.20761108  196.34016418   83.88032532  142.70791626  168.2830658 ]","[  95.27227783  118.3084259    78.46164703  176.10713196  128.54777527
   48.95290756  117.93667603   75.16702271   25.08487129   56.44039917]",35.1210594177,0,2.0
29,"[ 206.62535095  191.77053833  294.47561646  101.21876526   40.12068939
  183.45159912   25.65809059  383.39028931   26.12934303  297.64559937]","[ 225.94297791  172.21842957  146.10682678   14.84279823  107.78907013
  179.99620056  217.10664368  248.65457153   94.75813293  249.55726624]","[ 454.46133423   97.92897797    5.23267555  101.47478485   16.99734688
   16.47130966  104.43140411  189.18264771  162.75941467    2.84293962]","[ 319.24591064  163.74717712  206.69439697  153.82855225  113.20761108
  196.34016418   83.88032532  142.70791626  168.2830658   315.12619019]","[ 118.3084259    78.46164703  176.10713196  128.54777527   48.95290756
  117.93667603   75.16702271   25.08487129   56.44039917  160.78672791]",34.9152526855,0,2.0
30,"[ 191.77053833  294.47561646  101.21876526   40.12068939  183.45159912
   25.65809059  383.39028931   26.12934303  297.64559937  316.16003418]","[ 172.21842957  146.10682678   14.84279823  107.78907013  179.99620056
  217.10664368  248.65457153   94.75813293  249.55726624    5.72685242]","[  97.92897797    5.23267555  101.47478485   16.99734688   16.47130966
  104.43140411  189.18264771  162.75941467    2.84293962  177.70848083]","[ 163.74717712  206.69439697  153.82855225  113.20761108  196.34016418
   83.88032532  142.70791626  168.2830658   315.12619019  218.40757751]","[  78.46164703  176.10713196  128.54777527   48.95290756  117.93667603
   75.16702271   25.08487129   56.44039917  160.78672791   98.53806305]",34.7077865601,0,2.0
31,"[ 294.47561646  101.21876526   40.12068939  183.45159912   25.65809059
  383.39028931   26.12934303  297.64559937  316.16003418   12.63419533]","[ 146.10682678   14.84279823  107.78907013  179.99620056  217.10664368
  248.65457153   94.75813293  249.55726624    5.72685242  208.83177185]","[   5.23267555  101.47478485   16.99734688   16.47130966  104.43140411
  189.18264771  162.75941467    2.84293962  177.70848083  343.93695068]","[ 206.69439697  153.82855225  113.20761108  196.34016418   83.88032532
  142.70791626  168.2830658   315.12619019  218.40757751  223.11557007]","[ 176.10713196  128.54777527   48.95290756  117.93667603   75.16702271
   25.08487129   56.44039917  160.78672791   98.53806305   97.58872986]",34.5001335144,0,2.0
32,"[ 101.21876526   40.12068939  183.45159912   25.65809059  383.39028931
   26.12934303  297.64559937  316.16003418   12.63419533  211.39221191]","[  14.84279823  107.78907013  179.99620056  217.10664368  248.65457153
   94.75813293  249.55726624    5.72685242  208.83177185  168.23561096]","[ 101.47478485   16.99734688   16.47130966  104.43140411  189.18264771
  162.75941467    2.84293962  177.70848083  343.93695068   38.15810776]","[ 153.82855225  113.20761108  196.34016418   83.88032532  142.70791626
  168.2830658   315.12619019  218.40757751  223.11557007  275.85281372]","[ 128.54777527   48.95290756  117.93667603   75.16702271   25.08487129
   56.44039917  160.78672791   98.53806305   97.58872986  162.2130127 ]",34.2921714783,0,2.0
33,"[  40.12068939  183.45159912   25.65809059  383.39028931   26.12934303
  297.64559937  316.16003418   12.63419533  211.39221191  101.68560028]","[ 107.78907013  179.99620056  217.10664368  248.65457153   94.75813293
  249.55726624    5.72685242  208.83177185  168.23561096  196.15464783]","[  16.99734688   16.47130966  104.43140411  189.18264771  162.75941467
    2.84293962  177.70848083  343.93695068   38.15810776  169.81336975]","[ 113.20761108  196.34016418   83.88032532  142.70791626  168.2830658
  315.12619019  218.40757751  223.11557007  275.85281372  158.99609375]","[  48.95290756  117.93667603   75.16702271   25.08487129   56.44039917
  160.78672791   98.53806305   97.58872986  162.2130127   145.17079163]",34.0840797424,0,2.0
34,"[ 183.45159912   25.65809059  383.39028931   26.12934303  297.64559937
  316.16003418   12.63419533  211.39221191  101.68560028   30.01368904]","[ 179.99620056  217.10664368  248.65457153   94.75813293  249.55726624
    5.72685242  208.83177185  168.23561096  196.15464783   30.20942307]","[  16.47130966  104.43140411  189.18264771  162.75941467    2.84293962
  177.70848083  343.93695068   38.15810776  169.81336975  134.41940308]","[ 196.34016418   83.88032532  142.70791626  168.2830658   315.12619019
  218.40757751  223.11557007  275.85281372  158.99609375  206.24711609]","[ 117.93667603   75.16702271   25.08487129   56.44039917  160.78672791
   98.53806305   97.58872986  162.2130127   145.17079163  102.43700409]",33.8758277893,0,2.0
35,"[  25.65809059  383.39028931   26.12934303  297.64559937  316.16003418
   12.63419533  211.39221191  101.68560028   30.01368904  140.03268433]","[ 217.10664368  248.65457153   94.75813293  249.55726624    5.72685242
  208.83177185  168.23561096  196.15464783   30.20942307  186.45352173]","[ 104.43140411  189.18264771  162.75941467    2.84293962  177.70848083
  343.93695068   38.15810776  169.81336975  134.41940308   24.57909203]","[  83.88032532  142.70791626  168.2830658   315.12619019  218.40757751
  223.11557007  275.85281372  158.99609375  206.24711609  174.16146851]","[  75.16702271   25.08487129   56.44039917  160.78672791   98.53806305
   97.58872986  162.2130127   145.17079163  102.43700409  115.00621033]",33.6670722961,0,2.0
36,"[ 383.39028931   26.12934303  297.64559937  316.16003418   12.63419533
  211.39221191  101.68560028   30.01368904  140.03268433  370.55081177]","[ 248.65457153   94.75813293  249.55726624    5.72685242  208.83177185
  168.23561096  196.15464783   30.20942307  186.45352173  383.02560425]","[ 189.18264771  162.75941467    2.84293962  177.70848083  343.93695068
   38.15810776  169.81336975  134.41940308   24.57909203  188.36833191]","[ 142.70791626  168.2830658   315.12619019  218.40757751  223.11557007
  275.85281372  158.99609375  206.24711609  174.16146851  113.98936462]","[  25.08487129   56.44039917  160.78672791   98.53806305   97.58872986
  162.2130127   145.17079163  102.43700409  115.00621033  119.52967834]",33.459236145,0,2.0
37,"[  26.12934303  297.64559937  316.16003418   12.63419533  211.39221191
  101.68560028   30.01368904  140.03268433  370.55081177  431.18423462]","[  94.75813293  249.55726624    5.72685242  208.83177185  168.23561096
  196.15464783   30.20942307  186.45352173  383.02560425  271.87585449]","[ 162.75941467    2.84293962  177.70848083  343.93695068   38.15810776
  169.81336975  134.41940308   24.57909203  188.36833191  267.76483154]","[ 168.2830658   315.12619019  218.40757751  223.11557007  275.85281372
  158.99609375  206.24711609  174.16146851  113.98936462  268.77893066]","[  56.44039917  160.78672791   98.53806305   97.58872986  162.2130127
  145.17079163  102.43700409  115.00621033  119.52967834  100.51802826]",33.2511978149,0,2.0
38,"[ 297.64559937  316.16003418   12.63419533  211.39221191  101.68560028
   30.01368904  140.03268433  370.55081177  431.18423462  160.1091156 ]","[ 249.55726624    5.72685242  208.83177185  168.23561096  196.15464783
   30.20942307  186.45352173  383.02560425  271.87585449   28.96503639]","[   2.84293962  177.70848083  343.93695068   38.15810776  169.81336975
  134.41940308   24.57909203  188.36833191  267.76483154  100.31687164]","[ 315.12619019  218.40757751  223.11557007  275.85281372  158.99609375
  206.24711609  174.16146851  113.98936462  268.77893066   80.78816223]","[ 160.78672791   98.53806305   97.58872986  162.2130127   145.17079163
  102.43700409  115.00621033  119.52967834  100.51802826    1.93913376]",33.0430755615,0,2.0
39,"[ 316.16003418   12.63419533  211.39221191  101.68560028   30.01368904
  140.03268433  370.55081177  431.18423462  160.1091156   211.66441345]","[   5.72685242  208.83177185  168.23561096  196.15464783   30.20942307
  186.45352173  383.02560425  271.87585449   28.96503639  367.63287354]","[ 177.70848083  343.93695068   38.15810776  169.81336975  134.41940308
   24.57909203  188.36833191  267.76483154  100.31687164  140.04698181]","[ 218.40757751  223.11557007  275.85281372  158.99609375  206.24711609
  174.16146851  113.98936462  268.77893066   80.78816223  155.13671875]","[  98.53806305   97.58872986  162.2130127   145.17079163  102.43700409
  115.00621033  119.52967834  100.51802826    1.93913376   93.08929443]",32.8336753845,0,2.0
