,activation_0,activation_1,dist,id,vel,"('activation_2',)"
19,"[   3.79782295  114.12615967   56.02925491  119.72871399  161.46302795
  179.29501343  200.5400238   202.4193573   143.52879333   94.1444397 ]","[  8.37487602  11.80186653   9.64820385  10.16796684   6.5609045
  13.27219772  38.57545853   1.06322169   3.15026069   3.86494184]",21.6283435822,1,2.0,"[ 118.83784485  247.65330505  191.87043762  174.11860657  163.79324341
  251.10235596  106.79988098   10.85381508  168.49267578  107.53409576]"
20,"[ 114.12615967   56.02925491  119.72871399  161.46302795  179.29501343
  200.5400238   202.4193573   143.52879333   94.1444397    45.65015411]","[ 11.80186653   9.64820385  10.16796684   6.5609045   13.27219772
  38.57545853   1.06322169   3.15026069   3.86494184  10.62240982]",21.42329216,1,2.0,"[ 247.65330505  191.87043762  174.11860657  163.79324341  251.10235596
  106.79988098   10.85381508  168.49267578  107.53409576  136.2706604 ]"
21,"[  56.02925491  119.72871399  161.46302795  179.29501343  200.5400238
  202.4193573   143.52879333   94.1444397    45.65015411    4.70140791]","[  9.64820385  10.16796684   6.5609045   13.27219772  38.57545853
   1.06322169   3.15026069   3.86494184  10.62240982  10.30838013]",21.2160491943,1,2.0,"[ 191.87043762  174.11860657  163.79324341  251.10235596  106.79988098
   10.85381508  168.49267578  107.53409576  136.2706604   228.3404541 ]"
22,"[ 119.72871399  161.46302795  179.29501343  200.5400238   202.4193573
  143.52879333   94.1444397    45.65015411    4.70140791   23.86676598]","[ 10.16796684   6.5609045   13.27219772  38.57545853   1.06322169
   3.15026069   3.86494184  10.62240982  10.30838013  24.57336807]",21.0093212128,1,2.0,"[ 174.11860657  163.79324341  251.10235596  106.79988098   10.85381508
  168.49267578  107.53409576  136.2706604   228.3404541   196.98025513]"
23,"[ 161.46302795  179.29501343  200.5400238   202.4193573   143.52879333
   94.1444397    45.65015411    4.70140791   23.86676598    2.3396523 ]","[  6.5609045   13.27219772  38.57545853   1.06322169   3.15026069
   3.86494184  10.62240982  10.30838013  24.57336807   8.3144455 ]",20.8006038666,1,2.0,"[ 163.79324341  251.10235596  106.79988098   10.85381508  168.49267578
  107.53409576  136.2706604   228.3404541   196.98025513  220.60037231]"
24,"[ 179.29501343  200.5400238   202.4193573   143.52879333   94.1444397
   45.65015411    4.70140791   23.86676598    2.3396523     3.57864833]","[ 13.27219772  38.57545853   1.06322169   3.15026069   3.86494184
  10.62240982  10.30838013  24.57336807   8.3144455    6.0398016 ]",20.5926952362,1,2.0,"[ 251.10235596  106.79988098   10.85381508  168.49267578  107.53409576
  136.2706604   228.3404541   196.98025513  220.60037231  272.80032349]"
25,"[ 200.5400238   202.4193573   143.52879333   94.1444397    45.65015411
    4.70140791   23.86676598    2.3396523     3.57864833   96.21838379]","[ 38.57545853   1.06322169   3.15026069   3.86494184  10.62240982
  10.30838013  24.57336807   8.3144455    6.0398016    8.96362114]",20.3831119537,1,2.0,"[ 106.79988098   10.85381508  168.49267578  107.53409576  136.2706604
  228.3404541   196.98025513  220.60037231  272.80032349  128.5958252 ]"
26,"[ 202.4193573   143.52879333   94.1444397    45.65015411    4.70140791
   23.86676598    2.3396523     3.57864833   96.21838379  127.39414978]","[  1.06322169   3.15026069   3.86494184  10.62240982  10.30838013
  24.57336807   8.3144455    6.0398016    8.96362114   5.28858566]",20.1741600037,1,2.0,"[  10.85381508  168.49267578  107.53409576  136.2706604   228.3404541
  196.98025513  220.60037231  272.80032349  128.5958252    75.86375427]"
27,"[ 143.52879333   94.1444397    45.65015411    4.70140791   23.86676598
    2.3396523     3.57864833   96.21838379  127.39414978  148.71586609]","[  3.15026069   3.86494184  10.62240982  10.30838013  24.57336807
   8.3144455    6.0398016    8.96362114   5.28858566   7.82210922]",19.9659385681,1,2.0,"[ 168.49267578  107.53409576  136.2706604   228.3404541   196.98025513
  220.60037231  272.80032349  128.5958252    75.86375427   87.08235931]"
28,"[  94.1444397    45.65015411    4.70140791   23.86676598    2.3396523
    3.57864833   96.21838379  127.39414978  148.71586609  125.36446381]","[  3.86494184  10.62240982  10.30838013  24.57336807   8.3144455
   6.0398016    8.96362114   5.28858566   7.82210922   3.85840034]",19.7574558258,1,2.0,"[ 107.53409576  136.2706604   228.3404541   196.98025513  220.60037231
  272.80032349  128.5958252    75.86375427   87.08235931  239.28231812]"
29,"[  45.65015411    4.70140791   23.86676598    2.3396523     3.57864833
   96.21838379  127.39414978  148.71586609  125.36446381   81.36968994]","[ 10.62240982  10.30838013  24.57336807   8.3144455    6.0398016
   8.96362114   5.28858566   7.82210922   3.85840034   9.84602737]",19.5477409363,1,2.0,"[ 136.2706604   228.3404541   196.98025513  220.60037231  272.80032349
  128.5958252    75.86375427   87.08235931  239.28231812  171.44413757]"
30,"[   4.70140791   23.86676598    2.3396523     3.57864833   96.21838379
  127.39414978  148.71586609  125.36446381   81.36968994  139.43884277]","[ 10.30838013  24.57336807   8.3144455    6.0398016    8.96362114
   5.28858566   7.82210922   3.85840034   9.84602737   6.13223696]",19.3382377625,1,2.0,"[ 228.3404541   196.98025513  220.60037231  272.80032349  128.5958252
   75.86375427   87.08235931  239.28231812  171.44413757  117.50508881]"
31,"[  23.86676598    2.3396523     3.57864833   96.21838379  127.39414978
  148.71586609  125.36446381   81.36968994  139.43884277   64.4712677 ]","[ 24.57336807   8.3144455    6.0398016    8.96362114   5.28858566
   7.82210922   3.85840034   9.84602737   6.13223696  26.62898064]",19.1273860931,1,2.0,"[ 196.98025513  220.60037231  272.80032349  128.5958252    75.86375427
   87.08235931  239.28231812  171.44413757  117.50508881  461.4284668 ]"
32,"[   2.3396523     3.57864833   96.21838379  127.39414978  148.71586609
  125.36446381   81.36968994  139.43884277   64.4712677    39.10457993]","[  8.3144455    6.0398016    8.96362114   5.28858566   7.82210922
   3.85840034   9.84602737   6.13223696  26.62898064  16.09413338]",18.9174251556,1,2.0,"[ 220.60037231  272.80032349  128.5958252    75.86375427   87.08235931
  239.28231812  171.44413757  117.50508881  461.4284668   262.44720459]"
33,"[   3.57864833   96.21838379  127.39414978  148.71586609  125.36446381
   81.36968994  139.43884277   64.4712677    39.10457993   40.78751373]","[  6.0398016    8.96362114   5.28858566   7.82210922   3.85840034
   9.84602737   6.13223696  26.62898064  16.09413338   2.98421049]",18.7063980103,1,2.0,"[ 272.80032349  128.5958252    75.86375427   87.08235931  239.28231812
  171.44413757  117.50508881  461.4284668   262.44720459    4.98846626]"
34,"[  96.21838379  127.39414978  148.71586609  125.36446381   81.36968994
  139.43884277   64.4712677    39.10457993   40.78751373   63.37360001]","[  8.96362114   5.28858566   7.82210922   3.85840034   9.84602737
   6.13223696  26.62898064  16.09413338   2.98421049   4.41541576]",18.4964942932,1,2.0,"[ 128.5958252    75.86375427   87.08235931  239.28231812  171.44413757
  117.50508881  461.4284668   262.44720459    4.98846626  147.52603149]"
35,"[ 127.39414978  148.71586609  125.36446381   81.36968994  139.43884277
   64.4712677    39.10457993   40.78751373   63.37360001  240.41201782]","[  5.28858566   7.82210922   3.85840034   9.84602737   6.13223696
  26.62898064  16.09413338   2.98421049   4.41541576   3.23229837]",18.2855834961,1,2.0,"[  75.86375427   87.08235931  239.28231812  171.44413757  117.50508881
  461.4284668   262.44720459    4.98846626  147.52603149  140.65022278]"
36,"[ 148.71586609  125.36446381   81.36968994  139.43884277   64.4712677
   39.10457993   40.78751373   63.37360001  240.41201782  115.79496765]","[  7.82210922   3.85840034   9.84602737   6.13223696  26.62898064
  16.09413338   2.98421049   4.41541576   3.23229837   9.94246864]",18.0757789612,1,2.0,"[  87.08235931  239.28231812  171.44413757  117.50508881  461.4284668
  262.44720459    4.98846626  147.52603149  140.65022278  100.64245605]"
37,"[ 125.36446381   81.36968994  139.43884277   64.4712677    39.10457993
   40.78751373   63.37360001  240.41201782  115.79496765   97.28872681]","[  3.85840034   9.84602737   6.13223696  26.62898064  16.09413338
   2.98421049   4.41541576   3.23229837   9.94246864  38.19017029]",17.8643856049,1,2.0,"[ 239.28231812  171.44413757  117.50508881  461.4284668   262.44720459
    4.98846626  147.52603149  140.65022278  100.64245605  157.93757629]"
38,"[  81.36968994  139.43884277   64.4712677    39.10457993   40.78751373
   63.37360001  240.41201782  115.79496765   97.28872681  226.11401367]","[  9.84602737   6.13223696  26.62898064  16.09413338   2.98421049
   4.41541576   3.23229837   9.94246864  38.19017029  10.3676548 ]",17.6542186737,1,2.0,"[ 171.44413757  117.50508881  461.4284668   262.44720459    4.98846626
  147.52603149  140.65022278  100.64245605  157.93757629  100.66107178]"
39,"[ 139.43884277   64.4712677    39.10457993   40.78751373   63.37360001
  240.41201782  115.79496765   97.28872681  226.11401367   74.74837494]","[  6.13223696  26.62898064  16.09413338   2.98421049   4.41541576
   3.23229837   9.94246864  38.19017029  10.3676548    4.14839649]",17.4431495667,1,2.0,"[ 117.50508881  461.4284668   262.44720459    4.98846626  147.52603149
  140.65022278  100.64245605  157.93757629  100.66107178  192.45613098]"
40,"[  64.4712677    39.10457993   40.78751373   63.37360001  240.41201782
  115.79496765   97.28872681  226.11401367   74.74837494  102.64987946]","[ 26.62898064  16.09413338   2.98421049   4.41541576   3.23229837
   9.94246864  38.19017029  10.3676548    4.14839649  18.02001953]",17.2334079742,1,2.0,"[ 461.4284668   262.44720459    4.98846626  147.52603149  140.65022278
  100.64245605  157.93757629  100.66107178  192.45613098  141.28553772]"
41,"[  39.10457993   40.78751373   63.37360001  240.41201782  115.79496765
   97.28872681  226.11401367   74.74837494  102.64987946   29.55008125]","[ 16.09413338   2.98421049   4.41541576   3.23229837   9.94246864
  38.19017029  10.3676548    4.14839649  18.02001953   3.08111978]",17.0247478485,1,2.0,"[ 262.44720459    4.98846626  147.52603149  140.65022278  100.64245605
  157.93757629  100.66107178  192.45613098  141.28553772   98.34298706]"
42,"[  40.78751373   63.37360001  240.41201782  115.79496765   97.28872681
  226.11401367   74.74837494  102.64987946   29.55008125    1.19690132]","[  2.98421049   4.41541576   3.23229837   9.94246864  38.19017029
  10.3676548    4.14839649  18.02001953   3.08111978  24.07776642]",16.8163547516,1,2.0,"[   4.98846626  147.52603149  140.65022278  100.64245605  157.93757629
  100.66107178  192.45613098  141.28553772   98.34298706  264.41906738]"
43,"[  63.37360001  240.41201782  115.79496765   97.28872681  226.11401367
   74.74837494  102.64987946   29.55008125    1.19690132  188.74456787]","[  4.41541576   3.23229837   9.94246864  38.19017029  10.3676548
   4.14839649  18.02001953   3.08111978  24.07776642  16.0714035 ]",16.6067180634,1,2.0,"[ 147.52603149  140.65022278  100.64245605  157.93757629  100.66107178
  192.45613098  141.28553772   98.34298706  264.41906738  117.92310333]"
44,"[ 240.41201782  115.79496765   97.28872681  226.11401367   74.74837494
  102.64987946   29.55008125    1.19690132  188.74456787   63.35361862]","[  3.23229837   9.94246864  38.19017029  10.3676548    4.14839649
  18.02001953   3.08111978  24.07776642  16.0714035   41.32012558]",16.3976707458,1,2.0,"[ 140.65022278  100.64245605  157.93757629  100.66107178  192.45613098
  141.28553772   98.34298706  264.41906738  117.92310333  364.50018311]"
45,"[ 115.79496765   97.28872681  226.11401367   74.74837494  102.64987946
   29.55008125    1.19690132  188.74456787   63.35361862  179.85333252]","[  9.94246864  38.19017029  10.3676548    4.14839649  18.02001953
   3.08111978  24.07776642  16.0714035   41.32012558   3.63677502]",16.1877059937,1,2.0,"[ 100.64245605  157.93757629  100.66107178  192.45613098  141.28553772
   98.34298706  264.41906738  117.92310333  364.50018311  182.72494507]"
46,"[  97.28872681  226.11401367   74.74837494  102.64987946   29.55008125
    1.19690132  188.74456787   63.35361862  179.85333252    5.11484861]","[ 38.19017029  10.3676548    4.14839649  18.02001953   3.08111978
  24.07776642  16.0714035   41.32012558   3.63677502  11.53863907]",15.9786376953,1,2.0,"[ 157.93757629  100.66107178  192.45613098  141.28553772   98.34298706
  264.41906738  117.92310333  364.50018311  182.72494507   11.72762012]"
47,"[ 226.11401367   74.74837494  102.64987946   29.55008125    1.19690132
  188.74456787   63.35361862  179.85333252    5.11484861  238.21543884]","[ 10.3676548    4.14839649  18.02001953   3.08111978  24.07776642
  16.0714035   41.32012558   3.63677502  11.53863907   8.3275795 ]",15.767118454,1,2.0,"[ 100.66107178  192.45613098  141.28553772   98.34298706  264.41906738
  117.92310333  364.50018311  182.72494507   11.72762012  124.41979218]"
48,"[  74.74837494  102.64987946   29.55008125    1.19690132  188.74456787
   63.35361862  179.85333252    5.11484861  238.21543884  264.23135376]","[  4.14839649  18.02001953   3.08111978  24.07776642  16.0714035
  41.32012558   3.63677502  11.53863907   8.3275795   20.87459183]",15.557185173,1,2.0,"[ 192.45613098  141.28553772   98.34298706  264.41906738  117.92310333
  364.50018311  182.72494507   11.72762012  124.41979218  154.85679626]"
49,"[ 102.64987946   29.55008125    1.19690132  188.74456787   63.35361862
  179.85333252    5.11484861  238.21543884  264.23135376  143.47412109]","[ 18.02001953   3.08111978  24.07776642  16.0714035   41.32012558
   3.63677502  11.53863907   8.3275795   20.87459183   7.63512182]",15.3447360992,1,2.0,"[ 141.28553772   98.34298706  264.41906738  117.92310333  364.50018311
  182.72494507   11.72762012  124.41979218  154.85679626  124.77216339]"
50,"[  29.55008125    1.19690132  188.74456787   63.35361862  179.85333252
    5.11484861  238.21543884  264.23135376  143.47412109   22.77190018]","[  3.08111978  24.07776642  16.0714035   41.32012558   3.63677502
  11.53863907   8.3275795   20.87459183   7.63512182   6.74029875]",15.1340551376,1,2.0,"[  98.34298706  264.41906738  117.92310333  364.50018311  182.72494507
   11.72762012  124.41979218  154.85679626  124.77216339  157.38523865]"
51,"[   1.19690132  188.74456787   63.35361862  179.85333252    5.11484861
  238.21543884  264.23135376  143.47412109   22.77190018    1.32405543]","[ 24.07776642  16.0714035   41.32012558   3.63677502  11.53863907
   8.3275795   20.87459183   7.63512182   6.74029875  24.14207458]",14.9219989777,1,2.0,"[ 264.41906738  117.92310333  364.50018311  182.72494507   11.72762012
  124.41979218  154.85679626  124.77216339  157.38523865  280.67370605]"
52,"[ 188.74456787   63.35361862  179.85333252    5.11484861  238.21543884
  264.23135376  143.47412109   22.77190018    1.32405543   71.89034271]","[ 16.0714035   41.32012558   3.63677502  11.53863907   8.3275795
  20.87459183   7.63512182   6.74029875  24.14207458   4.6770792 ]",14.7116775513,1,2.0,"[ 117.92310333  364.50018311  182.72494507   11.72762012  124.41979218
  154.85679626  124.77216339  157.38523865  280.67370605  188.84820557]"
53,"[  63.35361862  179.85333252    5.11484861  238.21543884  264.23135376
  143.47412109   22.77190018    1.32405543   71.89034271  175.00900269]","[ 41.32012558   3.63677502  11.53863907   8.3275795   20.87459183
   7.63512182   6.74029875  24.14207458   4.6770792   21.56802559]",14.5029211044,1,2.0,"[ 364.50018311  182.72494507   11.72762012  124.41979218  154.85679626
  124.77216339  157.38523865  280.67370605  188.84820557  139.9221344 ]"
54,"[ 179.85333252    5.11484861  238.21543884  264.23135376  143.47412109
   22.77190018    1.32405543   71.89034271  175.00900269  146.46618652]","[  3.63677502  11.53863907   8.3275795   20.87459183   7.63512182
   6.74029875  24.14207458   4.6770792   21.56802559   7.30503654]",14.2939949036,1,2.0,"[ 182.72494507   11.72762012  124.41979218  154.85679626  124.77216339
  157.38523865  280.67370605  188.84820557  139.9221344   207.02328491]"
55,"[   5.11484861  238.21543884  264.23135376  143.47412109   22.77190018
    1.32405543   71.89034271  175.00900269  146.46618652  121.47608185]","[ 11.53863907   8.3275795   20.87459183   7.63512182   6.74029875
  24.14207458   4.6770792   21.56802559   7.30503654   5.89020538]",14.0832891464,1,2.0,"[  11.72762012  124.41979218  154.85679626  124.77216339  157.38523865
  280.67370605  188.84820557  139.9221344   207.02328491  202.99354553]"
56,"[ 238.21543884  264.23135376  143.47412109   22.77190018    1.32405543
   71.89034271  175.00900269  146.46618652  121.47608185  152.28295898]","[  8.3275795   20.87459183   7.63512182   6.74029875  24.14207458
   4.6770792   21.56802559   7.30503654   5.89020538  14.97150898]",13.8733644485,1,2.0,"[ 124.41979218  154.85679626  124.77216339  157.38523865  280.67370605
  188.84820557  139.9221344   207.02328491  202.99354553   64.44512939]"
57,"[ 264.23135376  143.47412109   22.77190018    1.32405543   71.89034271
  175.00900269  146.46618652  121.47608185  152.28295898  202.87652588]","[ 20.87459183   7.63512182   6.74029875  24.14207458   4.6770792
  21.56802559   7.30503654   5.89020538  14.97150898  22.30631828]",13.6447257996,1,2.0,"[ 154.85679626  124.77216339  157.38523865  280.67370605  188.84820557
  139.9221344   207.02328491  202.99354553   64.44512939  204.31559753]"
58,"[ 143.47412109   22.77190018    1.32405543   71.89034271  175.00900269
  146.46618652  121.47608185  152.28295898  202.87652588   69.34732819]","[  7.63512182   6.74029875  24.14207458   4.6770792   21.56802559
   7.30503654   5.89020538  14.97150898  22.30631828  30.46246338]",13.4517040253,1,2.0,"[ 124.77216339  157.38523865  280.67370605  188.84820557  139.9221344
  207.02328491  202.99354553   64.44512939  204.31559753  210.2117157 ]"
59,"[  22.77190018    1.32405543   71.89034271  175.00900269  146.46618652
  121.47608185  152.28295898  202.87652588   69.34732819   44.41492462]","[  6.74029875  24.14207458   4.6770792   21.56802559   7.30503654
   5.89020538  14.97150898  22.30631828  30.46246338   9.40200424]",13.2406024933,1,2.0,"[ 157.38523865  280.67370605  188.84820557  139.9221344   207.02328491
  202.99354553   64.44512939  204.31559753  210.2117157   180.85411072]"
60,"[   1.32405543   71.89034271  175.00900269  146.46618652  121.47608185
  152.28295898  202.87652588   69.34732819   44.41492462   94.65461731]","[ 24.14207458   4.6770792   21.56802559   7.30503654   5.89020538
  14.97150898  22.30631828  30.46246338   9.40200424  30.59198189]",13.0313987732,1,2.0,"[ 280.67370605  188.84820557  139.9221344   207.02328491  202.99354553
   64.44512939  204.31559753  210.2117157   180.85411072  120.6145401 ]"
61,"[  71.89034271  175.00900269  146.46618652  121.47608185  152.28295898
  202.87652588   69.34732819   44.41492462   94.65461731   46.58582687]","[  4.6770792   21.56802559   7.30503654   5.89020538  14.97150898
  22.30631828  30.46246338   9.40200424  30.59198189  11.87855911]",12.8206281662,1,2.0,"[ 188.84820557  139.9221344   207.02328491  202.99354553   64.44512939
  204.31559753  210.2117157   180.85411072  120.6145401   222.10836792]"
62,"[ 175.00900269  146.46618652  121.47608185  152.28295898  202.87652588
   69.34732819   44.41492462   94.65461731   46.58582687   11.93118   ]","[ 21.56802559   7.30503654   5.89020538  14.97150898  22.30631828
  30.46246338   9.40200424  30.59198189  11.87855911  26.80445671]",12.6119689941,1,2.0,"[ 139.9221344   207.02328491  202.99354553   64.44512939  204.31559753
  210.2117157   180.85411072  120.6145401   222.10836792  203.00230408]"
63,"[ 146.46618652  121.47608185  152.28295898  202.87652588   69.34732819
   44.41492462   94.65461731   46.58582687   11.93118      23.17632484]","[  7.30503654   5.89020538  14.97150898  22.30631828  30.46246338
   9.40200424  30.59198189  11.87855911  26.80445671  39.19584656]",12.4003429413,1,2.0,"[ 207.02328491  202.99354553   64.44512939  204.31559753  210.2117157
  180.85411072  120.6145401   222.10836792  203.00230408  338.80075073]"
