,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
0,"[ 20.13208961  68.58312988  27.64264488  63.29226303  41.3665657
   7.32712746  68.59953308  37.17024994  50.41980743  31.46878433]","[ 13.57986164  53.9745369   17.8664341   48.07184601  19.55256844
   5.96200371  44.2205925   29.74316597  21.63549232  19.27739525]","[  0.1482791    8.96339703   8.00910378  19.7769146    4.63836813
   7.11301708  24.5936451   10.15489864   1.99089146   1.59370005]","[  7.10545635   6.47047949  15.52798557   6.69527483  15.98304558
   5.39882898  27.89801025  48.06459045  15.77898121   9.69868755]","[  4.95041227   0.95936251   5.86120176   0.99075997  10.73207855
   7.46684313  14.7595911   28.78472328  11.90298367   4.62322807]",39.9792709351,0,3.0
1,"[   68.58312988    27.64264488    63.29226303    41.3665657      7.32712746
    68.59953308    37.17024994    50.41980743    31.46878433  1382.14660645]","[   53.9745369     17.8664341     48.07184601    19.55256844     5.96200371
    44.2205925     29.74316597    21.63549232    19.27739525  1039.83569336]","[   8.96339703    8.00910378   19.7769146     4.63836813    7.11301708
   24.5936451    10.15489864    1.99089146    1.59370005  572.09881592]","[   6.47047949   15.52798557    6.69527483   15.98304558    5.39882898
   27.89801025   48.06459045   15.77898121    9.69868755  103.94716644]","[   0.95936251    5.86120176    0.99075997   10.73207855    7.46684313
   14.7595911    28.78472328   11.90298367    4.62322807  158.17012024]",39.9881439209,0,3.0
2,"[   27.64264488    63.29226303    41.3665657      7.32712746    68.59953308
    37.17024994    50.41980743    31.46878433  1382.14660645   123.63993835]","[   17.8664341     48.07184601    19.55256844     5.96200371    44.2205925
    29.74316597    21.63549232    19.27739525  1039.83569336    95.24719238]","[   8.00910378   19.7769146     4.63836813    7.11301708   24.5936451
   10.15489864    1.99089146    1.59370005  572.09881592    8.41736603]","[  15.52798557    6.69527483   15.98304558    5.39882898   27.89801025
   48.06459045   15.77898121    9.69868755  103.94716644   85.74502563]","[   5.86120176    0.99075997   10.73207855    7.46684313   14.7595911
   28.78472328   11.90298367    4.62322807  158.17012024  208.9629364 ]",39.9832115173,0,3.0
3,"[   63.29226303    41.3665657      7.32712746    68.59953308    37.17024994
    50.41980743    31.46878433  1382.14660645   123.63993835    81.75447083]","[   48.07184601    19.55256844     5.96200371    44.2205925     29.74316597
    21.63549232    19.27739525  1039.83569336    95.24719238   209.85572815]","[  19.7769146     4.63836813    7.11301708   24.5936451    10.15489864
    1.99089146    1.59370005  572.09881592    8.41736603   54.37907028]","[   6.69527483   15.98304558    5.39882898   27.89801025   48.06459045
   15.77898121    9.69868755  103.94716644   85.74502563   46.74438477]","[   0.99075997   10.73207855    7.46684313   14.7595911    28.78472328
   11.90298367    4.62322807  158.17012024  208.9629364    43.07697678]",39.9346656799,0,3.0
4,"[   41.3665657      7.32712746    68.59953308    37.17024994    50.41980743
    31.46878433  1382.14660645   123.63993835    81.75447083  1583.98510742]","[   19.55256844     5.96200371    44.2205925     29.74316597    21.63549232
    19.27739525  1039.83569336    95.24719238   209.85572815  1254.9230957 ]","[   4.63836813    7.11301708   24.5936451    10.15489864    1.99089146
    1.59370005  572.09881592    8.41736603   54.37907028  175.49455261]","[  15.98304558    5.39882898   27.89801025   48.06459045   15.77898121
    9.69868755  103.94716644   85.74502563   46.74438477  723.99530029]","[  10.73207855    7.46684313   14.7595911    28.78472328   11.90298367
    4.62322807  158.17012024  208.9629364    43.07697678  306.75622559]",39.8326377869,0,3.0
5,"[    7.32712746    68.59953308    37.17024994    50.41980743    31.46878433
  1382.14660645   123.63993835    81.75447083  1583.98510742   248.0330658 ]","[    5.96200371    44.2205925     29.74316597    21.63549232    19.27739525
  1039.83569336    95.24719238   209.85572815  1254.9230957    338.32015991]","[   7.11301708   24.5936451    10.15489864    1.99089146    1.59370005
  572.09881592    8.41736603   54.37907028  175.49455261  207.84646606]","[   5.39882898   27.89801025   48.06459045   15.77898121    9.69868755
  103.94716644   85.74502563   46.74438477  723.99530029  222.41268921]","[   7.46684313   14.7595911    28.78472328   11.90298367    4.62322807
  158.17012024  208.9629364    43.07697678  306.75622559  213.86447144]",39.6910820007,0,3.0
6,"[   68.59953308    37.17024994    50.41980743    31.46878433  1382.14660645
   123.63993835    81.75447083  1583.98510742   248.0330658    179.72523499]","[   44.2205925     29.74316597    21.63549232    19.27739525  1039.83569336
    95.24719238   209.85572815  1254.9230957    338.32015991    77.3339386 ]","[  24.5936451    10.15489864    1.99089146    1.59370005  572.09881592
    8.41736603   54.37907028  175.49455261  207.84646606   50.32604599]","[  27.89801025   48.06459045   15.77898121    9.69868755  103.94716644
   85.74502563   46.74438477  723.99530029  222.41268921  318.23773193]","[  14.7595911    28.78472328   11.90298367    4.62322807  158.17012024
  208.9629364    43.07697678  306.75622559  213.86447144  192.32809448]",39.5144615173,0,3.0
7,"[   37.17024994    50.41980743    31.46878433  1382.14660645   123.63993835
    81.75447083  1583.98510742   248.0330658    179.72523499   354.10324097]","[   29.74316597    21.63549232    19.27739525  1039.83569336    95.24719238
   209.85572815  1254.9230957    338.32015991    77.3339386    116.19619751]","[  10.15489864    1.99089146    1.59370005  572.09881592    8.41736603
   54.37907028  175.49455261  207.84646606   50.32604599  359.72833252]","[  48.06459045   15.77898121    9.69868755  103.94716644   85.74502563
   46.74438477  723.99530029  222.41268921  318.23773193  430.98269653]","[  28.78472328   11.90298367    4.62322807  158.17012024  208.9629364
   43.07697678  306.75622559  213.86447144  192.32809448  235.59631348]",39.3179588318,0,3.0
8,"[   50.41980743    31.46878433  1382.14660645   123.63993835    81.75447083
  1583.98510742   248.0330658    179.72523499   354.10324097   818.59429932]","[   21.63549232    19.27739525  1039.83569336    95.24719238   209.85572815
  1254.9230957    338.32015991    77.3339386    116.19619751   252.72589111]","[   1.99089146    1.59370005  572.09881592    8.41736603   54.37907028
  175.49455261  207.84646606   50.32604599  359.72833252  147.59745789]","[  15.77898121    9.69868755  103.94716644   85.74502563   46.74438477
  723.99530029  222.41268921  318.23773193  430.98269653  363.68740845]","[  11.90298367    4.62322807  158.17012024  208.9629364    43.07697678
  306.75622559  213.86447144  192.32809448  235.59631348  205.43289185]",39.105381012,0,3.0
9,"[   31.46878433  1382.14660645   123.63993835    81.75447083  1583.98510742
   248.0330658    179.72523499   354.10324097   818.59429932   647.39630127]","[   19.27739525  1039.83569336    95.24719238   209.85572815  1254.9230957
   338.32015991    77.3339386    116.19619751   252.72589111   375.02688599]","[   1.59370005  572.09881592    8.41736603   54.37907028  175.49455261
  207.84646606   50.32604599  359.72833252  147.59745789  138.29110718]","[   9.69868755  103.94716644   85.74502563   46.74438477  723.99530029
  222.41268921  318.23773193  430.98269653  363.68740845  406.33786011]","[   4.62322807  158.17012024  208.9629364    43.07697678  306.75622559
  213.86447144  192.32809448  235.59631348  205.43289185  172.60925293]",38.6581001282,0,3.0
10,"[ 1382.14660645   123.63993835    81.75447083  1583.98510742   248.0330658
   179.72523499   354.10324097   818.59429932   647.39630127    46.56769943]","[ 1039.83569336    95.24719238   209.85572815  1254.9230957    338.32015991
    77.3339386    116.19619751   252.72589111   375.02688599    58.94247437]","[ 572.09881592    8.41736603   54.37907028  175.49455261  207.84646606
   50.32604599  359.72833252  147.59745789  138.29110718   84.22602844]","[ 103.94716644   85.74502563   46.74438477  723.99530029  222.41268921
  318.23773193  430.98269653  363.68740845  406.33786011  142.22285461]","[ 158.17012024  208.9629364    43.07697678  306.75622559  213.86447144
  192.32809448  235.59631348  205.43289185  172.60925293   78.97661591]",38.421333313,0,3.0
11,"[  123.63993835    81.75447083  1583.98510742   248.0330658    179.72523499
   354.10324097   818.59429932   647.39630127    46.56769943   114.87029266]","[   95.24719238   209.85572815  1254.9230957    338.32015991    77.3339386
   116.19619751   252.72589111   375.02688599    58.94247437     1.49813545]","[   8.41736603   54.37907028  175.49455261  207.84646606   50.32604599
  359.72833252  147.59745789  138.29110718   84.22602844  104.8734436 ]","[  85.74502563   46.74438477  723.99530029  222.41268921  318.23773193
  430.98269653  363.68740845  406.33786011  142.22285461   65.89117432]","[ 208.9629364    43.07697678  306.75622559  213.86447144  192.32809448
  235.59631348  205.43289185  172.60925293   78.97661591   59.66933823]",38.1802635193,0,3.0
12,"[   81.75447083  1583.98510742   248.0330658    179.72523499   354.10324097
   818.59429932   647.39630127    46.56769943   114.87029266   285.26409912]","[  209.85572815  1254.9230957    338.32015991    77.3339386    116.19619751
   252.72589111   375.02688599    58.94247437     1.49813545    95.33053589]","[  54.37907028  175.49455261  207.84646606   50.32604599  359.72833252
  147.59745789  138.29110718   84.22602844  104.8734436    99.63832092]","[  46.74438477  723.99530029  222.41268921  318.23773193  430.98269653
  363.68740845  406.33786011  142.22285461   65.89117432  130.47862244]","[  43.07697678  306.75622559  213.86447144  192.32809448  235.59631348
  205.43289185  172.60925293   78.97661591   59.66933823   56.20820236]",37.935344696,0,3.0
13,"[ 1583.98510742   248.0330658    179.72523499   354.10324097   818.59429932
   647.39630127    46.56769943   114.87029266   285.26409912    71.47153473]","[ 1254.9230957    338.32015991    77.3339386    116.19619751   252.72589111
   375.02688599    58.94247437     1.49813545    95.33053589     9.0121851 ]","[ 175.49455261  207.84646606   50.32604599  359.72833252  147.59745789
  138.29110718   84.22602844  104.8734436    99.63832092   75.07791901]","[ 723.99530029  222.41268921  318.23773193  430.98269653  363.68740845
  406.33786011  142.22285461   65.89117432  130.47862244  101.67398071]","[ 306.75622559  213.86447144  192.32809448  235.59631348  205.43289185
  172.60925293   78.97661591   59.66933823   56.20820236  107.405159  ]",37.6863594055,0,3.0
14,"[ 248.0330658   179.72523499  354.10324097  818.59429932  647.39630127
   46.56769943  114.87029266  285.26409912   71.47153473  534.16925049]","[ 338.32015991   77.3339386   116.19619751  252.72589111  375.02688599
   58.94247437    1.49813545   95.33053589    9.0121851   200.99224854]","[ 207.84646606   50.32604599  359.72833252  147.59745789  138.29110718
   84.22602844  104.8734436    99.63832092   75.07791901  276.66946411]","[ 222.41268921  318.23773193  430.98269653  363.68740845  406.33786011
  142.22285461   65.89117432  130.47862244  101.67398071  285.14331055]","[ 213.86447144  192.32809448  235.59631348  205.43289185  172.60925293
   78.97661591   59.66933823   56.20820236  107.405159     91.43940735]",37.4349021912,0,3.0
