,activation_0,activation_1,activation_2,dist,id,vel
0,"[  97.29000092   21.65540695   74.61620331   38.0620079    51.29437637
  100.54055786   35.63881683   26.70423126   28.98724747   45.3228302 ]","[ 0.70291811  0.46981388  0.08314597  0.64996099  1.27171934  0.50491142
  0.21059725  0.2248677   3.92846727  0.7333495 ]","[ 10.36212444  20.33217812  19.45600891  30.33658791   5.88020992
  32.52780914  15.17042923   1.50552547   7.48590231   3.53454685]",24.958688736,0,2.0
1,"[  21.65540695   74.61620331   38.0620079    51.29437637  100.54055786
   35.63881683   26.70423126   28.98724747   45.3228302    14.9663105 ]","[  0.46981388   0.08314597   0.64996099   1.27171934   0.50491142
   0.21059725   0.2248677    3.92846727   0.7333495   30.32457352]","[  20.33217812   19.45600891   30.33658791    5.88020992   32.52780914
   15.17042923    1.50552547    7.48590231    3.53454685  307.12948608]",24.9547691345,0,2.0
2,"[  74.61620331   38.0620079    51.29437637  100.54055786   35.63881683
   26.70423126   28.98724747   45.3228302    14.9663105    32.05686951]","[  0.08314597   0.64996099   1.27171934   0.50491142   0.21059725
   0.2248677    3.92846727   0.7333495   30.32457352   5.707304  ]","[  19.45600891   30.33658791    5.88020992   32.52780914   15.17042923
    1.50552547    7.48590231    3.53454685  307.12948608  138.41668701]",24.936416626,0,2.0
3,"[  38.0620079    51.29437637  100.54055786   35.63881683   26.70423126
   28.98724747   45.3228302    14.9663105    32.05686951   56.08760452]","[  0.64996099   1.27171934   0.50491142   0.21059725   0.2248677
   3.92846727   0.7333495   30.32457352   5.707304    10.79576969]","[  30.33658791    5.88020992   32.52780914   15.17042923    1.50552547
    7.48590231    3.53454685  307.12948608  138.41668701  197.57530212]",24.8995895386,0,2.0
4,"[  51.29437637  100.54055786   35.63881683   26.70423126   28.98724747
   45.3228302    14.9663105    32.05686951   56.08760452  523.2678833 ]","[  1.27171934   0.50491142   0.21059725   0.2248677    3.92846727
   0.7333495   30.32457352   5.707304    10.79576969   9.77551746]","[   5.88020992   32.52780914   15.17042923    1.50552547    7.48590231
    3.53454685  307.12948608  138.41668701  197.57530212  109.70786285]",24.8298568726,0,2.0
5,"[ 100.54055786   35.63881683   26.70423126   28.98724747   45.3228302
   14.9663105    32.05686951   56.08760452  523.2678833   678.40576172]","[  0.50491142   0.21059725   0.2248677    3.92846727   0.7333495
  30.32457352   5.707304    10.79576969   9.77551746   7.77142382]","[  32.52780914   15.17042923    1.50552547    7.48590231    3.53454685
  307.12948608  138.41668701  197.57530212  109.70786285  639.14483643]",24.7278938293,0,2.0
6,"[  35.63881683   26.70423126   28.98724747   45.3228302    14.9663105
   32.05686951   56.08760452  523.2678833   678.40576172   46.27903366]","[  0.21059725   0.2248677    3.92846727   0.7333495   30.32457352
   5.707304    10.79576969   9.77551746   7.77142382  10.91759872]","[  15.17042923    1.50552547    7.48590231    3.53454685  307.12948608
  138.41668701  197.57530212  109.70786285  639.14483643  340.73696899]",24.5998249054,0,2.0
7,"[  26.70423126   28.98724747   45.3228302    14.9663105    32.05686951
   56.08760452  523.2678833   678.40576172   46.27903366  233.51062012]","[  0.2248677    3.92846727   0.7333495   30.32457352   5.707304
  10.79576969   9.77551746   7.77142382  10.91759872   5.52693796]","[   1.50552547    7.48590231    3.53454685  307.12948608  138.41668701
  197.57530212  109.70786285  639.14483643  340.73696899  356.48361206]",24.4544277191,0,2.0
8,"[  28.98724747   45.3228302    14.9663105    32.05686951   56.08760452
  523.2678833   678.40576172   46.27903366  233.51062012  315.16421509]","[  3.92846727   0.7333495   30.32457352   5.707304    10.79576969
   9.77551746   7.77142382  10.91759872   5.52693796   2.46712136]","[   7.48590231    3.53454685  307.12948608  138.41668701  197.57530212
  109.70786285  639.14483643  340.73696899  356.48361206  296.91098022]",24.297794342,0,2.0
9,"[  45.3228302    14.9663105    32.05686951   56.08760452  523.2678833
  678.40576172   46.27903366  233.51062012  315.16421509  387.29077148]","[  0.7333495   30.32457352   5.707304    10.79576969   9.77551746
   7.77142382  10.91759872   5.52693796   2.46712136   5.86292124]","[   3.53454685  307.12948608  138.41668701  197.57530212  109.70786285
  639.14483643  340.73696899  356.48361206  296.91098022  563.88244629]",23.9625549316,0,2.0
