,activation_0,activation_1,dist,id,vel,"('activation_2',)"
10,"[ 101.33609009  171.90150452  149.2086792   497.47494507  488.60250854
  171.24790955   77.41666412  855.40484619  220.72918701  204.00047302]","[ 31.47884941   7.05161047  18.22467041   6.83366632   0.65482277
   3.68561435  18.34654045   6.10266542   2.49898028   4.37115479]",23.9438018799,0,2.0,"[ 291.50985718  502.40896606  332.70956421  205.60978699  458.17721558
  503.81997681  372.08111572  456.27706909  278.10083008  223.59889221]"
11,"[ 171.90150452  149.2086792   497.47494507  488.60250854  171.24790955
   77.41666412  855.40484619  220.72918701  204.00047302  216.79637146]","[  7.05161047  18.22467041   6.83366632   0.65482277   3.68561435
  18.34654045   6.10266542   2.49898028   4.37115479   6.08765507]",23.5857372284,0,2.0,"[ 502.40896606  332.70956421  205.60978699  458.17721558  503.81997681
  372.08111572  456.27706909  278.10083008  223.59889221    5.82273579]"
12,"[ 149.2086792   497.47494507  488.60250854  171.24790955   77.41666412
  855.40484619  220.72918701  204.00047302  216.79637146    3.01651025]","[ 18.22467041   6.83366632   0.65482277   3.68561435  18.34654045
   6.10266542   2.49898028   4.37115479   6.08765507   0.49965864]",23.4007072449,0,2.0,"[ 332.70956421  205.60978699  458.17721558  503.81997681  372.08111572
  456.27706909  278.10083008  223.59889221    5.82273579  144.1282196 ]"
13,"[ 497.47494507  488.60250854  171.24790955   77.41666412  855.40484619
  220.72918701  204.00047302  216.79637146    3.01651025   41.02039719]","[  6.83366632   0.65482277   3.68561435  18.34654045   6.10266542
   2.49898028   4.37115479   6.08765507   0.49965864   1.05470836]",23.2115974426,0,2.0,"[ 205.60978699  458.17721558  503.81997681  372.08111572  456.27706909
  278.10083008  223.59889221    5.82273579  144.1282196   288.96920776]"
14,"[ 488.60250854  171.24790955   77.41666412  855.40484619  220.72918701
  204.00047302  216.79637146    3.01651025   41.02039719   23.16794968]","[  0.65482277   3.68561435  18.34654045   6.10266542   2.49898028
   4.37115479   6.08765507   0.49965864   1.05470836   0.97726119]",23.0207595825,0,2.0,"[ 458.17721558  503.81997681  372.08111572  456.27706909  278.10083008
  223.59889221    5.82273579  144.1282196   288.96920776  207.48847961]"
15,"[ 171.24790955   77.41666412  855.40484619  220.72918701  204.00047302
  216.79637146    3.01651025   41.02039719   23.16794968  105.13869476]","[  3.68561435  18.34654045   6.10266542   2.49898028   4.37115479
   6.08765507   0.49965864   1.05470836   0.97726119   2.06184006]",22.8272247314,0,2.0,"[ 503.81997681  372.08111572  456.27706909  278.10083008  223.59889221
    5.82273579  144.1282196   288.96920776  207.48847961  120.01589203]"
16,"[  77.41666412  855.40484619  220.72918701  204.00047302  216.79637146
    3.01651025   41.02039719   23.16794968  105.13869476  302.34051514]","[  1.83465405e+01   6.10266542e+00   2.49898028e+00   4.37115479e+00
   6.08765507e+00   4.99658644e-01   1.05470836e+00   9.77261186e-01
   2.06184006e+00   1.07421856e-02]",22.6316413879,0,2.0,"[ 372.08111572  456.27706909  278.10083008  223.59889221    5.82273579
  144.1282196   288.96920776  207.48847961  120.01589203  192.63487244]"
17,"[ 855.40484619  220.72918701  204.00047302  216.79637146    3.01651025
   41.02039719   23.16794968  105.13869476  302.34051514  280.92623901]","[ 6.10266542  2.49898028  4.37115479  6.08765507  0.49965864  1.05470836
  0.97726119  2.06184006  0.01074219  3.26720428]",22.2388076782,0,2.0,"[ 456.27706909  278.10083008  223.59889221    5.82273579  144.1282196
  288.96920776  207.48847961  120.01589203  192.63487244  116.78817749]"
18,"[ 220.72918701  204.00047302  216.79637146    3.01651025   41.02039719
   23.16794968  105.13869476  302.34051514  280.92623901  210.44233704]","[ 2.49898028  4.37115479  6.08765507  0.49965864  1.05470836  0.97726119
  2.06184006  0.01074219  3.26720428  3.53399587]",22.038061142,0,2.0,"[ 278.10083008  223.59889221    5.82273579  144.1282196   288.96920776
  207.48847961  120.01589203  192.63487244  116.78817749   49.3705864 ]"
19,"[ 204.00047302  216.79637146    3.01651025   41.02039719   23.16794968
  105.13869476  302.34051514  280.92623901  210.44233704  134.75056458]","[ 4.37115479  6.08765507  0.49965864  1.05470836  0.97726119  2.06184006
  0.01074219  3.26720428  3.53399587  1.28827393]",21.8369007111,0,2.0,"[ 223.59889221    5.82273579  144.1282196   288.96920776  207.48847961
  120.01589203  192.63487244  116.78817749   49.3705864   263.85797119]"
20,"[ 216.79637146    3.01651025   41.02039719   23.16794968  105.13869476
  302.34051514  280.92623901  210.44233704  134.75056458  117.95371246]","[ 6.08765507  0.49965864  1.05470836  0.97726119  2.06184006  0.01074219
  3.26720428  3.53399587  1.28827393  2.61576962]",21.6322975159,0,2.0,"[   5.82273579  144.1282196   288.96920776  207.48847961  120.01589203
  192.63487244  116.78817749   49.3705864   263.85797119  226.96037292]"
21,"[   3.01651025   41.02039719   23.16794968  105.13869476  302.34051514
  280.92623901  210.44233704  134.75056458  117.95371246    5.91361809]","[ 0.49965864  1.05470836  0.97726119  2.06184006  0.01074219  3.26720428
  3.53399587  1.28827393  2.61576962  1.24060249]",21.4278831482,0,2.0,"[ 144.1282196   288.96920776  207.48847961  120.01589203  192.63487244
  116.78817749   49.3705864   263.85797119  226.96037292  207.19651794]"
22,"[  41.02039719   23.16794968  105.13869476  302.34051514  280.92623901
  210.44233704  134.75056458  117.95371246    5.91361809   20.45733643]","[ 1.05470836  0.97726119  2.06184006  0.01074219  3.26720428  3.53399587
  1.28827393  2.61576962  1.24060249  1.45764351]",21.2216110229,0,2.0,"[ 288.96920776  207.48847961  120.01589203  192.63487244  116.78817749
   49.3705864   263.85797119  226.96037292  207.19651794  288.88339233]"
23,"[  23.16794968  105.13869476  302.34051514  280.92623901  210.44233704
  134.75056458  117.95371246    5.91361809   20.45733643   46.37090302]","[ 0.97726119  2.06184006  0.01074219  3.26720428  3.53399587  1.28827393
  2.61576962  1.24060249  1.45764351  1.54220903]",21.0154724121,0,2.0,"[ 207.48847961  120.01589203  192.63487244  116.78817749   49.3705864
  263.85797119  226.96037292  207.19651794  288.88339233  297.96792603]"
24,"[ 105.13869476  302.34051514  280.92623901  210.44233704  134.75056458
  117.95371246    5.91361809   20.45733643   46.37090302   31.33860779]","[ 2.06184006  0.01074219  3.26720428  3.53399587  1.28827393  2.61576962
  1.24060249  1.45764351  1.54220903  2.22077489]",20.8076972961,0,2.0,"[ 120.01589203  192.63487244  116.78817749   49.3705864   263.85797119
  226.96037292  207.19651794  288.88339233  297.96792603  253.15103149]"
25,"[ 302.34051514  280.92623901  210.44233704  134.75056458  117.95371246
    5.91361809   20.45733643   46.37090302   31.33860779   30.78751564]","[ 0.01074219  3.26720428  3.53399587  1.28827393  2.61576962  1.24060249
  1.45764351  1.54220903  2.22077489  2.09438276]",20.5997753143,0,2.0,"[ 192.63487244  116.78817749   49.3705864   263.85797119  226.96037292
  207.19651794  288.88339233  297.96792603  253.15103149  230.82565308]"
26,"[ 280.92623901  210.44233704  134.75056458  117.95371246    5.91361809
   20.45733643   46.37090302   31.33860779   30.78751564  242.46862793]","[ 3.26720428  3.53399587  1.28827393  2.61576962  1.24060249  1.45764351
  1.54220903  2.22077489  2.09438276  0.0706768 ]",20.390914917,0,2.0,"[ 116.78817749   49.3705864   263.85797119  226.96037292  207.19651794
  288.88339233  297.96792603  253.15103149  230.82565308  251.55238342]"
27,"[ 210.44233704  134.75056458  117.95371246    5.91361809   20.45733643
   46.37090302   31.33860779   30.78751564  242.46862793   29.94115067]","[ 3.53399587  1.28827393  2.61576962  1.24060249  1.45764351  1.54220903
  2.22077489  2.09438276  0.0706768   0.93222678]",20.1819858551,0,2.0,"[  49.3705864   263.85797119  226.96037292  207.19651794  288.88339233
  297.96792603  253.15103149  230.82565308  251.55238342  108.99987793]"
28,"[ 134.75056458  117.95371246    5.91361809   20.45733643   46.37090302
   31.33860779   30.78751564  242.46862793   29.94115067  113.35520935]","[ 1.28827393  2.61576962  1.24060249  1.45764351  1.54220903  2.22077489
  2.09438276  0.0706768   0.93222678  2.65593624]",19.9738006592,0,2.0,"[ 263.85797119  226.96037292  207.19651794  288.88339233  297.96792603
  253.15103149  230.82565308  251.55238342  108.99987793   77.13580322]"
29,"[ 117.95371246    5.91361809   20.45733643   46.37090302   31.33860779
   30.78751564  242.46862793   29.94115067  113.35520935  105.51862335]","[ 2.61576962  1.24060249  1.45764351  1.54220903  2.22077489  2.09438276
  0.0706768   0.93222678  2.65593624  0.48264667]",19.7663021088,0,2.0,"[ 226.96037292  207.19651794  288.88339233  297.96792603  253.15103149
  230.82565308  251.55238342  108.99987793   77.13580322  292.59222412]"
30,"[   5.91361809   20.45733643   46.37090302   31.33860779   30.78751564
  242.46862793   29.94115067  113.35520935  105.51862335  110.98680115]","[ 1.24060249  1.45764351  1.54220903  2.22077489  2.09438276  0.0706768
  0.93222678  2.65593624  0.48264667  4.27787542]",19.5559463501,0,2.0,"[ 207.19651794  288.88339233  297.96792603  253.15103149  230.82565308
  251.55238342  108.99987793   77.13580322  292.59222412  286.42218018]"
31,"[  20.45733643   46.37090302   31.33860779   30.78751564  242.46862793
   29.94115067  113.35520935  105.51862335  110.98680115  531.09844971]","[ 1.45764351  1.54220903  2.22077489  2.09438276  0.0706768   0.93222678
  2.65593624  0.48264667  4.27787542  4.25632143]",19.1351242065,0,2.0,"[ 288.88339233  297.96792603  253.15103149  230.82565308  251.55238342
  108.99987793   77.13580322  292.59222412  286.42218018  339.41851807]"
32,"[  46.37090302   31.33860779   30.78751564  242.46862793   29.94115067
  113.35520935  105.51862335  110.98680115  531.09844971    3.09467602]","[ 1.54220903  2.22077489  2.09438276  0.0706768   0.93222678  2.65593624
  0.48264667  4.27787542  4.25632143  0.6768589 ]",18.9246196747,0,2.0,"[ 297.96792603  253.15103149  230.82565308  251.55238342  108.99987793
   77.13580322  292.59222412  286.42218018  339.41851807  260.76907349]"
33,"[  31.33860779   30.78751564  242.46862793   29.94115067  113.35520935
  105.51862335  110.98680115  531.09844971    3.09467602   71.45343781]","[ 2.22077489  2.09438276  0.0706768   0.93222678  2.65593624  0.48264667
  4.27787542  4.25632143  0.6768589   3.29376197]",18.7132072449,0,2.0,"[ 253.15103149  230.82565308  251.55238342  108.99987793   77.13580322
  292.59222412  286.42218018  339.41851807  260.76907349  172.83459473]"
34,"[  30.78751564  242.46862793   29.94115067  113.35520935  105.51862335
  110.98680115  531.09844971    3.09467602   71.45343781    7.69571686]","[ 2.09438276  0.0706768   0.93222678  2.65593624  0.48264667  4.27787542
  4.25632143  0.6768589   3.29376197  2.03527236]",18.5025405884,0,2.0,"[ 230.82565308  251.55238342  108.99987793   77.13580322  292.59222412
  286.42218018  339.41851807  260.76907349  172.83459473  174.99969482]"
35,"[ 242.46862793   29.94115067  113.35520935  105.51862335  110.98680115
  531.09844971    3.09467602   71.45343781    7.69571686  191.93057251]","[ 0.0706768   0.93222678  2.65593624  0.48264667  4.27787542  4.25632143
  0.6768589   3.29376197  2.03527236  3.07919097]",18.2908878326,0,2.0,"[ 251.55238342  108.99987793   77.13580322  292.59222412  286.42218018
  339.41851807  260.76907349  172.83459473  174.99969482  244.93995667]"
36,"[  29.94115067  113.35520935  105.51862335  110.98680115  531.09844971
    3.09467602   71.45343781    7.69571686  191.93057251   86.16469574]","[ 0.93222678  2.65593624  0.48264667  4.27787542  4.25632143  0.6768589
  3.29376197  2.03527236  3.07919097  0.8453483 ]",18.0797138214,0,2.0,"[ 108.99987793   77.13580322  292.59222412  286.42218018  339.41851807
  260.76907349  172.83459473  174.99969482  244.93995667  101.04391479]"
37,"[ 113.35520935  105.51862335  110.98680115  531.09844971    3.09467602
   71.45343781    7.69571686  191.93057251   86.16469574  196.46029663]","[ 2.65593624  0.48264667  4.27787542  4.25632143  0.6768589   3.29376197
  2.03527236  3.07919097  0.8453483   2.35709262]",17.8674240112,0,2.0,"[  77.13580322  292.59222412  286.42218018  339.41851807  260.76907349
  172.83459473  174.99969482  244.93995667  101.04391479   40.30783844]"
38,"[ 105.51862335  110.98680115  531.09844971    3.09467602   71.45343781
    7.69571686  191.93057251   86.16469574  196.46029663  146.10618591]","[ 0.48264667  4.27787542  4.25632143  0.6768589   3.29376197  2.03527236
  3.07919097  0.8453483   2.35709262  2.57341337]",17.6556396484,0,2.0,"[ 292.59222412  286.42218018  339.41851807  260.76907349  172.83459473
  174.99969482  244.93995667  101.04391479   40.30783844  171.24942017]"
39,"[ 110.98680115  531.09844971    3.09467602   71.45343781    7.69571686
  191.93057251   86.16469574  196.46029663  146.10618591  170.6558075 ]","[  4.27787542   4.25632143   0.6768589    3.29376197   2.03527236
   3.07919097   0.8453483    2.35709262   2.57341337  10.19584751]",17.443447113,0,2.0,"[ 286.42218018  339.41851807  260.76907349  172.83459473  174.99969482
  244.93995667  101.04391479   40.30783844  171.24942017  307.94146729]"
40,"[ 531.09844971    3.09467602   71.45343781    7.69571686  191.93057251
   86.16469574  196.46029663  146.10618591  170.6558075   104.60679626]","[  4.25632143   0.6768589    3.29376197   2.03527236   3.07919097
   0.8453483    2.35709262   2.57341337  10.19584751   4.64163065]",17.231967926,0,2.0,"[ 339.41851807  260.76907349  172.83459473  174.99969482  244.93995667
  101.04391479   40.30783844  171.24942017  307.94146729  155.6322937 ]"
41,"[   3.09467602   71.45343781    7.69571686  191.93057251   86.16469574
  196.46029663  146.10618591  170.6558075   104.60679626   60.08079529]","[  0.6768589    3.29376197   2.03527236   3.07919097   0.8453483
   2.35709262   2.57341337  10.19584751   4.64163065   1.22515881]",17.021905899,0,2.0,"[ 260.76907349  172.83459473  174.99969482  244.93995667  101.04391479
   40.30783844  171.24942017  307.94146729  155.6322937   256.48468018]"
42,"[  71.45343781    7.69571686  191.93057251   86.16469574  196.46029663
  146.10618591  170.6558075   104.60679626   60.08079529   40.11513901]","[  3.29376197   2.03527236   3.07919097   0.8453483    2.35709262
   2.57341337  10.19584751   4.64163065   1.22515881   0.32089603]",16.8128929138,0,2.0,"[ 172.83459473  174.99969482  244.93995667  101.04391479   40.30783844
  171.24942017  307.94146729  155.6322937   256.48468018  173.7502594 ]"
43,"[   7.69571686  191.93057251   86.16469574  196.46029663  146.10618591
  170.6558075   104.60679626   60.08079529   40.11513901   95.82099915]","[  2.03527236   3.07919097   0.8453483    2.35709262   2.57341337
  10.19584751   4.64163065   1.22515881   0.32089603   3.69231701]",16.6022644043,0,2.0,"[ 174.99969482  244.93995667  101.04391479   40.30783844  171.24942017
  307.94146729  155.6322937   256.48468018  173.7502594   295.78494263]"
44,"[ 191.93057251   86.16469574  196.46029663  146.10618591  170.6558075
  104.60679626   60.08079529   40.11513901   95.82099915  190.00312805]","[  3.07919097   0.8453483    2.35709262   2.57341337  10.19584751
   4.64163065   1.22515881   0.32089603   3.69231701   1.35681796]",16.3926048279,0,2.0,"[ 244.93995667  101.04391479   40.30783844  171.24942017  307.94146729
  155.6322937   256.48468018  173.7502594   295.78494263  268.88864136]"
45,"[  86.16469574  196.46029663  146.10618591  170.6558075   104.60679626
   60.08079529   40.11513901   95.82099915  190.00312805  102.41902161]","[  0.8453483    2.35709262   2.57341337  10.19584751   4.64163065
   1.22515881   0.32089603   3.69231701   1.35681796   0.64252526]",16.1814498901,0,2.0,"[ 101.04391479   40.30783844  171.24942017  307.94146729  155.6322937
  256.48468018  173.7502594   295.78494263  268.88864136  156.44125366]"
46,"[ 196.46029663  146.10618591  170.6558075   104.60679626   60.08079529
   40.11513901   95.82099915  190.00312805  102.41902161   95.54155731]","[  2.35709262   2.57341337  10.19584751   4.64163065   1.22515881
   0.32089603   3.69231701   1.35681796   0.64252526   2.2684629 ]",15.9715986252,0,2.0,"[  40.30783844  171.24942017  307.94146729  155.6322937   256.48468018
  173.7502594   295.78494263  268.88864136  156.44125366    5.0475626 ]"
47,"[ 146.10618591  170.6558075   104.60679626   60.08079529   40.11513901
   95.82099915  190.00312805  102.41902161   95.54155731  260.85842896]","[  2.57341337  10.19584751   4.64163065   1.22515881   0.32089603
   3.69231701   1.35681796   0.64252526   2.2684629    4.91776371]",15.7600412369,0,2.0,"[ 171.24942017  307.94146729  155.6322937   256.48468018  173.7502594
  295.78494263  268.88864136  156.44125366    5.0475626    59.60022354]"
48,"[ 170.6558075   104.60679626   60.08079529   40.11513901   95.82099915
  190.00312805  102.41902161   95.54155731  260.85842896  176.36416626]","[ 10.19584751   4.64163065   1.22515881   0.32089603   3.69231701
   1.35681796   0.64252526   2.2684629    4.91776371   1.40818465]",15.5494937897,0,2.0,"[ 307.94146729  155.6322937   256.48468018  173.7502594   295.78494263
  268.88864136  156.44125366    5.0475626    59.60022354  148.51669312]"
49,"[ 104.60679626   60.08079529   40.11513901   95.82099915  190.00312805
  102.41902161   95.54155731  260.85842896  176.36416626   69.39434814]","[ 4.64163065  1.22515881  0.32089603  3.69231701  1.35681796  0.64252526
  2.2684629   4.91776371  1.40818465  1.47976112]",15.3378076553,0,2.0,"[ 155.6322937   256.48468018  173.7502594   295.78494263  268.88864136
  156.44125366    5.0475626    59.60022354  148.51669312  246.15179443]"
50,"[  60.08079529   40.11513901   95.82099915  190.00312805  102.41902161
   95.54155731  260.85842896  176.36416626   69.39434814  197.25843811]","[ 1.22515881  0.32089603  3.69231701  1.35681796  0.64252526  2.2684629
  4.91776371  1.40818465  1.47976112  2.1067369 ]",14.915438652,0,2.0,"[ 256.48468018  173.7502594   295.78494263  268.88864136  156.44125366
    5.0475626    59.60022354  148.51669312  246.15179443   56.87807083]"
51,"[  40.11513901   95.82099915  190.00312805  102.41902161   95.54155731
  260.85842896  176.36416626   69.39434814  197.25843811   17.80785179]","[ 0.32089603  3.69231701  1.35681796  0.64252526  2.2684629   4.91776371
  1.40818465  1.47976112  2.1067369   2.35803223]",14.704703331,0,2.0,"[ 173.7502594   295.78494263  268.88864136  156.44125366    5.0475626
   59.60022354  148.51669312  246.15179443   56.87807083  179.55943298]"
52,"[  95.82099915  190.00312805  102.41902161   95.54155731  260.85842896
  176.36416626   69.39434814  197.25843811   17.80785179  128.18629456]","[ 3.69231701  1.35681796  0.64252526  2.2684629   4.91776371  1.40818465
  1.47976112  2.1067369   2.35803223  4.4524045 ]",14.4956769943,0,2.0,"[ 295.78494263  268.88864136  156.44125366    5.0475626    59.60022354
  148.51669312  246.15179443   56.87807083  179.55943298  169.31417847]"
53,"[ 190.00312805  102.41902161   95.54155731  260.85842896  176.36416626
   69.39434814  197.25843811   17.80785179  128.18629456  231.8396759 ]","[ 1.35681796  0.64252526  2.2684629   4.91776371  1.40818465  1.47976112
  2.1067369   2.35803223  4.4524045   2.06370282]",14.2879247665,0,2.0,"[ 268.88864136  156.44125366    5.0475626    59.60022354  148.51669312
  246.15179443   56.87807083  179.55943298  169.31417847  310.35665894]"
54,"[ 102.41902161   95.54155731  260.85842896  176.36416626   69.39434814
  197.25843811   17.80785179  128.18629456  231.8396759   197.50367737]","[ 0.64252526  2.2684629   4.91776371  1.40818465  1.47976112  2.1067369
  2.35803223  4.4524045   2.06370282  1.2208339 ]",14.0771579742,0,2.0,"[ 156.44125366    5.0475626    59.60022354  148.51669312  246.15179443
   56.87807083  179.55943298  169.31417847  310.35665894  267.0519104 ]"
55,"[  95.54155731  260.85842896  176.36416626   69.39434814  197.25843811
   17.80785179  128.18629456  231.8396759   197.50367737  152.59867859]","[ 2.2684629   4.91776371  1.40818465  1.47976112  2.1067369   2.35803223
  4.4524045   2.06370282  1.2208339   5.019135  ]",13.8680324554,0,2.0,"[   5.0475626    59.60022354  148.51669312  246.15179443   56.87807083
  179.55943298  169.31417847  310.35665894  267.0519104    15.91840839]"
56,"[ 260.85842896  176.36416626   69.39434814  197.25843811   17.80785179
  128.18629456  231.8396759   197.50367737  152.59867859  159.49331665]","[ 4.91776371  1.40818465  1.47976112  2.1067369   2.35803223  4.4524045
  2.06370282  1.2208339   5.019135    0.16481785]",13.6566772461,0,2.0,"[  59.60022354  148.51669312  246.15179443   56.87807083  179.55943298
  169.31417847  310.35665894  267.0519104    15.91840839  149.93043518]"
57,"[ 176.36416626   69.39434814  197.25843811   17.80785179  128.18629456
  231.8396759   197.50367737  152.59867859  159.49331665  409.62145996]","[ 1.40818465  1.47976112  2.1067369   2.35803223  4.4524045   2.06370282
  1.2208339   5.019135    0.16481785  4.60580158]",13.2363014221,0,2.0,"[ 148.51669312  246.15179443   56.87807083  179.55943298  169.31417847
  310.35665894  267.0519104    15.91840839  149.93043518  338.30114746]"
58,"[  69.39434814  197.25843811   17.80785179  128.18629456  231.8396759
  197.50367737  152.59867859  159.49331665  409.62145996  261.58352661]","[ 1.47976112  2.1067369   2.35803223  4.4524045   2.06370282  1.2208339
  5.019135    0.16481785  4.60580158  2.52471614]",12.8167581558,0,2.0,"[ 246.15179443   56.87807083  179.55943298  169.31417847  310.35665894
  267.0519104    15.91840839  149.93043518  338.30114746  269.44281006]"
59,"[ 197.25843811   17.80785179  128.18629456  231.8396759   197.50367737
  152.59867859  159.49331665  409.62145996  261.58352661  202.19683838]","[ 2.1067369   2.35803223  4.4524045   2.06370282  1.2208339   5.019135
  0.16481785  4.60580158  2.52471614  1.03557038]",12.6076011658,0,2.0,"[  56.87807083  179.55943298  169.31417847  310.35665894  267.0519104
   15.91840839  149.93043518  338.30114746  269.44281006  116.81181335]"
60,"[  17.80785179  128.18629456  231.8396759   197.50367737  152.59867859
  159.49331665  409.62145996  261.58352661  202.19683838   73.62103271]","[ 2.35803223  4.4524045   2.06370282  1.2208339   5.019135    0.16481785
  4.60580158  2.52471614  1.03557038  3.9139328 ]",12.3973884583,0,2.0,"[ 179.55943298  169.31417847  310.35665894  267.0519104    15.91840839
  149.93043518  338.30114746  269.44281006  116.81181335  235.02780151]"
61,"[ 128.18629456  231.8396759   197.50367737  152.59867859  159.49331665
  409.62145996  261.58352661  202.19683838   73.62103271   77.91803741]","[ 4.4524045   2.06370282  1.2208339   5.019135    0.16481785  4.60580158
  2.52471614  1.03557038  3.9139328   4.74392748]",12.1880235672,0,2.0,"[ 169.31417847  310.35665894  267.0519104    15.91840839  149.93043518
  338.30114746  269.44281006  116.81181335  235.02780151  272.02416992]"
62,"[ 231.8396759   197.50367737  152.59867859  159.49331665  409.62145996
  261.58352661  202.19683838   73.62103271   77.91803741   88.68179321]","[ 2.06370282  1.2208339   5.019135    0.16481785  4.60580158  2.52471614
  1.03557038  3.9139328   4.74392748  1.87328637]",11.9774885178,0,2.0,"[ 310.35665894  267.0519104    15.91840839  149.93043518  338.30114746
  269.44281006  116.81181335  235.02780151  272.02416992  122.98606873]"
63,"[ 197.50367737  152.59867859  159.49331665  409.62145996  261.58352661
  202.19683838   73.62103271   77.91803741   88.68179321   91.54762268]","[ 1.2208339   5.019135    0.16481785  4.60580158  2.52471614  1.03557038
  3.9139328   4.74392748  1.87328637  1.06575119]",11.7671661377,0,2.0,"[ 267.0519104    15.91840839  149.93043518  338.30114746  269.44281006
  116.81181335  235.02780151  272.02416992  122.98606873   43.57828522]"
64,"[ 152.59867859  159.49331665  409.62145996  261.58352661  202.19683838
   73.62103271   77.91803741   88.68179321   91.54762268  144.29370117]","[ 5.019135    0.16481785  4.60580158  2.52471614  1.03557038  3.9139328
  4.74392748  1.87328637  1.06575119  1.62557673]",11.5588655472,0,2.0,"[  15.91840839  149.93043518  338.30114746  269.44281006  116.81181335
  235.02780151  272.02416992  122.98606873   43.57828522  130.88354492]"
