,activation_0,activation_1,activation_2,activation_3,dist,id,vel
10,"[ 447.85162354   73.85025024  418.6729126   447.02825928   74.34514618
  460.94424438  302.08865356  318.15057373  157.10113525  121.61064911]","[ 22.91934586  22.51296425  52.21860504  71.52185059  19.01161003
  75.88805389  13.79278278  16.92263603  29.79276276  10.7856617 ]","[  86.94519043   80.27113342   34.1843071    25.60421371   47.10094452
  127.59886169   52.47882462   82.24848175   71.05464935    1.71225333]","[ 327.43994141  196.8416748   434.84439087  649.06317139   17.87411118
  356.8218689   338.13867188  477.06164551  326.91757202   40.18081665]",23.6279392242,0,2.0
11,"[  73.85025024  418.6729126   447.02825928   74.34514618  460.94424438
  302.08865356  318.15057373  157.10113525  121.61064911   26.18945312]","[ 22.51296425  52.21860504  71.52185059  19.01161003  75.88805389
  13.79278278  16.92263603  29.79276276  10.7856617   22.65170097]","[  80.27113342   34.1843071    25.60421371   47.10094452  127.59886169
   52.47882462   82.24848175   71.05464935    1.71225333   17.41092491]","[ 196.8416748   434.84439087  649.06317139   17.87411118  356.8218689
  338.13867188  477.06164551  326.91757202   40.18081665  228.61320496]",23.4200763702,0,2.0
12,"[ 418.6729126   447.02825928   74.34514618  460.94424438  302.08865356
  318.15057373  157.10113525  121.61064911   26.18945312  287.259552  ]","[ 52.21860504  71.52185059  19.01161003  75.88805389  13.79278278
  16.92263603  29.79276276  10.7856617   22.65170097  30.29436111]","[  34.1843071    25.60421371   47.10094452  127.59886169   52.47882462
   82.24848175   71.05464935    1.71225333   17.41092491   34.3069191 ]","[ 434.84439087  649.06317139   17.87411118  356.8218689   338.13867188
  477.06164551  326.91757202   40.18081665  228.61320496  209.88287354]",23.0632820129,0,2.0
13,"[ 447.02825928   74.34514618  460.94424438  302.08865356  318.15057373
  157.10113525  121.61064911   26.18945312  287.259552    150.74771118]","[ 71.52185059  19.01161003  75.88805389  13.79278278  16.92263603
  29.79276276  10.7856617   22.65170097  30.29436111   0.93736941]","[  25.60421371   47.10094452  127.59886169   52.47882462   82.24848175
   71.05464935    1.71225333   17.41092491   34.3069191    19.67807961]","[ 649.06317139   17.87411118  356.8218689   338.13867188  477.06164551
  326.91757202   40.18081665  228.61320496  209.88287354  211.23382568]",22.8704452515,0,2.0
14,"[   74.34514618   460.94424438   302.08865356   318.15057373   157.10113525
   121.61064911    26.18945312   287.259552     150.74771118  1166.9831543 ]","[ 19.01161003  75.88805389  13.79278278  16.92263603  29.79276276
  10.7856617   22.65170097  30.29436111   0.93736941  20.35267067]","[  47.10094452  127.59886169   52.47882462   82.24848175   71.05464935
    1.71225333   17.41092491   34.3069191    19.67807961   82.58208466]","[  17.87411118  356.8218689   338.13867188  477.06164551  326.91757202
   40.18081665  228.61320496  209.88287354  211.23382568  248.56542969]",22.4765472412,0,2.0
15,"[  460.94424438   302.08865356   318.15057373   157.10113525   121.61064911
    26.18945312   287.259552     150.74771118  1166.9831543    128.01521301]","[ 75.88805389  13.79278278  16.92263603  29.79276276  10.7856617
  22.65170097  30.29436111   0.93736941  20.35267067  54.1713028 ]","[ 127.59886169   52.47882462   82.24848175   71.05464935    1.71225333
   17.41092491   34.3069191    19.67807961   82.58208466    6.98309994]","[ 356.8218689   338.13867188  477.06164551  326.91757202   40.18081665
  228.61320496  209.88287354  211.23382568  248.56542969  162.98410034]",22.2762031555,0,2.0
16,"[  302.08865356   318.15057373   157.10113525   121.61064911    26.18945312
   287.259552     150.74771118  1166.9831543    128.01521301   234.43791199]","[ 13.79278278  16.92263603  29.79276276  10.7856617   22.65170097
  30.29436111   0.93736941  20.35267067  54.1713028   11.51761341]","[ 52.47882462  82.24848175  71.05464935   1.71225333  17.41092491
  34.3069191   19.67807961  82.58208466   6.98309994  32.55437851]","[ 338.13867188  477.06164551  326.91757202   40.18081665  228.61320496
  209.88287354  211.23382568  248.56542969  162.98410034  298.83700562]",22.07538414,0,2.0
17,"[  318.15057373   157.10113525   121.61064911    26.18945312   287.259552
   150.74771118  1166.9831543    128.01521301   234.43791199    93.8183136 ]","[ 16.92263603  29.79276276  10.7856617   22.65170097  30.29436111
   0.93736941  20.35267067  54.1713028   11.51761341  15.51393127]","[ 82.24848175  71.05464935   1.71225333  17.41092491  34.3069191
  19.67807961  82.58208466   6.98309994  32.55437851   6.99013519]","[ 477.06164551  326.91757202   40.18081665  228.61320496  209.88287354
  211.23382568  248.56542969  162.98410034  298.83700562  157.13973999]",21.8742160797,0,2.0
18,"[  157.10113525   121.61064911    26.18945312   287.259552     150.74771118
  1166.9831543    128.01521301   234.43791199    93.8183136    703.96582031]","[ 29.79276276  10.7856617   22.65170097  30.29436111   0.93736941
  20.35267067  54.1713028   11.51761341  15.51393127   2.88150048]","[  71.05464935    1.71225333   17.41092491   34.3069191    19.67807961
   82.58208466    6.98309994   32.55437851    6.99013519  100.07249451]","[ 326.91757202   40.18081665  228.61320496  209.88287354  211.23382568
  248.56542969  162.98410034  298.83700562  157.13973999  290.2555542 ]",21.467748642,0,2.0
19,"[  121.61064911    26.18945312   287.259552     150.74771118  1166.9831543
   128.01521301   234.43791199    93.8183136    703.96582031   796.98480225]","[ 10.7856617   22.65170097  30.29436111   0.93736941  20.35267067
  54.1713028   11.51761341  15.51393127   2.88150048  37.80864334]","[   1.71225333   17.41092491   34.3069191    19.67807961   82.58208466
    6.98309994   32.55437851    6.99013519  100.07249451   73.76739502]","[  40.18081665  228.61320496  209.88287354  211.23382568  248.56542969
  162.98410034  298.83700562  157.13973999  290.2555542   408.16610718]",21.0319271088,0,2.0
20,"[   26.18945312   287.259552     150.74771118  1166.9831543    128.01521301
   234.43791199    93.8183136    703.96582031   796.98480225    80.07050323]","[ 22.65170097  30.29436111   0.93736941  20.35267067  54.1713028
  11.51761341  15.51393127   2.88150048  37.80864334  15.2225399 ]","[  17.41092491   34.3069191    19.67807961   82.58208466    6.98309994
   32.55437851    6.99013519  100.07249451   73.76739502   46.56734467]","[ 228.61320496  209.88287354  211.23382568  248.56542969  162.98410034
  298.83700562  157.13973999  290.2555542   408.16610718  170.56369019]",20.8502159119,0,2.0
21,"[  287.259552     150.74771118  1166.9831543    128.01521301   234.43791199
    93.8183136    703.96582031   796.98480225    80.07050323   787.20062256]","[ 30.29436111   0.93736941  20.35267067  54.1713028   11.51761341
  15.51393127   2.88150048  37.80864334  15.2225399   35.09998322]","[  34.3069191    19.67807961   82.58208466    6.98309994   32.55437851
    6.99013519  100.07249451   73.76739502   46.56734467   50.95835876]","[ 209.88287354  211.23382568  248.56542969  162.98410034  298.83700562
  157.13973999  290.2555542   408.16610718  170.56369019  126.44405365]",20.4340133667,0,2.0
22,"[  150.74771118  1166.9831543    128.01521301   234.43791199    93.8183136
   703.96582031   796.98480225    80.07050323   787.20062256   138.75184631]","[  0.93736941  20.35267067  54.1713028   11.51761341  15.51393127
   2.88150048  37.80864334  15.2225399   35.09998322  56.17973328]","[  19.67807961   82.58208466    6.98309994   32.55437851    6.99013519
  100.07249451   73.76739502   46.56734467   50.95835876  111.68570709]","[ 211.23382568  248.56542969  162.98410034  298.83700562  157.13973999
  290.2555542   408.16610718  170.56369019  126.44405365  303.15774536]",20.2244262695,0,2.0
23,"[ 1166.9831543    128.01521301   234.43791199    93.8183136    703.96582031
   796.98480225    80.07050323   787.20062256   138.75184631   267.28100586]","[ 20.35267067  54.1713028   11.51761341  15.51393127   2.88150048
  37.80864334  15.2225399   35.09998322  56.17973328  11.69085884]","[  82.58208466    6.98309994   32.55437851    6.99013519  100.07249451
   73.76739502   46.56734467   50.95835876  111.68570709   30.78264809]","[ 248.56542969  162.98410034  298.83700562  157.13973999  290.2555542
  408.16610718  170.56369019  126.44405365  303.15774536  154.37063599]",20.0155391693,0,2.0
24,"[ 128.01521301  234.43791199   93.8183136   703.96582031  796.98480225
   80.07050323  787.20062256  138.75184631  267.28100586  675.12689209]","[ 54.1713028   11.51761341  15.51393127   2.88150048  37.80864334
  15.2225399   35.09998322  56.17973328  11.69085884  42.38946533]","[   6.98309994   32.55437851    6.99013519  100.07249451   73.76739502
   46.56734467   50.95835876  111.68570709   30.78264809   12.30218029]","[ 162.98410034  298.83700562  157.13973999  290.2555542   408.16610718
  170.56369019  126.44405365  303.15774536  154.37063599  117.66666412]",19.5959815979,0,2.0
25,"[ 234.43791199   93.8183136   703.96582031  796.98480225   80.07050323
  787.20062256  138.75184631  267.28100586  675.12689209  574.87719727]","[ 11.51761341  15.51393127   2.88150048  37.80864334  15.2225399
  35.09998322  56.17973328  11.69085884  42.38946533  12.57861233]","[  32.55437851    6.99013519  100.07249451   73.76739502   46.56734467
   50.95835876  111.68570709   30.78264809   12.30218029  202.58709717]","[ 298.83700562  157.13973999  290.2555542   408.16610718  170.56369019
  126.44405365  303.15774536  154.37063599  117.66666412  717.88574219]",19.1762046814,0,2.0
26,"[  9.38183136e+01   7.03965820e+02   7.96984802e+02   8.00705032e+01
   7.87200623e+02   1.38751846e+02   2.67281006e+02   6.75126892e+02
   5.74877197e+02   3.85584593e-01]","[ 15.51393127   2.88150048  37.80864334  15.2225399   35.09998322
  56.17973328  11.69085884  42.38946533  12.57861233  13.60975361]","[   6.99013519  100.07249451   73.76739502   46.56734467   50.95835876
  111.68570709   30.78264809   12.30218029  202.58709717   34.5603981 ]","[ 157.13973999  290.2555542   408.16610718  170.56369019  126.44405365
  303.15774536  154.37063599  117.66666412  717.88574219  103.65421295]",18.9674301147,0,2.0
27,"[  7.03965820e+02   7.96984802e+02   8.00705032e+01   7.87200623e+02
   1.38751846e+02   2.67281006e+02   6.75126892e+02   5.74877197e+02
   3.85584593e-01   1.04555939e+02]","[  2.88150048  37.80864334  15.2225399   35.09998322  56.17973328
  11.69085884  42.38946533  12.57861233  13.60975361  11.9756012 ]","[ 100.07249451   73.76739502   46.56734467   50.95835876  111.68570709
   30.78264809   12.30218029  202.58709717   34.5603981    82.68502808]","[ 290.2555542   408.16610718  170.56369019  126.44405365  303.15774536
  154.37063599  117.66666412  717.88574219  103.65421295  339.61410522]",18.7585716248,0,2.0
28,"[  7.96984802e+02   8.00705032e+01   7.87200623e+02   1.38751846e+02
   2.67281006e+02   6.75126892e+02   5.74877197e+02   3.85584593e-01
   1.04555939e+02   1.44183151e+02]","[ 37.80864334  15.2225399   35.09998322  56.17973328  11.69085884
  42.38946533  12.57861233  13.60975361  11.9756012   10.71851063]","[  73.76739502   46.56734467   50.95835876  111.68570709   30.78264809
   12.30218029  202.58709717   34.5603981    82.68502808   45.67097092]","[ 408.16610718  170.56369019  126.44405365  303.15774536  154.37063599
  117.66666412  717.88574219  103.65421295  339.61410522  169.53948975]",18.5480976105,0,2.0
29,"[  8.00705032e+01   7.87200623e+02   1.38751846e+02   2.67281006e+02
   6.75126892e+02   5.74877197e+02   3.85584593e-01   1.04555939e+02
   1.44183151e+02   2.54938946e+01]","[ 15.2225399   35.09998322  56.17973328  11.69085884  42.38946533
  12.57861233  13.60975361  11.9756012   10.71851063  47.92188644]","[  46.56734467   50.95835876  111.68570709   30.78264809   12.30218029
  202.58709717   34.5603981    82.68502808   45.67097092   62.06408691]","[ 170.56369019  126.44405365  303.15774536  154.37063599  117.66666412
  717.88574219  103.65421295  339.61410522  169.53948975  162.04444885]",18.3131198883,0,2.0
30,"[  7.87200623e+02   1.38751846e+02   2.67281006e+02   6.75126892e+02
   5.74877197e+02   3.85584593e-01   1.04555939e+02   1.44183151e+02
   2.54938946e+01   3.86708145e+01]","[ 35.09998322  56.17973328  11.69085884  42.38946533  12.57861233
  13.60975361  11.9756012   10.71851063  47.92188644   5.06642008]","[  50.95835876  111.68570709   30.78264809   12.30218029  202.58709717
   34.5603981    82.68502808   45.67097092   62.06408691   28.41753197]","[ 126.44405365  303.15774536  154.37063599  117.66666412  717.88574219
  103.65421295  339.61410522  169.53948975  162.04444885  132.91442871]",18.1279258728,0,2.0
31,"[  1.38751846e+02   2.67281006e+02   6.75126892e+02   5.74877197e+02
   3.85584593e-01   1.04555939e+02   1.44183151e+02   2.54938946e+01
   3.86708145e+01   2.55805420e+02]","[ 56.17973328  11.69085884  42.38946533  12.57861233  13.60975361
  11.9756012   10.71851063  47.92188644   5.06642008   0.85801446]","[ 111.68570709   30.78264809   12.30218029  202.58709717   34.5603981
   82.68502808   45.67097092   62.06408691   28.41753197   91.23474121]","[ 303.15774536  154.37063599  117.66666412  717.88574219  103.65421295
  339.61410522  169.53948975  162.04444885  132.91442871  274.21859741]",17.9185752869,0,2.0
32,"[  2.67281006e+02   6.75126892e+02   5.74877197e+02   3.85584593e-01
   1.04555939e+02   1.44183151e+02   2.54938946e+01   3.86708145e+01
   2.55805420e+02   5.11892014e+01]","[ 11.69085884  42.38946533  12.57861233  13.60975361  11.9756012
  10.71851063  47.92188644   5.06642008   0.85801446  26.86551285]","[  30.78264809   12.30218029  202.58709717   34.5603981    82.68502808
   45.67097092   62.06408691   28.41753197   91.23474121   69.81615448]","[ 154.37063599  117.66666412  717.88574219  103.65421295  339.61410522
  169.53948975  162.04444885  132.91442871  274.21859741  323.13827515]",17.7077503204,0,2.0
33,"[  6.75126892e+02   5.74877197e+02   3.85584593e-01   1.04555939e+02
   1.44183151e+02   2.54938946e+01   3.86708145e+01   2.55805420e+02
   5.11892014e+01   4.22999268e+02]","[ 42.38946533  12.57861233  13.60975361  11.9756012   10.71851063
  47.92188644   5.06642008   0.85801446  26.86551285  19.5525074 ]","[  12.30218029  202.58709717   34.5603981    82.68502808   45.67097092
   62.06408691   28.41753197   91.23474121   69.81615448   61.15456772]","[ 117.66666412  717.88574219  103.65421295  339.61410522  169.53948975
  162.04444885  132.91442871  274.21859741  323.13827515  276.76126099]",17.4980754852,0,2.0
34,"[  5.74877197e+02   3.85584593e-01   1.04555939e+02   1.44183151e+02
   2.54938946e+01   3.86708145e+01   2.55805420e+02   5.11892014e+01
   4.22999268e+02   2.44278202e+01]","[ 12.57861233  13.60975361  11.9756012   10.71851063  47.92188644
   5.06642008   0.85801446  26.86551285  19.5525074    9.70619488]","[ 202.58709717   34.5603981    82.68502808   45.67097092   62.06408691
   28.41753197   91.23474121   69.81615448   61.15456772   18.64027214]","[ 717.88574219  103.65421295  339.61410522  169.53948975  162.04444885
  132.91442871  274.21859741  323.13827515  276.76126099  118.87454987]",17.2871818542,0,2.0
35,"[  3.85584593e-01   1.04555939e+02   1.44183151e+02   2.54938946e+01
   3.86708145e+01   2.55805420e+02   5.11892014e+01   4.22999268e+02
   2.44278202e+01   7.87897110e+01]","[ 13.60975361  11.9756012   10.71851063  47.92188644   5.06642008
   0.85801446  26.86551285  19.5525074    9.70619488  15.7508173 ]","[  34.5603981    82.68502808   45.67097092   62.06408691   28.41753197
   91.23474121   69.81615448   61.15456772   18.64027214  134.97645569]","[ 103.65421295  339.61410522  169.53948975  162.04444885  132.91442871
  274.21859741  323.13827515  276.76126099  118.87454987  570.23358154]",17.0771465302,0,2.0
36,"[ 104.55593872  144.18315125   25.49389458   38.67081451  255.80541992
   51.18920135  422.99926758   24.42782021   78.789711     90.1510849 ]","[ 11.9756012   10.71851063  47.92188644   5.06642008   0.85801446
  26.86551285  19.5525074    9.70619488  15.7508173   65.82596588]","[  82.68502808   45.67097092   62.06408691   28.41753197   91.23474121
   69.81615448   61.15456772   18.64027214  134.97645569   63.82525635]","[ 339.61410522  169.53948975  162.04444885  132.91442871  274.21859741
  323.13827515  276.76126099  118.87454987  570.23358154  132.36105347]",16.8655548096,0,2.0
37,"[ 144.18315125   25.49389458   38.67081451  255.80541992   51.18920135
  422.99926758   24.42782021   78.789711     90.1510849   120.63555145]","[ 10.71851063  47.92188644   5.06642008   0.85801446  26.86551285
  19.5525074    9.70619488  15.7508173   65.82596588  13.55295467]","[  45.67097092   62.06408691   28.41753197   91.23474121   69.81615448
   61.15456772   18.64027214  134.97645569   63.82525635   56.99217606]","[ 169.53948975  162.04444885  132.91442871  274.21859741  323.13827515
  276.76126099  118.87454987  570.23358154  132.36105347  395.21200562]",16.6552028656,0,2.0
38,"[  25.49389458   38.67081451  255.80541992   51.18920135  422.99926758
   24.42782021   78.789711     90.1510849   120.63555145  206.24980164]","[ 47.92188644   5.06642008   0.85801446  26.86551285  19.5525074
   9.70619488  15.7508173   65.82596588  13.55295467   8.51734257]","[  62.06408691   28.41753197   91.23474121   69.81615448   61.15456772
   18.64027214  134.97645569   63.82525635   56.99217606  109.38398743]","[ 162.04444885  132.91442871  274.21859741  323.13827515  276.76126099
  118.87454987  570.23358154  132.36105347  395.21200562  402.18243408]",16.4459819794,0,2.0
39,"[  38.67081451  255.80541992   51.18920135  422.99926758   24.42782021
   78.789711     90.1510849   120.63555145  206.24980164  184.6799469 ]","[  5.06642008   0.85801446  26.86551285  19.5525074    9.70619488
  15.7508173   65.82596588  13.55295467   8.51734257  29.40147781]","[  28.41753197   91.23474121   69.81615448   61.15456772   18.64027214
  134.97645569   63.82525635   56.99217606  109.38398743   73.93365479]","[ 132.91442871  274.21859741  323.13827515  276.76126099  118.87454987
  570.23358154  132.36105347  395.21200562  402.18243408  359.56835938]",16.2370967865,0,2.0
40,"[ 255.80541992   51.18920135  422.99926758   24.42782021   78.789711
   90.1510849   120.63555145  206.24980164  184.6799469   119.92429352]","[  0.85801446  26.86551285  19.5525074    9.70619488  15.7508173
  65.82596588  13.55295467   8.51734257  29.40147781  68.50444031]","[  91.23474121   69.81615448   61.15456772   18.64027214  134.97645569
   63.82525635   56.99217606  109.38398743   73.93365479   73.38490295]","[ 274.21859741  323.13827515  276.76126099  118.87454987  570.23358154
  132.36105347  395.21200562  402.18243408  359.56835938  171.09431458]",16.0271453857,0,2.0
41,"[  51.18920135  422.99926758   24.42782021   78.789711     90.1510849
  120.63555145  206.24980164  184.6799469   119.92429352  135.66456604]","[ 26.86551285  19.5525074    9.70619488  15.7508173   65.82596588
  13.55295467   8.51734257  29.40147781  68.50444031  32.86931229]","[  69.81615448   61.15456772   18.64027214  134.97645569   63.82525635
   56.99217606  109.38398743   73.93365479   73.38490295   94.28575134]","[ 323.13827515  276.76126099  118.87454987  570.23358154  132.36105347
  395.21200562  402.18243408  359.56835938  171.09431458  390.59829712]",15.8180274963,0,2.0
42,"[ 422.99926758   24.42782021   78.789711     90.1510849   120.63555145
  206.24980164  184.6799469   119.92429352  135.66456604  733.1651001 ]","[ 19.5525074    9.70619488  15.7508173   65.82596588  13.55295467
   8.51734257  29.40147781  68.50444031  32.86931229   9.57871151]","[  61.15456772   18.64027214  134.97645569   63.82525635   56.99217606
  109.38398743   73.93365479   73.38490295   94.28575134  196.32327271]","[ 276.76126099  118.87454987  570.23358154  132.36105347  395.21200562
  402.18243408  359.56835938  171.09431458  390.59829712  667.05963135]",15.3985900879,0,2.0
43,"[  24.42782021   78.789711     90.1510849   120.63555145  206.24980164
  184.6799469   119.92429352  135.66456604  733.1651001   223.60714722]","[  9.70619488  15.7508173   65.82596588  13.55295467   8.51734257
  29.40147781  68.50444031  32.86931229   9.57871151  26.7718277 ]","[  18.64027214  134.97645569   63.82525635   56.99217606  109.38398743
   73.93365479   73.38490295   94.28575134  196.32327271   89.03321075]","[ 118.87454987  570.23358154  132.36105347  395.21200562  402.18243408
  359.56835938  171.09431458  390.59829712  667.05963135  409.60284424]",15.1881055832,0,2.0
44,"[  78.789711     90.1510849   120.63555145  206.24980164  184.6799469
  119.92429352  135.66456604  733.1651001   223.60714722    1.80878437]","[ 15.7508173   65.82596588  13.55295467   8.51734257  29.40147781
  68.50444031  32.86931229   9.57871151  26.7718277    1.38743401]","[ 134.97645569   63.82525635   56.99217606  109.38398743   73.93365479
   73.38490295   94.28575134  196.32327271   89.03321075   29.88436508]","[ 570.23358154  132.36105347  395.21200562  402.18243408  359.56835938
  171.09431458  390.59829712  667.05963135  409.60284424  294.92053223]",14.9789457321,0,2.0
45,"[  90.1510849   120.63555145  206.24980164  184.6799469   119.92429352
  135.66456604  733.1651001   223.60714722    1.80878437   76.09907532]","[ 65.82596588  13.55295467   8.51734257  29.40147781  68.50444031
  32.86931229   9.57871151  26.7718277    1.38743401  60.67328262]","[  63.82525635   56.99217606  109.38398743   73.93365479   73.38490295
   94.28575134  196.32327271   89.03321075   29.88436508  150.65309143]","[ 132.36105347  395.21200562  402.18243408  359.56835938  171.09431458
  390.59829712  667.05963135  409.60284424  294.92053223  500.30160522]",14.768073082,0,2.0
46,"[ 120.63555145  206.24980164  184.6799469   119.92429352  135.66456604
  733.1651001   223.60714722    1.80878437   76.09907532   79.07633209]","[ 13.55295467   8.51734257  29.40147781  68.50444031  32.86931229
   9.57871151  26.7718277    1.38743401  60.67328262  38.04566956]","[  56.99217606  109.38398743   73.93365479   73.38490295   94.28575134
  196.32327271   89.03321075   29.88436508  150.65309143   52.62981796]","[ 395.21200562  402.18243408  359.56835938  171.09431458  390.59829712
  667.05963135  409.60284424  294.92053223  500.30160522  258.98532104]",14.5589227676,0,2.0
47,"[ 206.24980164  184.6799469   119.92429352  135.66456604  733.1651001
  223.60714722    1.80878437   76.09907532   79.07633209  148.03434753]","[  8.51734257  29.40147781  68.50444031  32.86931229   9.57871151
  26.7718277    1.38743401  60.67328262  38.04566956   6.92852926]","[ 109.38398743   73.93365479   73.38490295   94.28575134  196.32327271
   89.03321075   29.88436508  150.65309143   52.62981796   99.89287567]","[ 402.18243408  359.56835938  171.09431458  390.59829712  667.05963135
  409.60284424  294.92053223  500.30160522  258.98532104  410.68997192]",14.3485822678,0,2.0
48,"[ 184.6799469   119.92429352  135.66456604  733.1651001   223.60714722
    1.80878437   76.09907532   79.07633209  148.03434753   56.00351334]","[ 29.40147781  68.50444031  32.86931229   9.57871151  26.7718277
   1.38743401  60.67328262  38.04566956   6.92852926  20.41695976]","[  73.93365479   73.38490295   94.28575134  196.32327271   89.03321075
   29.88436508  150.65309143   52.62981796   99.89287567   59.85715103]","[ 359.56835938  171.09431458  390.59829712  667.05963135  409.60284424
  294.92053223  500.30160522  258.98532104  410.68997192  230.44477844]",14.1395101547,0,2.0
