,activation_0,activation_1,activation_2,activation_3,dist,id,vel
20,"[  42.84160995   34.38428879   43.981987     27.00272369  133.52922058
  196.79003906  100.7781601   177.01727295  247.60438538   75.0213623 ]","[ 37.26877594  11.36499691  29.54986572   9.36317444  13.88990402
   4.91327095  29.58322906  47.60497284   8.4119854    5.48665571]","[ 84.59096527  16.97921562  31.16123581  24.10627365  31.89066696
  14.67887306  34.6970253   46.50499725  21.63556671   6.38376284]","[ 438.40057373  137.35668945   25.30374146  220.84135437  192.18321228
   78.5493927   136.34448242  259.24835205  147.69114685   66.68739319]",21.5132045746,0,2.0
21,"[  34.38428879   43.981987     27.00272369  133.52922058  196.79003906
  100.7781601   177.01727295  247.60438538   75.0213623   113.1450119 ]","[ 11.36499691  29.54986572   9.36317444  13.88990402   4.91327095
  29.58322906  47.60497284   8.4119854    5.48665571  21.10917664]","[ 16.97921562  31.16123581  24.10627365  31.89066696  14.67887306
  34.6970253   46.50499725  21.63556671   6.38376284  77.31713104]","[ 137.35668945   25.30374146  220.84135437  192.18321228   78.5493927
  136.34448242  259.24835205  147.69114685   66.68739319  413.17141724]",21.3074378967,0,2.0
22,"[  43.981987     27.00272369  133.52922058  196.79003906  100.7781601
  177.01727295  247.60438538   75.0213623   113.1450119     6.58463287]","[ 29.54986572   9.36317444  13.88990402   4.91327095  29.58322906
  47.60497284   8.4119854    5.48665571  21.10917664   3.68920016]","[ 31.16123581  24.10627365  31.89066696  14.67887306  34.6970253
  46.50499725  21.63556671   6.38376284  77.31713104  14.17892551]","[  25.30374146  220.84135437  192.18321228   78.5493927   136.34448242
  259.24835205  147.69114685   66.68739319  413.17141724   47.87203217]",21.1184463501,0,2.0
23,"[  27.00272369  133.52922058  196.79003906  100.7781601   177.01727295
  247.60438538   75.0213623   113.1450119     6.58463287   65.23763275]","[  9.36317444  13.88990402   4.91327095  29.58322906  47.60497284
   8.4119854    5.48665571  21.10917664   3.68920016   2.4934597 ]","[ 24.10627365  31.89066696  14.67887306  34.6970253   46.50499725
  21.63556671   6.38376284  77.31713104  14.17892551   7.3993578 ]","[ 220.84135437  192.18321228   78.5493927   136.34448242  259.24835205
  147.69114685   66.68739319  413.17141724   47.87203217  106.2237854 ]",20.9118385315,0,2.0
24,"[ 133.52922058  196.79003906  100.7781601   177.01727295  247.60438538
   75.0213623   113.1450119     6.58463287   65.23763275  215.44966125]","[ 13.88990402   4.91327095  29.58322906  47.60497284   8.4119854
   5.48665571  21.10917664   3.68920016   2.4934597   24.71642876]","[ 31.89066696  14.67887306  34.6970253   46.50499725  21.63556671
   6.38376284  77.31713104  14.17892551   7.3993578   66.7986908 ]","[ 192.18321228   78.5493927   136.34448242  259.24835205  147.69114685
   66.68739319  413.17141724   47.87203217  106.2237854   378.20776367]",20.6883335114,0,2.0
25,"[ 196.79003906  100.7781601   177.01727295  247.60438538   75.0213623
  113.1450119     6.58463287   65.23763275  215.44966125  333.23373413]","[  4.91327095  29.58322906  47.60497284   8.4119854    5.48665571
  21.10917664   3.68920016   2.4934597   24.71642876  17.18095398]","[ 14.67887306  34.6970253   46.50499725  21.63556671   6.38376284
  77.31713104  14.17892551   7.3993578   66.7986908    0.68656141]","[  78.5493927   136.34448242  259.24835205  147.69114685   66.68739319
  413.17141724   47.87203217  106.2237854   378.20776367   86.66320801]",20.2720928192,0,2.0
26,"[ 100.7781601   177.01727295  247.60438538   75.0213623   113.1450119
    6.58463287   65.23763275  215.44966125  333.23373413   27.92884254]","[ 29.58322906  47.60497284   8.4119854    5.48665571  21.10917664
   3.68920016   2.4934597   24.71642876  17.18095398  12.87531948]","[ 34.6970253   46.50499725  21.63556671   6.38376284  77.31713104
  14.17892551   7.3993578   66.7986908    0.68656141  54.38853073]","[ 136.34448242  259.24835205  147.69114685   66.68739319  413.17141724
   47.87203217  106.2237854   378.20776367   86.66320801  234.17190552]",20.0800285339,0,2.0
27,"[ 177.01727295  247.60438538   75.0213623   113.1450119     6.58463287
   65.23763275  215.44966125  333.23373413   27.92884254   91.66513062]","[ 47.60497284   8.4119854    5.48665571  21.10917664   3.68920016
   2.4934597   24.71642876  17.18095398  12.87531948   1.3948493 ]","[ 46.50499725  21.63556671   6.38376284  77.31713104  14.17892551
   7.3993578   66.7986908    0.68656141  54.38853073  17.45962143]","[ 259.24835205  147.69114685   66.68739319  413.17141724   47.87203217
  106.2237854   378.20776367   86.66320801  234.17190552  114.34089661]",19.8712863922,0,2.0
28,"[ 247.60438538   75.0213623   113.1450119     6.58463287   65.23763275
  215.44966125  333.23373413   27.92884254   91.66513062  299.15130615]","[  8.4119854    5.48665571  21.10917664   3.68920016   2.4934597
  24.71642876  17.18095398  12.87531948   1.3948493   11.00988293]","[ 21.63556671   6.38376284  77.31713104  14.17892551   7.3993578
  66.7986908    0.68656141  54.38853073  17.45962143   0.89333415]","[ 147.69114685   66.68739319  413.17141724   47.87203217  106.2237854
  378.20776367   86.66320801  234.17190552  114.34089661  216.35417175]",19.6470050812,0,2.0
29,"[  75.0213623   113.1450119     6.58463287   65.23763275  215.44966125
  333.23373413   27.92884254   91.66513062  299.15130615  115.20664215]","[  5.48665571  21.10917664   3.68920016   2.4934597   24.71642876
  17.18095398  12.87531948   1.3948493   11.00988293  11.42427826]","[  6.38376284  77.31713104  14.17892551   7.3993578   66.7986908
   0.68656141  54.38853073  17.45962143   0.89333415   0.4551672 ]","[  66.68739319  413.17141724   47.87203217  106.2237854   378.20776367
   86.66320801  234.17190552  114.34089661  216.35417175   23.8219738 ]",19.4402713776,0,2.0
30,"[ 113.1450119     6.58463287   65.23763275  215.44966125  333.23373413
   27.92884254   91.66513062  299.15130615  115.20664215   25.78106499]","[ 21.10917664   3.68920016   2.4934597   24.71642876  17.18095398
  12.87531948   1.3948493   11.00988293  11.42427826   5.52119112]","[ 77.31713104  14.17892551   7.3993578   66.7986908    0.68656141
  54.38853073  17.45962143   0.89333415   0.4551672   18.09994316]","[ 413.17141724   47.87203217  106.2237854   378.20776367   86.66320801
  234.17190552  114.34089661  216.35417175   23.8219738    19.96935654]",19.2317466736,0,2.0
31,"[   6.58463287   65.23763275  215.44966125  333.23373413   27.92884254
   91.66513062  299.15130615  115.20664215   25.78106499   65.89304352]","[  3.68920016   2.4934597   24.71642876  17.18095398  12.87531948
   1.3948493   11.00988293  11.42427826   5.52119112  27.01978302]","[  14.17892551    7.3993578    66.7986908     0.68656141   54.38853073
   17.45962143    0.89333415    0.4551672    18.09994316  100.48503876]","[  47.87203217  106.2237854   378.20776367   86.66320801  234.17190552
  114.34089661  216.35417175   23.8219738    19.96935654  403.47732544]",19.0157642365,0,2.0
32,"[  65.23763275  215.44966125  333.23373413   27.92884254   91.66513062
  299.15130615  115.20664215   25.78106499   65.89304352   67.37934875]","[  2.4934597   24.71642876  17.18095398  12.87531948   1.3948493
  11.00988293  11.42427826   5.52119112  27.01978302  43.73914719]","[   7.3993578    66.7986908     0.68656141   54.38853073   17.45962143
    0.89333415    0.4551672    18.09994316  100.48503876   29.79721832]","[ 106.2237854   378.20776367   86.66320801  234.17190552  114.34089661
  216.35417175   23.8219738    19.96935654  403.47732544   49.07193375]",18.8318786621,0,2.0
33,"[ 215.44966125  333.23373413   27.92884254   91.66513062  299.15130615
  115.20664215   25.78106499   65.89304352   67.37934875  258.04620361]","[ 24.71642876  17.18095398  12.87531948   1.3948493   11.00988293
  11.42427826   5.52119112  27.01978302  43.73914719  24.93989182]","[  66.7986908     0.68656141   54.38853073   17.45962143    0.89333415
    0.4551672    18.09994316  100.48503876   29.79721832    0.47239658]","[ 378.20776367   86.66320801  234.17190552  114.34089661  216.35417175
   23.8219738    19.96935654  403.47732544   49.07193375  118.90934753]",18.6072559357,0,2.0
34,"[ 333.23373413   27.92884254   91.66513062  299.15130615  115.20664215
   25.78106499   65.89304352   67.37934875  258.04620361   91.4954834 ]","[ 17.18095398  12.87531948   1.3948493   11.00988293  11.42427826
   5.52119112  27.01978302  43.73914719  24.93989182  16.38366318]","[   0.68656141   54.38853073   17.45962143    0.89333415    0.4551672
   18.09994316  100.48503876   29.79721832    0.47239658   28.37137222]","[  86.66320801  234.17190552  114.34089661  216.35417175   23.8219738
   19.96935654  403.47732544   49.07193375  118.90934753  229.87321472]",18.3980407715,0,2.0
35,"[  27.92884254   91.66513062  299.15130615  115.20664215   25.78106499
   65.89304352   67.37934875  258.04620361   91.4954834   219.95399475]","[ 12.87531948   1.3948493   11.00988293  11.42427826   5.52119112
  27.01978302  43.73914719  24.93989182  16.38366318  15.25195694]","[  54.38853073   17.45962143    0.89333415    0.4551672    18.09994316
  100.48503876   29.79721832    0.47239658   28.37137222   36.33551025]","[ 234.17190552  114.34089661  216.35417175   23.8219738    19.96935654
  403.47732544   49.07193375  118.90934753  229.87321472   85.28887177]",18.1896324158,0,2.0
36,"[  91.66513062  299.15130615  115.20664215   25.78106499   65.89304352
   67.37934875  258.04620361   91.4954834   219.95399475  123.39096069]","[  1.3948493   11.00988293  11.42427826   5.52119112  27.01978302
  43.73914719  24.93989182  16.38366318  15.25195694   8.58339405]","[  17.45962143    0.89333415    0.4551672    18.09994316  100.48503876
   29.79721832    0.47239658   28.37137222   36.33551025   31.28468323]","[ 114.34089661  216.35417175   23.8219738    19.96935654  403.47732544
   49.07193375  118.90934753  229.87321472   85.28887177  247.30426025]",17.997051239,0,2.0
37,"[ 299.15130615  115.20664215   25.78106499   65.89304352   67.37934875
  258.04620361   91.4954834   219.95399475  123.39096069   78.38002014]","[ 11.00988293  11.42427826   5.52119112  27.01978302  43.73914719
  24.93989182  16.38366318  15.25195694   8.58339405   0.2597588 ]","[   0.89333415    0.4551672    18.09994316  100.48503876   29.79721832
    0.47239658   28.37137222   36.33551025   31.28468323    0.72184074]","[ 216.35417175   23.8219738    19.96935654  403.47732544   49.07193375
  118.90934753  229.87321472   85.28887177  247.30426025  176.17428589]",17.7879295349,0,2.0
38,"[ 115.20664215   25.78106499   65.89304352   67.37934875  258.04620361
   91.4954834   219.95399475  123.39096069   78.38002014  325.80636597]","[ 11.42427826   5.52119112  27.01978302  43.73914719  24.93989182
  16.38366318  15.25195694   8.58339405   0.2597588   46.54489517]","[   0.4551672    18.09994316  100.48503876   29.79721832    0.47239658
   28.37137222   36.33551025   31.28468323    0.72184074   64.39122009]","[  23.8219738    19.96935654  403.47732544   49.07193375  118.90934753
  229.87321472   85.28887177  247.30426025  176.17428589  263.23236084]",17.5618228912,0,2.0
39,"[  25.78106499   65.89304352   67.37934875  258.04620361   91.4954834
  219.95399475  123.39096069   78.38002014  325.80636597   72.80517578]","[  5.52119112  27.01978302  43.73914719  24.93989182  16.38366318
  15.25195694   8.58339405   0.2597588   46.54489517  15.70707703]","[  18.09994316  100.48503876   29.79721832    0.47239658   28.37137222
   36.33551025   31.28468323    0.72184074   64.39122009   80.22370148]","[  19.96935654  403.47732544   49.07193375  118.90934753  229.87321472
   85.28887177  247.30426025  176.17428589  263.23236084  414.25427246]",17.3528823853,0,2.0
40,"[  65.89304352   67.37934875  258.04620361   91.4954834   219.95399475
  123.39096069   78.38002014  325.80636597   72.80517578   29.84702492]","[ 27.01978302  43.73914719  24.93989182  16.38366318  15.25195694
   8.58339405   0.2597588   46.54489517  15.70707703   9.48439598]","[ 100.48503876   29.79721832    0.47239658   28.37137222   36.33551025
   31.28468323    0.72184074   64.39122009   80.22370148   26.33296585]","[ 403.47732544   49.07193375  118.90934753  229.87321472   85.28887177
  247.30426025  176.17428589  263.23236084  414.25427246  255.35726929]",17.1452960968,0,2.0
41,"[  67.37934875  258.04620361   91.4954834   219.95399475  123.39096069
   78.38002014  325.80636597   72.80517578   29.84702492    6.90912771]","[ 43.73914719  24.93989182  16.38366318  15.25195694   8.58339405
   0.2597588   46.54489517  15.70707703   9.48439598  22.53667259]","[ 29.79721832   0.47239658  28.37137222  36.33551025  31.28468323
   0.72184074  64.39122009  80.22370148  26.33296585  78.6497345 ]","[  49.07193375  118.90934753  229.87321472   85.28887177  247.30426025
  176.17428589  263.23236084  414.25427246  255.35726929  527.41143799]",16.9386978149,0,2.0
42,"[ 258.04620361   91.4954834   219.95399475  123.39096069   78.38002014
  325.80636597   72.80517578   29.84702492    6.90912771   13.79632854]","[ 24.93989182  16.38366318  15.25195694   8.58339405   0.2597588
  46.54489517  15.70707703   9.48439598  22.53667259  23.19763756]","[  0.47239658  28.37137222  36.33551025  31.28468323   0.72184074
  64.39122009  80.22370148  26.33296585  78.6497345   16.85294342]","[ 118.90934753  229.87321472   85.28887177  247.30426025  176.17428589
  263.23236084  414.25427246  255.35726929  527.41143799  250.19088745]",16.7294616699,0,2.0
43,"[  91.4954834   219.95399475  123.39096069   78.38002014  325.80636597
   72.80517578   29.84702492    6.90912771   13.79632854   37.54504013]","[ 16.38366318  15.25195694   8.58339405   0.2597588   46.54489517
  15.70707703   9.48439598  22.53667259  23.19763756  17.89044571]","[ 28.37137222  36.33551025  31.28468323   0.72184074  64.39122009
  80.22370148  26.33296585  78.6497345   16.85294342  50.60433578]","[ 229.87321472   85.28887177  247.30426025  176.17428589  263.23236084
  414.25427246  255.35726929  527.41143799  250.19088745  418.92037964]",16.5215034485,0,2.0
44,"[ 219.95399475  123.39096069   78.38002014  325.80636597   72.80517578
   29.84702492    6.90912771   13.79632854   37.54504013   61.75127792]","[ 15.25195694   8.58339405   0.2597588   46.54489517  15.70707703
   9.48439598  22.53667259  23.19763756  17.89044571  55.16526413]","[ 36.33551025  31.28468323   0.72184074  64.39122009  80.22370148
  26.33296585  78.6497345   16.85294342  50.60433578  15.40639973]","[  85.28887177  247.30426025  176.17428589  263.23236084  414.25427246
  255.35726929  527.41143799  250.19088745  418.92037964  261.44717407]",16.3118457794,0,2.0
45,"[ 123.39096069   78.38002014  325.80636597   72.80517578   29.84702492
    6.90912771   13.79632854   37.54504013   61.75127792    5.75016165]","[  8.58339405   0.2597588   46.54489517  15.70707703   9.48439598
  22.53667259  23.19763756  17.89044571  55.16526413  16.10315514]","[  31.28468323    0.72184074   64.39122009   80.22370148   26.33296585
   78.6497345    16.85294342   50.60433578   15.40639973  102.00908661]","[ 247.30426025  176.17428589  263.23236084  414.25427246  255.35726929
  527.41143799  250.19088745  418.92037964  261.44717407  522.86138916]",16.1034030914,0,2.0
46,"[  78.38002014  325.80636597   72.80517578   29.84702492    6.90912771
   13.79632854   37.54504013   61.75127792    5.75016165   62.7072258 ]","[  0.2597588   46.54489517  15.70707703   9.48439598  22.53667259
  23.19763756  17.89044571  55.16526413  16.10315514   8.33506107]","[   0.72184074   64.39122009   80.22370148   26.33296585   78.6497345
   16.85294342   50.60433578   15.40639973  102.00908661   18.64208031]","[ 176.17428589  263.23236084  414.25427246  255.35726929  527.41143799
  250.19088745  418.92037964  261.44717407  522.86138916  127.35577393]",15.8938512802,0,2.0
47,"[ 325.80636597   72.80517578   29.84702492    6.90912771   13.79632854
   37.54504013   61.75127792    5.75016165   62.7072258    23.33576202]","[ 46.54489517  15.70707703   9.48439598  22.53667259  23.19763756
  17.89044571  55.16526413  16.10315514   8.33506107   3.96465015]","[  64.39122009   80.22370148   26.33296585   78.6497345    16.85294342
   50.60433578   15.40639973  102.00908661   18.64208031   33.0824852 ]","[ 263.23236084  414.25427246  255.35726929  527.41143799  250.19088745
  418.92037964  261.44717407  522.86138916  127.35577393  333.19058228]",15.6852779388,0,2.0
48,"[ 72.80517578  29.84702492   6.90912771  13.79632854  37.54504013
  61.75127792   5.75016165  62.7072258   23.33576202  24.1556263 ]","[ 15.70707703   9.48439598  22.53667259  23.19763756  17.89044571
  55.16526413  16.10315514   8.33506107   3.96465015  14.10928059]","[  80.22370148   26.33296585   78.6497345    16.85294342   50.60433578
   15.40639973  102.00908661   18.64208031   33.0824852    75.82618713]","[ 414.25427246  255.35726929  527.41143799  250.19088745  418.92037964
  261.44717407  522.86138916  127.35577393  333.19058228  327.19891357]",15.4761314392,0,2.0
49,"[  29.84702492    6.90912771   13.79632854   37.54504013   61.75127792
    5.75016165   62.7072258    23.33576202   24.1556263   160.15792847]","[  9.48439598  22.53667259  23.19763756  17.89044571  55.16526413
  16.10315514   8.33506107   3.96465015  14.10928059   0.94318402]","[  26.33296585   78.6497345    16.85294342   50.60433578   15.40639973
  102.00908661   18.64208031   33.0824852    75.82618713   45.42320251]","[ 255.35726929  527.41143799  250.19088745  418.92037964  261.44717407
  522.86138916  127.35577393  333.19058228  327.19891357  254.61743164]",15.2679290771,0,2.0
