,activation_0,activation_1,activation_2,activation_3,dist,id,vel
47,"[ 154.33273315  168.28935242  164.47325134   48.98569489   34.46627808
  114.38238525   80.68199921  266.43313599   29.29741478   54.38737106]","[ 12.79690647  36.39357376   9.20366478  46.10128784   7.67113066
   7.82277393  16.44908714  45.60952759  43.95614243  11.89725208]","[ 11.92286682  33.88919449  18.19072342  28.37957573  13.42710018
  11.07578182  19.47690773  43.16945648  58.90769958   9.98675919]","[   0.59839904  280.59570312  329.98117065  348.79266357  225.52958679
  273.31484985  281.3442688   219.3881073   368.5854187   231.18533325]",16.434299469,2,2.0
48,"[ 168.28935242  164.47325134   48.98569489   34.46627808  114.38238525
   80.68199921  266.43313599   29.29741478   54.38737106  162.10293579]","[ 36.39357376   9.20366478  46.10128784   7.67113066   7.82277393
  16.44908714  45.60952759  43.95614243  11.89725208   6.5429821 ]","[ 33.88919449  18.19072342  28.37957573  13.42710018  11.07578182
  19.47690773  43.16945648  58.90769958   9.98675919   7.50591135]","[ 280.59570312  329.98117065  348.79266357  225.52958679  273.31484985
  281.3442688   219.3881073   368.5854187   231.18533325   42.03068542]",16.2322292328,2,2.0
49,"[ 164.47325134   48.98569489   34.46627808  114.38238525   80.68199921
  266.43313599   29.29741478   54.38737106  162.10293579  207.89675903]","[  9.20366478  46.10128784   7.67113066   7.82277393  16.44908714
  45.60952759  43.95614243  11.89725208   6.5429821   15.94477463]","[ 18.19072342  28.37957573  13.42710018  11.07578182  19.47690773
  43.16945648  58.90769958   9.98675919   7.50591135  13.98974514]","[ 329.98117065  348.79266357  225.52958679  273.31484985  281.3442688
  219.3881073   368.5854187   231.18533325   42.03068542   75.20530701]",16.0301189423,2,2.0
50,"[  48.98569489   34.46627808  114.38238525   80.68199921  266.43313599
   29.29741478   54.38737106  162.10293579  207.89675903   85.20890808]","[ 46.10128784   7.67113066   7.82277393  16.44908714  45.60952759
  43.95614243  11.89725208   6.5429821   15.94477463   2.27909279]","[ 28.37957573  13.42710018  11.07578182  19.47690773  43.16945648
  58.90769958   9.98675919   7.50591135  13.98974514   1.97382545]","[ 348.79266357  225.52958679  273.31484985  281.3442688   219.3881073
  368.5854187   231.18533325   42.03068542   75.20530701  258.17080688]",15.8283262253,2,2.0
51,"[  34.46627808  114.38238525   80.68199921  266.43313599   29.29741478
   54.38737106  162.10293579  207.89675903   85.20890808   69.38832092]","[  7.67113066   7.82277393  16.44908714  45.60952759  43.95614243
  11.89725208   6.5429821   15.94477463   2.27909279   1.25932479]","[ 13.42710018  11.07578182  19.47690773  43.16945648  58.90769958
   9.98675919   7.50591135  13.98974514   1.97382545   2.56554222]","[ 225.52958679  273.31484985  281.3442688   219.3881073   368.5854187
  231.18533325   42.03068542   75.20530701  258.17080688  181.7288208 ]",15.6262483597,2,2.0
52,"[ 114.38238525   80.68199921  266.43313599   29.29741478   54.38737106
  162.10293579  207.89675903   85.20890808   69.38832092   23.23402596]","[  7.82277393  16.44908714  45.60952759  43.95614243  11.89725208
   6.5429821   15.94477463   2.27909279   1.25932479   8.66307068]","[ 11.07578182  19.47690773  43.16945648  58.90769958   9.98675919
   7.50591135  13.98974514   1.97382545   2.56554222   9.9495554 ]","[ 273.31484985  281.3442688   219.3881073   368.5854187   231.18533325
   42.03068542   75.20530701  258.17080688  181.7288208   144.12982178]",15.4236974716,2,2.0
53,"[  80.68199921  266.43313599   29.29741478   54.38737106  162.10293579
  207.89675903   85.20890808   69.38832092   23.23402596   78.18692017]","[ 16.44908714  45.60952759  43.95614243  11.89725208   6.5429821
  15.94477463   2.27909279   1.25932479   8.66307068  39.00310135]","[ 19.47690773  43.16945648  58.90769958   9.98675919   7.50591135
  13.98974514   1.97382545   2.56554222   9.9495554   41.37961197]","[ 281.3442688   219.3881073   368.5854187   231.18533325   42.03068542
   75.20530701  258.17080688  181.7288208   144.12982178  298.91677856]",15.2211999893,2,2.0
54,"[ 266.43313599   29.29741478   54.38737106  162.10293579  207.89675903
   85.20890808   69.38832092   23.23402596   78.18692017   98.20005798]","[ 45.60952759  43.95614243  11.89725208   6.5429821   15.94477463
   2.27909279   1.25932479   8.66307068  39.00310135  22.55934143]","[ 43.16945648  58.90769958   9.98675919   7.50591135  13.98974514
   1.97382545   2.56554222   9.9495554   41.37961197  25.61858559]","[ 219.3881073   368.5854187   231.18533325   42.03068542   75.20530701
  258.17080688  181.7288208   144.12982178  298.91677856  408.57623291]",15.0184745789,2,2.0
55,"[  29.29741478   54.38737106  162.10293579  207.89675903   85.20890808
   69.38832092   23.23402596   78.18692017   98.20005798   29.37325287]","[ 43.95614243  11.89725208   6.5429821   15.94477463   2.27909279
   1.25932479   8.66307068  39.00310135  22.55934143   1.20023477]","[ 58.90769958   9.98675919   7.50591135  13.98974514   1.97382545
   2.56554222   9.9495554   41.37961197  25.61858559   0.30983427]","[ 368.5854187   231.18533325   42.03068542   75.20530701  258.17080688
  181.7288208   144.12982178  298.91677856  408.57623291  122.99066162]",14.8157577515,2,2.0
56,"[  54.38737106  162.10293579  207.89675903   85.20890808   69.38832092
   23.23402596   78.18692017   98.20005798   29.37325287  204.18882751]","[ 11.89725208   6.5429821   15.94477463   2.27909279   1.25932479
   8.66307068  39.00310135  22.55934143   1.20023477  13.89231682]","[  9.98675919   7.50591135  13.98974514   1.97382545   2.56554222
   9.9495554   41.37961197  25.61858559   0.30983427  11.55605793]","[ 231.18533325   42.03068542   75.20530701  258.17080688  181.7288208
  144.12982178  298.91677856  408.57623291  122.99066162  117.16082764]",14.6129903793,2,2.0
57,"[ 162.10293579  207.89675903   85.20890808   69.38832092   23.23402596
   78.18692017   98.20005798   29.37325287  204.18882751  111.25983429]","[  6.5429821   15.94477463   2.27909279   1.25932479   8.66307068
  39.00310135  22.55934143   1.20023477  13.89231682   1.53219044]","[  7.50591135  13.98974514   1.97382545   2.56554222   9.9495554
  41.37961197  25.61858559   0.30983427  11.55605793   3.00322533]","[  42.03068542   75.20530701  258.17080688  181.7288208   144.12982178
  298.91677856  408.57623291  122.99066162  117.16082764  328.04324341]",14.4102954865,2,2.0
58,"[ 207.89675903   85.20890808   69.38832092   23.23402596   78.18692017
   98.20005798   29.37325287  204.18882751  111.25983429  230.03305054]","[ 15.94477463   2.27909279   1.25932479   8.66307068  39.00310135
  22.55934143   1.20023477  13.89231682   1.53219044  32.45801544]","[ 13.98974514   1.97382545   2.56554222   9.9495554   41.37961197
  25.61858559   0.30983427  11.55605793   3.00322533  48.2361145 ]","[  75.20530701  258.17080688  181.7288208   144.12982178  298.91677856
  408.57623291  122.99066162  117.16082764  328.04324341  177.43727112]",14.1913738251,2,2.0
59,"[  85.20890808   69.38832092   23.23402596   78.18692017   98.20005798
   29.37325287  204.18882751  111.25983429  230.03305054  266.67626953]","[  2.27909279   1.25932479   8.66307068  39.00310135  22.55934143
   1.20023477  13.89231682   1.53219044  32.45801544  15.343153  ]","[  1.97382545   2.56554222   9.9495554   41.37961197  25.61858559
   0.30983427  11.55605793   3.00322533  48.2361145   11.6018219 ]","[ 258.17080688  181.7288208   144.12982178  298.91677856  408.57623291
  122.99066162  117.16082764  328.04324341  177.43727112   11.52270794]",14.0046815872,2,2.0
60,"[  69.38832092   23.23402596   78.18692017   98.20005798   29.37325287
  204.18882751  111.25983429  230.03305054  266.67626953   28.84520149]","[  1.25932479   8.66307068  39.00310135  22.55934143   1.20023477
  13.89231682   1.53219044  32.45801544  15.343153     0.58091223]","[  2.56554222   9.9495554   41.37961197  25.61858559   0.30983427
  11.55605793   3.00322533  48.2361145   11.6018219    1.06132686]","[ 181.7288208   144.12982178  298.91677856  408.57623291  122.99066162
  117.16082764  328.04324341  177.43727112   11.52270794   78.05576324]",13.8013038635,2,2.0
61,"[  23.23402596   78.18692017   98.20005798   29.37325287  204.18882751
  111.25983429  230.03305054  266.67626953   28.84520149  164.24765015]","[  8.66307068  39.00310135  22.55934143   1.20023477  13.89231682
   1.53219044  32.45801544  15.343153     0.58091223  35.10832596]","[  9.9495554   41.37961197  25.61858559   0.30983427  11.55605793
   3.00322533  48.2361145   11.6018219    1.06132686  33.40916061]","[ 144.12982178  298.91677856  408.57623291  122.99066162  117.16082764
  328.04324341  177.43727112   11.52270794   78.05576324  197.14704895]",13.5979728699,2,2.0
62,"[  78.18692017   98.20005798   29.37325287  204.18882751  111.25983429
  230.03305054  266.67626953   28.84520149  164.24765015  110.69218445]","[ 39.00310135  22.55934143   1.20023477  13.89231682   1.53219044
  32.45801544  15.343153     0.58091223  35.10832596  18.80791283]","[ 41.37961197  25.61858559   0.30983427  11.55605793   3.00322533
  48.2361145   11.6018219    1.06132686  33.40916061   6.64326525]","[ 298.91677856  408.57623291  122.99066162  117.16082764  328.04324341
  177.43727112   11.52270794   78.05576324  197.14704895  139.23971558]",13.3940858841,2,2.0
63,"[  98.20005798   29.37325287  204.18882751  111.25983429  230.03305054
  266.67626953   28.84520149  164.24765015  110.69218445  107.98070526]","[ 22.55934143   1.20023477  13.89231682   1.53219044  32.45801544
  15.343153     0.58091223  35.10832596  18.80791283  15.90350819]","[ 25.61858559   0.30983427  11.55605793   3.00322533  48.2361145
  11.6018219    1.06132686  33.40916061   6.64326525  11.53178596]","[ 408.57623291  122.99066162  117.16082764  328.04324341  177.43727112
   11.52270794   78.05576324  197.14704895  139.23971558  207.92955017]",13.1905460358,2,2.0
64,"[  29.37325287  204.18882751  111.25983429  230.03305054  266.67626953
   28.84520149  164.24765015  110.69218445  107.98070526  107.63388062]","[  1.20023477  13.89231682   1.53219044  32.45801544  15.343153
   0.58091223  35.10832596  18.80791283  15.90350819   9.07672215]","[  0.30983427  11.55605793   3.00322533  48.2361145   11.6018219
   1.06132686  33.40916061   6.64326525  11.53178596  11.05784607]","[ 122.99066162  117.16082764  328.04324341  177.43727112   11.52270794
   78.05576324  197.14704895  139.23971558  207.92955017  355.81338501]",12.9703578949,2,2.0
65,"[ 204.18882751  111.25983429  230.03305054  266.67626953   28.84520149
  164.24765015  110.69218445  107.98070526  107.63388062  116.58302307]","[ 13.89231682   1.53219044  32.45801544  15.343153     0.58091223
  35.10832596  18.80791283  15.90350819   9.07672215   1.91473913]","[ 11.55605793   3.00322533  48.2361145   11.6018219    1.06132686
  33.40916061   6.64326525  11.53178596  11.05784607   2.83918357]","[ 117.16082764  328.04324341  177.43727112   11.52270794   78.05576324
  197.14704895  139.23971558  207.92955017  355.81338501  147.86643982]",12.7833662033,2,2.0
66,"[ 111.25983429  230.03305054  266.67626953   28.84520149  164.24765015
  110.69218445  107.98070526  107.63388062  116.58302307  220.41386414]","[  1.53219044  32.45801544  15.343153     0.58091223  35.10832596
  18.80791283  15.90350819   9.07672215   1.91473913  15.75810051]","[  3.00322533  48.2361145   11.6018219    1.06132686  33.40916061
   6.64326525  11.53178596  11.05784607   2.83918357  27.8479538 ]","[ 328.04324341  177.43727112   11.52270794   78.05576324  197.14704895
  139.23971558  207.92955017  355.81338501  147.86643982  204.05677795]",12.5794229507,2,2.0
67,"[ 230.03305054  266.67626953   28.84520149  164.24765015  110.69218445
  107.98070526  107.63388062  116.58302307  220.41386414  153.70304871]","[ 32.45801544  15.343153     0.58091223  35.10832596  18.80791283
  15.90350819   9.07672215   1.91473913  15.75810051  13.65698242]","[ 48.2361145   11.6018219    1.06132686  33.40916061   6.64326525
  11.53178596  11.05784607   2.83918357  27.8479538   13.4811964 ]","[ 177.43727112   11.52270794   78.05576324  197.14704895  139.23971558
  207.92955017  355.81338501  147.86643982  204.05677795  215.76371765]",12.3760824203,2,2.0
68,"[ 266.67626953   28.84520149  164.24765015  110.69218445  107.98070526
  107.63388062  116.58302307  220.41386414  153.70304871  283.33139038]","[ 15.343153     0.58091223  35.10832596  18.80791283  15.90350819
   9.07672215   1.91473913  15.75810051  13.65698242  15.03567123]","[ 11.6018219    1.06132686  33.40916061   6.64326525  11.53178596
  11.05784607   2.83918357  27.8479538   13.4811964    0.3521395 ]","[  11.52270794   78.05576324  197.14704895  139.23971558  207.92955017
  355.81338501  147.86643982  204.05677795  215.76371765   95.9756012 ]",12.1716804504,2,2.0
69,"[  28.84520149  164.24765015  110.69218445  107.98070526  107.63388062
  116.58302307  220.41386414  153.70304871  283.33139038  266.74737549]","[  0.58091223  35.10832596  18.80791283  15.90350819   9.07672215
   1.91473913  15.75810051  13.65698242  15.03567123   0.39738962]","[  1.06132686  33.40916061   6.64326525  11.53178596  11.05784607
   2.83918357  27.8479538   13.4811964    0.3521395    1.73382246]","[  78.05576324  197.14704895  139.23971558  207.92955017  355.81338501
  147.86643982  204.05677795  215.76371765   95.9756012    13.68578529]",11.9678096771,2,2.0
70,"[ 164.24765015  110.69218445  107.98070526  107.63388062  116.58302307
  220.41386414  153.70304871  283.33139038  266.74737549   70.51260376]","[ 35.10832596  18.80791283  15.90350819   9.07672215   1.91473913
  15.75810051  13.65698242  15.03567123   0.39738962  27.95872688]","[ 33.40916061   6.64326525  11.53178596  11.05784607   2.83918357
  27.8479538   13.4811964    0.3521395    1.73382246  21.53526306]","[ 197.14704895  139.23971558  207.92955017  355.81338501  147.86643982
  204.05677795  215.76371765   95.9756012    13.68578529  235.67282104]",11.7644386292,2,2.0
71,"[ 110.69218445  107.98070526  107.63388062  116.58302307  220.41386414
  153.70304871  283.33139038  266.74737549   70.51260376  217.0058136 ]","[ 18.80791283  15.90350819   9.07672215   1.91473913  15.75810051
  13.65698242  15.03567123   0.39738962  27.95872688  33.4950943 ]","[  6.64326525  11.53178596  11.05784607   2.83918357  27.8479538
  13.4811964    0.3521395    1.73382246  21.53526306  35.56293106]","[ 139.23971558  207.92955017  355.81338501  147.86643982  204.05677795
  215.76371765   95.9756012    13.68578529  235.67282104  156.9443512 ]",11.5611352921,2,2.0
72,"[ 107.98070526  107.63388062  116.58302307  220.41386414  153.70304871
  283.33139038  266.74737549   70.51260376  217.0058136    75.84893036]","[ 15.90350819   9.07672215   1.91473913  15.75810051  13.65698242
  15.03567123   0.39738962  27.95872688  33.4950943    0.52167535]","[ 11.53178596  11.05784607   2.83918357  27.8479538   13.4811964
   0.3521395    1.73382246  21.53526306  35.56293106   8.76963234]","[ 207.92955017  355.81338501  147.86643982  204.05677795  215.76371765
   95.9756012    13.68578529  235.67282104  156.9443512   117.19594574]",11.3409204483,2,2.0
73,"[ 107.63388062  116.58302307  220.41386414  153.70304871  283.33139038
  266.74737549   70.51260376  217.0058136    75.84893036  224.36495972]","[  9.07672215   1.91473913  15.75810051  13.65698242  15.03567123
   0.39738962  27.95872688  33.4950943    0.52167535  16.41223526]","[ 11.05784607   2.83918357  27.8479538   13.4811964    0.3521395
   1.73382246  21.53526306  35.56293106   8.76963234  19.32286072]","[ 355.81338501  147.86643982  204.05677795  215.76371765   95.9756012
   13.68578529  235.67282104  156.9443512   117.19594574  186.96118164]",11.1535215378,2,2.0
74,"[ 116.58302307  220.41386414  153.70304871  283.33139038  266.74737549
   70.51260376  217.0058136    75.84893036  224.36495972   92.17163086]","[  1.91473913  15.75810051  13.65698242  15.03567123   0.39738962
  27.95872688  33.4950943    0.52167535  16.41223526   7.00741816]","[  2.83918357  27.8479538   13.4811964    0.3521395    1.73382246
  21.53526306  35.56293106   8.76963234  19.32286072  14.10350895]","[ 147.86643982  204.05677795  215.76371765   95.9756012    13.68578529
  235.67282104  156.9443512   117.19594574  186.96118164  298.59100342]",10.9489927292,2,2.0
75,"[ 220.41386414  153.70304871  283.33139038  266.74737549   70.51260376
  217.0058136    75.84893036  224.36495972   92.17163086  138.12997437]","[ 15.75810051  13.65698242  15.03567123   0.39738962  27.95872688
  33.4950943    0.52167535  16.41223526   7.00741816   3.32219458]","[ 27.8479538   13.4811964    0.3521395    1.73382246  21.53526306
  35.56293106   8.76963234  19.32286072  14.10350895   0.55966276]","[ 204.05677795  215.76371765   95.9756012    13.68578529  235.67282104
  156.9443512   117.19594574  186.96118164  298.59100342  207.65457153]",10.744679451,2,2.0
76,"[ 153.70304871  283.33139038  266.74737549   70.51260376  217.0058136
   75.84893036  224.36495972   92.17163086  138.12997437   69.45285034]","[ 13.65698242  15.03567123   0.39738962  27.95872688  33.4950943
   0.52167535  16.41223526   7.00741816   3.32219458  27.86898613]","[ 13.4811964    0.3521395    1.73382246  21.53526306  35.56293106
   8.76963234  19.32286072  14.10350895   0.55966276  24.79722214]","[ 215.76371765   95.9756012    13.68578529  235.67282104  156.9443512
  117.19594574  186.96118164  298.59100342  207.65457153  333.50415039]",10.5392589569,2,2.0
77,"[ 283.33139038  266.74737549   70.51260376  217.0058136    75.84893036
  224.36495972   92.17163086  138.12997437   69.45285034   84.12572479]","[ 15.03567123   0.39738962  27.95872688  33.4950943    0.52167535
  16.41223526   7.00741816   3.32219458  27.86898613   5.8683753 ]","[  0.3521395    1.73382246  21.53526306  35.56293106   8.76963234
  19.32286072  14.10350895   0.55966276  24.79722214   1.96209896]","[  95.9756012    13.68578529  235.67282104  156.9443512   117.19594574
  186.96118164  298.59100342  207.65457153  333.50415039  283.71820068]",10.3344068527,2,2.0
78,"[ 266.74737549   70.51260376  217.0058136    75.84893036  224.36495972
   92.17163086  138.12997437   69.45285034   84.12572479  159.25917053]","[  0.39738962  27.95872688  33.4950943    0.52167535  16.41223526
   7.00741816   3.32219458  27.86898613   5.8683753   12.23201084]","[  1.73382246  21.53526306  35.56293106   8.76963234  19.32286072
  14.10350895   0.55966276  24.79722214   1.96209896  24.23221207]","[  13.68578529  235.67282104  156.9443512   117.19594574  186.96118164
  298.59100342  207.65457153  333.50415039  283.71820068   95.00326538]",10.1287355423,2,2.0
79,"[  70.51260376  217.0058136    75.84893036  224.36495972   92.17163086
  138.12997437   69.45285034   84.12572479  159.25917053  114.2095871 ]","[ 27.95872688  33.4950943    0.52167535  16.41223526   7.00741816
   3.32219458  27.86898613   5.8683753   12.23201084   6.29459333]","[ 21.53526306  35.56293106   8.76963234  19.32286072  14.10350895
   0.55966276  24.79722214   1.96209896  24.23221207  14.72375584]","[ 235.67282104  156.9443512   117.19594574  186.96118164  298.59100342
  207.65457153  333.50415039  283.71820068   95.00326538  104.12572479]",9.92402076721,2,2.0
80,"[ 217.0058136    75.84893036  224.36495972   92.17163086  138.12997437
   69.45285034   84.12572479  159.25917053  114.2095871    11.79247475]","[ 33.4950943    0.52167535  16.41223526   7.00741816   3.32219458
  27.86898613   5.8683753   12.23201084   6.29459333  29.14337921]","[ 35.56293106   8.76963234  19.32286072  14.10350895   0.55966276
  24.79722214   1.96209896  24.23221207  14.72375584  29.14140511]","[ 156.9443512   117.19594574  186.96118164  298.59100342  207.65457153
  333.50415039  283.71820068   95.00326538  104.12572479  283.96051025]",9.71876335144,2,2.0
81,"[  75.84893036  224.36495972   92.17163086  138.12997437   69.45285034
   84.12572479  159.25917053  114.2095871    11.79247475  129.91035461]","[  0.52167535  16.41223526   7.00741816   3.32219458  27.86898613
   5.8683753   12.23201084   6.29459333  29.14337921  42.20365143]","[  8.76963234  19.32286072  14.10350895   0.55966276  24.79722214
   1.96209896  24.23221207  14.72375584  29.14140511  36.00566864]","[ 117.19594574  186.96118164  298.59100342  207.65457153  333.50415039
  283.71820068   95.00326538  104.12572479  283.96051025  232.27304077]",9.51413726807,2,2.0
82,"[ 224.36495972   92.17163086  138.12997437   69.45285034   84.12572479
  159.25917053  114.2095871    11.79247475  129.91035461  197.24642944]","[ 16.41223526   7.00741816   3.32219458  27.86898613   5.8683753
  12.23201084   6.29459333  29.14337921  42.20365143   4.68278074]","[ 19.32286072  14.10350895   0.55966276  24.79722214   1.96209896
  24.23221207  14.72375584  29.14140511  36.00566864   4.63908911]","[ 186.96118164  298.59100342  207.65457153  333.50415039  283.71820068
   95.00326538  104.12572479  283.96051025  232.27304077  149.04943848]",9.29266548157,2,2.0
83,"[  92.17163086  138.12997437   69.45285034   84.12572479  159.25917053
  114.2095871    11.79247475  129.91035461  197.24642944   81.32108307]","[  7.00741816   3.32219458  27.86898613   5.8683753   12.23201084
   6.29459333  29.14337921  42.20365143   4.68278074   3.34455156]","[ 14.10350895   0.55966276  24.79722214   1.96209896  24.23221207
  14.72375584  29.14140511  36.00566864   4.63908911  14.36196709]","[ 298.59100342  207.65457153  333.50415039  283.71820068   95.00326538
  104.12572479  283.96051025  232.27304077  149.04943848  263.09558105]",9.10455417633,2,2.0
84,"[ 138.12997437   69.45285034   84.12572479  159.25917053  114.2095871
   11.79247475  129.91035461  197.24642944   81.32108307   23.07102394]","[  3.32219458  27.86898613   5.8683753   12.23201084   6.29459333
  29.14337921  42.20365143   4.68278074   3.34455156  17.7538147 ]","[  0.55966276  24.79722214   1.96209896  24.23221207  14.72375584
  29.14140511  36.00566864   4.63908911  14.36196709  12.84615326]","[ 207.65457153  333.50415039  283.71820068   95.00326538  104.12572479
  283.96051025  232.27304077  149.04943848  263.09558105  249.20045471]",8.90050601959,2,2.0
85,"[  69.45285034   84.12572479  159.25917053  114.2095871    11.79247475
  129.91035461  197.24642944   81.32108307   23.07102394  704.09405518]","[ 27.86898613   5.8683753   12.23201084   6.29459333  29.14337921
  42.20365143   4.68278074   3.34455156  17.7538147   15.26000881]","[ 24.79722214   1.96209896  24.23221207  14.72375584  29.14140511
  36.00566864   4.63908911  14.36196709  12.84615326  26.98163033]","[ 333.50415039  283.71820068   95.00326538  104.12572479  283.96051025
  232.27304077  149.04943848  263.09558105  249.20045471   30.04242325]",8.69669914246,2,2.0
86,"[  84.12572479  159.25917053  114.2095871    11.79247475  129.91035461
  197.24642944   81.32108307   23.07102394  704.09405518  144.56968689]","[  5.8683753   12.23201084   6.29459333  29.14337921  42.20365143
   4.68278074   3.34455156  17.7538147   15.26000881  17.53567123]","[  1.96209896  24.23221207  14.72375584  29.14140511  36.00566864
   4.63908911  14.36196709  12.84615326  26.98163033  17.67995453]","[ 283.71820068   95.00326538  104.12572479  283.96051025  232.27304077
  149.04943848  263.09558105  249.20045471   30.04242325  150.53405762]",8.49249076843,2,2.0
87,"[ 159.25917053  114.2095871    11.79247475  129.91035461  197.24642944
   81.32108307   23.07102394  704.09405518  144.56968689    8.28696823]","[ 12.23201084   6.29459333  29.14337921  42.20365143   4.68278074
   3.34455156  17.7538147   15.26000881  17.53567123   8.83720207]","[ 24.23221207  14.72375584  29.14140511  36.00566864   4.63908911
  14.36196709  12.84615326  26.98163033  17.67995453  22.89422798]","[  95.00326538  104.12572479  283.96051025  232.27304077  149.04943848
  263.09558105  249.20045471   30.04242325  150.53405762  329.97549438]",8.28876876831,2,2.0
88,"[ 114.2095871    11.79247475  129.91035461  197.24642944   81.32108307
   23.07102394  704.09405518  144.56968689    8.28696823  128.21917725]","[  6.29459333  29.14337921  42.20365143   4.68278074   3.34455156
  17.7538147   15.26000881  17.53567123   8.83720207  24.7039547 ]","[ 14.72375584  29.14140511  36.00566864   4.63908911  14.36196709
  12.84615326  26.98163033  17.67995453  22.89422798  42.02763367]","[ 104.12572479  283.96051025  232.27304077  149.04943848  263.09558105
  249.20045471   30.04242325  150.53405762  329.97549438   22.93456459]",8.0845451355,2,2.0
89,"[  11.79247475  129.91035461  197.24642944   81.32108307   23.07102394
  704.09405518  144.56968689    8.28696823  128.21917725   24.31741714]","[ 29.14337921  42.20365143   4.68278074   3.34455156  17.7538147
  15.26000881  17.53567123   8.83720207  24.7039547    6.18664026]","[ 29.14140511  36.00566864   4.63908911  14.36196709  12.84615326
  26.98163033  17.67995453  22.89422798  42.02763367  13.64460182]","[ 283.96051025  232.27304077  149.04943848  263.09558105  249.20045471
   30.04242325  150.53405762  329.97549438   22.93456459  126.84606171]",7.8811507225,2,2.0
90,"[ 129.91035461  197.24642944   81.32108307   23.07102394  704.09405518
  144.56968689    8.28696823  128.21917725   24.31741714  130.76773071]","[ 42.20365143   4.68278074   3.34455156  17.7538147   15.26000881
  17.53567123   8.83720207  24.7039547    6.18664026   0.32509914]","[ 36.00566864   4.63908911  14.36196709  12.84615326  26.98163033
  17.67995453  22.89422798  42.02763367  13.64460182   2.28192306]","[ 232.27304077  149.04943848  263.09558105  249.20045471   30.04242325
  150.53405762  329.97549438   22.93456459  126.84606171  187.99272156]",7.67703151703,2,2.0
91,"[ 197.24642944   81.32108307   23.07102394  704.09405518  144.56968689
    8.28696823  128.21917725   24.31741714  130.76773071  117.14926147]","[  4.68278074   3.34455156  17.7538147   15.26000881  17.53567123
   8.83720207  24.7039547    6.18664026   0.32509914  43.44833755]","[  4.63908911  14.36196709  12.84615326  26.98163033  17.67995453
  22.89422798  42.02763367  13.64460182   2.28192306  34.26031113]","[ 149.04943848  263.09558105  249.20045471   30.04242325  150.53405762
  329.97549438   22.93456459  126.84606171  187.99272156  202.00688171]",7.47370910645,2,2.0
92,"[  81.32108307   23.07102394  704.09405518  144.56968689    8.28696823
  128.21917725   24.31741714  130.76773071  117.14926147   45.39976501]","[  3.34455156  17.7538147   15.26000881  17.53567123   8.83720207
  24.7039547    6.18664026   0.32509914  43.44833755  11.16371155]","[ 14.36196709  12.84615326  26.98163033  17.67995453  22.89422798
  42.02763367  13.64460182   2.28192306  34.26031113  24.67778015]","[ 263.09558105  249.20045471   30.04242325  150.53405762  329.97549438
   22.93456459  126.84606171  187.99272156  202.00688171  232.72242737]",7.26935768127,2,2.0
93,"[  23.07102394  704.09405518  144.56968689    8.28696823  128.21917725
   24.31741714  130.76773071  117.14926147   45.39976501  200.62007141]","[ 17.7538147   15.26000881  17.53567123   8.83720207  24.7039547
   6.18664026   0.32509914  43.44833755  11.16371155  10.41555119]","[ 12.84615326  26.98163033  17.67995453  22.89422798  42.02763367
  13.64460182   2.28192306  34.26031113  24.67778015   5.09159374]","[ 249.20045471   30.04242325  150.53405762  329.97549438   22.93456459
  126.84606171  187.99272156  202.00688171  232.72242737  282.05255127]",7.06569957733,2,2.0
94,"[ 704.09405518  144.56968689    8.28696823  128.21917725   24.31741714
  130.76773071  117.14926147   45.39976501  200.62007141  127.23900604]","[ 15.26000881  17.53567123   8.83720207  24.7039547    6.18664026
   0.32509914  43.44833755  11.16371155  10.41555119  30.44465637]","[ 26.98163033  17.67995453  22.89422798  42.02763367  13.64460182
   2.28192306  34.26031113  24.67778015   5.09159374  24.37612724]","[  30.04242325  150.53405762  329.97549438   22.93456459  126.84606171
  187.99272156  202.00688171  232.72242737  282.05255127  103.38518524]",6.86108541489,2,2.0
95,"[ 144.56968689    8.28696823  128.21917725   24.31741714  130.76773071
  117.14926147   45.39976501  200.62007141  127.23900604  154.43011475]","[ 17.53567123   8.83720207  24.7039547    6.18664026   0.32509914
  43.44833755  11.16371155  10.41555119  30.44465637   2.81598258]","[ 17.67995453  22.89422798  42.02763367  13.64460182   2.28192306
  34.26031113  24.67778015   5.09159374  24.37612724   5.91079426]","[ 150.53405762  329.97549438   22.93456459  126.84606171  187.99272156
  202.00688171  232.72242737  282.05255127  103.38518524  279.99508667]",6.65714931488,2,2.0
96,"[   8.28696823  128.21917725   24.31741714  130.76773071  117.14926147
   45.39976501  200.62007141  127.23900604  154.43011475   54.54771042]","[  8.83720207  24.7039547    6.18664026   0.32509914  43.44833755
  11.16371155  10.41555119  30.44465637   2.81598258  28.31055069]","[ 22.89422798  42.02763367  13.64460182   2.28192306  34.26031113
  24.67778015   5.09159374  24.37612724   5.91079426  52.37131882]","[ 329.97549438   22.93456459  126.84606171  187.99272156  202.00688171
  232.72242737  282.05255127  103.38518524  279.99508667  374.78948975]",6.43767356873,2,2.0
