,activation_0,activation_1,activation_2,activation_3,dist,id,vel
0,"[ 110.24603271   81.15962219   34.66882324   48.69873428   22.51587486
    8.87170792   16.52954674   14.74066257    1.51104295    4.07011938]","[  2.9411459   10.04379463  28.50738525  14.95995808   1.41566432
   3.1860106   14.51584625   5.44520378   3.21077323  25.49495506]","[  3.2199738    9.50979996  33.97023773  19.66813469   1.08621418
   4.16096115  20.19524574   5.38189459   2.99719477  24.82251358]","[ 23.97515106  14.75113678  22.11755943   7.04066277   5.81517363
  18.84512711  26.55642128  34.01829529  28.29626465  56.93270874]",24.970287323,2,2.0
1,"[  81.15962219   34.66882324   48.69873428   22.51587486    8.87170792
   16.52954674   14.74066257    1.51104295    4.07011938  571.19989014]","[ 10.04379463  28.50738525  14.95995808   1.41566432   3.1860106
  14.51584625   5.44520378   3.21077323  25.49495506  21.25512505]","[  9.50979996  33.97023773  19.66813469   1.08621418   4.16096115
  20.19524574   5.38189459   2.99719477  24.82251358  54.7362709 ]","[ 14.75113678  22.11755943   7.04066277   5.81517363  18.84512711
  26.55642128  34.01829529  28.29626465  56.93270874  48.84845734]",24.9567947388,2,2.0
2,"[  34.66882324   48.69873428   22.51587486    8.87170792   16.52954674
   14.74066257    1.51104295    4.07011938  571.19989014  714.79754639]","[ 28.50738525  14.95995808   1.41566432   3.1860106   14.51584625
   5.44520378   3.21077323  25.49495506  21.25512505  36.02974319]","[ 33.97023773  19.66813469   1.08621418   4.16096115  20.19524574
   5.38189459   2.99719477  24.82251358  54.7362709   66.4983139 ]","[  22.11755943    7.04066277    5.81517363   18.84512711   26.55642128
   34.01829529   28.29626465   56.93270874   48.84845734  390.18463135]",24.9287128448,2,2.0
3,"[  48.69873428   22.51587486    8.87170792   16.52954674   14.74066257
    1.51104295    4.07011938  571.19989014  714.79754639  188.10934448]","[ 14.95995808   1.41566432   3.1860106   14.51584625   5.44520378
   3.21077323  25.49495506  21.25512505  36.02974319  55.96085358]","[ 19.66813469   1.08621418   4.16096115  20.19524574   5.38189459
   2.99719477  24.82251358  54.7362709   66.4983139   42.05224991]","[   7.04066277    5.81517363   18.84512711   26.55642128   34.01829529
   28.29626465   56.93270874   48.84845734  390.18463135  279.75283813]",24.8731555939,2,2.0
4,"[  22.51587486    8.87170792   16.52954674   14.74066257    1.51104295
    4.07011938  571.19989014  714.79754639  188.10934448  465.05834961]","[  1.41566432   3.1860106   14.51584625   5.44520378   3.21077323
  25.49495506  21.25512505  36.02974319  55.96085358  38.32717133]","[  1.08621418   4.16096115  20.19524574   5.38189459   2.99719477
  24.82251358  54.7362709   66.4983139   42.05224991  45.57602692]","[   5.81517363   18.84512711   26.55642128   34.01829529   28.29626465
   56.93270874   48.84845734  390.18463135  279.75283813  511.54516602]",24.7814483643,2,2.0
5,"[   8.87170792   16.52954674   14.74066257    1.51104295    4.07011938
  571.19989014  714.79754639  188.10934448  465.05834961   85.66647339]","[  3.1860106   14.51584625   5.44520378   3.21077323  25.49495506
  21.25512505  36.02974319  55.96085358  38.32717133  21.70369339]","[  4.16096115  20.19524574   5.38189459   2.99719477  24.82251358
  54.7362709   66.4983139   42.05224991  45.57602692  22.41288757]","[  18.84512711   26.55642128   34.01829529   28.29626465   56.93270874
   48.84845734  390.18463135  279.75283813  511.54516602  300.34674072]",24.66198349,2,2.0
6,"[  16.52954674   14.74066257    1.51104295    4.07011938  571.19989014
  714.79754639  188.10934448  465.05834961   85.66647339  371.14257812]","[ 14.51584625   5.44520378   3.21077323  25.49495506  21.25512505
  36.02974319  55.96085358  38.32717133  21.70369339  65.33602142]","[  20.19524574    5.38189459    2.99719477   24.82251358   54.7362709
   66.4983139    42.05224991   45.57602692   22.41288757  146.35165405]","[  26.55642128   34.01829529   28.29626465   56.93270874   48.84845734
  390.18463135  279.75283813  511.54516602  300.34674072  852.99237061]",24.3670120239,2,2.0
7,"[  14.74066257    1.51104295    4.07011938  571.19989014  714.79754639
  188.10934448  465.05834961   85.66647339  371.14257812  345.86373901]","[  5.44520378   3.21077323  25.49495506  21.25512505  36.02974319
  55.96085358  38.32717133  21.70369339  65.33602142  24.92036057]","[   5.38189459    2.99719477   24.82251358   54.7362709    66.4983139
   42.05224991   45.57602692   22.41288757  146.35165405   45.36259079]","[  34.01829529   28.29626465   56.93270874   48.84845734  390.18463135
  279.75283813  511.54516602  300.34674072  852.99237061  359.86288452]",24.2045173645,2,2.0
8,"[   1.51104295    4.07011938  571.19989014  714.79754639  188.10934448
  465.05834961   85.66647339  371.14257812  345.86373901  198.33296204]","[  3.21077323  25.49495506  21.25512505  36.02974319  55.96085358
  38.32717133  21.70369339  65.33602142  24.92036057  33.3849144 ]","[   2.99719477   24.82251358   54.7362709    66.4983139    42.05224991
   45.57602692   22.41288757  146.35165405   45.36259079   53.50550079]","[  28.29626465   56.93270874   48.84845734  390.18463135  279.75283813
  511.54516602  300.34674072  852.99237061  359.86288452  425.77801514]",24.0365219116,2,2.0
9,"[   4.07011938  571.19989014  714.79754639  188.10934448  465.05834961
   85.66647339  371.14257812  345.86373901  198.33296204  121.74358368]","[ 25.49495506  21.25512505  36.02974319  55.96085358  38.32717133
  21.70369339  65.33602142  24.92036057  33.3849144   45.87443924]","[  24.82251358   54.7362709    66.4983139    42.05224991   45.57602692
   22.41288757  146.35165405   45.36259079   53.50550079   56.54236221]","[  56.93270874   48.84845734  390.18463135  279.75283813  511.54516602
  300.34674072  852.99237061  359.86288452  425.77801514  185.22042847]",23.8609790802,2,2.0
