time,optic_flow,activation,distance,velocity
3.705e+11,"[[[  3.88931585e-06  -6.19870752e-06]
  [  3.20310960e-06  -6.81779102e-06]
  [  3.20517051e-06  -7.44583758e-06]
  ..., 
  [ -1.04560895e-05  -5.24103370e-06]
  [ -7.52314281e-06  -5.03013462e-06]
  [ -7.36791708e-06  -5.09075835e-06]]

 [[  4.73305909e-06  -9.38730500e-06]
  [  4.38621009e-06  -1.02547256e-05]
  [  5.15005104e-06  -1.11906111e-05]
  ..., 
  [ -1.45045160e-05  -1.02021540e-05]
  [ -1.23565715e-05  -1.00259122e-05]
  [ -1.22339970e-05  -1.02219383e-05]]

 [[  5.31630394e-06  -1.04293804e-05]
  [  5.51382755e-06  -1.12586067e-05]
  [  6.78463266e-06  -1.22204419e-05]
  ..., 
  [ -1.86876059e-05  -1.73132612e-05]
  [ -1.73763910e-05  -1.71877236e-05]
  [ -1.66549962e-05  -1.75015412e-05]]

 ..., 
 [[  2.95293760e+00  -9.41851330e+00]
  [  2.88546705e+00  -9.41415787e+00]
  [  2.80515289e+00  -9.35677719e+00]
  ..., 
  [  1.87550688e+00  -7.86918449e+00]
  [  1.96578467e+00  -7.88823032e+00]
  [  1.95485806e+00  -7.94110537e+00]]

 [[  3.07421851e+00  -9.24269867e+00]
  [  3.03908777e+00  -9.24229527e+00]
  [  2.96665001e+00  -9.13799858e+00]
  ..., 
  [  1.63526809e+00  -7.58768845e+00]
  [  1.69987881e+00  -7.56468582e+00]
  [  1.62453103e+00  -7.57240677e+00]]

 [[  3.25649357e+00  -8.94963837e+00]
  [  3.22340393e+00  -8.93443680e+00]
  [  3.15650058e+00  -8.73373795e+00]
  ..., 
  [  1.36233604e+00  -6.50635195e+00]
  [  1.34043252e+00  -6.43026447e+00]
  [  1.18219936e+00  -6.38502169e+00]]]",-1.00736424249,30.1033621693,0.371792763472
3.706e+11,"[[[ -7.41755184e-06   1.59318427e-06]
  [ -5.61983370e-06   1.89913510e-06]
  [ -4.54152405e-06   2.22335439e-06]
  ..., 
  [  8.75239294e-08   1.32474284e-07]
  [  1.41657264e-08   2.19749765e-08]
  [ -6.24766505e-09   2.23686314e-09]]

 [[ -8.08089135e-06   1.99018382e-06]
  [ -6.46449598e-06   2.38784696e-06]
  [ -5.45181047e-06   2.86523959e-06]
  ..., 
  [  3.14689181e-08   1.51055005e-07]
  [  1.14468568e-08   2.46175382e-08]
  [ -5.86062132e-09   2.60547517e-09]]

 [[ -8.61370154e-06   1.99763190e-06]
  [ -6.95065683e-06   2.50900325e-06]
  [ -5.22081928e-06   3.26386430e-06]
  ..., 
  [  2.21285976e-10   1.59570931e-07]
  [  9.13828657e-09   2.63774069e-08]
  [ -5.41652101e-09   2.89190583e-09]]

 ..., 
 [[  1.07012224e+00   5.85545957e-01]
  [  1.05590069e+00   5.67457497e-01]
  [  1.00772381e+00   5.63004673e-01]
  ..., 
  [  1.46180078e-01   1.27402651e+00]
  [  1.22846127e-01   1.28321922e+00]
  [  1.59345448e-01   1.31575370e+00]]

 [[  1.06590676e+00   5.72476745e-01]
  [  1.05108404e+00   5.55320084e-01]
  [  9.99808967e-01   5.50559461e-01]
  ..., 
  [  9.05393288e-02   1.10474861e+00]
  [  8.41337591e-02   1.11685431e+00]
  [  1.21923707e-01   1.15114152e+00]]

 [[  9.75660682e-01   6.05465889e-01]
  [  9.53084826e-01   5.91559470e-01]
  [  9.05614913e-01   5.77534735e-01]
  ..., 
  [  9.80253071e-02   1.09096599e+00]
  [  1.05351083e-01   1.08447123e+00]
  [  1.57874525e-01   1.09532654e+00]]]",0.0408089743497,30.0640920844,0.477128773928
3.707e+11,"[[[ -2.50873086e-06   1.11146892e-05]
  [ -3.09985239e-06   1.14472559e-05]
  [ -3.95999450e-06   1.27931135e-05]
  ..., 
  [  1.45625027e-05   1.54806075e-05]
  [  1.54204517e-05   1.51577069e-05]
  [  1.67290746e-05   1.46889051e-05]]

 [[ -4.35665697e-06   1.25503684e-05]
  [ -4.52444419e-06   1.28361162e-05]
  [ -5.31083151e-06   1.39528411e-05]
  ..., 
  [  2.08545262e-05   2.45407027e-05]
  [  2.13030962e-05   2.40092413e-05]
  [  2.17735051e-05   2.34574254e-05]]

 [[ -4.39174846e-06   1.46440907e-05]
  [ -4.30435057e-06   1.53930359e-05]
  [ -5.30073703e-06   1.68944625e-05]
  ..., 
  [  2.57451684e-05   3.51523558e-05]
  [  2.57611609e-05   3.42104249e-05]
  [  2.49637123e-05   3.33245443e-05]]

 ..., 
 [[ -4.68644953e+00   1.19012318e+01]
  [ -4.71787786e+00   1.19210835e+01]
  [ -4.76497126e+00   1.19479418e+01]
  ..., 
  [  4.34427309e+00   1.16677923e+01]
  [  4.39308310e+00   1.16427011e+01]
  [  4.41081476e+00   1.16582937e+01]]

 [[ -4.67466927e+00   1.16643801e+01]
  [ -4.68991041e+00   1.16698189e+01]
  [ -4.69767761e+00   1.16775026e+01]
  ..., 
  [  4.08631897e+00   1.12041769e+01]
  [  4.20527744e+00   1.13077297e+01]
  [  4.29039097e+00   1.14001789e+01]]

 [[ -4.59759045e+00   1.12056370e+01]
  [ -4.59482765e+00   1.12264538e+01]
  [ -4.56707382e+00   1.12136707e+01]
  ..., 
  [  3.69726872e+00   1.01832933e+01]
  [  3.85188222e+00   1.04408627e+01]
  [  3.97316647e+00   1.06803932e+01]]]",0.85990796215,29.9882123323,1.10805213451
3.708e+11,"[[[ -1.98600389e-07   7.53830761e-07]
  [ -1.05641016e-06   5.62161517e-07]
  [ -1.59939054e-06   4.90470143e-07]
  ..., 
  [ -1.95723783e-06   6.21918389e-07]
  [ -1.85214321e-06   5.45649755e-07]
  [ -1.42458600e-06   4.00077937e-07]]

 [[ -1.11556085e-06   1.15062392e-06]
  [ -1.83289092e-06   8.89179546e-07]
  [ -2.34159279e-06   8.03427895e-07]
  ..., 
  [ -2.85487795e-06   8.59376826e-07]
  [ -2.34754498e-06   7.98510712e-07]
  [ -1.71585293e-06   6.20764524e-07]]

 [[ -1.62013271e-06   1.54508894e-06]
  [ -2.25947929e-06   1.30174772e-06]
  [ -2.72143097e-06   1.29084742e-06]
  ..., 
  [ -2.52995392e-06   1.30030901e-06]
  [ -1.81375310e-06   1.29402758e-06]
  [ -1.18153457e-06   1.15776254e-06]]

 ..., 
 [[ -4.62817764e+00   9.04504395e+00]
  [ -4.53504419e+00   9.21922874e+00]
  [ -4.38361597e+00   9.36938286e+00]
  ..., 
  [  3.43907523e+00   8.17685890e+00]
  [  3.62047911e+00   8.14535618e+00]
  [  3.83768129e+00   8.03715134e+00]]

 [[ -4.10042334e+00   8.02587986e+00]
  [ -4.05776930e+00   8.30616379e+00]
  [ -3.96922541e+00   8.59798145e+00]
  ..., 
  [  3.29862881e+00   8.05569649e+00]
  [  3.49068046e+00   8.00064754e+00]
  [  3.74952102e+00   7.89173269e+00]]

 [[ -3.61217332e+00   7.04672384e+00]
  [ -3.52690530e+00   7.29538488e+00]
  [ -3.43422890e+00   7.45865011e+00]
  ..., 
  [  2.96194530e+00   7.44972706e+00]
  [  3.16196799e+00   7.39410782e+00]
  [  3.36276865e+00   7.21969223e+00]]]",0.644312822318,29.8554493951,1.54442751408
3.709e+11,"[[[ -7.21474635e-07   4.81512473e-07]
  [ -1.17393392e-06   4.96771122e-07]
  [ -1.49399921e-06   4.63777184e-07]
  ..., 
  [  3.23710083e-07   6.40528356e-07]
  [ -1.31558380e-07   4.95886184e-07]
  [ -2.05227067e-07   4.30389889e-07]]

 [[ -9.43384180e-08   4.25621266e-07]
  [ -8.68853363e-07   4.77882281e-07]
  [ -1.59549961e-06   4.90659943e-07]
  ..., 
  [  5.62773366e-08   7.09678375e-07]
  [ -3.55926801e-07   5.09115580e-07]
  [ -4.28537987e-07   4.16443783e-07]]

 [[ -1.43637152e-07   5.78312154e-07]
  [ -1.01819762e-06   6.23748349e-07]
  [ -1.75549121e-06   6.60826970e-07]
  ..., 
  [ -2.35249914e-07   8.09410551e-07]
  [ -5.20659967e-07   5.68250698e-07]
  [ -5.73681291e-07   4.62350783e-07]]

 ..., 
 [[ -2.83049607e+00   4.17691708e+00]
  [ -2.76649284e+00   4.15463066e+00]
  [ -2.70290995e+00   4.12222195e+00]
  ..., 
  [  3.16266251e+00   3.53633857e+00]
  [  3.14643812e+00   3.46881652e+00]
  [  3.14884281e+00   3.44629788e+00]]

 [[ -2.81522751e+00   4.15924311e+00]
  [ -2.75772548e+00   4.13137627e+00]
  [ -2.71097374e+00   4.10355043e+00]
  ..., 
  [  3.06958771e+00   3.53742480e+00]
  [  3.03262019e+00   3.45249724e+00]
  [  3.02598476e+00   3.41012859e+00]]

 [[ -2.80848622e+00   4.16055870e+00]
  [ -2.76538014e+00   4.13200045e+00]
  [ -2.72395611e+00   4.10267210e+00]
  ..., 
  [  2.85751557e+00   3.44469166e+00]
  [  2.76438451e+00   3.29393792e+00]
  [  2.75582004e+00   3.23627925e+00]]]",0.242376187084,29.6855533536,1.9256721735
3.71e+11,"[[[  4.27943334e-08   1.25865228e-07]
  [ -2.97762114e-07   1.50627827e-07]
  [ -2.59069253e-07   2.21352579e-07]
  ..., 
  [ -3.84945878e-07  -4.97078076e-07]
  [ -2.86496686e-07  -3.27925704e-07]
  [ -2.85781454e-07  -2.77727963e-07]]

 [[ -4.25043453e-07   1.93229866e-07]
  [ -8.04485239e-07   2.06787973e-07]
  [ -6.25135101e-07   3.07278953e-07]
  ..., 
  [ -3.30410188e-07  -6.86002295e-07]
  [ -3.91832970e-07  -4.40489856e-07]
  [ -4.08827702e-07  -3.66145940e-07]]

 [[ -3.54502447e-07   3.44077193e-07]
  [ -7.50831646e-07   3.80112027e-07]
  [ -6.58255033e-07   5.01268971e-07]
  ..., 
  [ -1.35435641e-07  -9.47252772e-07]
  [ -3.66059794e-07  -6.33399168e-07]
  [ -3.93107854e-07  -5.57282362e-07]]

 ..., 
 [[ -2.22767854e+00   2.14833212e+00]
  [ -2.21963954e+00   2.17789006e+00]
  [ -2.23348236e+00   2.20892596e+00]
  ..., 
  [  3.46619081e+00   2.17753005e+00]
  [  3.49119520e+00   2.18147898e+00]
  [  3.49899268e+00   2.17040753e+00]]

 [[ -2.26911688e+00   2.21421838e+00]
  [ -2.25625896e+00   2.23845625e+00]
  [ -2.26898503e+00   2.27122569e+00]
  ..., 
  [  3.42549443e+00   2.16336131e+00]
  [  3.43461990e+00   2.15274310e+00]
  [  3.43395257e+00   2.13468361e+00]]

 [[ -2.25635242e+00   2.25417781e+00]
  [ -2.24367404e+00   2.27984810e+00]
  [ -2.25649381e+00   2.31544542e+00]
  ..., 
  [  3.33613396e+00   2.12939239e+00]
  [  3.32776070e+00   2.10527563e+00]
  [  3.33061886e+00   2.09113383e+00]]]",0.119367230135,29.4826585045,2.17374968529
3.711e+11,"[[[  1.01382045e-06  -5.44488557e-07]
  [  1.02131605e-06  -6.21349898e-07]
  [  1.60534455e-06  -6.30308591e-07]
  ..., 
  [ -2.86797967e-06  -1.36234192e-07]
  [ -2.26084967e-06  -1.02583051e-07]
  [ -2.20409675e-06  -6.24755643e-08]]

 [[  7.17110879e-07  -7.81806534e-07]
  [  8.02312627e-07  -8.79707557e-07]
  [  1.44649061e-06  -9.04416254e-07]
  ..., 
  [ -3.69809050e-06  -2.34390285e-07]
  [ -2.94801407e-06  -1.81485618e-07]
  [ -2.86993804e-06  -1.39012172e-07]]

 [[  3.79216175e-07  -1.12710552e-06]
  [  6.11174130e-07  -1.26761597e-06]
  [  1.32489231e-06  -1.33916149e-06]
  ..., 
  [ -4.03298372e-06  -3.04628372e-07]
  [ -3.11864960e-06  -2.35305251e-07]
  [ -3.04805008e-06  -1.73149672e-07]]

 ..., 
 [[ -2.10148549e+00   1.50213647e+00]
  [ -2.08462811e+00   1.52542162e+00]
  [ -2.07635260e+00   1.55737090e+00]
  ..., 
  [  3.08272171e+00   1.40114546e+00]
  [  3.09751391e+00   1.39401329e+00]
  [  3.14926362e+00   1.39045966e+00]]

 [[ -2.08696151e+00   1.52210569e+00]
  [ -2.06799722e+00   1.54219973e+00]
  [ -2.05913734e+00   1.56955719e+00]
  ..., 
  [  3.03776193e+00   1.40154028e+00]
  [  3.04780650e+00   1.39938724e+00]
  [  3.07986569e+00   1.38552463e+00]]

 [[ -2.08092713e+00   1.55888212e+00]
  [ -2.05543327e+00   1.56720686e+00]
  [ -2.03760910e+00   1.57811606e+00]
  ..., 
  [  2.96677613e+00   1.37684071e+00]
  [  2.96623206e+00   1.36833513e+00]
  [  2.96622467e+00   1.33056855e+00]]]",0.0857860418113,29.2607591256,2.31497335434
3.713e+11,"[[[  1.44112857e-06  -7.82780489e-07]
  [  1.63888717e-06  -8.11800078e-07]
  [  1.12961436e-06  -8.33390800e-07]
  ..., 
  [ -1.30302067e-06  -4.75687955e-07]
  [ -1.38844814e-06  -4.89684339e-07]
  [ -1.22741585e-06  -4.91648109e-07]]

 [[  1.60421484e-06  -1.38221708e-06]
  [  1.87567548e-06  -1.46821128e-06]
  [  1.32165360e-06  -1.49323591e-06]
  ..., 
  [ -1.62326148e-06  -5.47255183e-07]
  [ -1.66780285e-06  -5.71763394e-07]
  [ -1.52441794e-06  -5.94405151e-07]]

 [[  1.64349717e-06  -1.77480820e-06]
  [  1.87057049e-06  -1.87454373e-06]
  [  1.29996511e-06  -1.93480355e-06]
  ..., 
  [ -1.58343744e-06  -6.91102969e-07]
  [ -1.71147758e-06  -7.17606952e-07]
  [ -1.58857176e-06  -7.52821620e-07]]

 ..., 
 [[ -5.69673538e+00   5.19082212e+00]
  [ -5.65676785e+00   5.23693275e+00]
  [ -5.66748333e+00   5.30181456e+00]
  ..., 
  [  6.61172152e+00   4.99878454e+00]
  [  6.62394476e+00   4.98943615e+00]
  [  6.74653244e+00   5.01441050e+00]]

 [[ -5.58470392e+00   5.16712523e+00]
  [ -5.55587435e+00   5.21638441e+00]
  [ -5.59462118e+00   5.29952431e+00]
  ..., 
  [  6.39976358e+00   4.87131357e+00]
  [  6.38241625e+00   4.85439777e+00]
  [  6.51558113e+00   4.90617990e+00]]

 [[ -5.42927361e+00   5.11614132e+00]
  [ -5.40812016e+00   5.17337513e+00]
  [ -5.46173239e+00   5.26359653e+00]
  ..., 
  [  6.07129765e+00   4.63410616e+00]
  [  6.04047823e+00   4.59942389e+00]
  [  6.16423368e+00   4.66619015e+00]]]",0.325609827671,28.7834214319,2.49216985703
3.714e+11,"[[[ -1.53346065e-07  -2.57334534e-07]
  [ -1.87934575e-07  -2.56025658e-07]
  [ -2.71977200e-07  -2.22235172e-07]
  ..., 
  [ -1.36961035e-06   4.64197655e-07]
  [ -8.80114669e-07   3.84651628e-07]
  [ -8.08198479e-07   2.93067927e-07]]

 [[  7.83951123e-07  -2.80330454e-07]
  [  7.00297733e-07  -2.60963049e-07]
  [  5.46852789e-07  -2.04026549e-07]
  ..., 
  [ -1.33566004e-06   5.78404752e-07]
  [ -9.67573897e-07   4.60119878e-07]
  [ -9.33745980e-07   3.20241071e-07]]

 [[  1.74112267e-06  -1.12252749e-07]
  [  1.82260567e-06  -1.19047840e-07]
  [  1.72864657e-06  -2.88901596e-08]
  ..., 
  [ -1.73837293e-06   7.43037049e-07]
  [ -1.33266576e-06   6.14293015e-07]
  [ -1.24453175e-06   4.57022111e-07]]

 ..., 
 [[ -3.08812571e+00   3.20081401e+00]
  [ -3.08089089e+00   3.29386783e+00]
  [ -3.09215760e+00   3.41596150e+00]
  ..., 
  [  3.84136343e+00   3.65794754e+00]
  [  3.86699367e+00   3.66155887e+00]
  [  3.90324950e+00   3.66953468e+00]]

 [[ -2.97890520e+00   3.12266803e+00]
  [ -2.98667121e+00   3.23998189e+00]
  [ -3.02213144e+00   3.39605427e+00]
  ..., 
  [  3.80438948e+00   3.61190510e+00]
  [  3.82619500e+00   3.60984516e+00]
  [  3.86702633e+00   3.61356711e+00]]

 [[ -2.82469535e+00   2.98950791e+00]
  [ -2.84670448e+00   3.15075231e+00]
  [ -2.90111804e+00   3.34323478e+00]
  ..., 
  [  3.57670259e+00   3.39481187e+00]
  [  3.57955432e+00   3.36941886e+00]
  [  3.60607767e+00   3.34615064e+00]]]",0.217372354922,28.5334021291,2.55505537987
3.715e+11,"[[[  1.97952357e-08   1.81596480e-08]
  [  1.40104675e-07   3.57117926e-08]
  [  1.35112799e-07   3.40513076e-08]
  ..., 
  [ -1.31538650e-06   1.01454987e-07]
  [ -1.41237410e-06   9.21496905e-08]
  [ -1.64462733e-06   5.49372068e-08]]

 [[ -6.22136014e-08   1.05562698e-07]
  [  5.84816107e-08   1.29314998e-07]
  [  5.80974060e-08   1.24749278e-07]
  ..., 
  [ -1.46657510e-06   2.31202719e-07]
  [ -1.54715633e-06   2.10027011e-07]
  [ -1.76980541e-06   1.43812230e-07]]

 [[  6.54190089e-08   1.07743809e-07]
  [  1.31328619e-07   1.43764808e-07]
  [  1.12486291e-07   1.50123356e-07]
  ..., 
  [ -1.36972096e-06   2.68438356e-07]
  [ -1.51938218e-06   2.14492900e-07]
  [ -1.72811917e-06   1.28711832e-07]]

 ..., 
 [[ -3.56368995e+00   3.94828439e+00]
  [ -3.61073136e+00   4.04841614e+00]
  [ -3.60144997e+00   4.12472677e+00]
  ..., 
  [  3.96309066e+00   3.65834188e+00]
  [  4.03576756e+00   3.73209047e+00]
  [  4.06712914e+00   3.78687739e+00]]

 [[ -3.39982867e+00   3.85062313e+00]
  [ -3.44721389e+00   3.96073508e+00]
  [ -3.43240905e+00   4.04223156e+00]
  ..., 
  [  3.88127184e+00   3.60627556e+00]
  [  3.96056676e+00   3.69011188e+00]
  [  3.99151516e+00   3.74755836e+00]]

 [[ -3.13437891e+00   3.67175937e+00]
  [ -3.16627288e+00   3.76892424e+00]
  [ -3.14621878e+00   3.84052324e+00]
  ..., 
  [  3.75047183e+00   3.46626759e+00]
  [  3.81817698e+00   3.54990244e+00]
  [  3.85087204e+00   3.61172175e+00]]]",0.231268283737,28.2780160642,2.60558319092
