time,optic_flow,activation,optic_flow_cn45,activation_cn45,optic_flow_c45,distance,activation_c45,velocity
5.665e+11,"[[[  1.24859071e-06  -1.03763362e-07]
  [  1.23122652e-06  -1.41426440e-07]
  [  1.16653939e-06  -1.30478497e-07]
  ..., 
  [ -1.19649917e-06   8.56343945e-07]
  [ -2.12026293e-06   8.56818644e-07]
  [ -2.69328348e-06   8.33448723e-07]]

 [[  1.25050917e-06  -1.26115040e-07]
  [  1.28809620e-06  -1.57607587e-07]
  [  1.34999289e-06  -1.50345741e-07]
  ..., 
  [ -2.60247930e-06   8.70185204e-07]
  [ -3.72334716e-06   9.24902565e-07]
  [ -4.49515255e-06   1.01706144e-06]]

 [[  1.51731172e-06  -1.51157963e-07]
  [  1.57383261e-06  -1.71772044e-07]
  [  1.64268761e-06  -1.86994654e-07]
  ..., 
  [ -3.82689905e-06   7.32230717e-07]
  [ -5.12021415e-06   8.64582432e-07]
  [ -5.67441884e-06   1.04243554e-06]]

 ..., 
 [[ -1.57111827e-02  -5.84378362e-01]
  [ -2.79474594e-02  -5.81115961e-01]
  [ -7.24402890e-02  -5.59750557e-01]
  ..., 
  [ -1.09899238e-01  -3.28658432e-01]
  [ -8.38059708e-02  -3.32398713e-01]
  [ -7.97958523e-02  -3.30691487e-01]]

 [[ -2.61784308e-02  -5.53036869e-01]
  [ -3.59963067e-02  -5.46551585e-01]
  [ -7.76204765e-02  -5.22798538e-01]
  ..., 
  [ -1.09789431e-01  -2.09915861e-01]
  [ -8.18695650e-02  -2.03318313e-01]
  [ -7.62189776e-02  -1.98585749e-01]]

 [[ -4.32333238e-02  -5.54470658e-01]
  [ -5.29715084e-02  -5.46780527e-01]
  [ -9.29833502e-02  -5.20790815e-01]
  ..., 
  [ -9.91361961e-02  -1.09311216e-01]
  [ -8.41347352e-02  -1.02198198e-01]
  [ -8.50118622e-02  -1.06416121e-01]]]",-0.0316997422029,,,,25.2973120049,,-0.0211552232504
5.666e+11,"[[[  3.58416810e-06  -1.05898630e-06]
  [  3.67993675e-06  -9.39383540e-07]
  [  4.29080137e-06  -8.85816064e-07]
  ..., 
  [ -3.30324451e-06  -5.89714318e-07]
  [ -6.88062585e-07  -5.16588727e-07]
  [  4.49794072e-07  -3.75973229e-07]]

 [[  4.90670254e-06  -2.06603841e-06]
  [  4.73555747e-06  -1.92998596e-06]
  [  4.84433303e-06  -2.01679404e-06]
  ..., 
  [ -3.18465095e-06  -1.19266269e-06]
  [ -7.54675753e-08  -1.04228957e-06]
  [  1.38976645e-06  -8.80293271e-07]]

 [[  5.25793121e-06  -3.33020830e-06]
  [  4.74991020e-06  -3.13754094e-06]
  [  4.51880442e-06  -3.34022684e-06]
  ..., 
  [ -2.64562027e-06  -1.69295606e-06]
  [  7.45820216e-07  -1.54438032e-06]
  [  2.23668121e-06  -1.35410301e-06]]

 ..., 
 [[  1.22934198e+00  -7.30690622e+00]
  [  1.20304656e+00  -7.29447508e+00]
  [  1.17235386e+00  -7.30260992e+00]
  ..., 
  [ -1.42418492e+00  -5.82667351e+00]
  [ -1.41080904e+00  -5.82623911e+00]
  [ -1.41998184e+00  -5.83788300e+00]]

 [[  1.24160755e+00  -7.24872732e+00]
  [  1.21121490e+00  -7.23242950e+00]
  [  1.18554676e+00  -7.23119831e+00]
  ..., 
  [ -1.25120008e+00  -5.18632984e+00]
  [ -1.24219966e+00  -5.21775246e+00]
  [ -1.24828637e+00  -5.24773502e+00]]

 [[  1.23791039e+00  -7.01223993e+00]
  [  1.21370482e+00  -6.98242569e+00]
  [  1.19931734e+00  -6.95988750e+00]
  ..., 
  [ -1.03338528e+00  -4.40119743e+00]
  [ -1.02741504e+00  -4.47368002e+00]
  [ -1.02453053e+00  -4.49884844e+00]]]",-0.436139548889,,,,25.2924419052,,0.0581952035427
5.667e+11,"[[[ -1.03195885e-06   1.68551526e-06]
  [ -1.56450153e-06   1.64552011e-06]
  [ -1.90206504e-06   1.70109627e-06]
  ..., 
  [  5.80108417e-06   1.11511986e-06]
  [  5.87843033e-06   7.15801207e-07]
  [  6.30458226e-06   3.83135102e-07]]

 [[ -2.30011028e-06   2.10603594e-06]
  [ -2.90095704e-06   2.12715508e-06]
  [ -3.14925228e-06   2.39514475e-06]
  ..., 
  [  7.05117236e-06   1.73819717e-06]
  [  6.83155258e-06   1.17885645e-06]
  [  7.16633895e-06   7.13795657e-07]]

 [[ -3.16085357e-06   2.39473229e-06]
  [ -3.80371193e-06   2.61524792e-06]
  [ -4.11593828e-06   3.11326016e-06]
  ..., 
  [  8.35095761e-06   2.38053121e-06]
  [  8.06241405e-06   1.71207171e-06]
  [  8.44190345e-06   1.16230262e-06]]

 ..., 
 [[ -7.17809677e-01   3.80059743e+00]
  [ -7.53890872e-01   3.83293438e+00]
  [ -7.27696359e-01   3.83258843e+00]
  ..., 
  [  5.07741451e-01   3.48906922e+00]
  [  5.31828284e-01   3.28638959e+00]
  [  6.29587829e-01   2.98613453e+00]]

 [[ -6.60765588e-01   3.62476349e+00]
  [ -7.03505635e-01   3.67529249e+00]
  [ -6.82024598e-01   3.68286371e+00]
  ..., 
  [  4.22627002e-01   3.35316300e+00]
  [  4.55607414e-01   3.12883472e+00]
  [  5.46563923e-01   2.74515271e+00]]

 [[ -5.81961930e-01   3.39259076e+00]
  [ -6.43541873e-01   3.47861505e+00]
  [ -6.34359539e-01   3.52459168e+00]
  ..., 
  [  3.33767802e-01   3.10815239e+00]
  [  3.69516581e-01   2.88270402e+00]
  [  4.45431888e-01   2.39955926e+00]]]",0.225978241683,,,,25.2764656944,,0.187030300498
5.668e+11,"[[[  1.24314749e-06   2.77674008e-06]
  [  1.52295956e-06   3.06651259e-06]
  [  7.62375123e-07   3.28738270e-06]
  ..., 
  [ -2.14056877e-06   2.76647484e-06]
  [ -2.20729021e-06   2.58355431e-06]
  [ -2.48453534e-06   2.74702779e-06]]

 [[  4.44827066e-07   3.25495398e-06]
  [  7.32050978e-07   3.55468137e-06]
  [ -2.62833225e-07   3.77520587e-06]
  ..., 
  [ -2.96186545e-06   2.87025455e-06]
  [ -2.59790409e-06   2.69005386e-06]
  [ -3.01335376e-06   2.97899101e-06]]

 [[ -3.37901838e-07   3.52154802e-06]
  [ -1.01329448e-07   3.82044936e-06]
  [ -1.18224682e-06   3.99085684e-06]
  ..., 
  [ -3.13753526e-06   3.01532987e-06]
  [ -2.64331743e-06   2.85659075e-06]
  [ -3.20882896e-06   3.23162840e-06]]

 ..., 
 [[ -9.02366996e-01   4.48083782e+00]
  [ -8.72791052e-01   4.51295471e+00]
  [ -8.36545110e-01   4.49197626e+00]
  ..., 
  [  5.83586812e-01   4.09006214e+00]
  [  5.50766289e-01   3.97354817e+00]
  [  6.38222575e-01   4.03880978e+00]]

 [[ -7.96713173e-01   4.05866575e+00]
  [ -7.72353172e-01   4.12362719e+00]
  [ -7.36224830e-01   4.05077171e+00]
  ..., 
  [  4.72084284e-01   3.78803205e+00]
  [  4.42362517e-01   3.63270617e+00]
  [  5.24595559e-01   3.60920835e+00]]

 [[ -6.63689971e-01   3.44920540e+00]
  [ -6.50595427e-01   3.55461311e+00]
  [ -6.26920164e-01   3.46061707e+00]
  ..., 
  [  3.26612979e-01   3.30210161e+00]
  [  3.12643111e-01   3.12388158e+00]
  [  3.81622016e-01   2.98542166e+00]]]",0.285458832943,,,,25.2455640763,,0.373474836349
5.669e+11,"[[[  1.09265613e-06   1.16488434e-06]
  [  1.49472854e-07   1.35531639e-06]
  [ -3.30028087e-07   1.48549771e-06]
  ..., 
  [  1.53038275e-06   2.08581855e-06]
  [  1.87883427e-06   2.07931885e-06]
  [  2.42567489e-06   2.07704352e-06]]

 [[  8.33415072e-07   1.53593339e-06]
  [ -3.18046574e-07   1.95320240e-06]
  [ -1.11868906e-06   2.21996197e-06]
  ..., 
  [  2.79004189e-06   2.28740919e-06]
  [  2.98558575e-06   2.23287975e-06]
  [  3.31470301e-06   2.23620145e-06]]

 [[  4.13716862e-07   2.07255516e-06]
  [ -7.33494858e-07   2.68660870e-06]
  [ -1.81217001e-06   2.99562976e-06]
  ..., 
  [  3.26960367e-06   2.33897731e-06]
  [  3.52252005e-06   2.25261488e-06]
  [  3.97016538e-06   2.24451833e-06]]

 ..., 
 [[ -1.00009453e+00   3.47141623e+00]
  [ -9.81799483e-01   3.44870281e+00]
  [ -9.44954216e-01   3.43707943e+00]
  ..., 
  [  8.53821635e-01   2.79015803e+00]
  [  8.98558915e-01   2.81098461e+00]
  [  1.01622891e+00   2.82441044e+00]]

 [[ -1.04130268e+00   3.51686358e+00]
  [ -1.01831782e+00   3.48520541e+00]
  [ -9.81996298e-01   3.47086477e+00]
  ..., 
  [  8.78372967e-01   2.70221257e+00]
  [  9.07659709e-01   2.73138046e+00]
  [  1.01390457e+00   2.74689126e+00]]

 [[ -1.07922435e+00   3.51614332e+00]
  [ -1.04714704e+00   3.46216512e+00]
  [ -1.01900971e+00   3.44184637e+00]
  ..., 
  [  8.40693533e-01   2.37974238e+00]
  [  8.58893931e-01   2.43882084e+00]
  [  9.42265868e-01   2.47696233e+00]]]",0.194521464827,,,,25.1953489516,,0.546488702297
5.67e+11,"[[[  4.54621022e-06   7.79126083e-07]
  [  4.17860156e-06   7.18546744e-07]
  [  4.45076239e-06   6.75896160e-07]
  ..., 
  [  2.70522401e-06   3.68005516e-07]
  [  3.93711071e-06   3.98836590e-07]
  [  5.36112748e-06   4.78445486e-07]]

 [[  5.46126557e-06   1.05425227e-06]
  [  5.42819180e-06   9.78759886e-07]
  [  6.11423775e-06   9.28430609e-07]
  ..., 
  [  3.13256055e-06   4.32511683e-07]
  [  4.39786982e-06   4.97670214e-07]
  [  5.90243462e-06   6.38205734e-07]]

 [[  5.28938835e-06   1.26766565e-06]
  [  5.57083740e-06   1.20668767e-06]
  [  6.73057275e-06   1.21811672e-06]
  ..., 
  [  2.54657175e-06   5.06593381e-07]
  [  3.98655538e-06   6.47963589e-07]
  [  5.43368378e-06   8.84531516e-07]]

 ..., 
 [[ -3.86537582e-01   1.24740469e+00]
  [ -4.05781507e-01   1.26282644e+00]
  [ -4.12761658e-01   1.26963735e+00]
  ..., 
  [  5.25632620e-01   1.08008087e+00]
  [  4.98370737e-01   1.06568003e+00]
  [  4.66856092e-01   1.02787805e+00]]

 [[ -4.28931743e-01   1.27382255e+00]
  [ -4.48075116e-01   1.29198432e+00]
  [ -4.49801117e-01   1.30004406e+00]
  ..., 
  [  5.13900816e-01   1.03968120e+00]
  [  4.87387151e-01   1.03195882e+00]
  [  4.62413251e-01   9.96012032e-01]]

 [[ -4.74662036e-01   1.25746727e+00]
  [ -4.94478911e-01   1.28463662e+00]
  [ -4.90821123e-01   1.29949093e+00]
  ..., 
  [  4.79513735e-01   9.34237480e-01]
  [  4.53217179e-01   9.42272782e-01]
  [  4.28230554e-01   9.04379189e-01]]]",0.0621145487847,,,,25.1306273741,,0.679804563522
5.671e+11,"[[[ -1.89552838e-06  -5.14230720e-08]
  [ -1.95743473e-06  -1.08618316e-07]
  [ -2.75218122e-06  -1.93477305e-07]
  ..., 
  [ -2.44469902e-06   6.99873681e-07]
  [ -2.92300115e-06   6.72556666e-07]
  [ -3.35169580e-06   5.51690562e-07]]

 [[ -2.53957796e-06  -5.06216153e-08]
  [ -2.83588111e-06  -1.22718021e-07]
  [ -3.81497466e-06  -2.23427307e-07]
  ..., 
  [ -2.51465258e-06   9.88819352e-07]
  [ -3.39045641e-06   9.82677307e-07]
  [ -3.99403962e-06   8.32542639e-07]]

 [[ -2.63967627e-06  -1.16025639e-07]
  [ -3.25051519e-06  -2.16373863e-07]
  [ -4.35661013e-06  -3.08139704e-07]
  ..., 
  [ -1.76795504e-06   1.24354494e-06]
  [ -3.04332025e-06   1.23083953e-06]
  [ -3.96855830e-06   1.04701542e-06]]

 ..., 
 [[ -5.64017773e-01   8.14339459e-01]
  [ -5.68710804e-01   8.13164651e-01]
  [ -5.51628709e-01   8.09248924e-01]
  ..., 
  [  4.09832239e-01   6.35455847e-01]
  [  4.34112817e-01   6.40707254e-01]
  [  4.69445467e-01   6.18232787e-01]]

 [[ -5.63404739e-01   8.11910331e-01]
  [ -5.71398616e-01   8.14413428e-01]
  [ -5.58323741e-01   8.13929081e-01]
  ..., 
  [  4.23307598e-01   6.45743251e-01]
  [  4.44915384e-01   6.49873495e-01]
  [  4.67411131e-01   6.22064173e-01]]

 [[ -5.40770352e-01   7.87115753e-01]
  [ -5.54603696e-01   7.92801917e-01]
  [ -5.47636211e-01   7.94741809e-01]
  ..., 
  [  4.40579355e-01   6.64630949e-01]
  [  4.60492700e-01   6.59402013e-01]
  [  4.71004725e-01   6.27411306e-01]]]",0.0345818617454,,,,25.0538022222,,0.771266162395
5.672e+11,"[[[  3.16053320e-06  -1.95409115e-07]
  [  3.25417136e-06  -1.54252774e-07]
  [  4.09945596e-06  -7.43260316e-08]
  ..., 
  [ -3.35746313e-06  -9.31725026e-08]
  [ -3.98689963e-06   6.32599395e-08]
  [ -4.42470309e-06   1.90741147e-07]]

 [[  3.56400778e-06  -3.87333841e-07]
  [  3.97224130e-06  -3.71653613e-07]
  [  4.95329959e-06  -3.23096970e-07]
  ..., 
  [ -4.77294861e-06   4.07307397e-07]
  [ -5.27616794e-06   4.43464899e-07]
  [ -5.25046244e-06   5.43612714e-07]]

 [[  3.56492887e-06  -5.07763389e-07]
  [  4.34749882e-06  -5.30996545e-07]
  [  5.38098493e-06  -5.20518881e-07]
  ..., 
  [ -6.57652117e-06   1.71764850e-06]
  [ -7.17178591e-06   1.64664948e-06]
  [ -6.46173703e-06   1.60864613e-06]]

 ..., 
 [[ -3.26510429e-01   6.72601461e-01]
  [ -3.41967642e-01   7.02416897e-01]
  [ -3.38069230e-01   7.19619215e-01]
  ..., 
  [  4.64281499e-01   7.87852347e-01]
  [  5.12201965e-01   7.71839321e-01]
  [  5.27463138e-01   7.53426671e-01]]

 [[ -3.19863498e-01   6.63659751e-01]
  [ -3.24447989e-01   6.83292627e-01]
  [ -3.04838032e-01   6.91768944e-01]
  ..., 
  [  4.34817433e-01   7.84623325e-01]
  [  4.84830976e-01   7.69461215e-01]
  [  5.11688471e-01   7.48089373e-01]]

 [[ -3.17378402e-01   6.86493397e-01]
  [ -3.10007423e-01   6.99281931e-01]
  [ -2.81993032e-01   7.03974307e-01]
  ..., 
  [  4.12489444e-01   7.59876132e-01]
  [  4.59362835e-01   7.48482108e-01]
  [  5.01974106e-01   7.29800344e-01]]]",0.0222088242283,,,,24.9704497336,,0.829468369484
5.674e+11,"[[[  3.54566919e-06   7.10439423e-08]
  [  3.60774084e-06   3.07059267e-08]
  [  3.03797560e-06  -1.18927268e-07]
  ..., 
  [ -2.57671195e-06   2.11671772e-06]
  [ -2.26220573e-06   1.80941265e-06]
  [ -2.80960535e-06   1.68428005e-06]]

 [[  4.22433141e-06   1.77030746e-08]
  [  4.38970437e-06  -3.09143111e-08]
  [  3.90826381e-06  -2.67261953e-07]
  ..., 
  [ -3.21468406e-06   2.93049266e-06]
  [ -2.93158018e-06   2.58784917e-06]
  [ -3.79504218e-06   2.50116022e-06]]

 [[  4.73201226e-06   1.02877848e-07]
  [  5.05118169e-06   4.47711095e-08]
  [  4.89639524e-06  -1.96406830e-07]
  ..., 
  [ -3.30897637e-06   2.95986706e-06]
  [ -3.12424845e-06   2.59425042e-06]
  [ -4.39988071e-06   2.52911104e-06]]

 ..., 
 [[ -1.29286122e+00   2.45881605e+00]
  [ -1.22790492e+00   2.39848781e+00]
  [ -1.18294501e+00   2.37249112e+00]
  ..., 
  [  1.08940804e+00   1.82900512e+00]
  [  1.08747709e+00   1.76378119e+00]
  [  1.07171106e+00   1.68349850e+00]]

 [[ -1.33363616e+00   2.46862078e+00]
  [ -1.27728713e+00   2.42015386e+00]
  [ -1.24668884e+00   2.40203047e+00]
  ..., 
  [  1.10001457e+00   1.73146367e+00]
  [  1.08774471e+00   1.66332936e+00]
  [  1.05444002e+00   1.58356988e+00]]

 [[ -1.31522202e+00   2.47153997e+00]
  [ -1.29203308e+00   2.45342946e+00]
  [ -1.28523159e+00   2.45128369e+00]
  ..., 
  [  1.09636211e+00   1.63473833e+00]
  [  1.07668543e+00   1.56105423e+00]
  [  1.02491987e+00   1.48191929e+00]]]",0.100382840358,,,,24.7898570421,,0.898307681084
5.676e+11,"[[[  9.67139158e-07   5.43946442e-07]
  [  9.80998720e-07   5.08073413e-07]
  [  1.12912267e-06   3.75154116e-07]
  ..., 
  [ -3.65444794e-06  -1.47762182e-06]
  [ -4.17188585e-06  -1.43586385e-06]
  [ -4.51133292e-06  -1.22847450e-06]]

 [[  4.80464962e-07   6.33340278e-07]
  [  4.58877508e-07   5.33286027e-07]
  [  7.79080381e-07   3.52944966e-07]
  ..., 
  [ -4.43675890e-06  -1.82562917e-06]
  [ -5.03483443e-06  -1.75774778e-06]
  [ -5.47053332e-06  -1.51276231e-06]]

 [[  1.35346070e-07   7.66080632e-07]
  [  4.86127227e-08   6.57829219e-07]
  [  6.06493984e-07   4.54621841e-07]
  ..., 
  [ -6.42238774e-06  -2.46479067e-06]
  [ -7.23939274e-06  -2.34630420e-06]
  [ -7.89456681e-06  -1.91853064e-06]]

 ..., 
 [[ -1.14481783e+00   2.86174488e+00]
  [ -1.10638928e+00   2.89663172e+00]
  [ -1.03523004e+00   2.91703725e+00]
  ..., 
  [  1.35296762e+00   2.47385335e+00]
  [  1.37789917e+00   2.42064667e+00]
  [  1.39624906e+00   2.33166742e+00]]

 [[ -1.15993822e+00   2.85052276e+00]
  [ -1.11659968e+00   2.89181328e+00]
  [ -1.05677497e+00   2.91250110e+00]
  ..., 
  [  1.14945710e+00   2.21348119e+00]
  [  1.15546465e+00   2.14328599e+00]
  [  1.14528453e+00   2.03808308e+00]]

 [[ -1.14779377e+00   2.78446293e+00]
  [ -1.10775650e+00   2.83143353e+00]
  [ -1.06833994e+00   2.85266447e+00]
  ..., 
  [  7.63555825e-01   1.57394457e+00]
  [  7.50690639e-01   1.49684513e+00]
  [  7.27899671e-01   1.42313468e+00]]]",0.139542177595,,,,24.5981750197,,0.934439063072
