,activation,distance,fov_x,velocity
0,5425.29464484,28.95,90,0.97
1,5767.67308039,28.84,90,0.98
2,5723.88728019,28.74,90,0.99
3,5798.17125022,28.64,90,0.99
4,4631.69193224,28.53,90,1.0
5,5587.81511767,28.43,90,1.0
6,4858.3419287,28.32,90,1.01
7,6278.20488736,28.21,90,1.01
8,4975.20740679,28.1,90,1.01
9,6043.33273423,28.0,90,1.02
10,6308.06909389,27.78,90,1.02
11,6381.45797595,27.67,90,1.02
12,6348.92836469,27.56,90,1.03
13,6920.03117666,27.45,90,1.03
14,6802.62358682,27.34,90,1.02
15,6426.96225179,27.23,90,1.02
16,5659.6112354,27.12,90,1.03
17,5175.68169309,27.01,90,1.03
18,5958.49489658,26.9,90,1.03
19,5869.47847692,26.79,90,1.03
20,5750.41598138,26.68,90,1.03
21,6330.77645963,26.56,90,1.03
22,6734.98991101,26.45,90,1.03
23,6713.22909317,26.34,90,1.03
24,5744.974157,26.23,90,1.04
25,6569.64853198,26.12,90,1.03
26,6990.8190648,26.01,90,1.03
27,6687.81854695,25.9,90,1.03
28,6049.73776632,25.79,90,1.03
29,5926.92961115,25.68,90,1.03
30,5582.62462801,25.57,90,1.03
31,6046.73401623,25.46,90,1.02
32,5769.31263174,25.35,90,1.02
33,5281.58562015,25.24,90,1.02
34,5226.16649332,25.13,90,1.02
35,6251.04719538,25.02,90,1.03
36,7073.05515153,24.91,90,1.03
37,6270.37378608,24.8,90,1.03
38,6352.15748595,24.7,90,1.02
39,7316.9079548,24.59,90,1.02
40,5940.01475299,24.48,90,1.02
41,5845.17658112,24.38,90,1.02
42,5819.04538159,24.27,90,1.02
43,6405.19476664,24.16,90,1.02
44,5696.07341447,24.05,90,1.02
45,5876.65283835,23.94,90,1.02
46,5717.77580245,23.84,90,1.02
47,6303.2462589,23.73,90,1.02
48,6210.46799936,23.62,90,1.02
49,6218.0635623,23.51,90,1.02
50,5335.44082232,23.4,90,1.02
51,5921.92359047,23.29,90,1.02
52,5802.96729162,23.19,90,1.02
53,5968.74764226,23.08,90,1.01
54,5971.88167441,22.98,90,1.01
55,5426.06767763,22.87,90,1.01
56,4973.27749047,22.76,90,1.01
57,6095.01112103,22.66,90,1.01
58,5526.5067439,22.55,90,1.01
59,6168.14745891,22.44,90,1.01
60,5633.61936054,22.34,90,1.01
61,6566.08290209,22.23,90,1.01
62,5660.90592925,22.12,90,1.01
63,6092.88960165,22.02,90,1.01
64,5482.5984711,21.91,90,1.01
65,4807.85582837,21.8,90,1.01
66,6514.66140285,21.7,90,1.01
67,5693.16249077,21.59,90,1.01
68,6445.59251808,21.49,90,1.01
69,5610.97839032,21.38,90,1.02
70,6054.51196329,21.27,90,1.01
71,6380.27187569,21.16,90,1.01
72,5801.80382075,21.06,90,1.02
73,6238.39647691,20.95,90,1.01
74,6394.64926322,20.84,90,1.01
75,6749.93865647,20.74,90,1.01
76,6016.94865142,20.63,90,1.01
77,5944.97332181,20.53,90,1.01
78,5636.14602561,20.42,90,1.01
79,6043.3175198,20.32,90,1.01
80,5960.3337366,20.21,90,1.01
81,5341.70694417,20.11,90,1.01
82,6102.42558083,20.01,90,1.01
83,5447.82078205,19.9,90,1.01
84,5113.98447096,19.8,90,1.01
85,5282.10415148,19.69,90,1.01
86,6333.69569854,19.59,90,1.0
87,11120.1161954,19.38,90,1.01
88,5368.81561684,19.28,90,1.01
89,12352.5017252,19.07,90,1.0
90,5841.80256652,18.97,90,1.0
91,5749.10336639,18.87,90,1.0
92,7496.46920136,18.76,90,1.0
93,6590.80975983,18.66,90,1.0
94,11852.5664009,18.45,90,1.0
95,6734.9140298,18.35,90,1.0
96,5106.61149924,18.25,90,1.0
97,6065.95829717,18.14,90,1.0
98,5891.37470325,18.04,90,1.0
99,5478.0515913,17.94,90,1.0
100,5565.67120436,17.83,90,1.0
101,12354.9769326,17.63,90,1.0
102,5831.26120365,17.53,90,1.0
103,5135.66413608,17.42,90,1.0
104,6846.00413534,17.32,90,1.0
105,6048.38815967,17.22,90,1.0
106,5564.97420321,17.11,90,1.0
107,5875.39183363,17.01,90,1.0
108,5294.51200498,16.91,90,1.0
109,6126.28944801,16.8,90,1.0
110,5474.04690659,16.7,90,1.0
111,5712.63981283,16.59,90,1.0
112,6210.38150805,16.49,90,1.0
113,5983.54597214,16.39,90,1.0
114,5173.74753406,16.29,90,1.0
115,4525.0211273,16.18,90,1.0
116,5961.63814023,16.08,90,1.0
117,12316.062014,15.87,90,1.0
118,5436.53419119,15.77,90,1.0
119,5139.99467053,15.66,90,1.0
120,5286.51159079,15.56,90,1.0
121,11128.6316863,15.35,90,1.0
122,5809.74353935,15.25,90,1.0
123,5715.11819722,15.14,90,1.0
124,5414.57452397,15.04,90,1.0
125,5459.78442668,14.94,90,1.0
126,5158.82335558,14.84,90,1.0
127,5993.46408058,14.73,90,1.0
128,5049.44389908,14.63,90,1.0
129,5129.49970378,14.52,90,1.0
130,6121.33162262,14.42,90,1.0
131,5506.53779618,14.32,90,1.0
132,5816.47060133,14.21,90,1.0
133,5387.08255702,14.11,90,1.0
134,4959.60359075,14.01,90,1.0
135,5131.04031791,13.9,90,1.0
136,5498.82624218,13.8,90,1.0
137,11830.7295282,13.6,90,1.0
138,5068.28435082,13.49,90,1.0
139,6358.09935303,13.39,90,1.0
140,5636.39997755,13.29,90,1.0
141,4735.5050863,13.19,90,1.0
142,5421.76586079,13.08,90,1.0
143,5001.94860967,12.98,90,1.0
144,5043.16412197,12.88,90,1.0
145,4702.41856938,12.77,90,1.0
146,5517.32889219,12.67,90,1.0
147,5366.94728871,12.57,90,1.0
148,5278.37474932,12.46,90,1.0
149,5674.79710146,12.36,90,1.0
150,5288.37865066,12.26,90,1.0
151,5200.31974856,12.16,90,1.0
152,5112.11110683,12.06,90,1.0
153,5492.90722336,11.96,90,1.0
154,5293.69123713,11.85,90,1.0
155,5153.65476828,11.75,90,1.0
156,5294.90263587,11.65,90,1.0
157,5219.37172169,11.54,90,1.0
158,5269.67615698,11.44,90,1.0
159,5096.13531397,11.34,90,1.0
160,5297.67402622,11.23,90,1.0
161,5860.54139775,11.13,90,1.0
162,5467.06536604,11.03,90,1.0
163,6228.4566435,10.93,90,1.0
164,6135.87236625,10.83,90,1.0
165,6244.23910737,10.72,90,1.0
166,4582.25740758,10.62,90,0.99
167,4072.28688261,10.52,90,0.99
168,5981.32363111,10.42,90,0.99
169,11722.56699,10.21,90,1.0
170,4224.24742559,10.11,90,0.99
171,4617.66657823,10.01,90,0.99
172,4675.00229389,9.91,90,0.99
173,5667.91176615,9.81,90,0.99
174,11591.7823145,9.61,90,0.99
175,5797.98167518,9.51,90,0.99
176,11429.2445256,9.3,90,0.99
177,5364.39300952,9.2,90,0.99
178,11126.5215467,9.0,90,0.99
179,11507.5088458,8.8,90,0.99
180,5271.77918205,8.7,90,0.99
181,5431.01094518,8.59,90,0.99
182,5201.57122025,8.49,90,0.99
183,11291.8539822,8.29,90,0.99
184,5822.44172709,8.19,90,0.99
185,6042.97222582,8.09,90,0.99
186,5442.44295453,7.99,90,0.99
187,5102.16811249,7.88,90,1.0
188,5385.34025378,7.78,90,1.0
189,6146.40738885,7.68,90,1.0
190,6019.10091483,7.58,90,0.99
191,6464.53490259,7.47,90,0.99
192,5639.45993877,7.37,90,0.99
193,7152.40619847,7.27,90,0.99
194,4663.92115149,7.16,90,0.99
195,6324.23346316,7.06,90,1.0
196,5245.68524763,6.96,90,0.99
197,6319.62763563,6.86,90,0.99
198,5984.46694977,6.76,90,0.99
199,9624.46319156,28.94,90,1.75
200,10282.7160126,28.77,90,1.78
201,9347.73768035,28.59,90,1.81
202,18841.512174,28.23,90,1.85
203,10724.5594536,28.05,90,1.87
204,9672.96510861,27.86,90,1.89
205,11338.2864318,27.67,90,1.9
206,10444.6176909,27.48,90,1.91
207,10087.9058492,27.29,90,1.92
208,10714.550446,27.1,90,1.93
209,11022.2082769,26.91,90,1.94
210,11060.0112013,26.72,90,1.95
211,10861.288468,26.52,90,1.95
212,10266.5931239,26.33,90,1.96
213,11065.3595959,26.13,90,1.97
214,11407.6354823,25.94,90,1.97
215,10837.5683897,25.74,90,1.98
216,11931.5273798,25.54,90,1.98
217,10954.8733753,25.34,90,1.99
218,11199.6125672,25.14,90,1.99
219,10854.2729334,24.94,90,2.0
220,11612.5674391,24.74,90,2.0
221,11434.4057559,24.54,90,2.0
222,11357.2042707,24.34,90,2.01
223,12255.2708888,24.14,90,2.01
224,23560.4049493,23.74,90,2.02
225,12337.8220776,23.54,90,2.02
226,11248.7226665,23.34,90,2.03
227,11742.6675543,23.13,90,2.03
228,13047.3312642,22.93,90,2.03
229,24785.6722961,22.53,90,2.03
230,11260.6668217,22.33,90,2.03
231,11819.235038,22.12,90,2.02
232,11878.42482,21.92,90,2.03
233,11136.0819566,21.72,90,2.03
234,12363.7226253,21.52,90,2.03
235,12543.4500436,21.32,90,2.03
236,12460.4947284,21.12,90,2.03
237,12051.509211,20.91,90,2.03
238,12483.1941303,20.71,90,2.03
239,12005.7724452,20.51,90,2.03
240,11994.4991067,20.3,90,2.03
241,11652.2700495,20.1,90,2.03
242,12205.3409346,19.9,90,2.03
243,12118.8222215,19.69,90,2.03
244,13531.5479615,19.49,90,2.03
245,13527.0284911,19.09,90,2.03
246,11880.5789022,18.88,90,2.03
247,27248.0722883,18.48,90,2.02
248,12840.0200857,18.28,90,2.03
249,12239.9402078,18.07,90,2.02
250,24684.2008884,17.87,90,2.02
251,24836.204288,17.46,90,2.02
252,12944.3086522,17.06,90,2.02
253,26153.7841424,16.65,90,2.02
254,13152.4026102,16.44,90,2.02
255,12752.9418066,16.24,90,2.02
256,12578.8842286,16.03,90,2.02
257,11887.7623219,15.63,90,2.02
258,13844.2862191,15.22,90,2.02
259,12324.3659084,15.01,90,2.02
260,12503.4217518,14.81,90,2.02
261,12919.0532397,14.6,90,2.02
262,12604.6123397,14.4,90,2.02
263,13140.7343184,14.19,90,2.02
264,12259.6915836,13.99,90,2.02
265,12597.4704619,13.78,90,2.02
266,12183.0022446,13.57,90,2.02
267,13110.0640556,13.37,90,2.02
268,12377.4260975,13.16,90,2.02
269,13108.5298876,12.96,90,2.02
270,12624.3143433,12.75,90,2.02
271,12512.7098671,12.55,90,2.02
272,11800.0159341,12.34,90,2.02
273,11436.4529357,12.14,90,2.02
274,12983.4567084,11.94,90,2.02
275,12558.3475319,11.73,90,2.02
276,12912.6100577,11.53,90,2.02
277,12634.2479911,11.32,90,2.02
278,12460.4285141,11.12,90,2.01
279,13025.6534055,10.91,90,2.01
280,12185.0197893,10.71,90,2.01
281,11930.5315497,10.51,90,2.01
282,12756.8854773,10.3,90,2.01
283,12225.6724508,10.1,90,2.01
284,11653.3760655,9.89,90,2.01
285,12784.332327,9.69,90,2.01
286,12459.5646313,9.49,90,2.01
287,13107.7928704,9.28,90,2.01
288,11962.5484648,9.08,90,2.01
289,13009.3940188,8.87,90,2.01
290,12922.9763839,8.67,90,2.01
291,12629.1283305,8.47,90,2.01
292,12324.2945812,8.26,90,2.01
293,12546.2408289,8.06,90,2.01
294,12244.1675425,7.85,90,2.0
295,13392.8955782,7.65,90,2.0
296,13088.89215,7.44,90,2.01
297,12692.8763259,7.24,90,2.01
298,12594.456284,7.04,90,2.01
299,12851.2120665,6.83,90,2.0
300,12708.8204573,6.63,90,2.0
301,2059.77874278,28.94,30,1.75
302,2221.49956528,28.77,30,1.78
303,2018.77997602,28.59,30,1.81
304,4245.60778848,28.23,30,1.85
305,2211.73912469,28.05,30,1.87
306,2227.50944546,27.86,30,1.89
307,2300.02030221,27.67,30,1.9
308,2226.17713246,27.48,30,1.91
309,2202.50361749,27.29,30,1.92
310,2320.79066175,27.1,30,1.93
