,activation,activation_gradient,distance,fov_x,velocity
345,0.0904810164304,,15.12,45,1.01
346,0.0537342371353,,15.02,45,1.0
347,0.0655256063916,,14.91,45,1.0
348,0.064608846561,,14.81,45,1.0
349,0.0704424927745,,14.71,45,1.0
350,0.0573690435064,,14.6,45,1.0
351,0.0396050113359,,14.5,45,1.0
352,0.0871057712543,,14.39,45,1.0
353,0.0702801651693,,14.29,45,1.0
354,0.0741001067954,,14.19,45,1.0
355,0.0679133801078,,14.09,45,1.0
356,0.0582435458335,,13.98,45,1.0
357,0.044755078409,,13.88,45,1.0
358,0.079141644606,,13.77,45,1.0
359,0.0562248656338,,13.67,45,1.0
360,0.0860300107108,,13.57,45,1.0
361,0.0539692022221,,13.46,45,1.0
362,0.0675384599058,,13.36,45,1.0
363,0.0649256603398,,13.26,45,1.0
364,0.0774034087346,,13.15,45,1.0
365,0.06490868288,,13.05,45,1.0
366,0.0639492154555,,12.95,45,1.0
367,0.034904434406,,12.84,45,1.0
368,0.0708572097774,,12.74,45,1.0
369,0.0657532874251,,12.64,45,1.0
370,0.0829885679315,,12.54,45,1.0
371,0.0677490999862,,12.44,45,1.0
372,0.0627966186752,,12.33,45,1.0
373,0.0745301502037,,12.23,45,1.0
374,0.0738114048189,,12.13,45,1.0
375,0.0820804567065,,12.02,45,1.0
376,0.0618476515881,,11.92,45,1.0
377,0.0455893381024,,11.81,45,1.0
378,0.116347009121,,11.71,45,1.0
379,0.0731163308675,,11.61,45,1.0
380,0.0609147862065,,11.51,45,1.0
381,0.0807937923835,,11.4,45,1.0
382,0.0594178984384,,11.3,45,1.0
383,0.0823039935623,,11.2,45,1.0
384,,,11.09,45,1.0
385,0.23536967385,,10.99,45,1.0
386,,,10.89,45,1.0
387,0.172689298515,,10.78,45,1.0
388,0.118230317121,,10.68,45,1.0
389,0.107940324207,,10.57,45,1.0
390,0.0751542566417,,10.47,45,1.0
391,0.0686771101763,,10.37,45,1.0
392,0.0972721219654,,10.26,45,1.0
393,0.0822603818489,,10.16,45,1.0
394,0.134244412119,,10.06,45,1.0
395,,,9.96,45,1.0
396,0.181098264016,,9.86,45,1.0
397,,,9.75,45,1.0
398,0.20915335765,,9.65,45,1.0
399,0.0781669435136,,9.54,45,1.0
400,0.082858511518,,9.44,45,1.0
401,0.116938054722,,9.34,45,1.0
402,0.111139673177,,9.23,45,1.0
403,0.110296180193,,9.13,45,0.99
404,,,9.03,45,1.0
405,0.238234275468,,8.92,45,1.0
406,,,8.82,45,1.0
407,0.271676803206,,8.72,45,1.0
408,,,8.62,45,1.0
409,0.235741593971,,8.51,45,1.0
410,0.115563400417,,8.41,45,1.0
411,,,8.31,45,1.0
412,0.250568699294,,8.21,45,1.0
413,0.109983359399,,8.1,45,1.0
414,,,8.0,45,1.0
415,0.240320325537,,7.9,45,1.0
416,0.113470969003,,7.79,45,1.0
417,0.150404232934,,7.69,45,1.0
418,0.125234272446,,7.59,45,1.0
419,,,7.48,45,1.0
420,0.347223019288,,7.38,45,1.0
421,,,7.28,45,1.0
422,0.285350249904,,7.18,45,1.0
423,0.165241355497,,7.08,45,1.0
424,0.155931305246,,6.97,45,1.0
425,0.148293054933,,6.87,45,1.0
426,0.158859397155,,6.77,45,1.0
427,0.157920357489,,6.66,45,1.0
428,0.162829243162,,6.56,45,1.0
429,0.167309234786,,6.46,45,1.0
430,0.170474793138,,6.35,45,1.0
431,0.17277824102,,6.25,45,1.0
432,0.173538410588,,6.15,45,1.0
433,0.170942877749,,6.05,45,1.0
434,0.200526966637,,5.94,45,1.0
435,0.181694695097,,5.84,45,1.0
436,0.187237643399,,5.73,45,1.0
437,0.215749146358,,5.64,45,1.0
438,0.172659011399,,5.53,45,1.0
439,0.243213776417,,5.43,45,1.0
440,0.204656694868,,5.33,45,1.0
441,0.242355462204,,5.23,45,1.0
442,0.256889026675,,5.12,45,1.0
443,0.209171120214,,5.02,45,1.0
444,0.252594545286,,4.92,45,1.0
445,0.229490536552,,4.82,45,1.0
446,0.264828859847,,4.72,45,1.0
447,0.2476367156,,4.62,45,1.0
448,0.253948772365,,4.51,45,1.0
449,0.268443668023,,4.41,45,1.0
450,0.288249263659,,4.31,45,1.0
451,0.284270866889,,4.21,45,1.0
452,0.284841293927,,4.11,45,1.0
453,0.296150736505,,3.99,45,1.0
454,0.308230502966,,3.9,45,1.0
455,0.320522085302,,3.8,45,1.0
456,0.333045529129,,3.7,45,0.99
457,0.335102665729,,3.6,45,0.99
458,0.34693022477,,3.5,45,0.99
459,0.38586779011,,3.38,45,0.99
460,0.39862303534,,3.29,45,0.99
461,0.389288652868,,3.18,45,0.99
462,0.412719635884,,3.09,45,1.0
463,0.426159836417,,2.98,45,1.0
464,0.430183644131,,2.88,45,1.0
465,0.442530838226,,2.78,45,1.0
466,0.421050274024,,2.67,45,1.0
467,0.425466030052,,2.56,45,0.99
468,0.399152242071,,2.47,45,1.0
469,0.450824623381,,2.37,45,1.0
470,0.421881979883,,2.26,45,1.0
471,0.46042662725,,2.16,45,1.0
472,0.467621022089,,2.06,45,0.99
473,0.497437199042,,1.96,45,0.99
474,0.484349714959,,1.86,45,0.99
475,0.525760458275,,1.75,45,0.99
476,0.522848849099,,1.65,45,0.99
477,0.561458002459,,1.55,45,1.0
478,0.546597627596,,1.44,45,1.0
479,0.574403026717,,1.34,45,1.0
480,0.58485277329,,1.24,45,1.0
481,0.597312303922,,1.13,45,0.99
482,0.621308169647,,1.03,45,1.0
483,0.619103911596,,0.93,45,1.0
484,0.645946076903,,0.83,45,1.0
485,0.68553721396,,0.72,45,1.0
486,0.733018679314,,0.62,45,1.0
487,0.695055140134,,0.52,45,1.0
488,,,0.41,45,1.0
489,,,0.31,45,1.0
