,activation,dist,id,vel
0,"[ 12.47575855   8.44864559  20.41972923   6.59243965   7.82823753
  23.3358326    1.03878534  16.73444176   7.87524271   1.16125643]",24.9913539886,0,2.0
1,"[   8.44864559   20.41972923    6.59243965    7.82823753   23.3358326
    1.03878534   16.73444176    7.87524271    1.16125643  542.66485596]",24.9923439026,0,2.0
2,"[  20.41972923    6.59243965    7.82823753   23.3358326     1.03878534
   16.73444176    7.87524271    1.16125643  542.66485596  106.1413269 ]",24.9800853729,0,2.0
3,"[   6.59243965    7.82823753   23.3358326     1.03878534   16.73444176
    7.87524271    1.16125643  542.66485596  106.1413269    17.09780502]",24.944480896,0,2.0
4,"[   7.82823753   23.3358326     1.03878534   16.73444176    7.87524271
    1.16125643  542.66485596  106.1413269    17.09780502   90.21524811]",24.8747138977,0,2.0
5,"[  23.3358326     1.03878534   16.73444176    7.87524271    1.16125643
  542.66485596  106.1413269    17.09780502   90.21524811  186.92944336]",24.7755260468,0,2.0
6,"[   1.03878534   16.73444176    7.87524271    1.16125643  542.66485596
  106.1413269    17.09780502   90.21524811  186.92944336  157.99632263]",24.6509170532,0,2.0
7,"[  16.73444176    7.87524271    1.16125643  542.66485596  106.1413269
   17.09780502   90.21524811  186.92944336  157.99632263  402.55096436]",24.5085029602,0,2.0
8,"[   7.87524271    1.16125643  542.66485596  106.1413269    17.09780502
   90.21524811  186.92944336  157.99632263  402.55096436   28.63221359]",24.3544960022,0,2.0
9,"[   1.16125643  542.66485596  106.1413269    17.09780502   90.21524811
  186.92944336  157.99632263  402.55096436   28.63221359  234.55813599]",24.1926174164,0,2.0
10,"[ 542.66485596  106.1413269    17.09780502   90.21524811  186.92944336
  157.99632263  402.55096436   28.63221359  234.55813599  237.38188171]",24.0246620178,0,2.0
11,"[ 106.1413269    17.09780502   90.21524811  186.92944336  157.99632263
  402.55096436   28.63221359  234.55813599  237.38188171  120.23731232]",23.852312088,0,2.0
12,"[  17.09780502   90.21524811  186.92944336  157.99632263  402.55096436
   28.63221359  234.55813599  237.38188171  120.23731232   84.2297821 ]",23.6756057739,0,2.0
13,"[  90.21524811  186.92944336  157.99632263  402.55096436   28.63221359
  234.55813599  237.38188171  120.23731232   84.2297821    28.79897308]",23.4954357147,0,2.0
14,"[ 186.92944336  157.99632263  402.55096436   28.63221359  234.55813599
  237.38188171  120.23731232   84.2297821    28.79897308  126.76053619]",23.312664032,0,2.0
15,"[ 157.99632263  402.55096436   28.63221359  234.55813599  237.38188171
  120.23731232   84.2297821    28.79897308  126.76053619   80.87097931]",23.1280384064,0,2.0
16,"[ 402.55096436   28.63221359  234.55813599  237.38188171  120.23731232
   84.2297821    28.79897308  126.76053619   80.87097931  106.10337067]",22.941532135,0,2.0
17,"[  28.63221359  234.55813599  237.38188171  120.23731232   84.2297821
   28.79897308  126.76053619   80.87097931  106.10337067   23.03941345]",22.7524719238,0,2.0
18,"[ 234.55813599  237.38188171  120.23731232   84.2297821    28.79897308
  126.76053619   80.87097931  106.10337067   23.03941345   62.11885452]",22.5613212585,0,2.0
19,"[ 237.38188171  120.23731232   84.2297821    28.79897308  126.76053619
   80.87097931  106.10337067   23.03941345   62.11885452   67.91017151]",22.3700256348,0,2.0
20,"[ 120.23731232   84.2297821    28.79897308  126.76053619   80.87097931
  106.10337067   23.03941345   62.11885452   67.91017151  217.08654785]",22.1769752502,0,2.0
21,"[  84.2297821    28.79897308  126.76053619   80.87097931  106.10337067
   23.03941345   62.11885452   67.91017151  217.08654785  330.01275635]",21.9831218719,0,2.0
22,"[  28.79897308  126.76053619   80.87097931  106.10337067   23.03941345
   62.11885452   67.91017151  217.08654785  330.01275635   75.00473022]",21.7880153656,0,2.0
23,"[ 126.76053619   80.87097931  106.10337067   23.03941345   62.11885452
   67.91017151  217.08654785  330.01275635   75.00473022  142.33921814]",21.5920162201,0,2.0
24,"[  80.87097931  106.10337067   23.03941345   62.11885452   67.91017151
  217.08654785  330.01275635   75.00473022  142.33921814   41.13621521]",21.3948326111,0,2.0
25,"[ 106.10337067   23.03941345   62.11885452   67.91017151  217.08654785
  330.01275635   75.00473022  142.33921814   41.13621521  139.09484863]",21.1966018677,0,2.0
26,"[  23.03941345   62.11885452   67.91017151  217.08654785  330.01275635
   75.00473022  142.33921814   41.13621521  139.09484863  103.24909973]",20.9973335266,0,2.0
