name,size,x,y
pine_tree,50.0,20,0
pine_tree,50.0,19.1895,2.26657
pine_tree,50.0,17.5815,3.04189
pine_tree,50.0,19.1065,-7.31254
pine_tree,50.0,21.8039,-6.14822
