,activation_0,dist,id,vel
37,"[ 1034.24304199   988.24835205  1109.34997559  1341.31286621  1556.83972168
  2002.51049805  1849.92138672  1473.40332031  1398.17614746  1233.15759277]",17.7121562958,0,2.0
38,"[  988.24835205  1109.34997559  1341.31286621  1556.83972168  2002.51049805
  1849.92138672  1473.40332031  1398.17614746  1233.15759277  1065.66137695]",17.5027198792,0,2.0
39,"[ 1109.34997559  1341.31286621  1556.83972168  2002.51049805  1849.92138672
  1473.40332031  1398.17614746  1233.15759277  1065.66137695  1292.24255371]",17.2940349579,0,2.0
40,"[ 1341.31286621  1556.83972168  2002.51049805  1849.92138672  1473.40332031
  1398.17614746  1233.15759277  1065.66137695  1292.24255371  1715.72229004]",17.0836372375,0,2.0
41,"[ 1556.83972168  2002.51049805  1849.92138672  1473.40332031  1398.17614746
  1233.15759277  1065.66137695  1292.24255371  1715.72229004  1676.4855957 ]",16.8741188049,0,2.0
42,"[ 2002.51049805  1849.92138672  1473.40332031  1398.17614746  1233.15759277
  1065.66137695  1292.24255371  1715.72229004  1676.4855957     70.41518402]",16.6639842987,0,2.0
43,"[ 1849.92138672  1473.40332031  1398.17614746  1233.15759277  1065.66137695
  1292.24255371  1715.72229004  1676.4855957     70.41518402  1208.34521484]",16.4547710419,0,2.0
44,"[ 1473.40332031  1398.17614746  1233.15759277  1065.66137695  1292.24255371
  1715.72229004  1676.4855957     70.41518402  1208.34521484  1586.86376953]",16.2446365356,0,2.0
45,"[ 1398.17614746  1233.15759277  1065.66137695  1292.24255371  1715.72229004
  1676.4855957     70.41518402  1208.34521484  1586.86376953  1232.27087402]",16.0350589752,0,2.0
46,"[ 1233.15759277  1065.66137695  1292.24255371  1715.72229004  1676.4855957
    70.41518402  1208.34521484  1586.86376953  1232.27087402   924.03900146]",15.8249101639,0,2.0
47,"[ 1065.66137695  1292.24255371  1715.72229004  1676.4855957     70.41518402
  1208.34521484  1586.86376953  1232.27087402   924.03900146  1419.6607666 ]",15.614985466,0,2.0
48,"[ 1292.24255371  1715.72229004  1676.4855957     70.41518402  1208.34521484
  1586.86376953  1232.27087402   924.03900146  1419.6607666   1271.07946777]",15.4045906067,0,2.0
49,"[ 1715.72229004  1676.4855957     70.41518402  1208.34521484  1586.86376953
  1232.27087402   924.03900146  1419.6607666   1271.07946777   119.09858704]",15.1945505142,0,2.0
50,"[ 1676.4855957     70.41518402  1208.34521484  1586.86376953  1232.27087402
   924.03900146  1419.6607666   1271.07946777   119.09858704  1020.1395874 ]",14.985906601,0,2.0
51,"[   70.41518402  1208.34521484  1586.86376953  1232.27087402   924.03900146
  1419.6607666   1271.07946777   119.09858704  1020.1395874    785.75299072]",14.7782363892,0,2.0
52,"[ 1208.34521484  1586.86376953  1232.27087402   924.03900146  1419.6607666
  1271.07946777   119.09858704  1020.1395874    785.75299072   237.52229309]",14.5684757233,0,2.0
53,"[ 1586.86376953  1232.27087402   924.03900146  1419.6607666   1271.07946777
   119.09858704  1020.1395874    785.75299072   237.52229309   525.03259277]",14.3596172333,0,2.0
54,"[ 1232.27087402   924.03900146  1419.6607666   1271.07946777   119.09858704
  1020.1395874    785.75299072   237.52229309   525.03259277  1376.10839844]",14.1493310928,0,2.0
55,"[  924.03900146  1419.6607666   1271.07946777   119.09858704  1020.1395874
   785.75299072   237.52229309   525.03259277  1376.10839844   723.44342041]",13.9400224686,0,2.0
56,"[ 1419.6607666   1271.07946777   119.09858704  1020.1395874    785.75299072
   237.52229309   525.03259277  1376.10839844   723.44342041   502.71331787]",13.7295246124,0,2.0
57,"[ 1271.07946777   119.09858704  1020.1395874    785.75299072   237.52229309
   525.03259277  1376.10839844   723.44342041   502.71331787   402.0713501 ]",13.5200624466,0,2.0
58,"[  119.09858704  1020.1395874    785.75299072   237.52229309   525.03259277
  1376.10839844   723.44342041   502.71331787   402.0713501    134.8442688 ]",13.3096389771,0,2.0
59,"[ 1020.1395874    785.75299072   237.52229309   525.03259277  1376.10839844
   723.44342041   502.71331787   402.0713501    134.8442688    334.59939575]",13.1001529694,0,2.0
60,"[  785.75299072   237.52229309   525.03259277  1376.10839844   723.44342041
   502.71331787   402.0713501    134.8442688    334.59939575   315.12677002]",12.8906345367,0,2.0
61,"[  237.52229309   525.03259277  1376.10839844   723.44342041   502.71331787
   402.0713501    134.8442688    334.59939575   315.12677002   648.11859131]",12.681763649,0,2.0
62,"[  525.03259277  1376.10839844   723.44342041   502.71331787   402.0713501
   134.8442688    334.59939575   315.12677002   648.11859131   735.7946167 ]",12.4728002548,0,2.0
63,"[ 1376.10839844   723.44342041   502.71331787   402.0713501    134.8442688
   334.59939575   315.12677002   648.11859131   735.7946167    333.34344482]",12.263958931,0,2.0
64,"[  723.44342041   502.71331787   402.0713501    134.8442688    334.59939575
   315.12677002   648.11859131   735.7946167    333.34344482  1021.42285156]",12.05676651,0,2.0
65,"[  502.71331787   402.0713501    134.8442688    334.59939575   315.12677002
   648.11859131   735.7946167    333.34344482  1021.42285156   259.44729614]",11.8508768082,0,2.0
66,"[  402.0713501    134.8442688    334.59939575   315.12677002   648.11859131
   735.7946167    333.34344482  1021.42285156   259.44729614   108.34413147]",11.6415281296,0,2.0
67,"[  134.8442688    334.59939575   315.12677002   648.11859131   735.7946167
   333.34344482  1021.42285156   259.44729614   108.34413147  1102.3770752 ]",11.4334201813,0,2.0
68,"[  334.59939575   315.12677002   648.11859131   735.7946167    333.34344482
  1021.42285156   259.44729614   108.34413147  1102.3770752   1776.12390137]",11.0134773254,0,2.0
69,"[  315.12677002   648.11859131   735.7946167    333.34344482  1021.42285156
   259.44729614   108.34413147  1102.3770752   1776.12390137   649.47216797]",10.8025579453,0,2.0
70,"[  648.11859131   735.7946167    333.34344482  1021.42285156   259.44729614
   108.34413147  1102.3770752   1776.12390137   649.47216797   487.38122559]",10.592751503,0,2.0
71,"[  735.7946167    333.34344482  1021.42285156   259.44729614   108.34413147
  1102.3770752   1776.12390137   649.47216797   487.38122559   136.15713501]",10.3825330734,0,2.0
72,"[  333.34344482  1021.42285156   259.44729614   108.34413147  1102.3770752
  1776.12390137   649.47216797   487.38122559   136.15713501   772.34558105]",10.1731433868,0,2.0
73,"[ 1021.42285156   259.44729614   108.34413147  1102.3770752   1776.12390137
   649.47216797   487.38122559   136.15713501   772.34558105  3182.25048828]",9.75293827057,0,2.0
74,"[  259.44729614   108.34413147  1102.3770752   1776.12390137   649.47216797
   487.38122559   136.15713501   772.34558105  3182.25048828   604.92022705]",9.54528713226,0,2.0
75,"[  108.34413147  1102.3770752   1776.12390137   649.47216797   487.38122559
   136.15713501   772.34558105  3182.25048828   604.92022705  1020.8102417 ]",9.33928871155,0,2.0
76,"[ 1102.3770752   1776.12390137   649.47216797   487.38122559   136.15713501
   772.34558105  3182.25048828   604.92022705  1020.8102417    840.98754883]",9.12917423248,0,2.0
77,"[ 1776.12390137   649.47216797   487.38122559   136.15713501   772.34558105
  3182.25048828   604.92022705  1020.8102417    840.98754883   945.60516357]",8.92073249817,0,2.0
78,"[  649.47216797   487.38122559   136.15713501   772.34558105  3182.25048828
   604.92022705  1020.8102417    840.98754883   945.60516357   521.38049316]",8.70969009399,0,2.0
79,"[  487.38122559   136.15713501   772.34558105  3182.25048828   604.92022705
  1020.8102417    840.98754883   945.60516357   521.38049316  1251.51708984]",8.49990940094,0,2.0
80,"[  136.15713501   772.34558105  3182.25048828   604.92022705  1020.8102417
   840.98754883   945.60516357   521.38049316  1251.51708984  1348.22741699]",8.28808879852,0,2.0
81,"[  772.34558105  3182.25048828   604.92022705  1020.8102417    840.98754883
   945.60516357   521.38049316  1251.51708984  1348.22741699   245.2635498 ]",8.07773399353,0,2.0
82,"[ 3182.25048828   604.92022705  1020.8102417    840.98754883   945.60516357
   521.38049316  1251.51708984  1348.22741699   245.2635498    164.7522583 ]",7.86594104767,0,2.0
83,"[  604.92022705  1020.8102417    840.98754883   945.60516357   521.38049316
  1251.51708984  1348.22741699   245.2635498    164.7522583    203.25141907]",7.65552425385,0,2.0
84,"[ 1020.8102417    840.98754883   945.60516357   521.38049316  1251.51708984
  1348.22741699   245.2635498    164.7522583    203.25141907    36.3531723 ]",7.44470262527,0,2.0
85,"[  840.98754883   945.60516357   521.38049316  1251.51708984  1348.22741699
   245.2635498    164.7522583    203.25141907    36.3531723    616.81292725]",7.23464155197,0,2.0
86,"[  945.60516357   521.38049316  1251.51708984  1348.22741699   245.2635498
   164.7522583    203.25141907    36.3531723    616.81292725   666.19512939]",7.02433109283,0,2.0
87,"[  521.38049316  1251.51708984  1348.22741699   245.2635498    164.7522583
   203.25141907    36.3531723    616.81292725   666.19512939   643.60375977]",6.81412601471,0,2.0
88,"[ 1251.51708984  1348.22741699   245.2635498    164.7522583    203.25141907
    36.3531723    616.81292725   666.19512939   643.60375977    98.77751923]",6.60612821579,0,2.0
89,"[ 1348.22741699   245.2635498    164.7522583    203.25141907    36.3531723
   616.81292725   666.19512939   643.60375977    98.77751923  1007.54205322]",6.39999055862,0,2.0
90,"[  245.2635498    164.7522583    203.25141907    36.3531723    616.81292725
   666.19512939   643.60375977    98.77751923  1007.54205322   652.50927734]",6.19078302383,0,2.0
91,"[  164.7522583    203.25141907    36.3531723    616.81292725   666.19512939
   643.60375977    98.77751923  1007.54205322   652.50927734   216.95899963]",5.983314991,0,2.0
92,"[  203.25141907    36.3531723    616.81292725   666.19512939   643.60375977
    98.77751923  1007.54205322   652.50927734   216.95899963   225.31488037]",5.77380800247,0,2.0
93,"[   36.3531723    616.81292725   666.19512939   643.60375977    98.77751923
  1007.54205322   652.50927734   216.95899963   225.31488037   582.73962402]",5.56589508057,0,2.0
94,"[  616.81292725   666.19512939   643.60375977    98.77751923  1007.54205322
   652.50927734   216.95899963   225.31488037   582.73962402   403.69766235]",5.35691738129,0,2.0
95,"[  666.19512939   643.60375977    98.77751923  1007.54205322   652.50927734
   216.95899963   225.31488037   582.73962402   403.69766235  1284.16186523]",5.14907360077,0,2.0
96,"[  643.60375977    98.77751923  1007.54205322   652.50927734   216.95899963
   225.31488037   582.73962402   403.69766235  1284.16186523    72.87167358]",4.94055080414,0,2.0
97,"[   98.77751923  1007.54205322   652.50927734   216.95899963   225.31488037
   582.73962402   403.69766235  1284.16186523    72.87167358   402.52700806]",4.73256397247,0,2.0
98,"[ 1007.54205322   652.50927734   216.95899963   225.31488037   582.73962402
   403.69766235  1284.16186523    72.87167358   402.52700806   867.16748047]",4.52361345291,0,2.0
99,"[  652.50927734   216.95899963   225.31488037   582.73962402   403.69766235
  1284.16186523    72.87167358   402.52700806   867.16748047   407.55578613]",4.31516456604,0,2.0
100,"[  216.95899963   225.31488037   582.73962402   403.69766235  1284.16186523
    72.87167358   402.52700806   867.16748047   407.55578613   672.54504395]",4.10891342163,0,2.0
101,"[  225.31488037   582.73962402   403.69766235  1284.16186523    72.87167358
   402.52700806   867.16748047   407.55578613   672.54504395   274.13739014]",3.9044380188,0,2.0
102,"[  582.73962402   403.69766235  1284.16186523    72.87167358   402.52700806
   867.16748047   407.55578613   672.54504395   274.13739014   264.743927  ]",3.69651722908,0,2.0
103,"[  403.69766235  1284.16186523    72.87167358   402.52700806   867.16748047
   407.55578613   672.54504395   274.13739014   264.743927     561.35821533]",3.43227291107,0,2.0
104,"[ 1284.16186523    72.87167358   402.52700806   867.16748047   407.55578613
   672.54504395   274.13739014   264.743927     561.35821533   660.88146973]",3.22345018387,0,2.0
105,"[  72.87167358  402.52700806  867.16748047  407.55578613  672.54504395
  274.13739014  264.743927    561.35821533  660.88146973  912.34423828]",3.01639294624,0,2.0
106,"[ 402.52700806  867.16748047  407.55578613  672.54504395  274.13739014
  264.743927    561.35821533  660.88146973  912.34423828  176.12219238]",2.80674958229,0,2.0
107,"[  867.16748047   407.55578613   672.54504395   274.13739014   264.743927
   561.35821533   660.88146973   912.34423828   176.12219238  1174.49316406]",2.59975242615,0,2.0
108,"[  407.55578613   672.54504395   274.13739014   264.743927     561.35821533
   660.88146973   912.34423828   176.12219238  1174.49316406   656.86798096]",2.38996243477,0,2.0
109,"[  672.54504395   274.13739014   264.743927     561.35821533   660.88146973
   912.34423828   176.12219238  1174.49316406   656.86798096   841.67932129]",2.1828584671,0,2.0
110,"[  274.13739014   264.743927     561.35821533   660.88146973   912.34423828
   176.12219238  1174.49316406   656.86798096   841.67932129   147.75498962]",1.97356927395,0,2.0
