,activation_0,dist,id,vel
63,"[ 268.15048218  154.17126465  470.1255188   237.64215088  107.35361481
  115.90133667  117.38969421  216.58976746   20.89671135   44.98539352]",12.3591222763,0,2.0
64,"[ 154.17126465  470.1255188   237.64215088  107.35361481  115.90133667
  117.38969421  216.58976746   20.89671135   44.98539352  561.4475708 ]",12.1486940384,0,2.0
65,"[ 470.1255188   237.64215088  107.35361481  115.90133667  117.38969421
  216.58976746   20.89671135   44.98539352  561.4475708    50.967556  ]",11.9394664764,0,2.0
66,"[ 237.64215088  107.35361481  115.90133667  117.38969421  216.58976746
   20.89671135   44.98539352  561.4475708    50.967556    355.83004761]",11.7291994095,0,2.0
67,"[ 107.35361481  115.90133667  117.38969421  216.58976746   20.89671135
   44.98539352  561.4475708    50.967556    355.83004761   99.28968048]",11.5193634033,0,2.0
68,"[ 115.90133667  117.38969421  216.58976746   20.89671135   44.98539352
  561.4475708    50.967556    355.83004761   99.28968048  554.51580811]",11.3117208481,0,2.0
69,"[ 117.38969421  216.58976746   20.89671135   44.98539352  561.4475708
   50.967556    355.83004761   99.28968048  554.51580811  197.26806641]",11.1058158875,0,2.0
70,"[ 216.58976746   20.89671135   44.98539352  561.4475708    50.967556
  355.83004761   99.28968048  554.51580811  197.26806641   60.37014389]",10.8950891495,0,2.0
71,"[  20.89671135   44.98539352  561.4475708    50.967556    355.83004761
   99.28968048  554.51580811  197.26806641   60.37014389   95.82936859]",10.6868152618,0,2.0
72,"[  44.98539352  561.4475708    50.967556    355.83004761   99.28968048
  554.51580811  197.26806641   60.37014389   95.82936859   76.32032776]",10.4753799438,0,2.0
73,"[ 561.4475708    50.967556    355.83004761   99.28968048  554.51580811
  197.26806641   60.37014389   95.82936859   76.32032776  584.65869141]",10.265832901,0,2.0
74,"[  50.967556    355.83004761   99.28968048  554.51580811  197.26806641
   60.37014389   95.82936859   76.32032776  584.65869141  490.53076172]",10.0542545319,0,2.0
75,"[ 355.83004761   99.28968048  554.51580811  197.26806641   60.37014389
   95.82936859   76.32032776  584.65869141  490.53076172   99.71291351]",9.84410095215,0,2.0
76,"[  99.28968048  554.51580811  197.26806641   60.37014389   95.82936859
   76.32032776  584.65869141  490.53076172   99.71291351  226.42616272]",9.63281345367,0,2.0
77,"[ 554.51580811  197.26806641   60.37014389   95.82936859   76.32032776
  584.65869141  490.53076172   99.71291351  226.42616272  347.49746704]",9.42289447784,0,2.0
78,"[ 197.26806641   60.37014389   95.82936859   76.32032776  584.65869141
  490.53076172   99.71291351  226.42616272  347.49746704  242.15570068]",9.21179771423,0,2.0
79,"[  60.37014389   95.82936859   76.32032776  584.65869141  490.53076172
   99.71291351  226.42616272  347.49746704  242.15570068  785.45855713]",9.00187206268,0,2.0
80,"[  95.82936859   76.32032776  584.65869141  490.53076172   99.71291351
  226.42616272  347.49746704  242.15570068  785.45855713  285.37820435]",8.79121303558,0,2.0
81,"[  76.32032776  584.65869141  490.53076172   99.71291351  226.42616272
  347.49746704  242.15570068  785.45855713  285.37820435  585.60583496]",8.58121013641,0,2.0
82,"[ 584.65869141  490.53076172   99.71291351  226.42616272  347.49746704
  242.15570068  785.45855713  285.37820435  585.60583496  247.30923462]",8.37336921692,0,2.0
83,"[ 490.53076172   99.71291351  226.42616272  347.49746704  242.15570068
  785.45855713  285.37820435  585.60583496  247.30923462  315.57305908]",8.16742324829,0,2.0
84,"[  99.71291351  226.42616272  347.49746704  242.15570068  785.45855713
  285.37820435  585.60583496  247.30923462  315.57305908  698.64050293]",7.95861768723,0,2.0
85,"[ 226.42616272  347.49746704  242.15570068  785.45855713  285.37820435
  585.60583496  247.30923462  315.57305908  698.64050293  837.50976562]",7.75153446198,0,2.0
86,"[ 347.49746704  242.15570068  785.45855713  285.37820435  585.60583496
  247.30923462  315.57305908  698.64050293  837.50976562  674.91052246]",7.54139041901,0,2.0
87,"[ 242.15570068  785.45855713  285.37820435  585.60583496  247.30923462
  315.57305908  698.64050293  837.50976562  674.91052246  622.402771  ]",7.33342266083,0,2.0
88,"[  785.45855713   285.37820435   585.60583496   247.30923462   315.57305908
   698.64050293   837.50976562   674.91052246   622.402771    1607.33166504]",6.91487979889,0,2.0
89,"[  285.37820435   585.60583496   247.30923462   315.57305908   698.64050293
   837.50976562   674.91052246   622.402771    1607.33166504  1476.19030762]",6.70487070084,0,2.0
90,"[  585.60583496   247.30923462   315.57305908   698.64050293   837.50976562
   674.91052246   622.402771    1607.33166504  1476.19030762   835.43548584]",6.49591493607,0,2.0
91,"[  247.30923462   315.57305908   698.64050293   837.50976562   674.91052246
   622.402771    1607.33166504  1476.19030762   835.43548584  1362.04968262]",6.28612709045,0,2.0
92,"[  315.57305908   698.64050293   837.50976562   674.91052246   622.402771
  1607.33166504  1476.19030762   835.43548584  1362.04968262   716.86895752]",6.07700967789,0,2.0
93,"[  698.64050293   837.50976562   674.91052246   622.402771    1607.33166504
  1476.19030762   835.43548584  1362.04968262   716.86895752  1006.7243042 ]",5.87031984329,0,2.0
94,"[  837.50976562   674.91052246   622.402771    1607.33166504  1476.19030762
   835.43548584  1362.04968262   716.86895752  1006.7243042   1213.13061523]",5.66556358337,0,2.0
95,"[  674.91052246   622.402771    1607.33166504  1476.19030762   835.43548584
  1362.04968262   716.86895752  1006.7243042   1213.13061523  1575.51318359]",5.455991745,0,2.0
96,"[  622.402771    1607.33166504  1476.19030762   835.43548584  1362.04968262
   716.86895752  1006.7243042   1213.13061523  1575.51318359  1245.3359375 ]",5.2490644455,0,2.0
97,"[ 1607.33166504  1476.19030762   835.43548584  1362.04968262   716.86895752
  1006.7243042   1213.13061523  1575.51318359  1245.3359375   1266.88781738]",5.03857469559,0,2.0
98,"[ 1476.19030762   835.43548584  1362.04968262   716.86895752  1006.7243042
  1213.13061523  1575.51318359  1245.3359375   1266.88781738  1769.5090332 ]",4.83035230637,0,2.0
99,"[  835.43548584  1362.04968262   716.86895752  1006.7243042   1213.13061523
  1575.51318359  1245.3359375   1266.88781738  1769.5090332   1832.14123535]",4.61992120743,0,2.0
100,"[ 1362.04968262   716.86895752  1006.7243042   1213.13061523  1575.51318359
  1245.3359375   1266.88781738  1769.5090332   1832.14123535  1447.54931641]",4.41143941879,0,2.0
101,"[  716.86895752  1006.7243042   1213.13061523  1575.51318359  1245.3359375
  1266.88781738  1769.5090332   1832.14123535  1447.54931641  1635.27416992]",4.20190620422,0,2.0
102,"[ 1006.7243042   1213.13061523  1575.51318359  1245.3359375   1266.88781738
  1769.5090332   1832.14123535  1447.54931641  1635.27416992  1922.62475586]",3.99377059937,0,2.0
103,"[ 1213.13061523  1575.51318359  1245.3359375   1266.88781738  1769.5090332
  1832.14123535  1447.54931641  1635.27416992  1922.62475586  1876.35229492]",3.78435492516,0,2.0
104,"[ 1575.51318359  1245.3359375   1266.88781738  1769.5090332   1832.14123535
  1447.54931641  1635.27416992  1922.62475586  1876.35229492  1637.12683105]",3.57633519173,0,2.0
105,"[ 1245.3359375   1266.88781738  1769.5090332   1832.14123535  1447.54931641
  1635.27416992  1922.62475586  1876.35229492  1637.12683105  2044.82666016]",3.36735415459,0,2.0
106,"[ 1266.88781738  1769.5090332   1832.14123535  1447.54931641  1635.27416992
  1922.62475586  1876.35229492  1637.12683105  2044.82666016  2414.38134766]",3.15892195702,0,2.0
107,"[ 1769.5090332   1832.14123535  1447.54931641  1635.27416992  1922.62475586
  1876.35229492  1637.12683105  2044.82666016  2414.38134766  2317.20239258]",2.95277309418,0,2.0
108,"[ 1832.14123535  1447.54931641  1635.27416992  1922.62475586  1876.35229492
  1637.12683105  2044.82666016  2414.38134766  2317.20239258  2375.98974609]",2.74862885475,0,2.0
109,"[ 1447.54931641  1635.27416992  1922.62475586  1876.35229492  1637.12683105
  2044.82666016  2414.38134766  2317.20239258  2375.98974609  2747.60498047]",2.54074168205,0,2.0
110,"[ 1635.27416992  1922.62475586  1876.35229492  1637.12683105  2044.82666016
  2414.38134766  2317.20239258  2375.98974609  2747.60498047  2881.76196289]",2.33469152451,0,2.0
111,"[ 1922.62475586  1876.35229492  1637.12683105  2044.82666016  2414.38134766
  2317.20239258  2375.98974609  2747.60498047  2881.76196289  3297.54516602]",2.12536525726,0,2.0
