,activation_0,activation_1,activation_2,dist,id,vel
35,"[ 4160.49804688  4160.49804688  2761.48168945  2761.48168945  2761.48168945
  2813.77563477  2813.77563477  2813.77563477  2813.77563477  2813.77563477]","[ 612.25018311  612.25018311  210.35183716  210.35183716  210.35183716
  295.96865845  295.96865845  295.96865845  295.96865845  295.96865845]","[  608.762146     608.762146     978.73522949   978.73522949   978.73522949
  5361.76513672  5361.76513672  5361.76513672  5361.76513672  5361.76513672]",23.3508586884,0,2.0
36,"[ 4160.49804688  2761.48168945  2761.48168945  2761.48168945  2813.77563477
  2813.77563477  2813.77563477  2813.77563477  2813.77563477  5214.43310547]","[ 612.25018311  210.35183716  210.35183716  210.35183716  295.96865845
  295.96865845  295.96865845  295.96865845  295.96865845   50.90664673]","[  608.762146     978.73522949   978.73522949   978.73522949  5361.76513672
  5361.76513672  5361.76513672  5361.76513672  5361.76513672   228.96035767]",23.2145996094,0,2.0
37,"[ 2761.48168945  2761.48168945  2761.48168945  2813.77563477  2813.77563477
  2813.77563477  2813.77563477  2813.77563477  5214.43310547  5214.43310547]","[ 210.35183716  210.35183716  210.35183716  295.96865845  295.96865845
  295.96865845  295.96865845  295.96865845   50.90664673   50.90664673]","[  978.73522949   978.73522949   978.73522949  5361.76513672  5361.76513672
  5361.76513672  5361.76513672  5361.76513672   228.96035767   228.96035767]",23.1613998413,0,2.0
38,"[ 2761.48168945  2761.48168945  2813.77563477  2813.77563477  2813.77563477
  2813.77563477  2813.77563477  5214.43310547  5214.43310547  5214.43310547]","[ 210.35183716  210.35183716  295.96865845  295.96865845  295.96865845
  295.96865845  295.96865845   50.90664673   50.90664673   50.90664673]","[  978.73522949   978.73522949  5361.76513672  5361.76513672  5361.76513672
  5361.76513672  5361.76513672   228.96035767   228.96035767   228.96035767]",23.0855102539,0,2.0
39,"[ 2761.48168945  2813.77563477  2813.77563477  2813.77563477  2813.77563477
  2813.77563477  5214.43310547  5214.43310547  5214.43310547  2866.25341797]","[ 210.35183716  295.96865845  295.96865845  295.96865845  295.96865845
  295.96865845   50.90664673   50.90664673   50.90664673  229.63668823]","[  978.73522949  5361.76513672  5361.76513672  5361.76513672  5361.76513672
  5361.76513672   228.96035767   228.96035767   228.96035767  2349.83007812]",23.0247459412,0,2.0
40,"[ 2813.77563477  2813.77563477  2813.77563477  2813.77563477  2813.77563477
  5214.43310547  5214.43310547  5214.43310547  2866.25341797  2866.25341797]","[ 295.96865845  295.96865845  295.96865845  295.96865845  295.96865845
   50.90664673   50.90664673   50.90664673  229.63668823  229.63668823]","[ 5361.76513672  5361.76513672  5361.76513672  5361.76513672  5361.76513672
   228.96035767   228.96035767   228.96035767  2349.83007812  2349.83007812]",22.9708385468,0,2.0
41,"[ 2813.77563477  2813.77563477  2813.77563477  2813.77563477  5214.43310547
  5214.43310547  5214.43310547  2866.25341797  2866.25341797  2866.25341797]","[ 295.96865845  295.96865845  295.96865845  295.96865845   50.90664673
   50.90664673   50.90664673  229.63668823  229.63668823  229.63668823]","[ 5361.76513672  5361.76513672  5361.76513672  5361.76513672   228.96035767
   228.96035767   228.96035767  2349.83007812  2349.83007812  2349.83007812]",22.8936443329,0,2.0
42,"[ 2813.77563477  2813.77563477  2813.77563477  5214.43310547  5214.43310547
  5214.43310547  2866.25341797  2866.25341797  2866.25341797  3110.49658203]","[ 295.96865845  295.96865845  295.96865845   50.90664673   50.90664673
   50.90664673  229.63668823  229.63668823  229.63668823  151.98167419]","[ 5361.76513672  5361.76513672  5361.76513672   228.96035767   228.96035767
   228.96035767  2349.83007812  2349.83007812  2349.83007812  2693.22143555]",22.7776355743,0,2.0
43,"[ 2813.77563477  2813.77563477  5214.43310547  5214.43310547  5214.43310547
  2866.25341797  2866.25341797  2866.25341797  3110.49658203  3110.49658203]","[ 295.96865845  295.96865845   50.90664673   50.90664673   50.90664673
  229.63668823  229.63668823  229.63668823  151.98167419  151.98167419]","[ 5361.76513672  5361.76513672   228.96035767   228.96035767   228.96035767
  2349.83007812  2349.83007812  2349.83007812  2693.22143555  2693.22143555]",22.7001590729,0,2.0
44,"[ 2813.77563477  5214.43310547  5214.43310547  5214.43310547  2866.25341797
  2866.25341797  2866.25341797  3110.49658203  3110.49658203  2684.78344727]","[ 295.96865845   50.90664673   50.90664673   50.90664673  229.63668823
  229.63668823  229.63668823  151.98167419  151.98167419  134.81898499]","[ 5361.76513672   228.96035767   228.96035767   228.96035767  2349.83007812
  2349.83007812  2349.83007812  2693.22143555  2693.22143555  2754.69604492]",22.6381855011,0,2.0
