,activation_0,activation_1,activation_2,dist,id,vel
41,"[ 3996.49023438  3996.49023438  3389.33813477  3389.33813477  2587.65283203
  2587.65283203  2587.65283203  3622.06811523  3622.06811523  2999.86743164]","[   8.88767338    8.88767338  119.49983215  119.49983215   76.78953552
   76.78953552   76.78953552   10.78832912   10.78832912   58.29859924]","[ 3521.36352539  3521.36352539  2166.39697266  2166.39697266  2956.48901367
  2956.48901367  2956.48901367  2718.55957031  2718.55957031  2784.27783203]",14.3681850433,1,2.0
42,"[ 3996.49023438  3389.33813477  3389.33813477  2587.65283203  2587.65283203
  2587.65283203  3622.06811523  3622.06811523  2999.86743164  2999.86743164]","[   8.88767338  119.49983215  119.49983215   76.78953552   76.78953552
   76.78953552   10.78832912   10.78832912   58.29859924   58.29859924]","[ 3521.36352539  2166.39697266  2166.39697266  2956.48901367  2956.48901367
  2956.48901367  2718.55957031  2718.55957031  2784.27783203  2784.27783203]",14.2188253403,1,2.0
43,"[ 3389.33813477  3389.33813477  2587.65283203  2587.65283203  2587.65283203
  3622.06811523  3622.06811523  2999.86743164  2999.86743164  3215.89916992]","[ 119.49983215  119.49983215   76.78953552   76.78953552   76.78953552
   10.78832912   10.78832912   58.29859924   58.29859924   50.76166534]","[ 2166.39697266  2166.39697266  2956.48901367  2956.48901367  2956.48901367
  2718.55957031  2718.55957031  2784.27783203  2784.27783203  1789.17504883]",14.160826683,1,2.0
44,"[ 3389.33813477  2587.65283203  2587.65283203  2587.65283203  3622.06811523
  3622.06811523  2999.86743164  2999.86743164  3215.89916992  3215.89916992]","[ 119.49983215   76.78953552   76.78953552   76.78953552   10.78832912
   10.78832912   58.29859924   58.29859924   50.76166534   50.76166534]","[ 2166.39697266  2956.48901367  2956.48901367  2956.48901367  2718.55957031
  2718.55957031  2784.27783203  2784.27783203  1789.17504883  1789.17504883]",14.0108528137,1,2.0
45,"[ 2587.65283203  2587.65283203  2587.65283203  3622.06811523  3622.06811523
  2999.86743164  2999.86743164  3215.89916992  3215.89916992  3215.89916992]","[ 76.78953552  76.78953552  76.78953552  10.78832912  10.78832912
  58.29859924  58.29859924  50.76166534  50.76166534  50.76166534]","[ 2956.48901367  2956.48901367  2956.48901367  2718.55957031  2718.55957031
  2784.27783203  2784.27783203  1789.17504883  1789.17504883  1789.17504883]",13.9523582458,1,2.0
46,"[ 2587.65283203  2587.65283203  3622.06811523  3622.06811523  2999.86743164
  2999.86743164  3215.89916992  3215.89916992  3215.89916992  3990.04443359]","[ 76.78953552  76.78953552  10.78832912  10.78832912  58.29859924
  58.29859924  50.76166534  50.76166534  50.76166534  29.31827927]","[ 2956.48901367  2956.48901367  2718.55957031  2718.55957031  2784.27783203
  2784.27783203  1789.17504883  1789.17504883  1789.17504883  2549.23510742]",13.8691663742,1,2.0
47,"[ 2587.65283203  3622.06811523  3622.06811523  2999.86743164  2999.86743164
  3215.89916992  3215.89916992  3215.89916992  3990.04443359  3990.04443359]","[ 76.78953552  10.78832912  10.78832912  58.29859924  58.29859924
  50.76166534  50.76166534  50.76166534  29.31827927  29.31827927]","[ 2956.48901367  2718.55957031  2718.55957031  2784.27783203  2784.27783203
  1789.17504883  1789.17504883  1789.17504883  2549.23510742  2549.23510742]",13.8028926849,1,2.0
48,"[ 3622.06811523  3622.06811523  2999.86743164  2999.86743164  3215.89916992
  3215.89916992  3215.89916992  3990.04443359  3990.04443359  3053.31567383]","[ 10.78832912  10.78832912  58.29859924  58.29859924  50.76166534
  50.76166534  50.76166534  29.31827927  29.31827927  39.16879654]","[ 2718.55957031  2718.55957031  2784.27783203  2784.27783203  1789.17504883
  1789.17504883  1789.17504883  2549.23510742  2549.23510742  1910.94726562]",13.7449073792,1,2.0
49,"[ 3622.06811523  2999.86743164  2999.86743164  3215.89916992  3215.89916992
  3215.89916992  3990.04443359  3990.04443359  3053.31567383  3053.31567383]","[ 10.78832912  58.29859924  58.29859924  50.76166534  50.76166534
  50.76166534  29.31827927  29.31827927  39.16879654  39.16879654]","[ 2718.55957031  2784.27783203  2784.27783203  1789.17504883  1789.17504883
  1789.17504883  2549.23510742  2549.23510742  1910.94726562  1910.94726562]",13.5964717865,1,2.0
50,"[ 2999.86743164  2999.86743164  3215.89916992  3215.89916992  3215.89916992
  3990.04443359  3990.04443359  3053.31567383  3053.31567383  3053.31567383]","[ 58.29859924  58.29859924  50.76166534  50.76166534  50.76166534
  29.31827927  29.31827927  39.16879654  39.16879654  39.16879654]","[ 2784.27783203  2784.27783203  1789.17504883  1789.17504883  1789.17504883
  2549.23510742  2549.23510742  1910.94726562  1910.94726562  1910.94726562]",13.5388641357,1,2.0
51,"[ 2999.86743164  3215.89916992  3215.89916992  3215.89916992  3990.04443359
  3990.04443359  3053.31567383  3053.31567383  3053.31567383  2458.11914062]","[ 58.29859924  50.76166534  50.76166534  50.76166534  29.31827927
  29.31827927  39.16879654  39.16879654  39.16879654  61.84618378]","[ 2784.27783203  1789.17504883  1789.17504883  1789.17504883  2549.23510742
  2549.23510742  1910.94726562  1910.94726562  1910.94726562  4000.04077148]",13.4567613602,1,2.0
52,"[ 3215.89916992  3215.89916992  3215.89916992  3990.04443359  3990.04443359
  3053.31567383  3053.31567383  3053.31567383  2458.11914062  2458.11914062]","[ 50.76166534  50.76166534  50.76166534  29.31827927  29.31827927
  39.16879654  39.16879654  39.16879654  61.84618378  61.84618378]","[ 1789.17504883  1789.17504883  1789.17504883  2549.23510742  2549.23510742
  1910.94726562  1910.94726562  1910.94726562  4000.04077148  4000.04077148]",13.3912296295,1,2.0
53,"[ 3215.89916992  3215.89916992  3990.04443359  3990.04443359  3053.31567383
  3053.31567383  3053.31567383  2458.11914062  2458.11914062  2151.42773438]","[ 50.76166534  50.76166534  29.31827927  29.31827927  39.16879654
  39.16879654  39.16879654  61.84618378  61.84618378  22.88225365]","[ 1789.17504883  1789.17504883  2549.23510742  2549.23510742  1910.94726562
  1910.94726562  1910.94726562  4000.04077148  4000.04077148  3420.45532227]",13.3329000473,1,2.0
54,"[ 3215.89916992  3990.04443359  3990.04443359  3053.31567383  3053.31567383
  3053.31567383  2458.11914062  2458.11914062  2151.42773438  2151.42773438]","[ 50.76166534  29.31827927  29.31827927  39.16879654  39.16879654
  39.16879654  61.84618378  61.84618378  22.88225365  22.88225365]","[ 1789.17504883  2549.23510742  2549.23510742  1910.94726562  1910.94726562
  1910.94726562  4000.04077148  4000.04077148  3420.45532227  3420.45532227]",13.1827812195,1,2.0
55,"[ 3990.04443359  3990.04443359  3053.31567383  3053.31567383  3053.31567383
  2458.11914062  2458.11914062  2151.42773438  2151.42773438  3398.72241211]","[ 29.31827927  29.31827927  39.16879654  39.16879654  39.16879654
  61.84618378  61.84618378  22.88225365  22.88225365  72.97206116]","[ 2549.23510742  2549.23510742  1910.94726562  1910.94726562  1910.94726562
  4000.04077148  4000.04077148  3420.45532227  3420.45532227  3253.29150391]",13.1245098114,1,2.0
56,"[ 3990.04443359  3053.31567383  3053.31567383  3053.31567383  2458.11914062
  2458.11914062  2151.42773438  2151.42773438  3398.72241211  3398.72241211]","[ 29.31827927  39.16879654  39.16879654  39.16879654  61.84618378
  61.84618378  22.88225365  22.88225365  72.97206116  72.97206116]","[ 2549.23510742  1910.94726562  1910.94726562  1910.94726562  4000.04077148
  4000.04077148  3420.45532227  3420.45532227  3253.29150391  3253.29150391]",13.0416173935,1,2.0
57,"[ 3053.31567383  3053.31567383  3053.31567383  2458.11914062  2458.11914062
  2151.42773438  2151.42773438  3398.72241211  3398.72241211  3398.72241211]","[ 39.16879654  39.16879654  39.16879654  61.84618378  61.84618378
  22.88225365  22.88225365  72.97206116  72.97206116  72.97206116]","[ 1910.94726562  1910.94726562  1910.94726562  4000.04077148  4000.04077148
  3420.45532227  3420.45532227  3253.29150391  3253.29150391  3253.29150391]",12.9755487442,1,2.0
58,"[ 3053.31567383  3053.31567383  2458.11914062  2458.11914062  2151.42773438
  2151.42773438  3398.72241211  3398.72241211  3398.72241211  2294.3347168 ]","[ 39.16879654  39.16879654  61.84618378  61.84618378  22.88225365
  22.88225365  72.97206116  72.97206116  72.97206116  65.20256805]","[ 1910.94726562  1910.94726562  4000.04077148  4000.04077148  3420.45532227
  3420.45532227  3253.29150391  3253.29150391  3253.29150391  2581.7421875 ]",12.8330545425,1,2.0
59,"[ 3053.31567383  2458.11914062  2458.11914062  2151.42773438  2151.42773438
  3398.72241211  3398.72241211  3398.72241211  2294.3347168   2294.3347168 ]","[ 39.16879654  61.84618378  61.84618378  22.88225365  22.88225365
  72.97206116  72.97206116  72.97206116  65.20256805  65.20256805]","[ 1910.94726562  4000.04077148  4000.04077148  3420.45532227  3420.45532227
  3253.29150391  3253.29150391  3253.29150391  2581.7421875   2581.7421875 ]",12.7661113739,1,2.0
60,"[ 2458.11914062  2458.11914062  2151.42773438  2151.42773438  3398.72241211
  3398.72241211  3398.72241211  2294.3347168   2294.3347168   3834.17114258]","[ 61.84618378  61.84618378  22.88225365  22.88225365  72.97206116
  72.97206116  72.97206116  65.20256805  65.20256805  45.70484924]","[ 4000.04077148  4000.04077148  3420.45532227  3420.45532227  3253.29150391
  3253.29150391  3253.29150391  2581.7421875   2581.7421875   2199.91918945]",12.7074365616,1,2.0
61,"[ 2458.11914062  2151.42773438  2151.42773438  3398.72241211  3398.72241211
  3398.72241211  2294.3347168   2294.3347168   3834.17114258  3834.17114258]","[ 61.84618378  22.88225365  22.88225365  72.97206116  72.97206116
  72.97206116  65.20256805  65.20256805  45.70484924  45.70484924]","[ 4000.04077148  3420.45532227  3420.45532227  3253.29150391  3253.29150391
  3253.29150391  2581.7421875   2581.7421875   2199.91918945  2199.91918945]",12.5576763153,1,2.0
62,"[ 2151.42773438  2151.42773438  3398.72241211  3398.72241211  3398.72241211
  2294.3347168   2294.3347168   3834.17114258  3834.17114258  2364.41479492]","[ 22.88225365  22.88225365  72.97206116  72.97206116  72.97206116
  65.20256805  65.20256805  45.70484924  45.70484924  71.65200043]","[ 3420.45532227  3420.45532227  3253.29150391  3253.29150391  3253.29150391
  2581.7421875   2581.7421875   2199.91918945  2199.91918945  2063.60717773]",12.4995307922,1,2.0
63,"[ 2151.42773438  3398.72241211  3398.72241211  3398.72241211  2294.3347168
  2294.3347168   3834.17114258  3834.17114258  2364.41479492  2364.41479492]","[ 22.88225365  72.97206116  72.97206116  72.97206116  65.20256805
  65.20256805  45.70484924  45.70484924  71.65200043  71.65200043]","[ 3420.45532227  3253.29150391  3253.29150391  3253.29150391  2581.7421875
  2581.7421875   2199.91918945  2199.91918945  2063.60717773  2063.60717773]",12.4150676727,1,2.0
