,activation,dist,id,vel
0,"[  8247.47558594   9220.96582031   8934.44335938  11006.78613281
   5525.73925781   2313.62451172    743.24359131    879.5345459
   7502.70703125   7267.0546875 ]",24.9800033569,1,3.0
1,"[  9220.96582031   8934.44335938  11006.78613281   5525.73925781
   2313.62451172    743.24359131    879.5345459    7502.70703125
   7267.0546875    8831.08496094]",24.9911823273,1,3.0
2,"[  8934.44335938  11006.78613281   5525.73925781   2313.62451172
    743.24359131    879.5345459    7502.70703125   7267.0546875
   8831.08496094  19625.52929688]",24.9282970428,1,3.0
3,"[ 11006.78613281   5525.73925781   2313.62451172    743.24359131
    879.5345459    7502.70703125   7267.0546875    8831.08496094
  19625.52929688  13705.43457031]",24.7419071198,1,3.0
4,"[  5525.73925781   2313.62451172    743.24359131    879.5345459
   7502.70703125   7267.0546875    8831.08496094  19625.52929688
  13705.43457031  18819.1328125 ]",24.3797206879,1,3.0
5,"[  2313.62451172    743.24359131    879.5345459    7502.70703125
   7267.0546875    8831.08496094  19625.52929688  13705.43457031
  18819.1328125   14767.29199219]",24.011390686,1,3.0
6,"[   743.24359131    879.5345459    7502.70703125   7267.0546875
   8831.08496094  19625.52929688  13705.43457031  18819.1328125
  14767.29199219  31174.48632812]",23.6281852722,1,3.0
7,"[   879.5345459    7502.70703125   7267.0546875    8831.08496094
  19625.52929688  13705.43457031  18819.1328125   14767.29199219
  31174.48632812  24965.640625  ]",23.2497005463,1,3.0
8,"[  7502.70703125   7267.0546875    8831.08496094  19625.52929688
  13705.43457031  18819.1328125   14767.29199219  31174.48632812
  24965.640625    14814.13964844]",22.8272323608,1,3.0
9,"[  7267.0546875    8831.08496094  19625.52929688  13705.43457031
  18819.1328125   14767.29199219  31174.48632812  24965.640625
  14814.13964844   7054.55859375]",22.4016647339,1,3.0
10,"[  8831.08496094  19625.52929688  13705.43457031  18819.1328125
  14767.29199219  31174.48632812  24965.640625    14814.13964844
   7054.55859375   7247.15332031]",21.9843826294,1,3.0
11,"[ 19625.52929688  13705.43457031  18819.1328125   14767.29199219
  31174.48632812  24965.640625    14814.13964844   7054.55859375
   7247.15332031   4439.52685547]",21.4485435486,1,3.0
12,"[ 13705.43457031  18819.1328125   14767.29199219  31174.48632812
  24965.640625    14814.13964844   7054.55859375   7247.15332031
   4439.52685547   1741.29284668]",20.9802131653,1,3.0
13,"[ 18819.1328125   14767.29199219  31174.48632812  24965.640625
  14814.13964844   7054.55859375   7247.15332031   4439.52685547
   1741.29284668   4259.08300781]",20.5157966614,1,3.0
14,"[ 14767.29199219  31174.48632812  24965.640625    14814.13964844
   7054.55859375   7247.15332031   4439.52685547   1741.29284668
   4259.08300781   2022.01098633]",20.0681381226,1,3.0
15,"[ 31174.48632812  24965.640625    14814.13964844   7054.55859375
   7247.15332031   4439.52685547   1741.29284668   4259.08300781
   2022.01098633   1809.80847168]",19.5800037384,1,3.0
16,"[ 24965.640625    14814.13964844   7054.55859375   7247.15332031
   4439.52685547   1741.29284668   4259.08300781   2022.01098633
   1809.80847168   2729.8815918 ]",19.096862793,1,3.0
17,"[ 14814.13964844   7054.55859375   7247.15332031   4439.52685547
   1741.29284668   4259.08300781   2022.01098633   1809.80847168
   2729.8815918    1543.86425781]",18.6315612793,1,3.0
18,"[ 7054.55859375  7247.15332031  4439.52685547  1741.29284668  4259.08300781
  2022.01098633  1809.80847168  2729.8815918   1543.86425781  1595.93188477]",18.1282520294,1,3.0
19,"[ 7247.15332031  4439.52685547  1741.29284668  4259.08300781  2022.01098633
  1809.80847168  2729.8815918   1543.86425781  1595.93188477  1532.7175293 ]",17.5345973969,1,3.0
20,"[ 4439.52685547  1741.29284668  4259.08300781  2022.01098633  1809.80847168
  2729.8815918   1543.86425781  1595.93188477  1532.7175293   1594.95166016]",17.0338191986,1,3.0
21,"[ 1741.29284668  4259.08300781  2022.01098633  1809.80847168  2729.8815918
  1543.86425781  1595.93188477  1532.7175293   1594.95166016  1372.95031738]",16.5216312408,1,3.0
22,"[ 4259.08300781  2022.01098633  1809.80847168  2729.8815918   1543.86425781
  1595.93188477  1532.7175293   1594.95166016  1372.95031738  1653.91503906]",16.0433387756,1,3.0
