,activation,dist,id,vel
0,"[   815.39764404   1809.08483887   2795.13574219   2982.19677734
   9991.46386719  15771.37792969  16244.86035156   9053.93359375
  31657.6171875   22161.765625  ]",24.9767608643,0,2.0
1,"[  1809.08483887   2795.13574219   2982.19677734   9991.46386719
  15771.37792969  16244.86035156   9053.93359375  31657.6171875
  22161.765625    11101.37109375]",24.9583339691,0,2.0
2,"[  2795.13574219   2982.19677734   9991.46386719  15771.37792969
  16244.86035156   9053.93359375  31657.6171875   22161.765625
  11101.37109375   9346.40917969]",24.8795852661,0,2.0
3,"[  2982.19677734   9991.46386719  15771.37792969  16244.86035156
   9053.93359375  31657.6171875   22161.765625    11101.37109375
   9346.40917969   9609.05078125]",24.7076568604,0,2.0
4,"[  9991.46386719  15771.37792969  16244.86035156   9053.93359375
  31657.6171875   22161.765625    11101.37109375   9346.40917969
   9609.05078125   6617.53613281]",24.4835166931,0,2.0
5,"[ 15771.37792969  16244.86035156   9053.93359375  31657.6171875
  22161.765625    11101.37109375   9346.40917969   9609.05078125
   6617.53613281   5190.7578125 ]",24.2083587646,0,2.0
6,"[ 16244.86035156   9053.93359375  31657.6171875   22161.765625
  11101.37109375   9346.40917969   9609.05078125   6617.53613281
   5190.7578125    4951.625     ]",23.934967041,0,2.0
7,"[  9053.93359375  31657.6171875   22161.765625    11101.37109375
   9346.40917969   9609.05078125   6617.53613281   5190.7578125    4951.625
   3450.87255859]",23.6306304932,0,2.0
8,"[ 31657.6171875   22161.765625    11101.37109375   9346.40917969
   9609.05078125   6617.53613281   5190.7578125    4951.625        3450.87255859
   3462.82763672]",23.3206634521,0,2.0
9,"[ 22161.765625    11101.37109375   9346.40917969   9609.05078125
   6617.53613281   5190.7578125    4951.625        3450.87255859
   3462.82763672   2431.47631836]",23.0174255371,0,2.0
10,"[ 11101.37109375   9346.40917969   9609.05078125   6617.53613281
   5190.7578125    4951.625        3450.87255859   3462.82763672
   2431.47631836   1615.70288086]",22.692609787,0,2.0
11,"[ 9346.40917969  9609.05078125  6617.53613281  5190.7578125   4951.625
  3450.87255859  3462.82763672  2431.47631836  1615.70288086  1020.42248535]",22.3547821045,0,2.0
12,"[ 9609.05078125  6617.53613281  5190.7578125   4951.625       3450.87255859
  3462.82763672  2431.47631836  1615.70288086  1020.42248535  2270.30957031]",22.0188808441,0,2.0
13,"[ 6617.53613281  5190.7578125   4951.625       3450.87255859  3462.82763672
  2431.47631836  1615.70288086  1020.42248535  2270.30957031  1690.68237305]",21.694858551,0,2.0
14,"[ 5190.7578125   4951.625       3450.87255859  3462.82763672  2431.47631836
  1615.70288086  1020.42248535  2270.30957031  1690.68237305  1932.61621094]",21.2863960266,0,2.0
15,"[ 4951.625       3450.87255859  3462.82763672  2431.47631836  1615.70288086
  1020.42248535  2270.30957031  1690.68237305  1932.61621094  2014.82226562]",20.9345970154,0,2.0
16,"[ 3450.87255859  3462.82763672  2431.47631836  1615.70288086  1020.42248535
  2270.30957031  1690.68237305  1932.61621094  2014.82226562  1357.37902832]",20.5896339417,0,2.0
17,"[ 3462.82763672  2431.47631836  1615.70288086  1020.42248535  2270.30957031
  1690.68237305  1932.61621094  2014.82226562  1357.37902832  1296.76599121]",20.2588615417,0,2.0
18,"[ 2431.47631836  1615.70288086  1020.42248535  2270.30957031  1690.68237305
  1932.61621094  2014.82226562  1357.37902832  1296.76599121  2025.36633301]",19.9011268616,0,2.0
19,"[ 1615.70288086  1020.42248535  2270.30957031  1690.68237305  1932.61621094
  2014.82226562  1357.37902832  1296.76599121  2025.36633301  1736.30004883]",19.548538208,0,2.0
20,"[ 1020.42248535  2270.30957031  1690.68237305  1932.61621094  2014.82226562
  1357.37902832  1296.76599121  2025.36633301  1736.30004883  1317.73522949]",19.1875209808,0,2.0
21,"[ 2270.30957031  1690.68237305  1932.61621094  2014.82226562  1357.37902832
  1296.76599121  2025.36633301  1736.30004883  1317.73522949  2158.41503906]",18.8520908356,0,2.0
22,"[ 1690.68237305  1932.61621094  2014.82226562  1357.37902832  1296.76599121
  2025.36633301  1736.30004883  1317.73522949  2158.41503906  1918.92431641]",18.5010643005,0,2.0
23,"[ 1932.61621094  2014.82226562  1357.37902832  1296.76599121  2025.36633301
  1736.30004883  1317.73522949  2158.41503906  1918.92431641  4981.64990234]",18.1680774689,0,2.0
24,"[ 2014.82226562  1357.37902832  1296.76599121  2025.36633301  1736.30004883
  1317.73522949  2158.41503906  1918.92431641  4981.64990234  5705.78613281]",17.8099975586,0,2.0
25,"[ 1357.37902832  1296.76599121  2025.36633301  1736.30004883  1317.73522949
  2158.41503906  1918.92431641  4981.64990234  5705.78613281  3889.33251953]",17.3917942047,0,2.0
26,"[ 1296.76599121  2025.36633301  1736.30004883  1317.73522949  2158.41503906
  1918.92431641  4981.64990234  5705.78613281  3889.33251953  2342.48901367]",17.1221809387,0,2.0
27,"[ 2025.36633301  1736.30004883  1317.73522949  2158.41503906  1918.92431641
  4981.64990234  5705.78613281  3889.33251953  2342.48901367  1855.60400391]",16.760887146,0,2.0
28,"[ 1736.30004883  1317.73522949  2158.41503906  1918.92431641  4981.64990234
  5705.78613281  3889.33251953  2342.48901367  1855.60400391  1000.43634033]",16.4081230164,0,2.0
29,"[ 1317.73522949  2158.41503906  1918.92431641  4981.64990234  5705.78613281
  3889.33251953  2342.48901367  1855.60400391  1000.43634033   649.23370361]",16.0725154877,0,2.0
30,"[ 2158.41503906  1918.92431641  4981.64990234  5705.78613281  3889.33251953
  2342.48901367  1855.60400391  1000.43634033   649.23370361   599.18597412]",15.7112989426,0,2.0
31,"[ 1918.92431641  4981.64990234  5705.78613281  3889.33251953  2342.48901367
  1855.60400391  1000.43634033   649.23370361   599.18597412   530.92053223]",15.3621912003,0,2.0
32,"[ 4981.64990234  5705.78613281  3889.33251953  2342.48901367  1855.60400391
  1000.43634033   649.23370361   599.18597412   530.92053223   427.41140747]",14.9464712143,0,2.0
33,"[ 5705.78613281  3889.33251953  2342.48901367  1855.60400391  1000.43634033
   649.23370361   599.18597412   530.92053223   427.41140747   317.13867188]",14.5877590179,0,2.0
34,"[ 3889.33251953  2342.48901367  1855.60400391  1000.43634033   649.23370361
   599.18597412   530.92053223   427.41140747   317.13867188   178.49732971]",14.2537326813,0,2.0
35,"[ 2342.48901367  1855.60400391  1000.43634033   649.23370361   599.18597412
   530.92053223   427.41140747   317.13867188   178.49732971   367.43740845]",13.9028711319,0,2.0
36,"[ 1855.60400391  1000.43634033   649.23370361   599.18597412   530.92053223
   427.41140747   317.13867188   178.49732971   367.43740845   549.67370605]",13.4851522446,0,2.0
37,"[ 1000.43634033   649.23370361   599.18597412   530.92053223   427.41140747
   317.13867188   178.49732971   367.43740845   549.67370605   269.23724365]",13.1514806747,0,2.0
38,"[ 649.23370361  599.18597412  530.92053223  427.41140747  317.13867188
  178.49732971  367.43740845  549.67370605  269.23724365  216.61480713]",12.7951936722,0,2.0
39,"[ 599.18597412  530.92053223  427.41140747  317.13867188  178.49732971
  367.43740845  549.67370605  269.23724365  216.61480713  364.99816895]",12.4440174103,0,2.0
40,"[ 530.92053223  427.41140747  317.13867188  178.49732971  367.43740845
  549.67370605  269.23724365  216.61480713  364.99816895  257.30917358]",12.1074829102,0,2.0
41,"[ 427.41140747  317.13867188  178.49732971  367.43740845  549.67370605
  269.23724365  216.61480713  364.99816895  257.30917358  182.25350952]",11.7468976974,0,2.0
42,"[ 317.13867188  178.49732971  367.43740845  549.67370605  269.23724365
  216.61480713  364.99816895  257.30917358  182.25350952  200.06202698]",11.3951148987,0,2.0
43,"[ 178.49732971  367.43740845  549.67370605  269.23724365  216.61480713
  364.99816895  257.30917358  182.25350952  200.06202698  527.39111328]",11.0604562759,0,2.0
44,"[ 367.43740845  549.67370605  269.23724365  216.61480713  364.99816895
  257.30917358  182.25350952  200.06202698  527.39111328  366.49624634]",10.6402769089,0,2.0
45,"[ 549.67370605  269.23724365  216.61480713  364.99816895  257.30917358
  182.25350952  200.06202698  527.39111328  366.49624634  239.83728027]",10.2784109116,0,2.0
46,"[  269.23724365   216.61480713   364.99816895   257.30917358   182.25350952
   200.06202698   527.39111328   366.49624634   239.83728027  3333.99584961]",9.93030643463,0,2.0
47,"[  216.61480713   364.99816895   257.30917358   182.25350952   200.06202698
   527.39111328   366.49624634   239.83728027  3333.99584961  8717.08789062]",9.65382957458,0,2.0
48,"[  364.99816895   257.30917358   182.25350952   200.06202698   527.39111328
   366.49624634   239.83728027  3333.99584961  8717.08789062  4146.99462891]",9.30118942261,0,2.0
49,"[  257.30917358   182.25350952   200.06202698   527.39111328   366.49624634
   239.83728027  3333.99584961  8717.08789062  4146.99462891  6266.48291016]",8.88136577606,0,2.0
50,"[  182.25350952   200.06202698   527.39111328   366.49624634   239.83728027
  3333.99584961  8717.08789062  4146.99462891  6266.48291016  5208.14990234]",8.6058588028,0,2.0
51,"[  200.06202698   527.39111328   366.49624634   239.83728027  3333.99584961
  8717.08789062  4146.99462891  6266.48291016  5208.14990234  2529.58544922]",8.25294017792,0,2.0
