,activation,dist,id,vel
0,"[ 534.54278564  460.43777466  336.32998657  533.12957764  327.14926147
  380.45291138  233.32183838  152.52882385  169.62249756  257.12072754]",24.9658470154,2,2.0
1,"[ 460.43777466  336.32998657  533.12957764  327.14926147  380.45291138
  233.32183838  152.52882385  169.62249756  257.12072754  243.41958618]",24.9552192688,2,2.0
2,"[ 336.32998657  533.12957764  327.14926147  380.45291138  233.32183838
  152.52882385  169.62249756  257.12072754  243.41958618   51.29401398]",24.9282283783,2,2.0
3,"[ 533.12957764  327.14926147  380.45291138  233.32183838  152.52882385
  169.62249756  257.12072754  243.41958618   51.29401398  192.33508301]",24.8736095428,2,2.0
4,"[ 327.14926147  380.45291138  233.32183838  152.52882385  169.62249756
  257.12072754  243.41958618   51.29401398  192.33508301   75.34090424]",24.7806434631,2,2.0
5,"[ 380.45291138  233.32183838  152.52882385  169.62249756  257.12072754
  243.41958618   51.29401398  192.33508301   75.34090424  128.03274536]",24.6048049927,2,2.0
6,"[ 233.32183838  152.52882385  169.62249756  257.12072754  243.41958618
   51.29401398  192.33508301   75.34090424  128.03274536  253.23989868]",24.4557209015,2,2.0
7,"[ 152.52882385  169.62249756  257.12072754  243.41958618   51.29401398
  192.33508301   75.34090424  128.03274536  253.23989868  117.89383698]",24.2951431274,2,2.0
8,"[ 169.62249756  257.12072754  243.41958618   51.29401398  192.33508301
   75.34090424  128.03274536  253.23989868  117.89383698  231.13746643]",24.1401672363,2,2.0
9,"[  257.12072754   243.41958618    51.29401398   192.33508301    75.34090424
   128.03274536   253.23989868   117.89383698   231.13746643  5424.09960938]",23.9525814056,2,2.0
10,"[  243.41958618    51.29401398   192.33508301    75.34090424   128.03274536
   253.23989868   117.89383698   231.13746643  5424.09960938   956.36749268]",23.7163276672,2,2.0
11,"[   51.29401398   192.33508301    75.34090424   128.03274536   253.23989868
   117.89383698   231.13746643  5424.09960938   956.36749268  4157.09277344]",23.5319919586,2,2.0
12,"[  192.33508301    75.34090424   128.03274536   253.23989868   117.89383698
   231.13746643  5424.09960938   956.36749268  4157.09277344  4343.76074219]",23.3443546295,2,2.0
