,activation,dist,id,vel
0,"[ 3349.23242188  2595.9753418   5350.27490234  1017.67541504  1458.72045898
   468.5184021    621.40722656   719.94122314   515.52331543   268.52279663]",24.9586086273,2,2.0
1,"[ 2595.9753418   5350.27490234  1017.67541504  1458.72045898   468.5184021
   621.40722656   719.94122314   515.52331543   268.52279663   271.90936279]",24.9453048706,2,2.0
2,"[ 5350.27490234  1017.67541504  1458.72045898   468.5184021    621.40722656
   719.94122314   515.52331543   268.52279663   271.90936279   231.92225647]",24.9175052643,2,2.0
3,"[ 1017.67541504  1458.72045898   468.5184021    621.40722656   719.94122314
   515.52331543   268.52279663   271.90936279   231.92225647   320.78768921]",24.8348426819,2,2.0
4,"[ 1458.72045898   468.5184021    621.40722656   719.94122314   515.52331543
   268.52279663   271.90936279   231.92225647   320.78768921   352.73355103]",24.7344665527,2,2.0
5,"[ 468.5184021   621.40722656  719.94122314  515.52331543  268.52279663
  271.90936279  231.92225647  320.78768921  352.73355103  382.87884521]",24.6070041656,2,2.0
6,"[ 621.40722656  719.94122314  515.52331543  268.52279663  271.90936279
  231.92225647  320.78768921  352.73355103  382.87884521  345.3394165 ]",24.4188957214,2,2.0
7,"[ 719.94122314  515.52331543  268.52279663  271.90936279  231.92225647
  320.78768921  352.73355103  382.87884521  345.3394165   163.8586731 ]",24.2609920502,2,2.0
8,"[ 515.52331543  268.52279663  271.90936279  231.92225647  320.78768921
  352.73355103  382.87884521  345.3394165   163.8586731   469.89498901]",24.02643013,2,2.0
9,"[ 268.52279663  271.90936279  231.92225647  320.78768921  352.73355103
  382.87884521  345.3394165   163.8586731   469.89498901  819.77807617]",23.853012085,2,2.0
10,"[ 271.90936279  231.92225647  320.78768921  352.73355103  382.87884521
  345.3394165   163.8586731   469.89498901  819.77807617  444.59902954]",23.6727161407,2,2.0
11,"[ 231.92225647  320.78768921  352.73355103  382.87884521  345.3394165
  163.8586731   469.89498901  819.77807617  444.59902954  200.13389587]",23.4308357239,2,2.0
12,"[ 320.78768921  352.73355103  382.87884521  345.3394165   163.8586731
  469.89498901  819.77807617  444.59902954  200.13389587  549.56298828]",23.1889762878,2,2.0
13,"[ 352.73355103  382.87884521  345.3394165   163.8586731   469.89498901
  819.77807617  444.59902954  200.13389587  549.56298828  213.49958801]",22.9979438782,2,2.0
14,"[ 382.87884521  345.3394165   163.8586731   469.89498901  819.77807617
  444.59902954  200.13389587  549.56298828  213.49958801  282.90072632]",22.8039093018,2,2.0
15,"[ 345.3394165   163.8586731   469.89498901  819.77807617  444.59902954
  200.13389587  549.56298828  213.49958801  282.90072632  394.53778076]",22.6087360382,2,2.0
16,"[  163.8586731    469.89498901   819.77807617   444.59902954   200.13389587
   549.56298828   213.49958801   282.90072632   394.53778076  3983.56030273]",22.3317089081,2,2.0
17,"[  469.89498901   819.77807617   444.59902954   200.13389587   549.56298828
   213.49958801   282.90072632   394.53778076  3983.56030273  6251.79003906]",22.1337909698,2,2.0
18,"[  819.77807617   444.59902954   200.13389587   549.56298828   213.49958801
   282.90072632   394.53778076  3983.56030273  6251.79003906  5857.48730469]",21.9357700348,2,2.0
19,"[  444.59902954   200.13389587   549.56298828   213.49958801   282.90072632
   394.53778076  3983.56030273  6251.79003906  5857.48730469  5549.76318359]",21.6687088013,2,2.0
20,"[  200.13389587   549.56298828   213.49958801   282.90072632   394.53778076
  3983.56030273  6251.79003906  5857.48730469  5549.76318359  4803.10253906]",21.4084949493,2,2.0
21,"[  549.56298828   213.49958801   282.90072632   394.53778076  3983.56030273
  6251.79003906  5857.48730469  5549.76318359  4803.10253906  1528.5748291 ]",21.2040462494,2,2.0
22,"[  213.49958801   282.90072632   394.53778076  3983.56030273  6251.79003906
  5857.48730469  5549.76318359  4803.10253906  1528.5748291   2162.76928711]",20.9991111755,2,2.0
23,"[  282.90072632   394.53778076  3983.56030273  6251.79003906  5857.48730469
  5549.76318359  4803.10253906  1528.5748291   2162.76928711  5161.55224609]",20.7111415863,2,2.0
24,"[  394.53778076  3983.56030273  6251.79003906  5857.48730469  5549.76318359
  4803.10253906  1528.5748291   2162.76928711  5161.55224609  1584.18395996]",20.5043087006,2,2.0
25,"[ 3983.56030273  6251.79003906  5857.48730469  5549.76318359  4803.10253906
  1528.5748291   2162.76928711  5161.55224609  1584.18395996  2006.8236084 ]",20.2316150665,2,2.0
26,"[ 6251.79003906  5857.48730469  5549.76318359  4803.10253906  1528.5748291
  2162.76928711  5161.55224609  1584.18395996  2006.8236084   1679.94567871]",20.0227832794,2,2.0
27,"[ 5857.48730469  5549.76318359  4803.10253906  1528.5748291   2162.76928711
  5161.55224609  1584.18395996  2006.8236084   1679.94567871   855.38562012]",19.7563877106,2,2.0
28,"[ 5549.76318359  4803.10253906  1528.5748291   2162.76928711  5161.55224609
  1584.18395996  2006.8236084   1679.94567871   855.38562012   884.91888428]",19.5473995209,2,2.0
29,"[ 4803.10253906  1528.5748291   2162.76928711  5161.55224609  1584.18395996
  2006.8236084   1679.94567871   855.38562012   884.91888428   913.29266357]",19.339717865,2,2.0
30,"[ 1528.5748291   2162.76928711  5161.55224609  1584.18395996  2006.8236084
  1679.94567871   855.38562012   884.91888428   913.29266357  1504.81958008]",19.0504798889,2,2.0
31,"[ 2162.76928711  5161.55224609  1584.18395996  2006.8236084   1679.94567871
   855.38562012   884.91888428   913.29266357  1504.81958008  1101.74304199]",18.8427410126,2,2.0
32,"[ 5161.55224609  1584.18395996  2006.8236084   1679.94567871   855.38562012
   884.91888428   913.29266357  1504.81958008  1101.74304199  1217.2121582 ]",18.635766983,2,2.0
33,"[ 1584.18395996  2006.8236084   1679.94567871   855.38562012   884.91888428
   913.29266357  1504.81958008  1101.74304199  1217.2121582    792.81323242]",18.3607711792,2,2.0
34,"[ 2006.8236084   1679.94567871   855.38562012   884.91888428   913.29266357
  1504.81958008  1101.74304199  1217.2121582    792.81323242  1968.91394043]",18.1532726288,2,2.0
35,"[ 1679.94567871   855.38562012   884.91888428   913.29266357  1504.81958008
  1101.74304199  1217.2121582    792.81323242  1968.91394043  1518.30078125]",17.9441375732,2,2.0
36,"[  855.38562012   884.91888428   913.29266357  1504.81958008  1101.74304199
  1217.2121582    792.81323242  1968.91394043  1518.30078125  1292.21398926]",17.7363262177,2,2.0
37,"[  884.91888428   913.29266357  1504.81958008  1101.74304199  1217.2121582
   792.81323242  1968.91394043  1518.30078125  1292.21398926  1212.84729004]",17.4682865143,2,2.0
38,"[  913.29266357  1504.81958008  1101.74304199  1217.2121582    792.81323242
  1968.91394043  1518.30078125  1292.21398926  1212.84729004  1162.56506348]",17.259853363,2,2.0
39,"[ 1504.81958008  1101.74304199  1217.2121582    792.81323242  1968.91394043
  1518.30078125  1292.21398926  1212.84729004  1162.56506348  1001.48132324]",16.9673137665,2,2.0
40,"[ 1101.74304199  1217.2121582    792.81323242  1968.91394043  1518.30078125
  1292.21398926  1212.84729004  1162.56506348  1001.48132324  1681.45080566]",16.7601032257,2,2.0
41,"[ 1217.2121582    792.81323242  1968.91394043  1518.30078125  1292.21398926
  1212.84729004  1162.56506348  1001.48132324  1681.45080566  1799.58410645]",16.5539054871,2,2.0
42,"[  792.81323242  1968.91394043  1518.30078125  1292.21398926  1212.84729004
  1162.56506348  1001.48132324  1681.45080566  1799.58410645  1067.06726074]",16.278377533,2,2.0
43,"[ 1968.91394043  1518.30078125  1292.21398926  1212.84729004  1162.56506348
  1001.48132324  1681.45080566  1799.58410645  1067.06726074   849.3024292 ]",16.0704784393,2,2.0
44,"[ 1518.30078125  1292.21398926  1212.84729004  1162.56506348  1001.48132324
  1681.45080566  1799.58410645  1067.06726074   849.3024292   1490.84606934]",15.8616313934,2,2.0
45,"[ 1292.21398926  1212.84729004  1162.56506348  1001.48132324  1681.45080566
  1799.58410645  1067.06726074   849.3024292   1490.84606934  2008.20617676]",15.5949373245,2,2.0
46,"[ 1212.84729004  1162.56506348  1001.48132324  1681.45080566  1799.58410645
  1067.06726074   849.3024292   1490.84606934  2008.20617676  1502.16918945]",15.3860387802,2,2.0
47,"[ 1162.56506348  1001.48132324  1681.45080566  1799.58410645  1067.06726074
   849.3024292   1490.84606934  2008.20617676  1502.16918945  1029.39550781]",15.1776304245,2,2.0
48,"[ 1001.48132324  1681.45080566  1799.58410645  1067.06726074   849.3024292
  1490.84606934  2008.20617676  1502.16918945  1029.39550781  1748.19885254]",14.8856582642,2,2.0
49,"[ 1681.45080566  1799.58410645  1067.06726074   849.3024292   1490.84606934
  2008.20617676  1502.16918945  1029.39550781  1748.19885254  1523.4543457 ]",14.6765098572,2,2.0
50,"[ 1799.58410645  1067.06726074   849.3024292   1490.84606934  2008.20617676
  1502.16918945  1029.39550781  1748.19885254  1523.4543457   1337.5748291 ]",14.4680757523,2,2.0
51,"[ 1067.06726074   849.3024292   1490.84606934  2008.20617676  1502.16918945
  1029.39550781  1748.19885254  1523.4543457   1337.5748291   1284.1541748 ]",14.1919746399,2,2.0
52,"[  849.3024292   1490.84606934  2008.20617676  1502.16918945  1029.39550781
  1748.19885254  1523.4543457   1337.5748291   1284.1541748   1127.39196777]",13.9837865829,2,2.0
53,"[ 1490.84606934  2008.20617676  1502.16918945  1029.39550781  1748.19885254
  1523.4543457   1337.5748291   1284.1541748   1127.39196777   938.70422363]",13.7771806717,2,2.0
54,"[ 2008.20617676  1502.16918945  1029.39550781  1748.19885254  1523.4543457
  1337.5748291   1284.1541748   1127.39196777   938.70422363   834.17749023]",13.5709075928,2,2.0
55,"[ 1502.16918945  1029.39550781  1748.19885254  1523.4543457   1337.5748291
  1284.1541748   1127.39196777   938.70422363   834.17749023   984.16577148]",13.3626556396,2,2.0
