time,optic_flow,activation,optic_flow_cn45,activation_cn45,optic_flow_c45,distance,activation_c45,velocity,activation_gradient
5.674e+11,"[[[  2.51890526e-07   2.42267362e-07]
  [  6.93453899e-07   4.26320895e-07]
  [  1.00784052e-06   4.91556989e-07]
  ..., 
  [ -1.77710479e-06   2.42777901e-07]
  [ -1.45234083e-06   3.32336356e-07]
  [ -1.27861131e-06   4.29189384e-07]]

 [[  2.66025182e-07   2.98391996e-07]
  [  8.86244607e-07   5.22127891e-07]
  [  1.29053194e-06   6.28971065e-07]
  ..., 
  [ -1.93629489e-06   1.75527234e-07]
  [ -1.61234698e-06   2.60528168e-07]
  [ -1.43099589e-06   3.61894905e-07]]

 [[  2.29963007e-07   3.78175116e-07]
  [  9.22664810e-07   6.17709247e-07]
  [  1.38296366e-06   7.42943314e-07]
  ..., 
  [ -2.09691507e-06  -5.56215962e-09]
  [ -1.80156383e-06   5.30100976e-08]
  [ -1.62129925e-06   1.41815221e-07]]

 ..., 
 [[  4.71643358e-02   3.03234961e-02]
  [  5.74879795e-02   4.90005612e-02]
  [  9.15358514e-02   7.22452775e-02]
  ..., 
  [ -7.20913010e-03  -3.86584774e-02]
  [ -3.29678766e-02  -2.22538635e-02]
  [ -4.25426252e-02  -1.37880947e-02]]

 [[  3.76481451e-02   1.79760791e-02]
  [  4.62960415e-02   3.68487015e-02]
  [  7.44235590e-02   6.19940646e-02]
  ..., 
  [ -7.05335638e-04  -3.42466272e-02]
  [ -2.26331670e-02  -1.36036528e-02]
  [ -3.05847730e-02  -2.86674639e-03]]

 [[  3.03796548e-02   7.82503840e-03]
  [  3.96015607e-02   2.17278805e-02]
  [  6.71815202e-02   4.10162471e-02]
  ..., 
  [  7.01661408e-03  -4.98937480e-02]
  [ -6.14224980e-03  -2.31829118e-02]
  [ -1.21944165e-02  -8.80592503e-03]]]",0.0384995554481,,,,25.3138688138,,0.15447473526,-1.38950693325
5.675e+11,"[[[  2.09256754e-07  -1.17147624e-06]
  [  1.61459951e-07  -1.56243709e-06]
  [ -1.97200762e-07  -1.94527843e-06]
  ..., 
  [ -4.22353452e-07  -9.00235875e-07]
  [ -4.79373455e-07  -6.52558697e-07]
  [ -6.41987185e-07  -4.16050483e-07]]

 [[  1.20181724e-07  -1.80864424e-06]
  [  5.32050777e-08  -2.44532271e-06]
  [ -3.15103676e-08  -3.08862877e-06]
  ..., 
  [ -4.22934079e-07  -1.41257669e-06]
  [ -5.01775332e-07  -1.08494567e-06]
  [ -7.73503018e-07  -7.41597830e-07]]

 [[  1.82860546e-07  -2.30300270e-06]
  [  1.22882795e-07  -3.08672634e-06]
  [  1.41395475e-07  -3.97964186e-06]
  ..., 
  [ -5.91893354e-07  -1.77892241e-06]
  [ -6.08054165e-07  -1.40082761e-06]
  [ -8.52371556e-07  -9.68546487e-07]]

 ..., 
 [[  2.58150697e-01  -4.75173622e-01]
  [  4.02639389e-01  -8.29303205e-01]
  [  8.56300235e-01  -1.60208094e+00]
  ..., 
  [ -9.33457315e-01  -1.57463956e+00]
  [ -5.17864048e-01  -9.08326507e-01]
  [ -2.38290682e-01  -4.67052341e-01]]

 [[  1.92761943e-01  -3.46766293e-01]
  [  3.17902088e-01  -6.52876556e-01]
  [  7.68051982e-01  -1.41921020e+00]
  ..., 
  [ -9.08323884e-01  -1.46493554e+00]
  [ -4.93292898e-01  -8.29658329e-01]
  [ -2.19571859e-01  -4.21654135e-01]]

 [[  1.33441523e-01  -2.50018775e-01]
  [  2.22132117e-01  -4.67167497e-01]
  [  6.04927242e-01  -1.11633229e+00]
  ..., 
  [ -8.12709033e-01  -1.32285881e+00]
  [ -4.27093655e-01  -7.25022137e-01]
  [ -1.88545004e-01  -3.63403320e-01]]]",-1.3510073778,,,,25.3016200789,,0.26209717989,0.23222552011
5.676e+11,"[[[  4.34530648e-07   4.09360808e-07]
  [  4.02925536e-07   4.72714589e-07]
  [  5.66684832e-08   5.16114198e-07]
  ..., 
  [ -1.39287820e-07   9.32642308e-07]
  [ -6.60652745e-07   8.71334407e-07]
  [ -7.63827586e-07   7.97004645e-07]]

 [[  6.54461246e-07   5.85538828e-07]
  [  5.78669642e-07   6.69473138e-07]
  [ -1.06962688e-08   7.38804090e-07]
  ..., 
  [ -2.03449318e-07   1.20173570e-06]
  [ -6.99372265e-07   1.11337397e-06]
  [ -8.16999034e-07   1.02197419e-06]]

 [[  6.93605784e-07   6.85377188e-07]
  [  5.53949349e-07   7.74764828e-07]
  [ -1.44604712e-07   8.61637488e-07]
  ..., 
  [ -5.55202178e-07   1.26929979e-06]
  [ -8.87574515e-07   1.13479541e-06]
  [ -9.14690247e-07   1.01474541e-06]]

 ..., 
 [[ -1.39701748e+00   2.24653864e+00]
  [ -1.76549995e+00   2.97774386e+00]
  [ -2.03662038e+00   3.42316031e+00]
  ..., 
  [  1.48624194e+00   2.51716638e+00]
  [  9.61966038e-01   1.76907265e+00]
  [  5.53281426e-01   1.06462908e+00]]

 [[ -1.16412795e+00   1.86474586e+00]
  [ -1.54018056e+00   2.55505013e+00]
  [ -1.69257569e+00   2.80402207e+00]
  ..., 
  [  1.28795815e+00   2.27351570e+00]
  [  7.54074693e-01   1.48398721e+00]
  [  3.61159176e-01   7.91044116e-01]]

 [[ -8.67734551e-01   1.33719742e+00]
  [ -1.17395735e+00   1.85081172e+00]
  [ -1.31588757e+00   2.05790687e+00]
  ..., 
  [  9.78987515e-01   1.87150550e+00]
  [  5.52312136e-01   1.14704680e+00]
  [  2.23594904e-01   5.27479112e-01]]]",0.502950595667,,,,25.2679745748,,0.517916440964,1.09034412661
5.677e+11,"[[[  7.26112944e-07   1.06345635e-06]
  [  6.67568145e-07   1.42112663e-06]
  [  5.56061934e-07   1.77093068e-06]
  ..., 
  [ -8.81894096e-07   5.62632238e-07]
  [ -1.13417866e-06   5.80945880e-07]
  [ -1.29536011e-06   5.77295737e-07]]

 [[  8.84041071e-07   1.70183478e-06]
  [  8.27207941e-07   2.14487750e-06]
  [  7.16898114e-07   2.55183795e-06]
  ..., 
  [ -1.26095722e-06   7.80737196e-07]
  [ -1.45733077e-06   7.91137097e-07]
  [ -1.61709715e-06   7.78628475e-07]]

 [[  8.94917719e-07   2.15655018e-06]
  [  9.08070263e-07   2.72547345e-06]
  [  8.58620638e-07   3.22336041e-06]
  ..., 
  [ -1.54618226e-06   8.32173612e-07]
  [ -1.61221215e-06   8.40266068e-07]
  [ -1.72491286e-06   8.52038283e-07]]

 ..., 
 [[ -2.19853902e+00   3.45709491e+00]
  [ -3.71412897e+00   5.24624491e+00]
  [ -4.56375408e+00   6.28414631e+00]
  ..., 
  [  1.64112592e+00   2.80539727e+00]
  [  8.82515311e-01   1.66694891e+00]
  [  3.06925982e-01   8.18674147e-01]]

 [[ -1.87716568e+00   3.00955153e+00]
  [ -3.53315115e+00   4.99158764e+00]
  [ -4.47698116e+00   6.15621328e+00]
  ..., 
  [  1.48227239e+00   2.53006744e+00]
  [  7.64056504e-01   1.44289756e+00]
  [  2.31915072e-01   6.58350289e-01]]

 [[ -1.68606794e+00   2.72234344e+00]
  [ -3.27609634e+00   4.64659643e+00]
  [ -4.22422791e+00   5.83266068e+00]
  ..., 
  [  1.28183115e+00   2.24778390e+00]
  [  6.47409976e-01   1.22717440e+00]
  [  1.83232427e-01   5.12565732e-01]]]",0.82968087542,,,,25.1998959013,,0.874329924583,0.0257516779016
5.678e+11,"[[[  6.22586356e-07   6.81070219e-07]
  [  8.82816323e-07   6.94296887e-07]
  [  1.13939029e-06   7.50749109e-07]
  ..., 
  [ -5.32867034e-07   9.74960017e-07]
  [ -8.39815073e-07   9.80292725e-07]
  [ -1.11130873e-06   8.11133475e-07]]

 [[  7.01147258e-07   1.29447403e-06]
  [  1.02138722e-06   1.43991292e-06]
  [  1.16999081e-06   1.66601387e-06]
  ..., 
  [ -7.28652481e-07   1.15491969e-06]
  [ -1.05144727e-06   1.17653781e-06]
  [ -1.33720266e-06   9.49852961e-07]]

 [[  6.85433747e-07   1.78406719e-06]
  [  9.80939262e-07   2.11193310e-06]
  [  9.79428137e-07   2.56360408e-06]
  ..., 
  [ -8.87004830e-07   1.32337300e-06]
  [ -1.20331515e-06   1.35168773e-06]
  [ -1.49957907e-06   1.07960091e-06]]

 ..., 
 [[ -2.60087788e-01   2.98792988e-01]
  [ -4.47730452e-01   4.93745536e-01]
  [ -6.67819917e-01   7.53250599e-01]
  ..., 
  [  1.63117802e+00   1.61905682e+00]
  [  1.25408208e+00   1.22676873e+00]
  [  8.98611844e-01   8.63729417e-01]]

 [[ -1.46091625e-01   1.65391430e-01]
  [ -2.73221999e-01   2.94149905e-01]
  [ -4.32761818e-01   4.82591391e-01]
  ..., 
  [  1.21839333e+00   1.24964786e+00]
  [  9.09492612e-01   9.24202263e-01]
  [  6.51981056e-01   6.54831529e-01]]

 [[ -1.06681719e-01   1.11027919e-01]
  [ -2.03263342e-01   2.08040789e-01]
  [ -3.24018657e-01   3.55227977e-01]
  ..., 
  [  8.35943103e-01   8.42325866e-01]
  [  6.04931593e-01   5.95483184e-01]
  [  4.37018692e-01   4.15432096e-01]]]",0.554453951471,,,,25.0996894542,,1.15378177166,-0.258169576554
5.679e+11,"[[[ -2.63610445e-07   3.35697905e-07]
  [ -2.12347160e-07   3.95220070e-07]
  [ -2.85496299e-07   4.02604513e-07]
  ..., 
  [ -1.60370200e-06   5.81471454e-07]
  [ -1.42148519e-06   6.02918703e-07]
  [ -1.37772452e-06   5.25026337e-07]]

 [[ -2.18869232e-07   6.19528180e-07]
  [ -1.33628376e-07   7.17155785e-07]
  [ -2.31079269e-07   7.10444795e-07]
  ..., 
  [ -2.43360705e-06   7.22141010e-07]
  [ -2.01659759e-06   7.12801864e-07]
  [ -1.81899350e-06   6.04632305e-07]]

 [[ -6.08800619e-08   1.03962850e-06]
  [  1.60977487e-09   1.24012831e-06]
  [ -8.96895926e-08   1.33936032e-06]
  ..., 
  [ -3.03213233e-06   1.02735646e-06]
  [ -2.42396641e-06   1.01001172e-06]
  [ -2.11245765e-06   8.78583080e-07]]

 ..., 
 [[ -5.76818347e-01   3.67426097e-01]
  [ -7.94293761e-01   5.48100531e-01]
  [ -9.06799972e-01   6.69319928e-01]
  ..., 
  [  8.85640204e-01   4.76464003e-01]
  [  7.74864018e-01   4.03650403e-01]
  [  5.88491797e-01   3.06290060e-01]]

 [[ -2.28396013e-01   1.80747852e-01]
  [ -3.76311243e-01   3.21722895e-01]
  [ -4.74256545e-01   4.39141124e-01]
  ..., 
  [  6.15081429e-01   3.59280616e-01]
  [  5.09250998e-01   2.84693986e-01]
  [  3.71506393e-01   2.04951525e-01]]

 [[ -1.36772111e-01   1.07740812e-01]
  [ -2.28485748e-01   2.01616690e-01]
  [ -2.93877453e-01   2.94802994e-01]
  ..., 
  [  3.83673936e-01   2.60988563e-01]
  [  2.85881132e-01   1.88064083e-01]
  [  1.80882975e-01   1.22643612e-01]]]",0.313341722311,,,,24.9767005326,,1.37370169163,-0.208558511293
5.68e+11,"[[[  5.45092149e-09   9.24827948e-09]
  [  1.98726724e-07  -2.71736607e-08]
  [  1.10019876e-07  -6.06234849e-08]
  ..., 
  [  3.55157624e-07  -4.78849529e-07]
  [  2.59035232e-07  -3.65796041e-07]
  [ -2.64462869e-07  -2.37969559e-07]]

 [[ -1.67727691e-07   5.26631672e-09]
  [ -8.65793603e-10  -1.75757631e-08]
  [ -8.08528569e-08  -2.27995827e-08]
  ..., 
  [  2.91923783e-07  -5.08240362e-07]
  [  2.81327573e-07  -3.22561959e-07]
  [ -2.56832067e-07  -1.26213209e-07]]

 [[ -4.19327193e-07   3.78538054e-08]
  [ -3.26383145e-07   3.44263533e-08]
  [ -5.53857944e-07  -1.05467297e-08]
  ..., 
  [  4.28330253e-07  -5.41088355e-07]
  [  4.90130333e-07  -2.81635010e-07]
  [ -7.09427113e-08  -1.67974079e-08]]

 ..., 
 [[ -5.30914366e-01   2.36732140e-01]
  [ -6.95499957e-01   3.13555807e-01]
  [ -7.76301861e-01   3.57502013e-01]
  ..., 
  [  5.71745932e-01   5.89371584e-02]
  [  4.44310546e-01   3.65369804e-02]
  [  3.80467921e-01   3.00230831e-02]]

 [[ -3.12386245e-01   1.22393645e-01]
  [ -3.99756938e-01   1.59532592e-01]
  [ -4.45102483e-01   1.84130475e-01]
  ..., 
  [  2.98041612e-01   3.72597575e-02]
  [  2.25336075e-01   2.33083051e-02]
  [  1.79265812e-01   1.96536854e-02]]

 [[ -1.89081624e-01   8.33786577e-02]
  [ -2.49686256e-01   1.09529100e-01]
  [ -2.77597070e-01   1.24436386e-01]
  ..., 
  [  1.63386554e-01   1.30929230e-02]
  [  1.20875202e-01   4.72928584e-03]
  [  9.00442302e-02   3.68696079e-03]]]",0.137336928884,,,,24.834951419,,1.51199185848,-0.0746952914504
5.681e+11,"[[[ -2.53958262e-07  -1.54430424e-07]
  [ -6.99627833e-07  -2.33279494e-07]
  [ -7.54711152e-07  -2.16780407e-07]
  ..., 
  [ -1.95855741e-08   7.87505705e-09]
  [ -4.20683818e-07   7.76714941e-08]
  [ -4.18358724e-07   1.93746843e-07]]

 [[ -3.40188279e-07  -4.01117006e-07]
  [ -8.87314286e-07  -6.34368234e-07]
  [ -8.86970497e-07  -6.02300929e-07]
  ..., 
  [ -2.32032264e-07   9.49345562e-08]
  [ -6.16352906e-07   1.66308141e-07]
  [ -5.56019017e-07   3.02014229e-07]]

 [[ -8.11412590e-08  -8.49703497e-07]
  [ -5.72153851e-07  -1.47206811e-06]
  [ -4.23402383e-07  -1.54335396e-06]
  ..., 
  [ -4.36532531e-07   1.39985048e-07]
  [ -7.83890584e-07   2.11647588e-07]
  [ -7.02766044e-07   3.64052880e-07]]

 ..., 
 [[ -3.31488878e-01   9.08135325e-02]
  [ -4.35017258e-01   1.18696541e-01]
  [ -5.49732506e-01   1.47901952e-01]
  ..., 
  [  3.84262949e-01   2.24689275e-01]
  [  3.05697173e-01   1.69246033e-01]
  [  2.32311279e-01   1.14397913e-01]]

 [[ -2.37638324e-01   6.05354831e-02]
  [ -3.18061799e-01   8.20060968e-02]
  [ -4.03028876e-01   1.02953859e-01]
  ..., 
  [  2.35386074e-01   1.65018409e-01]
  [  1.65713623e-01   1.13017701e-01]
  [  1.12167478e-01   6.80111125e-02]]

 [[ -1.17002003e-01   2.34663747e-02]
  [ -1.77453235e-01   3.94291542e-02]
  [ -2.41310000e-01   5.42339720e-02]
  ..., 
  [  1.62251532e-01   1.13871597e-01]
  [  1.20357737e-01   7.87306428e-02]
  [  8.18478763e-02   4.53466251e-02]]]",0.163951139411,,,,24.681656292,,1.59882378578,0.0264926718533
5.682e+11,"[[[  1.23717257e-07  -4.06497264e-07]
  [  3.11929938e-07  -4.43296841e-07]
  [  4.68830024e-07  -5.14148041e-07]
  ..., 
  [ -3.89195023e-08   1.03226029e-07]
  [ -2.07257983e-07   1.39043806e-07]
  [ -1.98334305e-07   2.21229783e-07]]

 [[  1.05814081e-07  -8.46289140e-07]
  [  2.52748976e-07  -9.51632330e-07]
  [  3.65663823e-07  -1.05085655e-06]
  ..., 
  [ -3.49651515e-07   1.50238989e-07]
  [ -5.18208822e-07   1.94435586e-07]
  [ -4.67099255e-07   3.04287852e-07]]

 [[ -1.60501330e-07  -1.16143678e-06]
  [ -1.41854869e-07  -1.43687350e-06]
  [ -1.01804233e-07  -1.68068425e-06]
  ..., 
  [ -7.75111914e-07   1.63422953e-07]
  [ -9.25962752e-07   2.13639979e-07]
  [ -7.85309680e-07   3.46203819e-07]]

 ..., 
 [[ -1.74853459e-01   5.36901355e-02]
  [ -3.11874866e-01   9.70444679e-02]
  [ -4.33262885e-01   1.37459800e-01]
  ..., 
  [  2.89765865e-01   1.10310778e-01]
  [  1.65973872e-01   5.70715368e-02]
  [  9.35078561e-02   2.80416459e-02]]

 [[ -1.04438998e-01   3.15486379e-02]
  [ -1.99828431e-01   6.21444434e-02]
  [ -2.90676981e-01   9.30914283e-02]
  ..., 
  [  1.45270571e-01   5.60647920e-02]
  [  7.76325539e-02   2.69455891e-02]
  [  3.46824639e-02   1.13089494e-02]]

 [[ -5.13516963e-02   2.14400608e-02]
  [ -9.06894803e-02   3.85344401e-02]
  [ -1.50379226e-01   6.39061108e-02]
  ..., 
  [  5.83231263e-02   1.87146422e-02]
  [  2.36564893e-02   3.52035486e-03]
  [  1.00605534e-02  -5.29258221e-04]]]",0.19032227259,,,,24.520348157,,1.66333115101,0.0447317744959
5.683e+11,"[[[  3.55466881e-07  -3.51872103e-07]
  [  4.77437936e-07  -3.92664958e-07]
  [  3.76293883e-07  -4.31614637e-07]
  ..., 
  [ -6.24333495e-07   2.94410370e-07]
  [ -6.94113453e-07   3.60485785e-07]
  [ -7.11255780e-07   3.80855141e-07]]

 [[  5.85331861e-07  -6.76767570e-07]
  [  7.54844166e-07  -7.16837633e-07]
  [  6.89035176e-07  -8.06733340e-07]
  ..., 
  [ -1.04511469e-06   2.94993612e-07]
  [ -1.09620157e-06   3.64140647e-07]
  [ -1.05299466e-06   3.80420772e-07]]

 [[  8.03336889e-07  -9.20883565e-07]
  [  9.29540590e-07  -9.47191950e-07]
  [  8.55742712e-07  -1.05695608e-06]
  ..., 
  [ -1.44178227e-06   4.13299858e-07]
  [ -1.47916148e-06   5.08935102e-07]
  [ -1.37671930e-06   5.42977034e-07]]

 ..., 
 [[ -4.62576747e-01   2.04822153e-01]
  [ -7.46338248e-01   3.55499029e-01]
  [ -1.03917372e+00   5.17434835e-01]
  ..., 
  [  1.66214716e+00   6.41674578e-01]
  [  1.24106872e+00   4.62377042e-01]
  [  6.74774826e-01   2.36770600e-01]]

 [[ -4.00797904e-01   1.77306920e-01]
  [ -6.45805657e-01   3.12846124e-01]
  [ -9.06347811e-01   4.57285523e-01]
  ..., 
  [  8.01989794e-01   2.88335234e-01]
  [  5.40195465e-01   1.79124817e-01]
  [  2.78852940e-01   8.27196017e-02]]

 [[ -2.51455188e-01   9.81490016e-02]
  [ -3.92051101e-01   1.84097677e-01]
  [ -5.75776696e-01   2.84866035e-01]
  ..., 
  [  3.63032788e-01   1.20016113e-01]
  [  2.44535863e-01   7.29537010e-02]
  [  1.28134444e-01   3.41286212e-02]]]",0.253414688402,,,,24.3531761147,,1.70974004269,0.0186540204308
