time,decision_c45,optic_flow_cn45,activation,activation_c45,optic_flow,decision,activation_cn45,distance,optic_flow_c45,decision_cn45,velocity,activation_gradient
0.0,,,,,,,,,,,,
8.648e+11,,,,,,,,25.2758401731,,,-0.0479806289077,
8.649e+11,,,0.00701377023344,0.0345935854482,"[[[  1.28190436e-06   1.88858124e-07]
  [  1.75290097e-06   2.77808425e-07]
  [  2.07921107e-06   4.08641000e-07]
  ..., 
  [ -1.39881263e-06   1.01826735e-07]
  [ -7.69619874e-07   3.37831096e-08]
  [ -5.42092891e-07  -1.64497376e-08]]

 [[  2.40355212e-06   2.81114268e-07]
  [  3.29063482e-06   4.12491488e-07]
  [  4.26275756e-06   6.22113646e-07]
  ..., 
  [ -1.50872359e-06  -6.71546445e-08]
  [ -8.10436916e-07  -9.70083747e-08]
  [ -5.54042117e-07  -1.43268934e-07]]

 [[  3.55165071e-06   4.37907147e-07]
  [  5.04748550e-06   6.75405204e-07]
  [  6.90288834e-06   1.11252461e-06]
  ..., 
  [ -1.85880447e-06  -1.59117235e-07]
  [ -1.07173582e-06  -1.94935097e-07]
  [ -7.05977470e-07  -2.40224409e-07]]

 ..., 
 [[ -8.78485385e-03  -1.69672500e-02]
  [ -1.63054541e-02  -3.26971859e-02]
  [ -2.70004384e-02  -5.40455468e-02]
  ..., 
  [  3.04469168e-02  -1.88825056e-02]
  [  1.95097905e-02  -1.15371756e-02]
  [  1.57898141e-03  -5.06749563e-03]]

 [[ -8.14275257e-03  -1.70433018e-02]
  [ -1.47951441e-02  -3.15325893e-02]
  [ -2.33489368e-02  -4.86668125e-02]
  ..., 
  [  3.20395678e-02  -8.79419874e-03]
  [  2.13784203e-02  -5.10380650e-03]
  [  4.09599487e-03  -2.71174475e-03]]

 [[ -5.70929656e-03  -1.30379535e-02]
  [ -9.48026404e-03  -2.25193109e-02]
  [ -1.68350525e-02  -3.80387269e-02]
  ..., 
  [  2.55512055e-02  -8.15815106e-03]
  [  1.52959386e-02  -3.49346409e-03]
  [  1.19810121e-03  -1.11398555e-03]]]",,0.0345935854482,25.2749862203,,,-0.0265009365976,
8.65e+11,,,-0.254228629835,2.30893772513,"[[[ -5.18214847e-07  -4.79608575e-09]
  [ -6.22770131e-07  -8.38722656e-08]
  [ -3.55707272e-07  -2.13609596e-07]
  ..., 
  [  8.23622656e-07   9.92711549e-08]
  [  6.87667693e-07   3.90904873e-08]
  [  5.23772712e-07  -2.57625610e-09]]

 [[ -1.05804543e-06  -1.96868044e-07]
  [ -1.08464542e-06  -4.80654933e-07]
  [ -5.87725992e-07  -9.52236235e-07]
  ..., 
  [  3.01869846e-07   2.09019518e-07]
  [  3.40175319e-07   3.50956277e-08]
  [  3.56552562e-07  -7.50242251e-08]]

 [[ -1.36832568e-06  -2.52830432e-07]
  [ -1.52053633e-06  -6.34978448e-07]
  [ -9.60707439e-07  -1.26801342e-06]
  ..., 
  [ -9.51086236e-07   1.51740750e-07]
  [ -4.05286073e-07  -4.52779965e-08]
  [ -2.45207303e-08  -1.77530467e-07]]

 ..., 
 [[ -4.98946488e-01  -9.18904305e-01]
  [ -7.37857699e-01  -1.20726371e+00]
  [ -1.03385854e+00  -1.48625565e+00]
  ..., 
  [  2.17178874e-02  -1.35543346e+00]
  [  7.58427158e-02  -9.87630904e-01]
  [  1.98970631e-01  -5.12940109e-01]]

 [[ -4.85698164e-01  -8.84386241e-01]
  [ -6.55096650e-01  -1.12630117e+00]
  [ -8.60288143e-01  -1.38234413e+00]
  ..., 
  [  8.13652053e-02  -9.37838316e-01]
  [  9.89365131e-02  -7.72307515e-01]
  [  1.72049135e-01  -4.37175542e-01]]

 [[ -4.28063244e-01  -7.48885632e-01]
  [ -5.17950594e-01  -8.82638454e-01]
  [ -6.39464557e-01  -1.06707561e+00]
  ..., 
  [  7.31814206e-02  -4.88969862e-01]
  [  8.39810818e-02  -4.15234834e-01]
  [  1.08095452e-01  -2.57779330e-01]]]",,2.30893772513,25.2682053542,,,0.050284460187,-0.170002190302
8.651e+11,,,-0.332990610371,-0.837341543586,"[[[ -2.76572706e-07   1.76080253e-08]
  [ -4.52464519e-07   1.26030557e-07]
  [ -6.28852490e-07   3.34104328e-07]
  ..., 
  [ -1.24428072e-06   5.56159137e-07]
  [ -1.04883964e-06   4.12686887e-07]
  [ -7.29895930e-07   3.08209820e-07]]

 [[ -2.05183994e-07  -5.04254629e-08]
  [ -4.59565655e-07   1.01236473e-07]
  [ -6.14925511e-07   4.15939951e-07]
  ..., 
  [ -1.37203858e-06   6.86569877e-07]
  [ -1.17982427e-06   4.98795828e-07]
  [ -8.35709102e-07   3.57380202e-07]]

 [[ -2.71134468e-07  -4.45792345e-08]
  [ -5.70433713e-07   9.47293799e-08]
  [ -8.04020715e-07   4.78373238e-07]
  ..., 
  [ -1.59914828e-06   9.44664578e-07]
  [ -1.38221719e-06   7.09497726e-07]
  [ -9.96660106e-07   5.12940176e-07]]

 ..., 
 [[  1.44937128e-01  -2.18673658e+00]
  [  2.12295398e-01  -2.86345315e+00]
  [  1.86899558e-01  -3.60475612e+00]
  ..., 
  [ -3.67374904e-02  -1.54604959e+00]
  [ -9.29514784e-03  -8.94919217e-01]
  [ -6.66398602e-03  -3.88403147e-01]]

 [[  8.83637443e-02  -1.53796089e+00]
  [  1.29304096e-01  -2.10008526e+00]
  [  8.49714428e-02  -2.75525570e+00]
  ..., 
  [ -4.79252525e-02  -1.38625038e+00]
  [ -1.50752002e-02  -7.75211573e-01]
  [ -6.71100058e-03  -3.15134227e-01]]

 [[  6.59034252e-02  -1.16114712e+00]
  [  1.01662301e-01  -1.60463941e+00]
  [  6.46259114e-02  -2.21522975e+00]
  ..., 
  [ -3.25078554e-02  -9.51243997e-01]
  [ -9.26441140e-03  -5.18055141e-01]
  [ -1.28534739e-03  -2.03375101e-01]]]",,-0.837341543586,25.250964643,,,0.1838003546,-0.0468350349857
8.652e+11,,,-0.347898699807,0.27807978472,"[[[  1.56065411e-07   1.52671589e-07]
  [  1.36140329e-07   3.21548157e-07]
  [  5.98181700e-08   3.39161971e-07]
  ..., 
  [  5.91668424e-07   5.71337694e-07]
  [  1.63439239e-07   3.77596280e-07]
  [  6.13274125e-08   2.93441559e-07]]

 [[  1.77102251e-07   1.65450487e-07]
  [  1.73282274e-07   4.33645511e-07]
  [ -7.24492111e-08   5.41967040e-07]
  ..., 
  [  5.88046134e-07   7.28864734e-07]
  [  1.11825834e-07   5.21818038e-07]
  [ -2.69888396e-08   4.03815534e-07]]

 [[  1.83034317e-07   1.85795869e-07]
  [  1.63070908e-07   4.74935376e-07]
  [ -9.11218194e-08   5.87108616e-07]
  ..., 
  [  4.50674008e-07   8.78373953e-07]
  [ -1.44021342e-07   6.22138828e-07]
  [ -2.52562756e-07   4.54074438e-07]]

 ..., 
 [[ -2.13956740e-02  -4.04920392e-02]
  [ -5.96740516e-03  -4.61556725e-02]
  [  3.31477448e-02  -5.76898605e-02]
  ..., 
  [ -2.68955708e-01   8.77589285e-02]
  [ -1.95597842e-01   6.33896366e-02]
  [ -6.16770647e-02   3.08023952e-02]]

 [[ -1.66732147e-02  -2.25959048e-02]
  [ -6.86362619e-03  -2.51875054e-02]
  [  3.01868487e-02  -2.63940524e-02]
  ..., 
  [ -2.18525231e-01   8.66291896e-02]
  [ -1.59530640e-01   6.63943067e-02]
  [ -4.20093462e-02   3.54741998e-02]]

 [[ -4.67524678e-03  -5.81204565e-03]
  [  5.12784813e-03  -3.23529309e-03]
  [  4.04822417e-02   1.70474104e-03]
  ..., 
  [ -1.30009800e-01   8.33534449e-02]
  [ -1.21164702e-01   6.65055066e-02]
  [ -3.63572091e-02   3.79583053e-02]]]",,0.27807978472,25.2191871865,,,0.374298900366,0.243923432323
8.653e+11,,,0.154856254274,-0.359277538429,"[[[ -2.53493766e-07  -1.28475847e-06]
  [ -2.64983015e-07  -1.96789642e-06]
  [  7.44847739e-08  -2.20209313e-06]
  ..., 
  [  4.06481547e-07  -1.80916260e-07]
  [  1.44591624e-07  -6.30649808e-08]
  [  2.97067260e-08  -5.68528558e-09]]

 [[ -3.37088835e-07  -2.11578686e-06]
  [ -2.08781017e-07  -3.56315468e-06]
  [  6.53236214e-07  -4.51356800e-06]
  ..., 
  [  6.88960313e-07  -3.38381284e-07]
  [  2.52961826e-07  -1.52029088e-07]
  [  7.46255608e-08  -5.73543595e-08]]

 [[ -6.50273080e-07  -1.98847829e-06]
  [ -3.50652215e-07  -3.33233356e-06]
  [  8.65726975e-07  -4.41777229e-06]
  ..., 
  [  1.47920036e-06  -9.51233915e-07]
  [  7.54043640e-07  -5.02397427e-07]
  [  3.86059469e-07  -2.63065886e-07]]

 ..., 
 [[  3.00872117e-01   2.21790820e-01]
  [  4.67025310e-01   2.97773063e-01]
  [  5.22257328e-01   3.73110831e-01]
  ..., 
  [ -1.14037108e+00   1.27576506e+00]
  [ -8.86918664e-01   8.76130044e-01]
  [ -5.83424330e-01   5.42080522e-01]]

 [[  1.46302402e-01   1.63571864e-01]
  [  2.39166513e-01   2.47423083e-01]
  [  2.94894814e-01   3.34625274e-01]
  ..., 
  [ -7.04480767e-01   7.99081683e-01]
  [ -4.74904448e-01   4.76490438e-01]
  [ -2.84805268e-01   2.80866653e-01]]

 [[  6.22142181e-02   7.92257562e-02]
  [  9.26401392e-02   1.34027988e-01]
  [  1.15916945e-01   2.04355955e-01]
  ..., 
  [ -4.44538862e-01   4.55373645e-01]
  [ -2.89672583e-01   2.74087310e-01]
  [ -1.83801636e-01   1.74806342e-01]]]",,-0.359277538429,25.1700748622,,,0.549888491631,0.327991789077
8.654e+11,,,0.308084878347,0.217379494689,"[[[ -8.42627628e-07   3.82364533e-07]
  [ -1.15690671e-06   5.20069420e-07]
  [ -1.90361993e-06   8.59610680e-07]
  ..., 
  [ -2.80742228e-07   6.27089065e-08]
  [ -9.85367379e-08   3.86793602e-08]
  [ -1.07679305e-07   1.08890221e-08]]

 [[ -1.54101451e-06   5.93568757e-07]
  [ -2.11313522e-06   8.62714501e-07]
  [ -3.08106155e-06   1.53144151e-06]
  ..., 
  [  7.30660972e-08  -7.10991044e-09]
  [  2.01664065e-07  -3.80388485e-08]
  [  1.39691181e-07  -8.63677698e-08]]

 [[ -1.79635163e-06   4.29784762e-07]
  [ -2.45617912e-06   6.52765095e-07]
  [ -3.28001533e-06   1.24408029e-06]
  ..., 
  [  2.70241998e-07   6.79597008e-07]
  [  3.11632704e-07   3.90588440e-07]
  [  1.80630337e-07   1.20468343e-07]]

 ..., 
 [[ -1.47419006e-01   9.29267406e-01]
  [ -2.80801982e-01   1.63243365e+00]
  [ -3.46294641e-01   2.22306037e+00]
  ..., 
  [  5.80678582e-01   1.68417299e+00]
  [  3.37313235e-01   1.05945992e+00]
  [  1.64114654e-01   5.06690085e-01]]

 [[ -5.14247678e-02   6.33904338e-01]
  [ -1.35917127e-01   1.23565876e+00]
  [ -1.99617445e-01   1.83002281e+00]
  ..., 
  [  5.25480807e-01   1.36723721e+00]
  [  2.86359578e-01   7.87994325e-01]
  [  1.28375486e-01   3.41325581e-01]]

 [[ -7.11740786e-03   5.09437799e-01]
  [ -4.13821749e-02   9.34285641e-01]
  [ -6.57925978e-02   1.35285199e+00]
  ..., 
  [  3.77167940e-01   9.61237431e-01]
  [  1.73507854e-01   4.70103711e-01]
  [  7.15143383e-02   1.92754939e-01]]]",,0.217379494689,25.1037294236,,,0.681063055992,-0.0521786934374
8.655e+11,,,0.0504988673995,0.49452494554,"[[[  4.50464661e-08  -9.37169915e-08]
  [  4.14647587e-08  -1.60592819e-07]
  [ -4.39089876e-10  -2.12852854e-07]
  ..., 
  [  8.85562557e-08   1.16798226e-07]
  [  1.29172776e-07   6.14039450e-08]
  [ -1.31613280e-08   1.54656554e-08]]

 [[  5.35594857e-08  -1.72770939e-07]
  [  3.72822839e-08  -2.65709104e-07]
  [ -4.61704950e-08  -3.45572715e-07]
  ..., 
  [  2.23202008e-07   2.26390867e-07]
  [  2.59100233e-07   1.52937758e-07]
  [  1.08206144e-07   7.79435325e-08]]

 [[ -2.90295041e-08  -4.74661476e-07]
  [ -8.27015967e-08  -7.37608957e-07]
  [ -2.87173776e-07  -9.41707185e-07]
  ..., 
  [  3.18249562e-07   2.65576460e-07]
  [  3.73358290e-07   1.89482421e-07]
  [  2.34591710e-07   1.07607029e-07]]

 ..., 
 [[ -1.81008533e-01   1.06300801e-01]
  [ -2.21129760e-01   1.30331919e-01]
  [ -2.30988234e-01   1.40632987e-01]
  ..., 
  [  2.38006815e-01  -3.45121361e-02]
  [  1.62835747e-01  -1.04910275e-02]
  [  1.27607569e-01   6.81984145e-03]]

 [[ -9.28152576e-02   6.76673576e-02]
  [ -1.21750966e-01   8.15944895e-02]
  [ -1.43787265e-01   8.67378488e-02]
  ..., 
  [  2.53033817e-01  -2.41120085e-02]
  [  1.67790830e-01  -7.39556970e-04]
  [  1.15909673e-01   1.28422249e-02]]

 [[ -5.01375571e-02   2.11925898e-02]
  [ -6.78973272e-02   2.33671200e-02]
  [ -8.66038203e-02   2.39784643e-02]
  ..., 
  [  2.62249023e-01  -2.60866415e-02]
  [  1.70020297e-01  -3.82244377e-03]
  [  1.00830950e-01   8.77547543e-03]]]",,0.49452494554,25.0262193065,,,0.770742535591,-0.215718041595
8.656e+11,,,-0.123351204843,-0.146096392954,"[[[ -3.70171506e-07  -1.55529008e-07]
  [ -7.38020560e-07  -2.87384267e-07]
  [ -1.08840379e-06  -3.59673209e-07]
  ..., 
  [ -1.04277149e-07  -5.66578876e-07]
  [ -2.36202894e-07  -3.16135754e-07]
  [ -2.87446710e-07  -1.13496789e-07]]

 [[ -5.91150979e-07  -3.37244529e-07]
  [ -1.15814657e-06  -5.68899281e-07]
  [ -1.71543422e-06  -7.19941681e-07]
  ..., 
  [ -4.44800122e-07  -7.67539404e-07]
  [ -3.48716753e-07  -4.73391253e-07]
  [ -3.37957403e-07  -2.40300949e-07]]

 [[ -1.30195622e-06  -1.47856224e-06]
  [ -2.40572172e-06  -2.23611141e-06]
  [ -3.40718861e-06  -2.77133950e-06]
  ..., 
  [ -9.32255261e-07  -1.07314747e-06]
  [ -5.48519210e-07  -6.52079109e-07]
  [ -3.85963176e-07  -3.54283827e-07]]

 ..., 
 [[ -5.13935536e-02  -5.88351250e-01]
  [ -7.01129138e-02  -7.26083100e-01]
  [ -1.23037875e-01  -8.38820875e-01]
  ..., 
  [  6.31410897e-01  -8.40467095e-01]
  [  4.79152113e-01  -7.03933835e-01]
  [  2.32610345e-01  -4.84715074e-01]]

 [[ -2.23521776e-02  -3.27995956e-01]
  [ -4.46564034e-02  -4.51938242e-01]
  [ -9.24717560e-02  -5.88448882e-01]
  ..., 
  [  5.26739120e-01  -7.89553881e-01]
  [  3.90656024e-01  -6.62210703e-01]
  [  1.91626906e-01  -4.48250443e-01]]

 [[ -4.45900392e-03  -1.30972132e-01]
  [ -2.32139397e-02  -2.12114602e-01]
  [ -6.03519082e-02  -3.24297339e-01]
  ..., 
  [  4.03432548e-01  -7.18258023e-01]
  [  2.76721627e-01  -5.91060698e-01]
  [  1.49722829e-01  -4.01451081e-01]]]",,-0.146096392954,24.9413188621,,,0.825945556164,-0.0622773149149
