time,optic_flow_cn45,decision_c45,decision_cn45,activation,activation_c45,optic_flow,activation_cn45,distance,optic_flow_c45,decision,velocity
0.0,,,,,,,,,,,
8.647e+11,,,,-0.00195872574352,0.0292309756693,"[[[ -6.58317617e-07   2.57272262e-07]
  [ -7.62701745e-07   2.41839899e-07]
  [ -9.64550509e-07   2.06177305e-07]
  ..., 
  [ -4.02742501e-07  -1.16702211e-07]
  [ -2.15309498e-07  -1.10231120e-07]
  [  1.09024789e-08  -1.07278616e-07]]

 [[ -9.89027512e-07   3.42622826e-07]
  [ -1.57778550e-06   3.03802210e-07]
  [ -2.36441247e-06   2.15439670e-07]
  ..., 
  [ -1.03731497e-06  -1.13014060e-07]
  [ -4.56718453e-07  -1.34199212e-07]
  [  3.29240635e-08  -1.56494082e-07]]

 [[ -1.44987837e-06   1.40847575e-07]
  [ -2.57340116e-06  -1.84013729e-08]
  [ -3.88000262e-06  -2.34848770e-07]
  ..., 
  [ -1.85557769e-06  -2.00920994e-07]
  [ -8.59838053e-07  -2.49922664e-07]
  [ -6.34900985e-08  -2.64651902e-07]]

 ..., 
 [[  6.99963123e-02  -3.99881415e-02]
  [  7.44028911e-02  -5.61196171e-02]
  [  4.40669656e-02  -5.49688861e-02]
  ..., 
  [ -1.53742414e-02   9.32256877e-03]
  [ -5.71207143e-03   5.85135818e-03]
  [ -1.67267490e-03   1.98892131e-03]]

 [[  6.81802109e-02  -2.27868129e-02]
  [  7.91685209e-02  -3.45866941e-02]
  [  5.17411865e-02  -3.81806567e-02]
  ..., 
  [ -1.20379552e-02   6.77666999e-03]
  [ -4.48025716e-03   4.22631623e-03]
  [ -9.39664431e-04   1.72340753e-03]]

 [[  3.78461070e-02  -1.21509098e-02]
  [  5.14990017e-02  -2.23057512e-02]
  [  3.32605392e-02  -3.53072584e-02]
  ..., 
  [ -7.35758571e-03   1.58733956e-03]
  [ -3.40555143e-03   1.00435980e-03]
  [ -1.07279548e-03   4.91407292e-04]]]",0.0292309756693,25.2791377307,,0.0,-0.00510304328054
8.648e+11,,,,-1.12946963045,0.620307986156,"[[[  2.47732572e-07   4.94310029e-07]
  [  1.84040189e-07   7.87735246e-07]
  [ -3.50899768e-07   1.05934259e-06]
  ..., 
  [ -3.48902176e-06  -4.44261985e-07]
  [ -2.57577130e-06  -3.20207732e-07]
  [ -1.95979919e-06  -2.67028128e-07]]

 [[  9.75388139e-06  -6.20795208e-06]
  [  9.38357425e-06  -7.33956995e-06]
  [  5.65016853e-06  -8.71355860e-06]
  ..., 
  [ -2.24160831e-05  -1.50095809e-06]
  [ -1.96443307e-05  -1.60852221e-06]
  [ -1.53175133e-05  -1.90897094e-06]]

 [[ -2.13572918e-03  -2.43673567e-03]
  [ -2.14825873e-03  -2.48959614e-03]
  [ -2.20022071e-03  -2.53655971e-03]
  ..., 
  [ -1.35153020e-03  -1.34820701e-04]
  [ -1.57538615e-03  -1.59001997e-04]
  [ -1.77123945e-03  -1.87327707e-04]]

 ..., 
 [[  4.99931544e-01  -4.33458835e-01]
  [  7.90639162e-01  -7.00739205e-01]
  [  9.64510739e-01  -8.78602028e-01]
  ..., 
  [ -8.85178030e-01  -1.07565629e+00]
  [ -6.58920348e-01  -6.98482156e-01]
  [ -4.84029382e-01  -4.08164889e-01]]

 [[  3.46949339e-01  -1.95266381e-01]
  [  5.34053147e-01  -3.27742070e-01]
  [  6.54410183e-01  -4.42948580e-01]
  ..., 
  [ -5.83399832e-01  -7.27950096e-01]
  [ -4.40808713e-01  -4.84302014e-01]
  [ -3.70231330e-01  -3.14426064e-01]]

 [[  2.48206779e-01  -1.38507962e-01]
  [  3.38926494e-01  -2.33790487e-01]
  [  4.35624987e-01  -3.36683631e-01]
  ..., 
  [ -1.81323826e-01  -2.11653650e-01]
  [ -1.54136941e-01  -1.43078491e-01]
  [ -1.45431340e-01  -9.46220979e-02]]]",0.620307986156,25.2658760374,,0.0,0.138009548187
8.649e+11,,,,0.0168935148432,-0.0148087415055,"[[[  9.35391363e-05  -8.81748638e-05]
  [  8.22947550e-05  -7.22148543e-05]
  [  6.84259066e-05  -6.12439981e-05]
  ..., 
  [  4.50878633e-06  -9.33088359e-07]
  [  2.30820046e-06  -8.48641776e-07]
  [  8.54011716e-07  -6.30231966e-07]]

 [[  1.46428868e-03  -4.04573139e-03]
  [  1.19691598e-03  -3.28934053e-03]
  [  9.37877339e-04  -2.61879363e-03]
  ..., 
  [  6.46704284e-04  -1.16325973e-03]
  [  5.24710573e-04  -9.38286830e-04]
  [  4.25573176e-04  -6.84361032e-04]]

 [[ -1.06327850e-02  -7.57474676e-02]
  [ -6.84164232e-03  -6.44882247e-02]
  [ -4.37279930e-03  -5.33356778e-02]
  ..., 
  [  3.24929029e-01  -5.67767322e-01]
  [  2.66276747e-01  -4.73915964e-01]
  [  2.02473775e-01  -3.42504352e-01]]

 ..., 
 [[  8.17458272e-01  -8.36771876e-02]
  [  1.16744006e+00  -1.27911761e-01]
  [  1.38675511e+00  -1.67049006e-01]
  ..., 
  [  8.88803661e-01  -5.67641497e-01]
  [  9.25067723e-01  -5.08858860e-01]
  [  9.93193448e-01  -3.96477431e-01]]

 [[  7.74026394e-01  -7.65796602e-02]
  [  1.10837340e+00  -1.15605853e-01]
  [  1.35065854e+00  -1.51970387e-01]
  ..., 
  [  7.97582984e-01  -4.71332699e-01]
  [  8.02824676e-01  -3.97570997e-01]
  [  8.29807162e-01  -2.96429425e-01]]

 [[  6.41437054e-01  -5.39177321e-02]
  [  9.75792766e-01  -8.86954591e-02]
  [  1.25003409e+00  -1.23142339e-01]
  ..., 
  [  6.46345139e-01  -3.14935684e-01]
  [  6.64044857e-01  -2.75282323e-01]
  [  6.76871598e-01  -2.24545971e-01]]]",-0.0148087415055,25.2363317784,,0.0,0.349418967962
8.65e+11,,,,,,,,25.1797834965,,,0.711750388145
8.651e+11,,,,-0.198421541025,2.16468233745,"[[[ -8.63127131e-03   1.99004337e-02]
  [ -7.10386084e-03   1.62468087e-02]
  [ -5.71934693e-03   1.29003404e-02]
  ..., 
  [  9.94335953e-03   1.40440315e-02]
  [  9.44316573e-03   1.34451743e-02]
  [  9.02992301e-03   1.25692813e-02]]

 [[ -1.37493268e-01   4.04950619e-01]
  [ -1.13666490e-01   3.35351288e-01]
  [ -9.12783593e-02   2.69817591e-01]
  ..., 
  [  1.46464014e+00   2.27063608e+00]
  [  1.30317366e+00   2.06762695e+00]
  [  1.18484783e+00   1.84517694e+00]]

 [[ -4.15287852e-01   1.73904598e+00]
  [ -3.72823685e-01   1.56282794e+00]
  [ -3.24839890e-01   1.36758447e+00]
  ..., 
  [  3.37614846e+00   5.82460976e+00]
  [  3.17680883e+00   5.68591547e+00]
  [  3.07194924e+00   5.48127079e+00]]

 ..., 
 [[  5.76584935e-02   2.22838938e-01]
  [  1.71459511e-01   4.47021782e-01]
  [  3.68285567e-01   7.23581493e-01]
  ..., 
  [ -2.13150501e-01   9.39342439e-01]
  [ -7.55881816e-02   7.58600891e-01]
  [  1.45198718e-01   4.98866171e-01]]

 [[  3.60022560e-02   1.64699197e-01]
  [  1.38559535e-01   3.62783402e-01]
  [  3.31064701e-01   6.16916299e-01]
  ..., 
  [ -7.41080418e-02   5.58037698e-01]
  [  4.05656062e-02   4.73469228e-01]
  [  1.65948138e-01   3.28448027e-01]]

 [[  2.23688204e-02   8.88660178e-02]
  [  1.05272211e-01   2.21375376e-01]
  [  2.77283311e-01   4.16849345e-01]
  ..., 
  [  3.25536467e-02   2.35795394e-01]
  [  1.24530569e-01   2.03991815e-01]
  [  1.49627164e-01   1.50888279e-01]]]",2.16468233745,25.0892977017,,0.0,1.03336644173
8.652e+11,,,,,,,,24.9693958642,,,1.27684128284
8.653e+11,,,,0.420655367687,0.586630612372,"[[[ -4.19721630e-07  -5.02858306e-08]
  [ -4.97729559e-07  -3.71891069e-08]
  [ -3.36853077e-07  -4.04474001e-08]
  ..., 
  [  4.63485634e-07   1.29148930e-07]
  [  6.34185028e-07   1.00403007e-07]
  [  2.20309758e-07   4.71749395e-08]]

 [[ -6.35079971e-07   2.88088327e-08]
  [ -7.50429535e-07   9.46530250e-08]
  [ -5.22722189e-07   1.66073050e-07]
  ..., 
  [  4.84926233e-08   2.50742573e-07]
  [  2.52460353e-07   2.09921240e-07]
  [ -8.82937670e-08   1.24225195e-07]]

 [[ -9.64525839e-07   6.40314909e-07]
  [ -1.20099787e-06   9.40247673e-07]
  [ -9.56991926e-07   1.55052987e-06]
  ..., 
  [ -3.81733514e-07   3.54814773e-07]
  [ -1.65018236e-07   3.21564727e-07]
  [ -3.60766649e-07   2.28135207e-07]]

 ..., 
 [[ -6.85575902e-02   4.00559902e-01]
  [ -1.33051306e-01   7.05682516e-01]
  [ -2.26221964e-01   1.06298351e+00]
  ..., 
  [  9.77853894e-01   1.27944684e+00]
  [  6.94683373e-01   9.36139584e-01]
  [  2.80646741e-01   4.06438321e-01]]

 [[ -3.33771929e-02   2.75815368e-01]
  [ -6.79304451e-02   4.96090442e-01]
  [ -1.28104523e-01   7.79479444e-01]
  ..., 
  [  8.34991455e-01   1.11782610e+00]
  [  5.66213489e-01   8.00524890e-01]
  [  1.86527327e-01   2.96959251e-01]]

 [[ -1.03678918e-02   1.83479667e-01]
  [ -3.10716443e-02   3.58610153e-01]
  [ -6.92365766e-02   5.91162622e-01]
  ..., 
  [  6.87902451e-01   9.32909906e-01]
  [  4.43898350e-01   6.43182516e-01]
  [  1.37578398e-01   2.30066717e-01]]]",0.586630612372,24.811077494,,0.0,1.46236085892
8.654e+11,,,,,,,,24.6747983035,,,1.55024313927
8.655e+11,,,,-0.224596985021,-0.257752955058,"[[[ -2.30264916e-07   1.58650920e-07]
  [ -7.64402230e-08   2.28509080e-07]
  [  1.46357337e-07   2.72342987e-07]
  ..., 
  [  2.38852067e-07   7.89305599e-09]
  [  1.57483996e-07  -4.21691553e-08]
  [  3.03852119e-07  -7.50554392e-08]]

 [[ -2.21669552e-07   5.47270211e-08]
  [  4.29346301e-08   8.11036855e-08]
  [  3.55270146e-07   7.22370075e-08]
  ..., 
  [  3.60988651e-07   1.86122165e-07]
  [  2.70835613e-07   1.12279622e-07]
  [  4.43637703e-07   1.23868196e-08]]

 [[ -2.66266085e-07  -2.11694541e-07]
  [  1.69221863e-07  -3.49236529e-07]
  [  6.63303581e-07  -5.12617305e-07]
  ..., 
  [  5.45258331e-07  -1.13795039e-07]
  [  4.08906175e-07  -5.80138533e-08]
  [  5.74098863e-07  -6.53712959e-08]]

 ..., 
 [[ -5.04327081e-02  -1.69031334e+00]
  [  1.53990993e-02  -1.96846831e+00]
  [  1.51045859e-01  -2.36253548e+00]
  ..., 
  [  1.53507873e-01  -9.43892717e-01]
  [  1.19915888e-01  -7.71011055e-01]
  [  6.25081062e-02  -5.06533384e-01]]

 [[ -5.80724962e-02  -1.18405676e+00]
  [ -1.79880485e-02  -1.43111467e+00]
  [  8.50051045e-02  -1.79294503e+00]
  ..., 
  [  8.91945288e-02  -6.16542757e-01]
  [  7.65750036e-02  -5.06686985e-01]
  [  4.32379507e-02  -3.03439885e-01]]

 [[ -6.55653998e-02  -7.96498597e-01]
  [ -4.41940166e-02  -9.65146959e-01]
  [  2.32416205e-02  -1.23084843e+00]
  ..., 
  [  4.27443199e-02  -2.79663056e-01]
  [  4.59820218e-02  -2.45043918e-01]
  [  3.17747742e-02  -1.51190773e-01]]]",-0.257752955058,24.5123594278,,0.0,1.62100970745
