time,optic_flow,activation,distance,velocity
3.694e+11,"[[[  7.12413950e-08  -2.28714914e-08]
  [ -1.06299652e-07  -1.82047000e-08]
  [ -4.29624890e-07  -2.67859281e-08]
  ..., 
  [ -4.64085019e-07   2.39406177e-06]
  [ -1.13610980e-07   1.99927240e-06]
  [ -2.27494041e-07   1.68970860e-06]]

 [[  5.17048477e-07  -2.48136217e-07]
  [  3.06965063e-07  -1.94964230e-07]
  [ -2.36861666e-07  -1.93809882e-07]
  ..., 
  [ -1.00907960e-06   2.62907611e-06]
  [ -6.55882388e-07   2.19662661e-06]
  [ -7.47825368e-07   1.86863326e-06]]

 [[  7.62339482e-07  -6.34343166e-07]
  [  4.83800477e-07  -5.75960769e-07]
  [ -2.10940556e-07  -5.74469311e-07]
  ..., 
  [ -1.46782804e-06   2.67822975e-06]
  [ -1.14409158e-06   2.27666465e-06]
  [ -1.25637087e-06   1.94740028e-06]]

 ..., 
 [[  5.45442104e-02   1.16434850e-01]
  [  5.94948493e-02   1.08703315e-01]
  [  8.08621496e-02   9.73238498e-02]
  ..., 
  [  1.03630543e-01   5.01965545e-02]
  [  1.08380519e-01   4.30636369e-02]
  [  1.11930385e-01   3.49106751e-02]]

 [[  5.55282645e-02   1.30598694e-01]
  [  5.98533861e-02   1.24610752e-01]
  [  8.44340026e-02   1.12364747e-01]
  ..., 
  [  1.15087762e-01   4.84825447e-02]
  [  1.21327922e-01   4.01830934e-02]
  [  1.25764087e-01   3.06425374e-02]]

 [[  4.43735495e-02   1.47969455e-01]
  [  4.61263284e-02   1.48725852e-01]
  [  6.91190735e-02   1.42207146e-01]
  ..., 
  [  1.16416276e-01   4.38703038e-02]
  [  1.17946737e-01   3.73309888e-02]
  [  1.21633001e-01   2.79691853e-02]]]",0.00158998475179,30.0755576551,0.0569108612835
3.695e+11,"[[[ -4.32998917e-08  -1.62916695e-06]
  [  1.64897574e-06  -1.40359407e-06]
  [  3.23357494e-06  -1.19331514e-06]
  ..., 
  [ -7.50204663e-06   6.51850272e-08]
  [ -8.30277986e-06  -1.55447125e-07]
  [ -9.59105182e-06  -3.55819338e-07]]

 [[  1.60104901e-06  -6.52383915e-06]
  [  2.60519778e-06  -6.02654382e-06]
  [  3.17811828e-06  -5.91383105e-06]
  ..., 
  [ -1.13080496e-05  -1.27709222e-06]
  [ -1.22743841e-05  -1.47200831e-06]
  [ -1.32376736e-05  -1.74074387e-06]]

 [[  2.88787555e-06  -1.21066541e-05]
  [  2.74212221e-06  -1.15850680e-05]
  [  1.89573518e-06  -1.15200291e-05]
  ..., 
  [ -1.41830415e-05  -3.21624725e-06]
  [ -1.54323443e-05  -3.02443209e-06]
  [ -1.63191598e-05  -3.38853238e-06]]

 ..., 
 [[  4.33828545e+00  -1.08396454e+01]
  [  4.31043339e+00  -1.07971153e+01]
  [  4.24858665e+00  -1.07496700e+01]
  ..., 
  [ -4.36424255e+00  -8.90574932e+00]
  [ -4.40549850e+00  -8.75256729e+00]
  [ -4.38422680e+00  -8.53926182e+00]]

 [[  4.32822609e+00  -1.08170118e+01]
  [  4.30460596e+00  -1.07747002e+01]
  [  4.23785686e+00  -1.07227526e+01]
  ..., 
  [ -4.19364214e+00  -8.55276871e+00]
  [ -4.19086552e+00  -8.35032749e+00]
  [ -4.13238335e+00  -8.07283688e+00]]

 [[  4.27348185e+00  -1.06217546e+01]
  [  4.23120785e+00  -1.05332985e+01]
  [  4.14200115e+00  -1.04359245e+01]
  ..., 
  [ -3.73415136e+00  -7.51078558e+00]
  [ -3.62740350e+00  -7.22623682e+00]
  [ -3.47689033e+00  -6.82474804e+00]]]",-0.64138468192,30.0610992139,0.147897720337
3.696e+11,"[[[  1.08688607e-06   1.00071546e-07]
  [  1.11838312e-06   7.92562389e-08]
  [  1.26559121e-06   5.35902389e-09]
  ..., 
  [  5.25989708e-06   2.13418366e-06]
  [  6.25340590e-06   2.15982300e-06]
  [  5.63535195e-06   2.20630886e-06]]

 [[  5.46369733e-07   3.83574189e-07]
  [  9.43836085e-07   3.55064458e-07]
  [  1.72178943e-06   3.18968461e-07]
  ..., 
  [  6.93182119e-06   2.83017130e-06]
  [  7.63135085e-06   2.84767748e-06]
  [  6.91661489e-06   2.85455258e-06]]

 [[ -4.30080917e-07   1.06782682e-06]
  [  6.82234202e-07   1.09572647e-06]
  [  2.23227607e-06   1.12158932e-06]
  ..., 
  [  8.48757190e-06   3.42906083e-06]
  [  8.97959944e-06   3.39897883e-06]
  [  7.91652019e-06   3.37963661e-06]]

 ..., 
 [[ -7.39024997e-01   2.07836866e+00]
  [ -7.29723096e-01   2.07571697e+00]
  [ -7.33693898e-01   2.03964520e+00]
  ..., 
  [  8.60342324e-01   2.09357119e+00]
  [  8.77531588e-01   2.09509182e+00]
  [  8.89329672e-01   2.09060073e+00]]

 [[ -6.90611899e-01   2.00259852e+00]
  [ -6.85989738e-01   1.97626173e+00]
  [ -7.06474304e-01   1.91722000e+00]
  ..., 
  [  8.31998944e-01   2.06560302e+00]
  [  8.39726210e-01   2.05980611e+00]
  [  8.32309246e-01   2.03576732e+00]]

 [[ -6.35532320e-01   1.83401012e+00]
  [ -6.10839963e-01   1.76418948e+00]
  [ -6.32162333e-01   1.66680098e+00]
  ..., 
  [  8.13683271e-01   2.04764581e+00]
  [  8.22563887e-01   2.04159164e+00]
  [  7.98567951e-01   2.00316358e+00]]]",0.117999176286,30.0333591139,0.348823398352
3.697e+11,"[[[ -2.78424523e-06   7.28309146e-07]
  [ -3.28250212e-06   7.46201295e-07]
  [ -3.31124738e-06   7.60523562e-07]
  ..., 
  [  1.96699193e-06   1.65290226e-06]
  [  2.29749116e-06   1.75954574e-06]
  [  3.64411630e-06   1.81848748e-06]]

 [[ -2.94486154e-06   8.92030414e-07]
  [ -3.45425519e-06   9.85488555e-07]
  [ -3.45942044e-06   1.01807495e-06]
  ..., 
  [  4.07701418e-06   3.62007154e-06]
  [  4.70888153e-06   3.70731823e-06]
  [  6.77562139e-06   3.57064664e-06]]

 [[ -3.01839827e-06   9.90754188e-07]
  [ -3.59715295e-06   1.12825853e-06]
  [ -3.59756064e-06   1.18501896e-06]
  ..., 
  [  6.29583474e-06   5.95907068e-06]
  [  6.53766301e-06   6.02491991e-06]
  [  9.35882508e-06   5.53983091e-06]]

 ..., 
 [[ -2.24083090e+00   5.92492628e+00]
  [ -2.18825889e+00   5.87026596e+00]
  [ -2.06005883e+00   5.69102764e+00]
  ..., 
  [  2.94195294e+00   6.65783691e+00]
  [  2.98397827e+00   6.69438982e+00]
  [  2.97216368e+00   6.70172644e+00]]

 [[ -2.14490604e+00   5.69930649e+00]
  [ -2.07357049e+00   5.61566734e+00]
  [ -1.92176604e+00   5.38020468e+00]
  ..., 
  [  2.90496302e+00   6.57505369e+00]
  [  2.94111514e+00   6.60143995e+00]
  [  2.92001605e+00   6.60101366e+00]]

 [[ -2.07642269e+00   5.44436932e+00]
  [ -1.98055005e+00   5.31944466e+00]
  [ -1.81512427e+00   5.04423952e+00]
  ..., 
  [  2.89592576e+00   6.45076370e+00]
  [  2.93288279e+00   6.46993828e+00]
  [  2.90710831e+00   6.46084261e+00]]]",0.418915528252,29.9826590822,0.60971724987
3.698e+11,"[[[ -2.78843913e-06   9.87591420e-07]
  [ -3.13228793e-06   1.14175668e-06]
  [ -3.57043359e-06   1.25416466e-06]
  ..., 
  [ -1.26293992e-06   2.55821018e-08]
  [ -1.20569837e-06  -6.99831304e-09]
  [ -1.34118545e-06  -2.62752486e-08]]

 [[ -2.69168754e-06   1.57080183e-06]
  [ -2.64433834e-06   1.82589713e-06]
  [ -2.89726040e-06   2.02015372e-06]
  ..., 
  [ -1.27920714e-06  -3.22158655e-08]
  [ -1.16399531e-06  -6.49341203e-08]
  [ -1.06269511e-06  -8.20713026e-08]]

 [[ -2.62143294e-06   1.83046370e-06]
  [ -2.21198638e-06   2.17825209e-06]
  [ -2.37389668e-06   2.35082985e-06]
  ..., 
  [ -8.13130100e-07   2.77431003e-08]
  [ -5.43055990e-07   5.65687674e-09]
  [ -2.20075677e-07  -2.94497426e-09]]

 ..., 
 [[ -2.79589915e+00   5.45913410e+00]
  [ -2.73162794e+00   5.43202353e+00]
  [ -2.68775296e+00   5.40761852e+00]
  ..., 
  [  2.71024346e+00   4.60781002e+00]
  [  2.80553794e+00   4.43006372e+00]
  [  2.77495527e+00   4.25282669e+00]]

 [[ -2.70739722e+00   5.34381819e+00]
  [ -2.62924957e+00   5.29785633e+00]
  [ -2.56446052e+00   5.24182367e+00]
  ..., 
  [  2.43051767e+00   4.28805780e+00]
  [  2.51427102e+00   4.12687254e+00]
  [  2.51406145e+00   4.00114632e+00]]

 [[ -2.47561431e+00   4.92992878e+00]
  [ -2.42500758e+00   4.94066429e+00]
  [ -2.37096310e+00   4.94929552e+00]
  ..., 
  [  2.00698328e+00   3.83394074e+00]
  [  2.06056404e+00   3.67432857e+00]
  [  2.08613205e+00   3.59816551e+00]]]",0.32921596532,29.9061140141,0.824772596359
3.699e+11,"[[[ -1.35650009e-06   3.43484430e-07]
  [ -1.15289856e-06   4.12426004e-07]
  [ -7.61423962e-07   5.25621886e-07]
  ..., 
  [ -4.15191653e-06   7.28734392e-07]
  [ -4.22304674e-06   6.39956170e-07]
  [ -4.04421189e-06   5.41772863e-07]]

 [[ -6.36697848e-07   4.95708093e-07]
  [ -5.29148622e-07   6.23807523e-07]
  [ -3.48489436e-07   7.89372280e-07]
  ..., 
  [ -5.02307466e-06   9.45520128e-07]
  [ -5.04909622e-06   8.48033039e-07]
  [ -4.85998589e-06   7.42269549e-07]]

 [[  3.78599367e-07   7.63159903e-07]
  [  3.24300942e-07   8.54683492e-07]
  [  4.01760701e-07   1.00585316e-06]
  ..., 
  [ -5.05959861e-06   1.05649144e-06]
  [ -5.10437576e-06   9.48043009e-07]
  [ -4.70914665e-06   8.04190165e-07]]

 ..., 
 [[ -1.93046069e+00   3.00984311e+00]
  [ -1.92083991e+00   3.01473665e+00]
  [ -1.89752650e+00   3.02076149e+00]
  ..., 
  [  1.92943811e+00   2.43193078e+00]
  [  1.93700600e+00   2.41641903e+00]
  [  1.92545736e+00   2.40038848e+00]]

 [[ -1.96279907e+00   3.00880980e+00]
  [ -1.95200145e+00   3.01053357e+00]
  [ -1.91916180e+00   3.01098013e+00]
  ..., 
  [  1.87938583e+00   2.44643760e+00]
  [  1.86785674e+00   2.41807771e+00]
  [  1.86003506e+00   2.38637018e+00]]

 [[ -1.95841265e+00   3.00612092e+00]
  [ -1.93949425e+00   3.00558329e+00]
  [ -1.88429689e+00   2.99262023e+00]
  ..., 
  [  1.81394041e+00   2.45440006e+00]
  [  1.78113091e+00   2.40925336e+00]
  [  1.75566256e+00   2.35796523e+00]]]",0.173056495218,29.8106878093,0.985315561295
3.7e+11,"[[[ -2.51718825e-06  -2.84721892e-07]
  [ -2.63917764e-06  -4.33646164e-07]
  [ -2.59188050e-06  -5.63843116e-07]
  ..., 
  [ -2.84352586e-06  -2.63303352e-08]
  [ -2.62035110e-06  -8.56785221e-08]
  [ -2.26609450e-06  -9.44260279e-08]]

 [[ -3.21251991e-06   6.74070080e-08]
  [ -3.41852524e-06  -2.21273268e-07]
  [ -3.26564259e-06  -4.54706253e-07]
  ..., 
  [ -2.80690756e-06  -8.36142036e-08]
  [ -2.69085399e-06  -1.70265537e-07]
  [ -2.41575299e-06  -1.92769264e-07]]

 [[ -3.30011994e-06   2.61231236e-07]
  [ -3.35346590e-06  -6.40649844e-08]
  [ -3.13969645e-06  -3.60754171e-07]
  ..., 
  [ -2.81117286e-06  -1.43006247e-07]
  [ -2.85222859e-06  -2.38204720e-07]
  [ -2.86853196e-06  -2.52440259e-07]]

 ..., 
 [[ -1.43549907e+00   1.11083484e+00]
  [ -1.42672491e+00   1.09638774e+00]
  [ -1.42159367e+00   1.08661306e+00]
  ..., 
  [  1.41307068e+00   1.17523909e+00]
  [  1.42185330e+00   1.16677463e+00]
  [  1.47039402e+00   1.17298245e+00]]

 [[ -1.42142832e+00   1.10398459e+00]
  [ -1.41416085e+00   1.09657061e+00]
  [ -1.40933061e+00   1.08932185e+00]
  ..., 
  [  1.41236436e+00   1.18966734e+00]
  [  1.42396533e+00   1.17955899e+00]
  [  1.46965837e+00   1.17903602e+00]]

 [[ -1.39250433e+00   1.10295093e+00]
  [ -1.38425219e+00   1.10454559e+00]
  [ -1.37720180e+00   1.10523438e+00]
  ..., 
  [  1.38259172e+00   1.19149160e+00]
  [  1.39409924e+00   1.17495584e+00]
  [  1.43774092e+00   1.16609764e+00]]]",0.0653039244617,29.701275278,1.09050393105
3.701e+11,"[[[ -1.47936100e-06  -4.47984888e-07]
  [ -1.48471202e-06  -4.17490327e-07]
  [ -6.73565950e-08  -2.10340900e-07]
  ..., 
  [  1.05570200e-06  -2.03865625e-07]
  [  7.90445540e-07  -1.12967200e-07]
  [  2.60204217e-07  -5.15076728e-08]]

 [[ -2.05328411e-06  -6.43386784e-07]
  [ -1.88158469e-06  -5.61574154e-07]
  [ -2.40520905e-07  -2.75036967e-07]
  ..., 
  [  6.15769750e-07  -1.72653316e-07]
  [  4.28102680e-07  -6.02842292e-08]
  [ -7.46656497e-08   1.59599622e-08]]

 [[ -2.25246799e-06  -8.00009673e-07]
  [ -2.00364775e-06  -6.86205340e-07]
  [ -2.47114656e-07  -3.53256354e-07]
  ..., 
  [  4.19561047e-07  -1.36563543e-07]
  [  3.38971972e-07  -3.37818262e-09]
  [ -2.13968541e-08   8.80771651e-08]]

 ..., 
 [[ -1.31051469e+00   7.76470184e-01]
  [ -1.30484045e+00   7.72950232e-01]
  [ -1.26598573e+00   7.39920855e-01]
  ..., 
  [  1.53214812e+00   8.60177696e-01]
  [  1.50883186e+00   8.41756761e-01]
  [  1.45626307e+00   8.06513488e-01]]

 [[ -1.29387295e+00   7.53940821e-01]
  [ -1.29152310e+00   7.51974523e-01]
  [ -1.24827659e+00   7.13714242e-01]
  ..., 
  [  1.50966907e+00   8.69102478e-01]
  [  1.47502065e+00   8.47557247e-01]
  [  1.42038572e+00   8.11732233e-01]]

 [[ -1.29050899e+00   7.55349100e-01]
  [ -1.29292655e+00   7.57527769e-01]
  [ -1.24578011e+00   7.16606557e-01]
  ..., 
  [  1.48368144e+00   8.64247501e-01]
  [  1.43572390e+00   8.39987278e-01]
  [  1.37953675e+00   8.04801762e-01]]]",0.064085364534,29.5831043375,1.15732765198
3.702e+11,"[[[  3.27107642e-07  -2.45460797e-07]
  [  6.37581365e-07  -1.72030013e-07]
  [  1.84393059e-07  -1.66797207e-07]
  ..., 
  [ -1.47456561e-07  -1.16255656e-07]
  [ -1.71067498e-07  -1.38046303e-07]
  [ -3.22895595e-08  -1.46860927e-07]]

 [[  1.11460452e-06  -7.02344607e-07]
  [  1.41824955e-06  -5.63661160e-07]
  [  6.91167486e-07  -5.39929658e-07]
  ..., 
  [  1.28776605e-07  -2.27026902e-07]
  [  5.70158036e-08  -2.81804660e-07]
  [  1.87433884e-07  -3.18645760e-07]]

 [[  1.43134025e-06  -1.03507352e-06]
  [  1.71155489e-06  -9.14589066e-07]
  [  8.79774973e-07  -9.20467073e-07]
  ..., 
  [ -5.72360193e-07  -4.64113640e-07]
  [ -6.56371867e-07  -5.81685413e-07]
  [ -5.01961949e-07  -6.63714388e-07]]

 ..., 
 [[ -1.67092419e+00   1.22523928e+00]
  [ -1.69114709e+00   1.25556183e+00]
  [ -1.68661857e+00   1.25615466e+00]
  ..., 
  [  1.59720671e+00   1.15050077e+00]
  [  1.60192561e+00   1.13708472e+00]
  [  1.63650680e+00   1.13564217e+00]]

 [[ -1.69102752e+00   1.27556384e+00]
  [ -1.72661531e+00   1.31586766e+00]
  [ -1.72653937e+00   1.31526542e+00]
  ..., 
  [  1.58408082e+00   1.12114191e+00]
  [  1.58961022e+00   1.11111844e+00]
  [  1.63088691e+00   1.11467767e+00]]

 [[ -1.67585993e+00   1.29201508e+00]
  [ -1.72498858e+00   1.34274340e+00]
  [ -1.73058021e+00   1.35036016e+00]
  ..., 
  [  1.56286812e+00   1.10110986e+00]
  [  1.57088995e+00   1.09280634e+00]
  [  1.61364353e+00   1.09615493e+00]]]",0.0734573819967,29.4593232191,1.20574176311
3.704e+11,"[[[ -1.28628039e-06  -2.63809824e-07]
  [ -1.44586124e-06  -2.83555664e-07]
  [ -1.23504492e-06  -3.00598572e-07]
  ..., 
  [ -3.63989056e-06  -2.13429701e-07]
  [ -2.83564941e-06  -1.98836020e-07]
  [ -2.73975525e-06  -2.02922266e-07]]

 [[ -1.61496257e-06  -5.59297689e-07]
  [ -1.81677024e-06  -6.44237218e-07]
  [ -1.45552895e-06  -7.41414453e-07]
  ..., 
  [ -3.88113222e-06  -3.45802164e-07]
  [ -3.23126369e-06  -3.13997447e-07]
  [ -3.02447211e-06  -3.02441947e-07]]

 [[ -1.85927786e-06  -7.13816746e-07]
  [ -2.05345987e-06  -8.00853741e-07]
  [ -1.69962607e-06  -9.22942945e-07]
  ..., 
  [ -3.39807002e-06  -3.68947894e-07]
  [ -2.78247308e-06  -3.10661022e-07]
  [ -2.52359678e-06  -2.56786336e-07]]

 ..., 
 [[ -3.97247386e+00   3.64550638e+00]
  [ -3.95519423e+00   3.64094830e+00]
  [ -3.92102861e+00   3.61975121e+00]
  ..., 
  [  3.46017385e+00   3.25513268e+00]
  [  3.42044663e+00   3.22624040e+00]
  [  3.46161580e+00   3.23242044e+00]]

 [[ -3.97216201e+00   3.68938947e+00]
  [ -3.96658731e+00   3.69068480e+00]
  [ -3.93590784e+00   3.67112470e+00]
  ..., 
  [  3.40833306e+00   3.31792188e+00]
  [  3.33202600e+00   3.27483225e+00]
  [  3.35537100e+00   3.28638339e+00]]

 [[ -3.93173480e+00   3.69638205e+00]
  [ -3.92656469e+00   3.69567633e+00]
  [ -3.88540649e+00   3.66656160e+00]
  ..., 
  [  3.34028268e+00   3.37417436e+00]
  [  3.20663977e+00   3.26557279e+00]
  [  3.19355631e+00   3.24137998e+00]]]",0.206041870282,29.1998154315,1.27279055119
