name,size,x,y
oak_tree,100.0,29.1587,2.02569
oak_tree,100.0,26.0142,-16.4622
oak_tree,100.0,23.2216,3.76303
oak_tree,100.0,17.1913,3.86544
oak_tree,100.0,19.4944,-15.7023
oak_tree,100.0,33.7384,0.570532
oak_tree,100.0,38.2164,0.302545
oak_tree,100.0,42.2932,0.127365
oak_tree,100.0,31.4598,-16.6283
oak_tree,100.0,36.1652,-15.0796
oak_tree,100.0,42.0266,-15.9097
oak_tree,100.0,12.533,-14.8646
oak_tree,100.0,6.67184,-14.9778
oak_tree,100.0,2.18619,-14.8165
