name,size,x,y
oak_tree,100.0,29.3378,5.55842
oak_tree,100.0,28.2374,-6.90543
oak_tree,100.0,40.7928,-3.38199
oak_tree,100.0,34.8267,-6.54527
oak_tree,100.0,43.7259,10.9428
oak_tree,100.0,53.7773,5.9489
oak_tree,100.0,36.7038,12.0209
oak_tree,100.0,56.5762,1.36615
