,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
33,"[  61.93706894  240.68145752  555.39404297   60.12566757  150.2648468
  202.61778259   14.49112701    3.72159266   71.6803894    38.21453094]","[ 18.71127319  25.13847733  82.02332306  57.45872116  30.73200989
   6.72272301   1.51198769   8.54035091  34.46346283  45.05279922]","[ 0.5986107   1.03560495  1.13823617  1.35289752  1.05225468  0.69487983
  0.12299796  0.38255149  0.42198294  0.77553201]","[ 15.70486546  43.01127243  33.69406891   3.2555275   34.63977432
  70.45393372   4.45209599  40.42539597  42.01155853  77.64608002]","[ 136.18041992  292.18600464  358.7130127    76.99959564  209.94842529
  269.40063477  126.72899628  351.51541138  314.11068726  269.59692383]",18.9127635956,0,2.0
34,"[ 240.68145752  555.39404297   60.12566757  150.2648468   202.61778259
   14.49112701    3.72159266   71.6803894    38.21453094  170.49946594]","[ 25.13847733  82.02332306  57.45872116  30.73200989   6.72272301
   1.51198769   8.54035091  34.46346283  45.05279922  34.9562149 ]","[ 1.03560495  1.13823617  1.35289752  1.05225468  0.69487983  0.12299796
  0.38255149  0.42198294  0.77553201  1.39981532]","[ 43.01127243  33.69406891   3.2555275   34.63977432  70.45393372
   4.45209599  40.42539597  42.01155853  77.64608002  34.59088135]","[ 292.18600464  358.7130127    76.99959564  209.94842529  269.40063477
  126.72899628  351.51541138  314.11068726  269.59692383  290.26483154]",18.6199207306,0,2.0
35,"[ 555.39404297   60.12566757  150.2648468   202.61778259   14.49112701
    3.72159266   71.6803894    38.21453094  170.49946594   24.23408699]","[ 82.02332306  57.45872116  30.73200989   6.72272301   1.51198769
   8.54035091  34.46346283  45.05279922  34.9562149   16.08896828]","[ 1.13823617  1.35289752  1.05225468  0.69487983  0.12299796  0.38255149
  0.42198294  0.77553201  1.39981532  0.31306398]","[ 33.69406891   3.2555275   34.63977432  70.45393372   4.45209599
  40.42539597  42.01155853  77.64608002  34.59088135   6.33245325]","[ 358.7130127    76.99959564  209.94842529  269.40063477  126.72899628
  351.51541138  314.11068726  269.59692383  290.26483154  114.79693604]",18.4935779572,0,2.0
36,"[  60.12566757  150.2648468   202.61778259   14.49112701    3.72159266
   71.6803894    38.21453094  170.49946594   24.23408699  142.46034241]","[ 57.45872116  30.73200989   6.72272301   1.51198769   8.54035091
  34.46346283  45.05279922  34.9562149   16.08896828   4.68436766]","[ 1.35289752  1.05225468  0.69487983  0.12299796  0.38255149  0.42198294
  0.77553201  1.39981532  0.31306398  0.59023237]","[  3.2555275   34.63977432  70.45393372   4.45209599  40.42539597
  42.01155853  77.64608002  34.59088135   6.33245325  26.29353333]","[  76.99959564  209.94842529  269.40063477  126.72899628  351.51541138
  314.11068726  269.59692383  290.26483154  114.79693604  161.5330658 ]",18.2829246521,0,2.0
37,"[ 150.2648468   202.61778259   14.49112701    3.72159266   71.6803894
   38.21453094  170.49946594   24.23408699  142.46034241  199.25996399]","[ 30.73200989   6.72272301   1.51198769   8.54035091  34.46346283
  45.05279922  34.9562149   16.08896828   4.68436766  36.2031517 ]","[ 1.05225468  0.69487983  0.12299796  0.38255149  0.42198294  0.77553201
  1.39981532  0.31306398  0.59023237  1.07726717]","[ 34.63977432  70.45393372   4.45209599  40.42539597  42.01155853
  77.64608002  34.59088135   6.33245325  26.29353333  22.96446037]","[ 209.94842529  269.40063477  126.72899628  351.51541138  314.11068726
  269.59692383  290.26483154  114.79693604  161.5330658   131.85021973]",17.9878826141,0,2.0
38,"[ 202.61778259   14.49112701    3.72159266   71.6803894    38.21453094
  170.49946594   24.23408699  142.46034241  199.25996399  427.20770264]","[  6.72272301   1.51198769   8.54035091  34.46346283  45.05279922
  34.9562149   16.08896828   4.68436766  36.2031517   36.35108948]","[ 0.69487983  0.12299796  0.38255149  0.42198294  0.77553201  1.39981532
  0.31306398  0.59023237  1.07726717  0.8329829 ]","[ 70.45393372   4.45209599  40.42539597  42.01155853  77.64608002
  34.59088135   6.33245325  26.29353333  22.96446037  21.04637146]","[ 269.40063477  126.72899628  351.51541138  314.11068726  269.59692383
  290.26483154  114.79693604  161.5330658   131.85021973  205.11404419]",17.6508769989,0,2.0
39,"[  14.49112701    3.72159266   71.6803894    38.21453094  170.49946594
   24.23408699  142.46034241  199.25996399  427.20770264  120.53700256]","[  1.51198769   8.54035091  34.46346283  45.05279922  34.9562149
  16.08896828   4.68436766  36.2031517   36.35108948  26.29733467]","[ 0.12299796  0.38255149  0.42198294  0.77553201  1.39981532  0.31306398
  0.59023237  1.07726717  0.8329829   0.58353394]","[  4.45209599  40.42539597  42.01155853  77.64608002  34.59088135
   6.33245325  26.29353333  22.96446037  21.04637146  18.83135414]","[ 126.72899628  351.51541138  314.11068726  269.59692383  290.26483154
  114.79693604  161.5330658   131.85021973  205.11404419  154.62402344]",17.3559532166,0,2.0
40,"[   3.72159266   71.6803894    38.21453094  170.49946594   24.23408699
  142.46034241  199.25996399  427.20770264  120.53700256   86.84448242]","[  8.54035091  34.46346283  45.05279922  34.9562149   16.08896828
   4.68436766  36.2031517   36.35108948  26.29733467  24.12985229]","[ 0.38255149  0.42198294  0.77553201  1.39981532  0.31306398  0.59023237
  1.07726717  0.8329829   0.58353394  0.5378412 ]","[ 40.42539597  42.01155853  77.64608002  34.59088135   6.33245325
  26.29353333  22.96446037  21.04637146  18.83135414  63.06806564]","[ 351.51541138  314.11068726  269.59692383  290.26483154  114.79693604
  161.5330658   131.85021973  205.11404419  154.62402344  123.34220886]",17.1469268799,0,2.0
41,"[  71.6803894    38.21453094  170.49946594   24.23408699  142.46034241
  199.25996399  427.20770264  120.53700256   86.84448242   46.77077866]","[ 34.46346283  45.05279922  34.9562149   16.08896828   4.68436766
  36.2031517   36.35108948  26.29733467  24.12985229  20.01285553]","[ 0.42198294  0.77553201  1.39981532  0.31306398  0.59023237  1.07726717
  0.8329829   0.58353394  0.5378412   0.27487978]","[ 42.01155853  77.64608002  34.59088135   6.33245325  26.29353333
  22.96446037  21.04637146  18.83135414  63.06806564  46.11666107]","[ 314.11068726  269.59692383  290.26483154  114.79693604  161.5330658
  131.85021973  205.11404419  154.62402344  123.34220886  298.97073364]",17.0219345093,0,2.0
42,"[  38.21453094  170.49946594   24.23408699  142.46034241  199.25996399
  427.20770264  120.53700256   86.84448242   46.77077866   44.77843857]","[ 45.05279922  34.9562149   16.08896828   4.68436766  36.2031517
  36.35108948  26.29733467  24.12985229  20.01285553  15.99567699]","[ 0.77553201  1.39981532  0.31306398  0.59023237  1.07726717  0.8329829
  0.58353394  0.5378412   0.27487978  0.82642728]","[ 77.64608002  34.59088135   6.33245325  26.29353333  22.96446037
  21.04637146  18.83135414  63.06806564  46.11666107  20.8403759 ]","[ 269.59692383  290.26483154  114.79693604  161.5330658   131.85021973
  205.11404419  154.62402344  123.34220886  298.97073364  327.87561035]",16.7285041809,0,2.0
43,"[ 170.49946594   24.23408699  142.46034241  199.25996399  427.20770264
  120.53700256   86.84448242   46.77077866   44.77843857  124.74105072]","[ 34.9562149   16.08896828   4.68436766  36.2031517   36.35108948
  26.29733467  24.12985229  20.01285553  15.99567699  99.0885849 ]","[ 1.39981532  0.31306398  0.59023237  1.07726717  0.8329829   0.58353394
  0.5378412   0.27487978  0.82642728  2.23668194]","[ 34.59088135   6.33245325  26.29353333  22.96446037  21.04637146
  18.83135414  63.06806564  46.11666107  20.8403759   22.97988319]","[ 290.26483154  114.79693604  161.5330658   131.85021973  205.11404419
  154.62402344  123.34220886  298.97073364  327.87561035  287.59310913]",16.5194358826,0,2.0
44,"[  24.23408699  142.46034241  199.25996399  427.20770264  120.53700256
   86.84448242   46.77077866   44.77843857  124.74105072   76.5968399 ]","[ 16.08896828   4.68436766  36.2031517   36.35108948  26.29733467
  24.12985229  20.01285553  15.99567699  99.0885849   21.78048706]","[ 0.31306398  0.59023237  1.07726717  0.8329829   0.58353394  0.5378412
  0.27487978  0.82642728  2.23668194  0.54827821]","[  6.33245325  26.29353333  22.96446037  21.04637146  18.83135414
  63.06806564  46.11666107  20.8403759   22.97988319  18.4860878 ]","[ 114.79693604  161.5330658   131.85021973  205.11404419  154.62402344
  123.34220886  298.97073364  327.87561035  287.59310913  237.259552  ]",16.393075943,0,2.0
45,"[ 142.46034241  199.25996399  427.20770264  120.53700256   86.84448242
   46.77077866   44.77843857  124.74105072   76.5968399   101.4437027 ]","[  4.68436766  36.2031517   36.35108948  26.29733467  24.12985229
  20.01285553  15.99567699  99.0885849   21.78048706  26.10357094]","[ 0.59023237  1.07726717  0.8329829   0.58353394  0.5378412   0.27487978
  0.82642728  2.23668194  0.54827821  0.5430007 ]","[ 26.29353333  22.96446037  21.04637146  18.83135414  63.06806564
  46.11666107  20.8403759   22.97988319  18.4860878   42.72695541]","[ 161.5330658   131.85021973  205.11404419  154.62402344  123.34220886
  298.97073364  327.87561035  287.59310913  237.259552     16.70879364]",16.1831817627,0,2.0
46,"[ 199.25996399  427.20770264  120.53700256   86.84448242   46.77077866
   44.77843857  124.74105072   76.5968399   101.4437027    52.98509979]","[ 36.2031517   36.35108948  26.29733467  24.12985229  20.01285553
  15.99567699  99.0885849   21.78048706  26.10357094  71.3694458 ]","[ 1.07726717  0.8329829   0.58353394  0.5378412   0.27487978  0.82642728
  2.23668194  0.54827821  0.5430007   2.01006126]","[ 22.96446037  21.04637146  18.83135414  63.06806564  46.11666107
  20.8403759   22.97988319  18.4860878   42.72695541  27.36529541]","[ 131.85021973  205.11404419  154.62402344  123.34220886  298.97073364
  327.87561035  287.59310913  237.259552     16.70879364  120.06160736]",15.8894701004,0,2.0
47,"[ 427.20770264  120.53700256   86.84448242   46.77077866   44.77843857
  124.74105072   76.5968399   101.4437027    52.98509979   30.96837044]","[ 36.35108948  26.29733467  24.12985229  20.01285553  15.99567699
  99.0885849   21.78048706  26.10357094  71.3694458    9.7773962 ]","[ 0.8329829   0.58353394  0.5378412   0.27487978  0.82642728  2.23668194
  0.54827821  0.5430007   2.01006126  0.86289257]","[ 21.04637146  18.83135414  63.06806564  46.11666107  20.8403759
  22.97988319  18.4860878   42.72695541  27.36529541   5.87897778]","[ 205.11404419  154.62402344  123.34220886  298.97073364  327.87561035
  287.59310913  237.259552     16.70879364  120.06160736  290.67520142]",15.7637805939,0,2.0
48,"[ 120.53700256   86.84448242   46.77077866   44.77843857  124.74105072
   76.5968399   101.4437027    52.98509979   30.96837044  293.85241699]","[ 26.29733467  24.12985229  20.01285553  15.99567699  99.0885849
  21.78048706  26.10357094  71.3694458    9.7773962   20.90326309]","[ 0.58353394  0.5378412   0.27487978  0.82642728  2.23668194  0.54827821
  0.5430007   2.01006126  0.86289257  0.30030894]","[ 18.83135414  63.06806564  46.11666107  20.8403759   22.97988319
  18.4860878   42.72695541  27.36529541   5.87897778  42.84217834]","[ 154.62402344  123.34220886  298.97073364  327.87561035  287.59310913
  237.259552     16.70879364  120.06160736  290.67520142  173.75009155]",15.4702806473,0,2.0
49,"[  86.84448242   46.77077866   44.77843857  124.74105072   76.5968399
  101.4437027    52.98509979   30.96837044  293.85241699   25.15957069]","[ 24.12985229  20.01285553  15.99567699  99.0885849   21.78048706
  26.10357094  71.3694458    9.7773962   20.90326309  12.87936497]","[ 0.5378412   0.27487978  0.82642728  2.23668194  0.54827821  0.5430007
  2.01006126  0.86289257  0.30030894  0.44826722]","[ 63.06806564  46.11666107  20.8403759   22.97988319  18.4860878
  42.72695541  27.36529541   5.87897778  42.84217834  30.45540047]","[ 123.34220886  298.97073364  327.87561035  287.59310913  237.259552
   16.70879364  120.06160736  290.67520142  173.75009155  209.05870056]",15.3446035385,0,2.0
50,"[  46.77077866   44.77843857  124.74105072   76.5968399   101.4437027
   52.98509979   30.96837044  293.85241699   25.15957069   71.61663818]","[ 20.01285553  15.99567699  99.0885849   21.78048706  26.10357094
  71.3694458    9.7773962   20.90326309  12.87936497  45.51013947]","[ 0.27487978  0.82642728  2.23668194  0.54827821  0.5430007   2.01006126
  0.86289257  0.30030894  0.44826722  1.26129365]","[ 46.11666107  20.8403759   22.97988319  18.4860878   42.72695541
  27.36529541   5.87897778  42.84217834  30.45540047  11.64706898]","[ 298.97073364  327.87561035  287.59310913  237.259552     16.70879364
  120.06160736  290.67520142  173.75009155  209.05870056  289.67010498]",15.1353321075,0,2.0
51,"[  44.77843857  124.74105072   76.5968399   101.4437027    52.98509979
   30.96837044  293.85241699   25.15957069   71.61663818    4.84907818]","[ 15.99567699  99.0885849   21.78048706  26.10357094  71.3694458
   9.7773962   20.90326309  12.87936497  45.51013947   7.84212923]","[ 0.82642728  2.23668194  0.54827821  0.5430007   2.01006126  0.86289257
  0.30030894  0.44826722  1.26129365  0.19129786]","[ 20.8403759   22.97988319  18.4860878   42.72695541  27.36529541
   5.87897778  42.84217834  30.45540047  11.64706898  53.43854523]","[ 327.87561035  287.59310913  237.259552     16.70879364  120.06160736
  290.67520142  173.75009155  209.05870056  289.67010498  178.2755127 ]",14.9253768921,0,2.0
52,"[ 124.74105072   76.5968399   101.4437027    52.98509979   30.96837044
  293.85241699   25.15957069   71.61663818    4.84907818  187.30293274]","[ 99.0885849   21.78048706  26.10357094  71.3694458    9.7773962
  20.90326309  12.87936497  45.51013947   7.84212923  56.84537888]","[ 2.23668194  0.54827821  0.5430007   2.01006126  0.86289257  0.30030894
  0.44826722  1.26129365  0.19129786  0.77319908]","[ 22.97988319  18.4860878   42.72695541  27.36529541   5.87897778
  42.84217834  30.45540047  11.64706898  53.43854523  90.80799103]","[ 287.59310913  237.259552     16.70879364  120.06160736  290.67520142
  173.75009155  209.05870056  289.67010498  178.2755127    52.15044022]",14.6314706802,0,2.0
53,"[  76.5968399   101.4437027    52.98509979   30.96837044  293.85241699
   25.15957069   71.61663818    4.84907818  187.30293274  172.13989258]","[ 21.78048706  26.10357094  71.3694458    9.7773962   20.90326309
  12.87936497  45.51013947   7.84212923  56.84537888   8.55032825]","[ 0.54827821  0.5430007   2.01006126  0.86289257  0.30030894  0.44826722
  1.26129365  0.19129786  0.77319908  0.53829199]","[ 18.4860878   42.72695541  27.36529541   5.87897778  42.84217834
  30.45540047  11.64706898  53.43854523  90.80799103  45.76247025]","[ 237.259552     16.70879364  120.06160736  290.67520142  173.75009155
  209.05870056  289.67010498  178.2755127    52.15044022  257.65472412]",14.5050954819,0,2.0
54,"[ 101.4437027    52.98509979   30.96837044  293.85241699   25.15957069
   71.61663818    4.84907818  187.30293274  172.13989258   90.3250885 ]","[ 26.10357094  71.3694458    9.7773962   20.90326309  12.87936497
  45.51013947   7.84212923  56.84537888   8.55032825  77.45235443]","[ 0.5430007   2.01006126  0.86289257  0.30030894  0.44826722  1.26129365
  0.19129786  0.77319908  0.53829199  1.1079576 ]","[ 42.72695541  27.36529541   5.87897778  42.84217834  30.45540047
  11.64706898  53.43854523  90.80799103  45.76247025  52.40668488]","[  16.70879364  120.06160736  290.67520142  173.75009155  209.05870056
  289.67010498  178.2755127    52.15044022  257.65472412  263.45965576]",14.2126655579,0,2.0
55,"[  52.98509979   30.96837044  293.85241699   25.15957069   71.61663818
    4.84907818  187.30293274  172.13989258   90.3250885     6.95516825]","[ 71.3694458    9.7773962   20.90326309  12.87936497  45.51013947
   7.84212923  56.84537888   8.55032825  77.45235443  16.29207993]","[ 2.01006126  0.86289257  0.30030894  0.44826722  1.26129365  0.19129786
  0.77319908  0.53829199  1.1079576   0.43915042]","[ 27.36529541   5.87897778  42.84217834  30.45540047  11.64706898
  53.43854523  90.80799103  45.76247025  52.40668488  16.9177494 ]","[ 120.06160736  290.67520142  173.75009155  209.05870056  289.67010498
  178.2755127    52.15044022  257.65472412  263.45965576   31.84525871]",14.0054092407,0,2.0
56,"[  30.96837044  293.85241699   25.15957069   71.61663818    4.84907818
  187.30293274  172.13989258   90.3250885     6.95516825   32.14580154]","[  9.7773962   20.90326309  12.87936497  45.51013947   7.84212923
  56.84537888   8.55032825  77.45235443  16.29207993  97.33054352]","[ 0.86289257  0.30030894  0.44826722  1.26129365  0.19129786  0.77319908
  0.53829199  1.1079576   0.43915042  2.7256093 ]","[  5.87897778  42.84217834  30.45540047  11.64706898  53.43854523
  90.80799103  45.76247025  52.40668488  16.9177494   46.53026962]","[ 290.67520142  173.75009155  209.05870056  289.67010498  178.2755127
   52.15044022  257.65472412  263.45965576   31.84525871  138.3901062 ]",13.8791952133,0,2.0
57,"[ 293.85241699   25.15957069   71.61663818    4.84907818  187.30293274
  172.13989258   90.3250885     6.95516825   32.14580154  207.67105103]","[ 20.90326309  12.87936497  45.51013947   7.84212923  56.84537888
   8.55032825  77.45235443  16.29207993  97.33054352  41.55748367]","[ 0.30030894  0.44826722  1.26129365  0.19129786  0.77319908  0.53829199
  1.1079576   0.43915042  2.7256093   1.15012574]","[ 42.84217834  30.45540047  11.64706898  53.43854523  90.80799103
  45.76247025  52.40668488  16.9177494   46.53026962  38.62635803]","[ 173.75009155  209.05870056  289.67010498  178.2755127    52.15044022
  257.65472412  263.45965576   31.84525871  138.3901062   263.34405518]",13.6695566177,0,2.0
58,"[  25.15957069   71.61663818    4.84907818  187.30293274  172.13989258
   90.3250885     6.95516825   32.14580154  207.67105103   99.90576935]","[ 12.87936497  45.51013947   7.84212923  56.84537888   8.55032825
  77.45235443  16.29207993  97.33054352  41.55748367  35.26598358]","[ 0.44826722  1.26129365  0.19129786  0.77319908  0.53829199  1.1079576
  0.43915042  2.7256093   1.15012574  1.03374994]","[ 30.45540047  11.64706898  53.43854523  90.80799103  45.76247025
  52.40668488  16.9177494   46.53026962  38.62635803  56.40781403]","[ 209.05870056  289.67010498  178.2755127    52.15044022  257.65472412
  263.45965576   31.84525871  138.3901062   263.34405518  187.80534363]",13.4589567184,0,2.0
59,"[  71.61663818    4.84907818  187.30293274  172.13989258   90.3250885
    6.95516825   32.14580154  207.67105103   99.90576935   48.27223587]","[ 45.51013947   7.84212923  56.84537888   8.55032825  77.45235443
  16.29207993  97.33054352  41.55748367  35.26598358   7.32940578]","[ 1.26129365  0.19129786  0.77319908  0.53829199  1.1079576   0.43915042
  2.7256093   1.15012574  1.03374994  0.6054064 ]","[ 11.64706898  53.43854523  90.80799103  45.76247025  52.40668488
  16.9177494   46.53026962  38.62635803  56.40781403  27.33591652]","[ 289.67010498  178.2755127    52.15044022  257.65472412  263.45965576
   31.84525871  138.3901062   263.34405518  187.80534363  214.60455322]",13.1640453339,0,2.0
60,"[   4.84907818  187.30293274  172.13989258   90.3250885     6.95516825
   32.14580154  207.67105103   99.90576935   48.27223587   51.23827744]","[  7.84212923  56.84537888   8.55032825  77.45235443  16.29207993
  97.33054352  41.55748367  35.26598358   7.32940578  32.49029541]","[ 0.19129786  0.77319908  0.53829199  1.1079576   0.43915042  2.7256093
  1.15012574  1.03374994  0.6054064   0.45847571]","[ 53.43854523  90.80799103  45.76247025  52.40668488  16.9177494
  46.53026962  38.62635803  56.40781403  27.33591652  79.92848206]","[ 178.2755127    52.15044022  257.65472412  263.45965576   31.84525871
  138.3901062   263.34405518  187.80534363  214.60455322  471.87423706]",13.0368080139,0,2.0
61,"[ 187.30293274  172.13989258   90.3250885     6.95516825   32.14580154
  207.67105103   99.90576935   48.27223587   51.23827744    3.85046816]","[ 56.84537888   8.55032825  77.45235443  16.29207993  97.33054352
  41.55748367  35.26598358   7.32940578  32.49029541   1.45162201]","[ 0.77319908  0.53829199  1.1079576   0.43915042  2.7256093   1.15012574
  1.03374994  0.6054064   0.45847571  0.18500896]","[ 90.80799103  45.76247025  52.40668488  16.9177494   46.53026962
  38.62635803  56.40781403  27.33591652  79.92848206  15.82953167]","[  52.15044022  257.65472412  263.45965576   31.84525871  138.3901062
  263.34405518  187.80534363  214.60455322  471.87423706  157.93852234]",12.7412643433,0,2.0
62,"[ 172.13989258   90.3250885     6.95516825   32.14580154  207.67105103
   99.90576935   48.27223587   51.23827744    3.85046816  675.57312012]","[  8.55032825  77.45235443  16.29207993  97.33054352  41.55748367
  35.26598358   7.32940578  32.49029541   1.45162201  15.33926964]","[ 0.53829199  1.1079576   0.43915042  2.7256093   1.15012574  1.03374994
  0.6054064   0.45847571  0.18500896  0.08389781]","[ 45.76247025  52.40668488  16.9177494   46.53026962  38.62635803
  56.40781403  27.33591652  79.92848206  15.82953167   5.29577351]","[ 257.65472412  263.45965576   31.84525871  138.3901062   263.34405518
  187.80534363  214.60455322  471.87423706  157.93852234  152.80024719]",12.3194303513,0,2.0
63,"[  90.3250885     6.95516825   32.14580154  207.67105103   99.90576935
   48.27223587   51.23827744    3.85046816  675.57312012  206.96403503]","[ 77.45235443  16.29207993  97.33054352  41.55748367  35.26598358
   7.32940578  32.49029541   1.45162201  15.33926964  45.35249329]","[ 1.1079576   0.43915042  2.7256093   1.15012574  1.03374994  0.6054064
  0.45847571  0.18500896  0.08389781  0.44307581]","[ 52.40668488  16.9177494   46.53026962  38.62635803  56.40781403
  27.33591652  79.92848206  15.82953167   5.29577351  47.39029694]","[ 263.45965576   31.84525871  138.3901062   263.34405518  187.80534363
  214.60455322  471.87423706  157.93852234  152.80024719  296.63903809]",12.1080141068,0,2.0
64,"[   6.95516825   32.14580154  207.67105103   99.90576935   48.27223587
   51.23827744    3.85046816  675.57312012  206.96403503  110.58222961]","[ 16.29207993  97.33054352  41.55748367  35.26598358   7.32940578
  32.49029541   1.45162201  15.33926964  45.35249329  89.48321533]","[ 0.43915042  2.7256093   1.15012574  1.03374994  0.6054064   0.45847571
  0.18500896  0.08389781  0.44307581  1.38186514]","[ 16.9177494   46.53026962  38.62635803  56.40781403  27.33591652
  79.92848206  15.82953167   5.29577351  47.39029694  12.96400928]","[  31.84525871  138.3901062   263.34405518  187.80534363  214.60455322
  471.87423706  157.93852234  152.80024719  296.63903809   48.91735458]",11.9811573029,0,2.0
65,"[  32.14580154  207.67105103   99.90576935   48.27223587   51.23827744
    3.85046816  675.57312012  206.96403503  110.58222961   99.0546875 ]","[ 97.33054352  41.55748367  35.26598358   7.32940578  32.49029541
   1.45162201  15.33926964  45.35249329  89.48321533  40.09089661]","[ 2.7256093   1.15012574  1.03374994  0.6054064   0.45847571  0.18500896
  0.08389781  0.44307581  1.38186514  1.28638566]","[ 46.53026962  38.62635803  56.40781403  27.33591652  79.92848206
  15.82953167   5.29577351  47.39029694  12.96400928   9.45262623]","[ 138.3901062   263.34405518  187.80534363  214.60455322  471.87423706
  157.93852234  152.80024719  296.63903809   48.91735458  222.0900116 ]",11.6884307861,0,2.0
66,"[ 207.67105103   99.90576935   48.27223587   51.23827744    3.85046816
  675.57312012  206.96403503  110.58222961   99.0546875   152.67814636]","[ 41.55748367  35.26598358   7.32940578  32.49029541   1.45162201
  15.33926964  45.35249329  89.48321533  40.09089661  34.23680496]","[ 1.15012574  1.03374994  0.6054064   0.45847571  0.18500896  0.08389781
  0.44307581  1.38186514  1.28638566  0.50990421]","[ 38.62635803  56.40781403  27.33591652  79.92848206  15.82953167
   5.29577351  47.39029694  12.96400928   9.45262623  40.30416489]","[ 263.34405518  187.80534363  214.60455322  471.87423706  157.93852234
  152.80024719  296.63903809   48.91735458  222.0900116   313.18994141]",11.4815692902,0,2.0
67,"[  99.90576935   48.27223587   51.23827744    3.85046816  675.57312012
  206.96403503  110.58222961   99.0546875   152.67814636   63.86462021]","[ 35.26598358   7.32940578  32.49029541   1.45162201  15.33926964
  45.35249329  89.48321533  40.09089661  34.23680496   2.76283622]","[ 1.03374994  0.6054064   0.45847571  0.18500896  0.08389781  0.44307581
  1.38186514  1.28638566  0.50990421  0.06807344]","[ 56.40781403  27.33591652  79.92848206  15.82953167   5.29577351
  47.39029694  12.96400928   9.45262623  40.30416489  56.56859589]","[ 187.80534363  214.60455322  471.87423706  157.93852234  152.80024719
  296.63903809   48.91735458  222.0900116   313.18994141  147.48164368]",11.2696208954,0,2.0
68,"[  48.27223587   51.23827744    3.85046816  675.57312012  206.96403503
  110.58222961   99.0546875   152.67814636   63.86462021   35.77323151]","[  7.32940578  32.49029541   1.45162201  15.33926964  45.35249329
  89.48321533  40.09089661  34.23680496   2.76283622  48.33324051]","[ 0.6054064   0.45847571  0.18500896  0.08389781  0.44307581  1.38186514
  1.28638566  0.50990421  0.06807344  0.88357008]","[ 27.33591652  79.92848206  15.82953167   5.29577351  47.39029694
  12.96400928   9.45262623  40.30416489  56.56859589  10.385952  ]","[ 214.60455322  471.87423706  157.93852234  152.80024719  296.63903809
   48.91735458  222.0900116   313.18994141  147.48164368  274.61114502]",11.0601224899,0,2.0
69,"[  51.23827744    3.85046816  675.57312012  206.96403503  110.58222961
   99.0546875   152.67814636   63.86462021   35.77323151   70.72468567]","[ 32.49029541   1.45162201  15.33926964  45.35249329  89.48321533
  40.09089661  34.23680496   2.76283622  48.33324051  37.98717117]","[ 0.45847571  0.18500896  0.08389781  0.44307581  1.38186514  1.28638566
  0.50990421  0.06807344  0.88357008  0.7124182 ]","[ 79.92848206  15.82953167   5.29577351  47.39029694  12.96400928
   9.45262623  40.30416489  56.56859589  10.385952    13.69755363]","[ 471.87423706  157.93852234  152.80024719  296.63903809   48.91735458
  222.0900116   313.18994141  147.48164368  274.61114502  369.47766113]",10.8472099304,0,2.0
70,"[   3.85046816  675.57312012  206.96403503  110.58222961   99.0546875
  152.67814636   63.86462021   35.77323151   70.72468567    9.62449074]","[  1.45162201  15.33926964  45.35249329  89.48321533  40.09089661
  34.23680496   2.76283622  48.33324051  37.98717117  11.93862629]","[ 0.18500896  0.08389781  0.44307581  1.38186514  1.28638566  0.50990421
  0.06807344  0.88357008  0.7124182   0.22068019]","[ 15.82953167   5.29577351  47.39029694  12.96400928   9.45262623
  40.30416489  56.56859589  10.385952    13.69755363  30.24248123]","[ 157.93852234  152.80024719  296.63903809   48.91735458  222.0900116
  313.18994141  147.48164368  274.61114502  369.47766113  171.05523682]",10.6952505112,0,2.0
71,"[ 675.57312012  206.96403503  110.58222961   99.0546875   152.67814636
   63.86462021   35.77323151   70.72468567    9.62449074   53.28686523]","[ 15.33926964  45.35249329  89.48321533  40.09089661  34.23680496
   2.76283622  48.33324051  37.98717117  11.93862629  10.16324902]","[ 0.08389781  0.44307581  1.38186514  1.28638566  0.50990421  0.06807344
  0.88357008  0.7124182   0.22068019  0.04764318]","[  5.29577351  47.39029694  12.96400928   9.45262623  40.30416489
  56.56859589  10.385952    13.69755363  30.24248123  24.40041733]","[ 152.80024719  296.63903809   48.91735458  222.0900116   313.18994141
  147.48164368  274.61114502  369.47766113  171.05523682  209.79933167]",10.4235305786,0,2.0
72,"[ 206.96403503  110.58222961   99.0546875   152.67814636   63.86462021
   35.77323151   70.72468567    9.62449074   53.28686523  151.49966431]","[ 45.35249329  89.48321533  40.09089661  34.23680496   2.76283622
  48.33324051  37.98717117  11.93862629  10.16324902   2.09566164]","[ 0.44307581  1.38186514  1.28638566  0.50990421  0.06807344  0.88357008
  0.7124182   0.22068019  0.04764318  0.30367711]","[ 47.39029694  12.96400928   9.45262623  40.30416489  56.56859589
  10.385952    13.69755363  30.24248123  24.40041733  82.82687378]","[ 296.63903809   48.91735458  222.0900116   313.18994141  147.48164368
  274.61114502  369.47766113  171.05523682  209.79933167  326.62582397]",10.2965326309,0,2.0
